科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"40,064,799.60","46,658,307.78","49,575,673.91","59,823,902.25","354,638,657.14","246,937,128.43","255,944,221.42","221,295,786.51","218,282,387.32","185,210,304.08","208,627,701.94","161,871,603.70","164,737,124.40","136,567,713.35","163,815,154.13","129,290,561.45","143,424,891.95","125,030,018.63","334,910,513.36","90,555,097.39","88,558,397.46","117,835,216.01","148,927,981.32","129,963,742.65","131,075,364.28","142,418,192.01","199,078,800.67","174,660,769.18","243,772,612.52","139,569,009.70","329,016,747.52","187,586,668.41"
短期借款,"73,000,000.00","72,000,000.00","73,784,821.31","103,551,266.67","90,800,000.00","10,000,000.00","49,400,000.00","52,400,000.00","71,200,000.00","48,400,000.00","49,400,000.00","44,399,840.00","59,399,840.00","34,600,000.00","36,527,240.00","29,600,000.00","45,600,000.00","39,294,800.00","6,000,000.00","9,000,000.00","12,561,900.00","14,042,500.00","9,000,000.00","11,500,000.00","9,000,000.00","14,780,000.00","12,158,000.00","12,485,100.00","11,312,400.00","35,700,000.00","37,642,800.00","32,486,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,"4,127,240.00","5,427,240.00","4,200,000.00","5,894,800.00","8,546,800.00","12,457,600.00","14,601,600.00","12,561,900.00","14,042,500.00","11,700,000.00","11,500,000.00","16,780,000.00","17,938,000.00","15,830,700.00","14,985,100.00","11,312,400.00","14,992,800.00","9,987,800.00","4,723,400.00"
应付票据,"39,303,600.00","44,711,000.00","26,592,400.00","24,194,400.00","22,210,000.00","24,700,000.00","29,812,000.00","27,206,000.00","22,954,400.00","23,285,760.00","28,085,960.00","24,339,160.00","19,820,480.00","20,981,920.00","20,324,560.00","15,184,560.00","16,201,040.00","30,517,760.00","43,610,720.00","40,477,520.00","36,295,520.00","37,260,400.00","38,230,400.00","41,694,900.00","42,992,900.00","48,445,000.00","53,157,257.30","44,300,853.30","47,398,596.00",,"61,856,951.50",
应收账款,"54,390,400.61","57,038,228.10","54,372,411.80","66,185,131.06","75,849,114.46","83,787,999.40","73,648,053.65","87,702,235.58","88,990,229.37","97,445,069.83","79,162,250.09","93,990,717.18","98,493,355.70","101,778,059.63","86,454,394.53","99,083,750.56","94,691,891.65","110,544,338.69","91,722,559.31","105,460,708.40","110,254,671.71","113,659,504.49","88,948,579.63","100,075,313.51","112,254,491.77","125,578,880.63","97,559,165.19","110,810,560.00","118,399,237.25","129,430,705.07","85,549,122.20","113,920,471.13"
应付账款,"25,095,511.14","30,536,018.44","36,022,852.42","36,064,709.08","42,951,303.77","33,884,152.50","39,291,633.16","33,612,219.76","48,084,154.78","46,540,146.00","49,718,907.67","39,811,389.57","50,173,381.35","43,394,428.12","49,389,007.08","47,420,291.83","49,008,371.12","44,665,897.61","41,746,949.23","37,698,425.73","42,058,503.62","46,408,323.29","51,808,441.67","47,762,974.41","59,477,797.52","64,257,910.19","68,944,353.30","70,870,727.88","76,060,842.19",,"78,475,521.61",
预付款项,"7,757,716.59","11,606,341.40","7,806,657.64","12,049,628.71","12,886,510.96","29,188,166.42","14,248,060.59","20,528,565.57","16,435,099.44","14,832,652.45","10,928,277.25","18,645,403.10","18,018,081.17","12,078,244.13","12,996,080.11","18,246,364.99","24,058,763.63","21,640,344.93","17,256,921.78","20,689,337.49","19,561,721.39","16,846,106.10","20,055,294.19","30,217,018.81","31,045,725.06","26,319,577.97","16,975,749.09","26,451,687.35","23,436,892.66","24,523,803.62","21,839,814.61","27,021,824.64"
预收款项,"228,744.38","2,343,146.20","1,093,854.74","1,154,689.94","1,525,081.45","1,890,731.34","1,632,851.56","1,162,427.83","1,236,290.88","2,632,401.38","4,568,100.45","4,213,541.79","4,489,468.74","3,683,704.40","2,623,313.25","2,525,479.45","2,720,377.04","1,213,875.84","3,387,133.80","3,038,111.90","3,059,765.88","2,625,833.70","4,287,924.76","12,088,842.44","4,649,149.72","4,366,085.28","3,965,012.74","18,447,075.95","4,715,027.58","4,916,844.41","11,090,393.07","12,059,411.74"
其他应收款,"1,969,846.74","2,691,806.60","4,426,745.26","5,717,270.98","3,363,747.55","3,249,506.58","3,599,807.95","4,445,267.98","3,166,164.99","3,212,619.21","2,380,722.15","1,859,439.42","1,076,022.01","978,867.04","1,638,195.24","1,337,856.36","2,371,215.85","1,757,676.61","1,619,894.73","1,462,822.65","2,102,075.47","2,263,282.20","4,120,202.14","4,235,822.53","4,522,070.44","4,712,236.87","5,350,750.47","7,092,709.74","7,167,791.33","12,778,924.67","14,647,069.83","11,110,893.82"
应付职工薪酬,"3,800,143.06","4,052,351.38","4,419,493.57","5,265,240.35","3,329,263.14","3,649,603.22","7,241,315.42","2,662,277.15","3,925,928.12","4,583,564.98","8,550,341.40","3,991,751.86","4,174,610.31","3,421,047.76","8,203,282.24","3,464,681.78","5,823,498.24","5,600,802.19","10,241,037.01","4,727,846.48","5,083,141.21","4,668,009.89","10,488,152.43","5,615,923.30","5,907,041.38","5,822,264.81","13,092,403.06","5,971,894.90","7,277,874.31","7,950,231.50","14,248,524.65","7,619,316.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
