科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"658,181,856.21","994,498,055.71","743,578,420.09","543,430,171.18","881,451,883.40","1,132,942,129.42","256,765,917.57","459,285,080.50","770,699,231.74","1,068,863,305.02","273,241,258.76","533,758,929.78","829,278,851.66","1,132,305,273.30","284,058,916.78","691,534,340.49","1,093,561,509.80","1,482,804,000.90","422,494,577.15","834,178,388.98","1,314,137,527.14","1,729,854,823.07","447,590,019.72","785,032,461.56","1,183,889,821.27","1,721,412,237.23","381,423,799.32","752,566,679.00","1,148,298,471.91","10,975,565,171.83","2,198,808,802.51","5,859,031,112.82","8,875,410,762.61"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40,332,631.38",,"2,055,110.60","2,055,110.60"
收到的税费返还,"3,816,217.89","25,133,698.88","40,238,304.20","25,124,938.85","44,627,895.02","66,036,577.83","20,516,143.72","31,616,048.77","54,480,289.06","68,595,128.17","11,991,078.38","37,368,174.18","51,208,490.39","81,090,632.44","11,161,144.63","28,116,393.79","41,348,687.83","59,182,095.39","19,501,613.21","42,779,069.72","63,014,058.60","82,632,496.01","20,822,597.80","38,513,815.47","56,570,753.61","63,020,925.43","25,973,027.76","43,258,204.31","60,318,646.19","181,102.28",,,
支付其他与投资活动有关的现金,,"37,437,492.56","2,422,144.44","526,000.00",,"792,000.00",,,129.43,"728,000.00",,,,"3,696,000.00",,,,"9,942,699.38","859,289.10","5,894,686.98","5,823,032.34","3,164,254.74","250,836.88","283,120.01",72.46,"5,374,056.99","845,891.81","903,620.84",,,,,
收到其他与经营活动有关的现金,"62,273,903.60","36,140,713.13","45,976,160.69","13,306,406.43","16,657,057.54","64,757,291.53","877,191.35","13,286,104.22","18,545,040.63","44,917,994.94","1,720,649.62","8,955,440.21","15,998,050.97","58,771,631.09","19,565,864.68","14,870,567.33","26,793,968.19","41,776,879.66","692,541.92","6,037,729.15","24,724,946.25","42,293,813.81","8,149,035.60","16,772,182.64","18,865,349.59","18,485,346.53","4,360,905.59","6,706,631.15","9,927,043.68","264,347,870.01","73,504,588.95","145,820,329.26","163,097,128.90"
投资活动现金流出小计,"74,721,408.99","100,774,740.84","74,864,025.81","20,289,692.08","34,907,246.81","66,621,184.51","75,331,226.00","106,884,739.70","159,140,617.14","255,008,250.57","18,016,059.90","54,367,536.66","135,336,036.29","205,629,201.24","18,819,713.91","49,441,613.85","62,933,197.55","84,822,294.86","25,702,975.18","34,001,463.53","110,769,456.34","61,673,142.26","4,590,227.31","112,557,486.07","220,809,742.46","73,408,764.68","38,076,910.82","29,986,159.66","304,237,083.62","5,532,717,272.10","1,702,581,927.65","4,927,656,642.46","7,967,804,987.74"
经营活动现金流入小计,"724,271,977.70","1,055,772,467.72","829,792,884.98","581,861,516.46","942,736,835.96","1,263,735,998.78","278,159,252.64","504,187,233.49","843,724,561.43","1,182,376,428.13","286,952,986.76","580,082,544.17","896,485,393.02","1,272,167,536.83","314,785,926.09","734,521,301.61","1,161,704,165.82","1,583,762,975.95","442,688,732.28","882,995,187.85","1,401,876,531.99","1,854,781,132.89","476,561,653.12","840,318,459.67","1,259,325,924.47","1,802,918,509.19","411,757,732.67","802,531,514.46","1,218,544,161.78","11,240,094,144.12","2,272,313,391.46","6,004,851,442.08","9,038,507,891.51"
投资活动产生的现金流量净额,"-72,745,261.18","61,365,605.66","-71,573,814.08","-13,206,231.09","-28,417,789.95","-56,644,755.52","-73,960,321.95","-104,847,910.77","-149,862,315.41","-229,521,484.77","-16,075,440.60","-50,168,074.83","-130,513,227.77","-178,128,203.07","-16,632,986.18","-43,989,835.26","-40,150,758.35","-72,850,208.75","-5,699,171.34","-13,767,824.40","-58,901,421.50","-33,294,858.86","422,717.40","-61,643,954.55","-44,687,749.24","-30,749,232.40","-30,677,828.40","-29,482,275.78","-18,167,741.39","2,469,854,424.54","221,848,520.38","-353,982,728.95","-1,004,264,179.61"
购买商品、接受劳务支付的现金,"629,030,703.47","764,794,149.28","632,338,569.67","494,530,574.68","788,300,038.40","1,018,962,186.94","258,230,617.93","489,177,889.45","794,466,861.36","1,047,418,826.96","240,019,045.59","487,946,759.27","798,709,369.66","1,061,095,759.27","272,156,316.31","596,437,504.90","938,476,457.77","1,212,544,817.54","384,736,519.59","753,087,109.16","1,171,801,955.81","1,500,438,223.13","312,329,883.44","594,454,819.31","858,782,181.31","1,289,981,611.65","248,702,834.45","548,598,008.25","868,190,438.14","7,867,419,612.33","1,639,684,183.39","4,466,815,926.96","6,938,962,078.82"
吸收投资收到的现金,"37,407,733.22",,,,"480,000,000.00","480,000,000.00",,"392,520.00","2,327,370.00","3,882,300.00",,,"27,150,000.00","29,547,633.76",,,,"3,333,333.00",,,,,,,,,,,,"4,640,593.71",,,
