科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"26,956,421.26","111,834,389.01","138,816,760.24","25,126,637.65","40,209,832.65","61,634,527.10","112,246,205.15","53,727,140.26","67,513,779.43","127,891,603.90","186,197,783.36","93,201,673.74","136,962,475.24","167,377,263.51","269,221,300.13","109,386,759.62","169,080,872.65","236,530,509.56","379,052,729.28","129,399,678.16","241,133,504.77","345,732,988.27","629,306,735.51","128,259,477.37","196,248,796.27","317,667,544.49","654,417,360.42","180,050,936.01","323,949,049.57","543,810,049.42","969,679,725.68","247,314,550.55"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"32,405,379.00",,,"39,237.47","132,197,842.79",,,,,,,,"33,928,650.16",,,,"150,049,101.39",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"104,551.29","541,191.32","2,550,609.35","3,907,770.27","7,638,022.01","10,032,386.75","2,666,388.98","4,301,416.25","7,479,745.29","10,198,071.07","2,608,605.89"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"294,900.00","1,358,900.00","100,000.00","641,292.45","829,971.69","2,562,028.76",,,"2,842,545.31","22,694,419.55","1,610,000.00","1,980,000.00","2,245,000.00","8,333,164.02",
收到其他与经营活动有关的现金,"15,239,828.33","3,787,002.99","11,977,907.56","246,086.62","945,143.17","3,945,468.93","14,184,371.33","6,116,922.77","19,529,398.68","22,690,303.28","25,432,951.28","16,503,620.99","34,273,622.52","39,920,366.70","43,280,599.20","28,802,647.07","31,424,780.72","36,874,256.85","98,609,516.22","11,658,817.02","19,808,291.90","25,976,120.62","55,683,961.06","6,048,490.86","17,418,540.47","25,617,718.30","53,936,729.98","9,036,432.63","47,855,226.65","60,240,123.09","86,753,889.07","10,803,761.07"
投资活动现金流出小计,"938,115.00","5,512,094.01","23,391,003.62","7,594,818.31","12,625,489.02","18,023,639.84","21,755,856.79","4,193,639.90","22,811,116.33","27,885,630.52","66,186,276.03","21,799,938.50","55,036,072.73","148,531,971.94","202,398,612.49","17,228,842.38","20,878,287.56","38,039,888.22","174,870,568.70","39,828,669.65","240,499,112.64","298,473,173.86","486,584,207.80","98,792,564.76","157,493,383.82","191,949,576.64","335,523,999.65","109,623,374.99","267,669,102.42","339,807,630.84","875,830,003.32","53,763,958.02"
经营活动现金流入小计,"42,196,249.59","115,621,392.00","150,794,667.80","25,372,724.27","41,154,975.82","65,579,996.03","126,430,576.48","59,844,063.03","87,043,178.11","150,581,907.18","211,630,734.64","109,705,294.73","171,236,097.76","207,297,630.21","312,501,899.33","138,189,406.69","200,505,653.37","273,404,766.41","477,662,245.50","141,058,495.18","260,941,796.67","371,813,660.18","685,531,887.89","136,858,577.58","217,575,107.01","350,923,284.80","718,386,477.15","191,753,757.62","376,105,692.47","611,529,917.80","1,066,631,685.82","260,726,917.51"
投资活动产生的现金流量净额,"-938,115.00","-5,512,094.01","-23,391,003.62","-7,594,818.31","-12,625,489.02","-18,023,639.84","-21,755,856.79","-4,193,639.90","-22,811,116.33","-27,885,630.52","-66,186,276.03","-21,799,938.50","-43,714,482.97","-136,117,542.41","-202,398,612.49","-2,135,842.38","-5,785,287.56","1,628,406.46","-159,779,571.77","-39,765,669.65","-240,426,062.64","-257,151,473.86","-428,477,420.72","-89,006,732.69","-147,004,188.00","-161,174,143.30","-283,851,154.34","-78,896,247.40","-175,778,261.98","-234,891,311.67","-775,920,461.67","144,469,873.21"
购买商品、接受劳务支付的现金,"24,727,240.64","62,973,798.16","91,169,079.70","44,292,122.08","69,100,411.72","95,114,155.33","139,825,941.42","62,152,756.53","119,108,778.44","165,756,398.86","212,592,448.25","54,073,071.58","97,609,749.33","132,788,454.37","178,950,842.36","65,556,444.47","128,052,517.55","199,600,563.42","289,146,922.22","115,033,375.48","166,790,558.44","295,104,202.65","416,256,746.79","135,660,584.53","217,180,022.33","329,793,219.41","437,030,590.70","114,814,704.03","262,810,227.72","452,126,632.80","642,092,017.96","222,092,209.37"
吸收投资收到的现金,"10,000,000.00","25,900,000.00",,"730,147,500.00","730,147,500.00","730,147,500.00","730,147,500.00",,"25,097,310.00","25,097,310.00","24,541,650.00",,"1,373,760.00","1,373,760.00","1,373,760.00",,,"148,241,078.73","148,241,078.73",,,,"3,315,000.00",,"1,126,100,000.00","1,126,100,000.00","1,126,100,000.00","72,000,000.00","72,000,000.00","83,036,000.00","83,036,000.00",
支付给职工以及为职工支付的现金,"2,160,325.24","5,079,442.19","10,094,136.55","6,843,683.23","10,881,594.46","14,716,066.99","20,908,905.03","13,635,512.54","18,759,801.20","24,285,946.09","28,450,797.74","17,117,384.19","23,881,742.26","31,742,237.86","34,886,053.15","21,007,122.74","32,029,911.72","44,303,754.48","57,712,572.28","26,783,274.85","43,081,021.38","60,211,804.97","76,591,532.51","33,510,048.19","51,900,570.74","72,234,547.85","99,094,088.81","44,112,997.22","74,342,234.29","109,975,082.53","152,122,726.57","64,075,191.37"
取得借款收到的现金,"12,000,000.00","33,000,000.00","70,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,"4,823,428.38",,,"20,000,000.00","20,000,000.00","72,070,000.00","402,070,000.00","482,070,000.00","572,070,000.00","110,000,000.00","386,225,000.00","516,096,740.00","595,897,420.00","195,800,000.00","474,519,750.00","736,061,750.00","761,136,500.00","42,000,000.00"
支付的各项税费,"1,704,945.83","11,919,937.41","12,802,367.17","4,062,094.17","10,487,382.56","13,444,915.09","16,990,984.97","11,758,167.47","14,906,705.01","19,385,586.80","24,419,308.18","12,803,601.23","23,003,641.96","27,146,512.78","30,106,499.12","5,319,019.19","14,328,139.54","18,150,088.19","21,276,970.95","16,263,244.19","26,310,563.98","38,516,401.01","58,529,651.69","21,676,775.82","36,414,766.46","41,741,458.16","57,775,574.87","17,075,708.52","30,612,118.14","51,064,485.70","94,827,791.24","25,857,214.07"
收到其他与筹资活动有关的现金,,,"7,203,123.78","8,325,212.84","7,048,013.45","4,806,526.73",,"1,502,588.10","3,887,227.14","1,679,666.12",,"3,654,568.19","5,759,875.07","5,222,535.30","3,151,224.33",,,,"674,600.00",,"49,320,000.00","19,728,000.00",,,,,"1,516,015.00","1,863,966.12","10,600,978.38",,"29,987,012.01",
支付其他与经营活动有关的现金,"10,028,199.88","18,552,266.79","14,895,371.31","7,141,126.01","11,091,693.94","14,177,794.53","22,008,786.41","7,377,395.51","26,203,610.23","31,926,838.87","36,167,661.93","8,291,064.48","30,598,805.70","52,885,282.63","117,976,927.92","11,304,560.41","33,886,142.64","38,469,200.25","69,357,101.52","47,816,974.93","49,528,730.05","70,386,796.41","82,381,002.62","26,005,958.07","42,496,374.68","70,819,084.27","93,029,262.84","25,208,882.03","60,891,251.47","94,078,303.29","112,370,128.83","39,731,363.30"
筹资活动现金流入小计,"22,000,000.00","58,900,000.00","77,203,123.78","738,472,712.84","757,195,513.45","754,954,026.73","750,147,500.00","1,502,588.10","28,984,537.14","26,776,976.12","24,541,650.00","3,654,568.19","7,133,635.07","6,596,295.30","9,348,412.71",,,"168,241,078.73","168,915,678.73","72,070,000.00","451,390,000.00","501,798,000.00","575,385,000.00","110,000,000.00","1,709,925,000.00","1,839,796,740.00","1,921,113,435.00","269,663,966.12","557,120,728.38","819,097,750.00","874,159,512.01","42,000,000.00"
经营活动现金流出小计,"38,620,711.59","98,525,444.55","128,960,954.73","62,339,025.49","101,561,082.68","137,452,931.94","199,734,617.83","94,923,832.05","178,978,894.88","241,354,770.62","301,630,216.10","92,285,121.48","175,093,939.25","244,562,487.64","361,920,322.55","103,187,146.81","208,296,711.45","300,523,606.34","437,493,566.97","205,896,869.45","285,710,873.85","464,219,205.04","633,758,933.61","216,853,366.61","347,991,734.21","514,588,309.69","686,929,517.22","201,212,291.80","428,655,831.62","707,244,504.32","1,001,412,664.60","351,755,978.11"
偿还债务支付的现金,"1,000,000.00","26,300,000.00","38,500,000.00",,"50,000,000.00","50,000,000.00","50,000,000.00",,"20,000,000.00","20,000,000.00","20,000,000.00",,,,,,"2,500,000.00","2,500,000.00","9,823,428.38",,"22,500,000.00","27,007,000.00","35,507,000.00","34,507,000.00","250,807,000.00","369,314,000.00","494,614,000.00","115,007,000.00","372,595,465.38","514,810,165.38","526,355,625.38","142,726,960.08"
经营活动产生的现金流量净额,"3,575,538.00","17,095,947.45","21,833,713.07","-36,966,301.22","-60,406,106.86","-71,872,935.91","-73,304,041.35","-35,079,769.02","-91,935,716.77","-90,772,863.44","-89,999,481.46","17,420,173.25","-3,857,841.49","-37,264,857.43","-49,418,423.22","35,002,259.88","-7,791,058.08","-27,118,839.93","40,168,678.53","-64,838,374.27","-24,769,077.18","-92,405,544.86","51,772,954.28","-79,994,789.03","-130,416,627.20","-163,665,024.89","31,456,959.93","-9,458,534.18","-52,550,139.15","-95,714,586.52","65,219,021.22","-91,029,060.60"
分配股利、利润或偿还利息支付的现金,"335,356.00","11,012,379.50","11,439,575.14","736,458.31","27,789,986.08","28,123,052.75","28,454,697.19","331,644.45","16,490,400.00","16,490,400.00","16,490,400.00",,"7,997,560.83","19,557,000.00","19,570,913.30","285,338.81","16,239,671.19","16,602,117.93","17,126,820.64","482,929.32","20,886,119.32","26,694,565.36","33,396,686.90","7,486,166.27","32,830,207.73","40,767,553.48","49,372,570.94","8,295,796.49","50,959,063.63","61,229,490.35","73,773,521.82","11,234,393.28"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"15,000,000.00",,,,,,,,,"12,550,000.00","61,550,000.00","61,550,000.00","61,550,000.00","180,000,000.00"
支付其他与筹资活动有关的现金,"7,712,195.00","12,234,242.21",,"26,500.00","3,070,875.88","4,310,875.88","5,470,484.77",,,,"1,497,131.73",,,,"109,600.00","1,261,916.07","10,902,445.86","18,745,683.89","20,205,765.81","4,186,803.74","14,033,958.96","10,920,088.18","27,156,603.33","1,952,167.38","3,124,519.78","10,721,684.27","12,377,617.02","648,227.58","2,076,385.11","815,644.95","40,575,055.39","6,680,457.92"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,803.00","4,803.00","4,803.00","2,012,367.13"
筹资活动现金流出小计,"9,047,551.00","49,546,621.71","49,939,575.14","762,958.31","80,860,861.96","82,433,928.63","83,925,181.96","331,644.45","36,490,400.00","36,490,400.00","37,987,531.73",,"7,997,560.83","19,557,000.00","19,680,513.30","1,547,254.88","29,642,117.05","37,847,801.82","47,156,014.83","4,669,733.06","57,420,078.28","64,621,653.54","96,060,290.23","43,945,333.65","286,761,727.51","420,803,237.75","556,364,187.96","123,951,024.07","425,630,914.12","576,855,300.68","640,704,202.59","160,641,811.28"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,"93,000.00","93,000.00","93,000.00","90,996.93","63,000.00","73,050.00","81,700.00","81,600.00","95,700.00","245,925.00","245,925.00","254,037.61","12,000.00","362,000.00","393,960.00","107,110.00",
筹资活动产生的现金流量净额,"12,952,449.00","9,353,378.29","27,263,548.64","737,709,754.53","676,334,651.49","672,520,098.10","666,222,318.04","1,170,943.65","-7,505,862.86","-9,713,423.88","-13,445,881.73","3,654,568.19","-863,925.76","-12,960,704.70","-10,332,100.59","-1,547,254.88","-29,642,117.05","130,393,276.91","121,759,663.90","67,400,266.94","393,969,921.72","437,176,346.46","479,324,709.77","66,054,666.35","1,423,163,272.49","1,418,993,502.25","1,364,749,247.04","145,712,942.05","131,489,814.26","242,242,449.32","233,455,309.42","-118,641,811.28"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00","15,000,000.00",,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"17,764.37",,,,"-9,174.53",-0.22,"-23,611.87","-56,704.67","-52,980.07","-770,984.61","480,013.95","649,096.97","-160,217.76","149,989.23","1,379,079.20","1,531,515.42","888,151.46","-132,924.70"
