科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"8,592,097.11","6,556,514.46","24,566,453.59","15,529,652.31","30,470,582.64","20,549,983.21","318,116,320.55","354,083,102.31","326,024,190.85","181,098,563.72","142,969,976.70","217,555,506.04","191,686,724.53","80,132,860.20","173,631,355.70","217,295,654.85","113,255,871.99","103,927,931.67","87,226,876.55","84,583,069.58","169,524,962.46","45,959,083.11","33,062,252.29","88,680,374.80","140,214,558.66","218,280,557.35","260,415,265.17","98,164,750.22","106,350,223.70","188,780,149.24","52,279,250.15","53,837,054.41","113,918,039.50","86,903,095.50","93,754,821.08","33,280,640.08","193,214,294.93","11,435,717.76","113,977,126.59"
短期借款,"108,440,000.00","103,940,000.00","109,940,000.00","124,829,448.00","147,764,792.00","166,821,464.10","33,000,000.00","75,000,000.00","69,000,000.00","95,000,000.00",,,,"92,245,998.00","138,382,514.50","40,000,000.00","129,361,600.00","269,137,160.00","304,511,312.01","202,900,117.51","162,573,922.51","498,981,610.00","582,306,492.64","569,035,408.00","524,178,080.00","482,741,120.00","363,000,000.00","259,000,000.00","244,000,000.00","320,371,320.00","10,000,000.00","10,000,000.00","5,000,000.00",,,"50,000,000.00","149,000,000.00","149,000,000.00","149,000,000.00"
交易性金融资产,"1,058,172.38","537,376.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,886,420.00",,"378,060.00",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,120.00",
应收票据,,"185,497.88",,,,,,,,,,,,,"200,000.00",,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,"100,000.00","200,000.00","150,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"39,329,661.35","12,607,620.48","46,227,183.04","53,884,250.63","33,905,179.43","37,719,239.23","58,805,834.08","73,416,967.92","28,906,955.10","59,833,375.47","48,236,102.64","55,970,436.44","41,943,620.06","78,850,605.95","100,355,453.42","69,626,228.31","51,709,291.50","71,834,471.83","75,473,546.03","172,597,760.67","97,322,823.26","139,417,306.17","135,187,029.90","126,967,622.80","165,645,396.05","200,073,962.20","124,916,604.18","104,708,627.60","110,702,122.36","88,221,058.52","69,496,531.03","86,237,632.84","92,684,978.65","81,489,657.40","80,397,830.97","71,045,587.50","81,050,498.97","148,408,544.68","155,224,073.44"
应付账款,"84,143,790.24","40,408,877.38","74,532,031.99","22,336,829.74","28,135,644.11","33,937,229.74","58,759,325.02","9,899,047.68","7,685,236.41","29,862,826.47","28,595,297.97","25,894,253.27","35,231,414.90","46,142,084.11","61,089,436.01","68,037,621.68","86,772,753.36","67,036,597.94","63,346,269.93","50,866,601.49","69,808,502.14","43,363,446.73","149,423,014.72","81,735,857.66","100,515,951.00","82,337,315.58","77,939,828.72","39,875,902.77","49,506,909.55","12,958,501.76","12,634,163.50","13,652,542.33","12,679,081.84","17,760,110.78","15,253,455.38","20,906,843.35",,"114,558,651.53",
预付款项,"1,970,160.00","4,010,620.96","24,302,931.92","2,508,667.40","26,527,204.93","15,267,993.20","54,649,747.42","23,987,938.69","71,778,303.87","63,351,163.21","35,665,859.42","40,097,428.84","91,554,397.32","40,907,945.47","50,251,521.33","56,897,075.60","142,833,229.64","15,672,334.08","23,881,085.13","35,305,964.21","167,898,552.89","104,935,667.10","284,259,544.68","88,096,518.60","99,455,272.68","37,349,367.55","53,484,885.85","3,151,995.75","18,422,245.22","11,949,907.16","14,250,890.40","1,808,653.13","2,163,845.59","4,509,952.15","1,396,755.45","21,715,810.00","27,374,041.62","2,203,367.85","3,415,416.17"
预收款项,"612,802.90","1,460,373.87","1,323,450.45","946,314.89","519,650.61","166,828.97","209,803.43","429,217.25","923,209.70","351,911.05","1,498,314.14","4,157,938.46","3,256,812.40","2,843,298.86","205,970.67","9,388,258.66","7,701,565.66","1,791,485.20",,"4,120,783.52","14,895,649.15","14,899,317.89","19,865,732.52","1,208,081.03","25,347,329.50","27,989,911.63","17,100,594.02","1,536,351.43","502,444.72","31,696,433.88","4,678,079.71","3,223,716.42","1,060,985.32","1,553,650.40","3,143,477.99","1,507,530.82","2,375,195.75","1,792,348.94","2,605,656.73"
