科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"677,227,661.69","568,983,627.27","652,684,146.07","123,325,343.41","300,056,194.76","469,385,655.74","631,827,203.22","106,908,005.97","384,755,254.38","637,685,835.26","847,127,865.94","179,223,274.88","423,274,023.36","634,466,276.87","847,297,700.53","195,099,029.31","400,904,670.63","657,477,124.28","891,521,175.53","205,469,594.95","455,908,488.65","688,086,161.07","989,199,867.81","245,610,821.32","506,805,042.96","781,742,858.86","820,143,733.90","231,211,009.39","536,838,756.17","842,849,717.89","1,096,626,514.92","367,901,689.70"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,"7,496,552.99","7,496,552.99","7,416,552.99",,,,,,,,,,,,,
收到的税费返还,"22,762,356.93","11,084,417.15","15,589,343.28","2,145,152.03","13,190,629.69","16,583,042.09","23,561,875.13","13,060,342.98","16,263,025.05","20,523,606.03","25,177,395.53","6,527,176.72","11,830,434.52","19,114,262.18","21,308,210.06","2,406,561.78","7,130,188.97","10,858,008.39","15,057,157.46","3,071,616.89","4,831,350.29","9,018,112.13","14,112,298.16","6,942,973.99","9,865,524.89","12,468,566.44","8,072,221.00","4,117,096.85","10,121,316.18","12,199,471.17","16,375,240.43","10,302,630.74"
支付其他与投资活动有关的现金,,,,,,,"130,068,276.09",,,,"1,198,600,000.00","774,800,000.00","894,800,000.00","894,800,000.00","320,000,000.00",,"120,000,000.00","120,315,250.00","170,000,000.00","149,810,020.00","329,810,020.00","379,810,020.00","610,000,000.00","1,602,500,000.00","2,127,500,000.00","3,668,390,100.00","3,641,000,000.00","512,500,000.00","952,500,000.00","1,184,500,000.00","2,442,400,000.00","651,716,681.00"
收到其他与经营活动有关的现金,"27,508,883.10","19,180,990.11","9,332,584.93","6,389,730.39","18,185,161.22","22,007,040.96","11,386,729.71","8,033,022.95","16,189,881.06","26,015,811.21","5,231,799.52","4,124,712.46","7,573,222.42","33,190,584.43","15,101,253.34","7,632,590.26","12,512,408.95","16,622,427.27","5,806,081.22","2,869,946.89","8,831,411.42","10,579,781.05","11,192,928.22","16,914,239.11","3,750,261.23","21,594,372.50","41,461,487.67","8,859,139.84","6,090,263.18","10,042,778.80","22,673,066.65","4,192,869.05"
投资活动现金流出小计,"85,317,765.09","72,962,108.47","37,035,490.49","8,986,210.52","19,026,029.54","19,355,642.04","180,380,286.30","216,086,295.95","714,550,613.92","720,550,461.25","1,282,293,405.61","782,635,117.60","929,092,423.88","947,570,531.60","432,003,648.44","23,798,427.26","165,966,083.20","174,314,373.20","268,725,649.86","232,066,405.89","450,626,754.35","530,940,743.10","834,199,726.25","1,661,223,957.68","2,256,914,440.94","3,912,509,638.01","3,939,582,545.13","666,298,827.71","1,165,232,319.50","1,452,398,235.36","2,780,344,796.46","698,036,291.93"
经营活动现金流入小计,"727,498,901.72","599,249,034.53","677,606,074.28","131,860,225.83","331,431,985.67","507,975,738.79","666,775,808.06","128,001,371.90","417,208,160.49","684,225,252.50","877,537,060.99","189,875,164.06","442,677,680.30","686,771,123.48","883,707,163.93","205,138,181.35","420,547,268.55","684,957,559.94","912,384,414.21","211,411,158.73","469,571,250.36","707,684,054.25","1,014,505,094.19","269,468,034.42","520,420,829.08","815,805,797.80","869,677,442.57","244,187,246.08","553,050,335.53","865,091,967.86","1,135,674,822.00","382,397,189.49"
投资活动产生的现金流量净额,"-85,016,765.09","-70,304,909.24","-32,649,267.52","-8,986,210.52","-19,026,029.54","-19,350,642.04","-179,276,074.51","-142,953,634.03","-649,482,017.83","-588,284,589.37","-428,802,238.70","74,922,137.19","-71,519,289.09","-89,996,366.81","460,015,973.32","-23,733,950.26","-45,901,606.20","-54,249,896.20","47,522,070.30","-98,259,916.64","-46,422,378.34","-76,546,100.79","-325,655,082.30","-609,096,393.28","-657,161,482.62","-672,272,294.48","-494,273,945.31","326,147,745.17","175,494,240.48","84,463,050.96","-654,426,534.42","-174,793,847.05"
购买商品、接受劳务支付的现金,"544,807,103.59","463,026,593.28","544,957,421.78","151,947,105.78","382,362,251.79","578,223,722.45","666,809,596.14","98,044,597.68","319,332,677.00","481,698,621.85","596,955,672.07","200,104,896.87","366,702,516.14","552,600,377.10","635,300,132.73","154,517,517.54","307,783,059.53","522,917,701.51","680,872,735.05","130,800,911.89","297,233,172.76","498,419,542.91","587,623,660.89","160,444,045.09","286,021,341.59","466,958,443.10","515,275,405.53","201,585,940.12","382,413,096.16","572,145,587.33","656,944,040.67","172,710,818.77"
吸收投资收到的现金,,"500,000.00",,"530,269,400.00","530,269,400.00","530,269,400.00","521,512,996.15",,,,,,,,,,,,,,,,"823,519,001.16",,,,"8,802,700.00",,,,,
