科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"23,308,229.07","48,444,939.31","54,099,915.94","73,420,733.13","763,748,107.28","544,294,500.44","343,785,297.45","189,538,517.85","177,244,357.06","133,240,603.99","99,900,308.65","115,954,475.01","109,625,815.83","116,871,493.70","172,796,287.71","215,042,900.03","162,129,702.95","207,930,532.42","373,405,619.05","457,798,736.68","615,139,690.26","630,002,882.71","549,888,818.91","643,856,424.81","1,068,161,867.35","919,032,680.69","1,044,216,429.52","930,666,138.86","1,034,786,065.15","2,777,664,465.95","2,704,542,251.00","2,587,147,852.35","3,736,981,059.80","2,421,687,303.96","2,941,087,819.73","3,930,585,738.29","3,180,772,192.86","2,898,600,595.75","3,150,448,430.24","2,875,737,785.83"
短期借款,"88,670,000.00","93,537,151.39","100,118,354.30","175,886,251.72","39,880,942.80",,"5,000,000.00","5,000,000.00","50,000,000.00","90,000,000.00","131,836,208.02","271,393,272.07","336,468,009.90","508,274,194.60","623,298,338.44","626,608,276.30","669,996,660.59","708,567,058.37","791,748,054.77","1,145,946,086.30","1,446,436,983.59","1,526,194,952.68","1,597,551,317.95","1,746,183,747.18","1,487,890,243.23","1,559,198,960.14","1,961,850,424.79","2,005,969,366.07","2,162,929,926.54","4,517,430,707.23","4,804,078,715.95","4,781,387,243.64","4,613,619,921.09","4,301,217,167.09","6,318,317,799.97","7,186,503,787.58","8,155,039,353.50","8,560,602,628.79","9,436,373,493.86","7,840,829,865.82"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,735,000.01","1,235,000.02",,,,"2,015,200.00",,,,"3,525,073.68"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"186,810.07",,"22,058,000.00",,,,,"1,497,866.00","1,058,733.30",
应收票据,"18,923,015.04","11,054,651.39","33,676,445.56","41,330,766.74","34,324,685.25","17,401,869.07","12,614,597.31","24,506,012.85","15,927,222.50","15,709,967.22","27,709,603.47","56,382,284.96","61,634,237.54","83,408,291.83","131,635,320.03","135,960,610.34","117,436,295.39","114,086,073.33","153,846,131.38","88,571,406.88","152,763,570.55","126,070,323.98","189,973,919.66","139,321,323.38","101,969,099.65","115,337,473.69","148,731,533.43","123,834,837.85","127,593,481.92","330,112,057.33","155,611,231.45","202,296,140.33","133,881,747.21","119,660,529.16","239,042,871.49","498,988,702.98","292,874,113.31","283,976,594.38","600,054,964.66",
应付票据,,"68,813,430.88","51,981,664.03","52,883,415.63","46,409,580.28","47,509,126.57","46,585,532.67","58,465,231.07","65,198,064.76","53,722,010.48","72,448,733.75","83,021,846.35","121,092,727.13","87,364,668.04","195,957,033.90","202,036,158.21","166,971,968.81","150,655,864.41","217,202,643.64","210,671,513.54","326,077,186.50","374,111,773.12","463,252,029.07","572,042,433.07","832,248,003.36","872,912,980.79","733,059,641.82","828,974,630.62","976,524,039.98","1,238,069,279.13","852,466,532.19","809,852,227.73","864,981,598.35","919,957,574.37","1,376,970,292.35","1,667,573,501.98","2,074,963,421.45",,"1,388,213,032.81",
应收账款,"120,871,391.57","143,950,527.90","205,369,680.26","216,034,670.47","268,914,050.22","321,936,007.55","354,697,353.24","420,996,576.89","466,103,220.09","433,437,690.15","389,981,957.85","357,301,135.45","493,327,131.13","589,378,983.38","609,900,324.34","519,651,187.35","645,612,099.63","647,053,602.35","695,287,217.95","727,203,690.96","897,532,077.76","987,928,111.11","1,192,502,638.69","1,124,535,696.48","1,255,069,543.59","1,329,455,314.94","1,690,573,827.26","1,903,242,720.93","2,184,393,057.53","3,096,468,346.23","3,340,275,780.57","3,399,890,612.34","4,206,284,081.64","4,664,548,134.35","6,063,070,645.56","5,354,627,611.21","5,947,761,921.38","8,751,182,675.69","6,228,022,935.74",
应付账款,"73,378,512.11","56,267,473.86","149,328,388.58","140,115,873.31","155,389,852.81","193,084,349.66","240,063,339.44","250,761,220.86","292,670,600.39","325,036,457.95","286,246,282.03","264,193,249.27","380,829,410.68","559,163,361.98","546,372,708.13","485,383,770.27","624,590,830.58","696,503,090.16","740,307,376.89","752,411,389.60","1,022,536,102.77","1,157,011,958.47","1,264,056,079.94","1,266,988,325.96","1,013,039,443.12","1,142,249,127.68","1,365,307,501.97","1,257,267,167.78","1,574,343,892.09","2,633,547,596.79","2,913,968,308.78","3,318,994,703.69","3,564,718,659.38","4,556,576,398.25","4,372,651,630.31","3,983,858,257.16","4,538,655,787.16",,"6,317,137,984.27",
预付款项,"14,178,061.37","29,423,177.99","11,374,432.57","32,646,015.02","38,938,469.84","180,532,419.90","130,566,929.39","240,784,152.12","88,520,986.03","104,884,318.62","176,201,966.26","237,317,859.03","228,318,404.37","184,288,300.21","27,125,729.60","44,343,575.20","68,982,577.00","117,701,355.64","28,599,990.21","324,793,345.38","79,486,580.32","115,152,746.64","111,320,956.56","172,077,111.25","191,390,982.55","201,400,683.63","97,415,259.27","129,605,429.66","233,523,565.55","401,454,126.80","227,475,902.94","307,749,247.63","590,254,369.49","760,930,674.80","426,718,577.15","890,301,571.20","528,024,827.69","262,142,409.21","194,301,548.90","310,142,983.37"
预收款项,"648,617.83","675,352.46","174,441.06","151,832.36","143,964.61","627,499.28","422,429.18","4,620,398.24","1,650,288.94","3,495,908.81","8,348,856.72","5,420,323.12","4,472,913.40","4,566,612.25","4,911,573.67","9,997,639.76","4,804,984.69","7,135,772.11","4,644,997.52","5,051,224.50","6,335,120.24","7,282,016.98","8,457,266.70","17,742,759.80","43,700,852.14","16,005,354.93","22,596,204.36","27,863,951.81","26,003,038.86","30,380,248.43","20,118,045.31","13,140,234.77","15,119,058.52","16,588,728.22","233,787,510.95","28,420,868.69","27,165,677.59","30,566,906.39","58,898,327.15","57,876,023.64"
