科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动资产合计,"2,058,563,153.30","2,338,085,283.11","2,348,134,965.59","2,767,395,826.48","2,592,584,057.53","3,953,418,974.81","3,829,671,534.56","3,302,601,959.47","3,369,258,288.68","3,181,514,010.33","4,978,689,131.21","5,635,587,025.99","5,342,501,796.08","5,567,834,060.10","5,030,757,856.17","5,247,359,645.98","5,271,911,820.25","5,002,115,139.69"
流动负债合计,"1,737,569,867.33","1,996,626,442.38","1,891,190,877.17","2,197,808,544.64","2,082,913,635.71","2,595,228,868.73","2,548,203,553.33","2,172,845,963.03","2,271,959,020.84","2,155,155,450.83","2,376,981,063.60","3,000,445,257.23","2,622,793,288.53","2,827,840,091.51","2,505,231,968.56","2,768,663,136.74","2,854,460,273.65","2,697,053,058.07"
可供出售金融资产,,,,,,,,,"1,200,000.00",,,"2,500,000.00",,,,"600,000.00","600,000.00","600,000.00"
长期借款,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"31,200,000.00","31,090,980.39","31,090,980.39","33,067,234.51","33,067,234.51","32,465,527.26","32,465,527.26","31,899,056.46","31,899,056.46"
专项应付款,,,,,,,,,,,,,,,,,,
投资性房地产,"664,295.54","424,733.54","185,171.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54","65,390.54"
预计负债,,,,,,,,,,,,,,,,,,
固定资产,"406,047,506.56","569,984,347.95","557,249,118.43","533,039,482.43","520,776,581.88","518,784,871.58","541,818,674.29","560,846,632.73","872,771,835.33","854,950,626.15","834,113,512.85","826,858,516.09","893,696,734.07","1,107,724,286.22","1,107,497,855.90","1,073,252,367.43","1,194,102,939.43","1,251,738,168.83"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"37,714,855.56","23,431,543.61","96,196,688.04","184,901,831.79","209,353,712.17","268,858,219.14","277,537,587.69","303,034,742.69","49,154,979.63","263,081,876.81","282,872,724.57","329,203,806.10","336,584,419.08","191,184,156.96","326,778,670.28","446,502,722.47","401,490,452.76","477,989,419.06"
其他非流动负债,"14,313,846.00","18,171,978.00","28,017,689.00","30,601,773.00",,"29,497,754.00",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"14,313,846.00","18,171,978.00","28,017,689.00","30,601,773.00","32,836,763.00","29,497,754.00","26,210,744.00","22,963,734.00","31,100,550.00","27,855,008.00","24,609,466.00","21,363,924.00","20,915,044.00","17,860,420.00","24,805,796.00","22,438,097.00","25,763,258.00","24,088,419.00"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"1,751,883,713.33","2,014,798,420.38","1,919,208,566.17","2,228,410,317.64","2,115,750,398.71","2,624,726,622.73","2,574,414,297.33","2,195,809,697.03","2,303,059,570.84","2,183,010,458.83","2,401,590,529.60","3,021,809,181.23","2,643,708,332.53","2,845,700,511.51","2,530,037,764.56","2,791,101,233.74","2,880,223,531.65","2,721,141,477.07"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","225,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","309,378,000.00","309,378,000.00","355,619,060.00","355,619,060.00","355,888,560.00","355,888,560.00","782,954,832.00","782,954,832.00","781,816,992.00","781,816,992.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"586,375,395.00","586,375,395.00","586,375,395.00","586,375,395.00","586,375,395.00","1,357,617,395.00","1,357,617,395.00","1,357,617,395.00","1,510,549,835.00","1,521,947,891.23","3,054,141,404.38","3,068,328,004.38","3,092,468,759.78","3,099,500,759.78","2,679,466,487.78","2,686,498,487.78","2,679,365,442.92","2,680,260,442.92"
无形资产,"49,962,404.04","45,960,052.04","43,047,962.75","43,271,708.26","45,258,938.31","44,785,098.21","44,880,236.65","44,313,016.84","74,593,090.77","76,258,746.77","75,822,666.35","93,666,384.98","258,237,059.08","256,889,120.09","254,187,376.68","250,838,591.01","251,936,064.86","252,253,235.77"
盈余公积,"6,008,428.74","21,053,556.88","36,299,255.87","36,299,255.87","51,567,878.76","51,567,878.76","51,567,878.76","51,567,878.76","71,227,434.24","71,227,434.24","71,227,434.24","71,227,434.24","102,890,700.84","102,890,700.84","102,890,700.84","102,890,700.84","114,948,166.37","114,948,166.37"
开发支出,,,,,,,,,,,,,,"6,813,757.54","15,203,275.15","20,657,616.00","9,406,953.66","12,601,217.73"
减:库存股,,,,,,,,,"157,362,840.00","157,362,840.00","157,362,840.00","157,362,840.00","102,920,986.00","102,920,986.00","102,920,986.00","102,920,986.00","47,365,434.00","47,365,434.00"
商誉,,,,,,,,,"1,078,729.33","1,078,729.33","7,177,391.14","7,177,391.14","7,177,391.14","7,177,391.14","7,177,391.14","7,177,391.14","1,078,729.33","31,008,665.29"
未分配利润,"22,245,654.85","180,952,019.19","334,567,331.97","495,980,409.29","432,072,053.39","495,544,851.81","499,204,533.13","547,641,514.71","596,009,128.71","686,604,830.82","699,669,380.51","784,521,836.29","831,714,479.02","932,499,243.30","860,094,446.72","861,872,897.64","814,527,476.21","815,502,544.85"
长期待摊费用,"32,256,102.18","33,767,086.96","25,280,171.29","13,868,333.55","10,120,710.21","6,373,086.87","2,625,463.49","439,035.77","70,472.75","29,077.24","12,425.10","239,622.76","223,835.10","306,475.02","395,456.04","378,378.38","9,094,408.36","8,583,805.42"
少数股东权益,,,,,,,,,"698,198.44","2,458,577.56","1,166,594.00","641,640.86","2,381,084.67","1,820,347.84","1,469,178.55","3,162,970.36","1,787,353.09","45,744,358.50"
递延所得税资产,"2,950,098.13","12,746,637.70","16,063,375.57","18,369,390.54","17,581,725.55","17,021,213.93","19,492,648.37","20,541,053.58","24,713,922.81","26,023,662.83","29,356,480.06","33,944,824.73","31,277,049.25","29,319,557.33","31,006,468.11","32,807,579.17","32,174,510.18","27,793,013.05"
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,"3,329,973.71","3,710,219.80","14,951,692.96","10,826,191.60","14,529,363.64","19,613,796.99","66,140,441.45","220,764,524.18","240,996,200.26","183,282,571.10","187,540,901.20","185,267,318.81","24,809,274.77","36,464,776.11","49,705,207.71","14,507,547.31","22,073,396.19","15,282,062.24"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"532,925,235.72","690,024,621.60","752,974,180.58","804,342,328.71","817,686,422.30","875,501,677.26","952,560,442.48","1,150,004,396.33","1,264,644,621.42","1,435,970,680.77","1,448,052,472.20","1,510,014,235.54","1,585,138,387.54","1,669,012,145.46","1,824,482,618.81","1,879,253,110.71","1,953,921,901.77","2,109,814,034.39"
所有者权益(或股东权益)合计,"839,604,675.69","1,013,311,484.33","1,181,900,580.00","1,343,327,837.55","1,294,520,081.12","2,204,194,029.34","2,207,817,679.71","2,256,796,658.77","2,330,843,339.26","2,434,474,232.27","4,025,151,073.81","4,123,792,080.30","4,283,931,851.09","4,391,145,694.05","4,325,202,710.42","4,335,511,522.95","4,345,610,190.37","4,390,787,697.01"
资产总计,"2,591,488,389.02","3,028,109,904.71","3,101,109,146.17","3,571,738,155.19","3,410,270,479.83","4,828,920,652.07","4,782,231,977.04","4,452,606,355.80","4,633,902,910.10","4,617,484,691.10","6,426,741,603.41","7,145,601,261.53","6,927,640,183.62","7,236,846,205.56","6,855,240,474.98","7,126,612,756.69","7,225,833,722.02","7,111,929,174.08"
负债和所有者(或股东权益)合计,"2,591,488,389.02","3,028,109,904.71","3,101,109,146.17","3,571,738,155.19","3,410,270,479.83","4,828,920,652.07","4,782,231,977.04","4,452,606,355.80","4,633,902,910.10","4,617,484,691.10","6,426,741,603.41","7,145,601,261.53","6,927,640,183.62","7,236,846,205.56","6,855,240,474.98","7,126,612,756.69","7,225,833,722.02","7,111,929,174.08"
