科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
应收关联公司款,,,,,,,,,,,,
应交税费,"21,512,131.73","32,462,473.58","35,740,072.12",,"43,386,070.11","28,060,955.29","8,577,449.52","6,620,443.87","11,041,892.83","7,424,934.81","43,616,015.00","27,571,242.75"
应收利息,,,,,,,,,,,,
应付利息,"228,590.00","388,336.67","268,739.17",,"235,270.83","5,733,370.08","258,400.00","279,000.00","192,800.00","343,700.00","297,025.00","750,000.00"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"384,873,956.81","355,284,494.51","336,369,576.68",,"424,713,325.96","468,249,206.64","463,957,465.90","524,416,036.64","541,428,170.14","639,768,342.80","600,706,393.00","648,152,695.14"
其他应付款,"1,816,427.81","2,447,914.00","1,958,911.63",,"2,688,656.36","14,939,617.89","9,497,075.17","4,681,077.64","1,733,030.19","1,998,765.51","89,669,227.01","80,891,417.69"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,"16,858,773.61","47,649,270.99","40,376,965.82",,"30,885,640.06","30,885,640.06","28,630,047.76","19,590,143.17","36,586,118.49","37,024,056.85","28,164,075.52","27,936,850.90"
一年内到期的非流动负债,,,"50,077,861.42",,"53,225,943.25","49,577,861.42",,,,,"116,600,000.00","104,400,000.00"
其他流动资产,,,,,,"982,363.75","102,420,556.45","2,420,556.45","1,272,909.42","8,742,019.62","13,334,324.08","18,604,800.30"
其他流动负债,"49,887,308.20",,,,,,"22,274,855.54","33,653,610.65","58,129,491.14","72,104,364.14","91,953,212.91","107,783,293.98"
流动资产合计,"606,558,991.97","645,110,059.09","566,149,819.75","550,206,200.00","649,745,230.71","1,069,224,293.86","1,032,198,833.71","1,048,299,913.68","1,039,282,547.21","1,065,613,075.64","1,124,076,665.90","1,387,740,150.19"
流动负债合计,"454,123,571.74","527,594,216.75","577,430,397.22","565,838,600.00","706,555,810.01","770,096,983.02","645,277,987.42","602,109,694.31","648,152,454.55","859,313,553.34","1,258,031,910.68","1,318,144,292.22"
可供出售金融资产,,,,,,,,,,,"13,250,000.00","18,350,000.00"
长期借款,,,,,,,,,,,"48,800,000.00","261,000,000.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,"49,694,756.11",,,,,,,,,,
长期应收款,"72,538,938.88","214,956,744.98","369,302,210.09",,"468,171,559.75","482,174,031.46","450,962,842.51","444,096,751.83","538,873,488.75","668,372,804.35","1,018,604,687.74","1,028,214,523.07"
长期应付款,,,,,,,,,,"147,247,992.00","173,264,940.00","173,264,940.00"
长期股权投资,,,,,,,,,,"209,801,340.00",,
专项应付款,,,,,,,"28,479,332.85","50,189,071.73","64,628,990.36","63,625,369.01","63,552,708.40","63,710,708.40"
投资性房地产,"3,106,943.82","2,840,262.54","2,573,581.26",,"2,440,240.62","2,373,570.30",,,,,,
预计负债,,,,,,,,,,,,
固定资产,"28,447,975.54","27,112,675.87","26,715,746.43",,"27,149,826.70","26,712,795.95","13,912,236.33","13,618,275.11","14,528,488.78","14,214,010.72","71,650,404.12","65,609,593.94"
递延所得税负债,,,,,,,,,,,,
在建工程,,,,,"564,242.48","569,736.48",,,,,"11,851,975.48","22,333,357.51"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,"49,694,756.11",,,,,"28,479,332.85","50,189,071.73","64,628,990.36","210,873,361.01","285,617,648.40","497,975,648.40"
固定资产清理,,,,,,,,,,,,
负债合计,"454,123,571.74","577,288,972.86","577,430,397.22","565,838,600.00","706,555,810.01","770,096,983.02","673,757,320.27","652,298,766.04","712,781,444.91","1,070,186,914.35","1,543,649,559.08","1,816,119,940.62"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00",,"100,000,000.00","133,350,000.00","133,350,000.00","133,350,000.00","333,375,000.00","333,375,000.00","333,375,000.00","333,375,000.00"
油气资产,,,,,,,,,,,,
资本公积,"57,068,539.74","57,068,539.74","57,068,539.74",,"57,068,539.74","377,648,005.24","377,648,005.24","377,648,005.24","177,623,005.24","177,623,005.24","177,623,005.24","177,623,005.24"
无形资产,"2,739,802.11","2,611,504.49","2,477,854.60",,"2,413,978.59","2,380,472.90","178,063.50","161,236.71","151,466.68","381,292.54","5,977,010.68","10,967,035.51"
盈余公积,"11,856,233.71","17,418,885.75","24,199,496.10",,"24,199,496.10","24,199,496.10","31,394,303.02","31,394,303.02","31,394,303.02","31,394,303.02","45,256,491.87","45,256,491.87"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,"302,960,200.58","304,876,309.95"
未分配利润,"106,706,103.39","156,769,971.75","217,795,464.92",,"269,266,388.46","279,600,825.94","282,548,727.23","311,238,532.50","336,065,054.74","343,070,788.90","420,031,010.43","435,882,482.94"
长期待摊费用,"11,212,084.58","8,676,421.22","5,767,655.28",,"4,821,578.64","4,348,540.32","3,875,502.00","3,402,463.68","3,793,097.70","3,587,124.20","3,310,023.06","2,656,794.38"
少数股东权益,,,,,,,,,,,"79,611,154.98","78,713,232.09"
递延所得税资产,"5,296,573.69","8,647,874.49","8,461,301.76",,"8,896,500.51","4,798,504.45","5,868,301.55","5,097,129.12","5,114,754.84","4,914,276.86","12,077,625.36","11,474,513.85"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"46,800,000.00","46,800,000.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"123,342,318.62","264,845,483.59","415,298,349.42","424,540,800.00","514,457,927.29","523,357,651.86","474,796,945.89","466,375,856.45","562,461,296.75","901,270,848.67","1,486,481,927.02","1,511,282,128.21"
所有者权益(或股东权益)合计,"275,777,738.85","332,666,569.82","404,017,771.95","408,908,400.00","457,647,347.99","822,484,962.70","833,238,459.33","862,377,004.09","888,962,399.05","896,697,009.96","1,066,909,033.84","1,082,902,337.78"
资产总计,"729,901,310.59","909,955,542.68","981,448,169.17",,"1,164,203,158.00","1,592,581,945.72","1,506,995,779.60","1,514,675,770.13","1,601,743,843.96","1,966,883,924.31","2,610,558,592.92","2,899,022,278.40"
负债和所有者(或股东权益)合计,"729,901,310.59","909,955,542.68","981,448,169.17","974,747,000.00","1,164,203,158.00","1,592,581,945.72","1,506,995,779.60","1,514,675,770.13","1,601,743,843.96","1,966,883,924.31","2,610,558,592.92","2,899,022,278.40"
