科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"602,904,516.34","570,167,311.09","655,400,318.97","166,835,842.40","371,450,414.78","553,572,346.94","732,812,624.82","149,735,444.42","339,328,269.40","513,216,216.17","678,295,591.04","129,134,387.70","302,164,060.11","478,278,617.37","653,310,151.76","134,349,583.13","291,797,583.51","472,250,010.35","604,404,302.12","109,869,862.71","230,922,478.97","372,182,660.99","495,855,652.44","102,031,254.70","236,828,312.97","387,917,379.98","534,905,298.05","160,841,661.48","339,918,165.01","573,792,830.34","789,461,028.51","191,334,950.94","433,041,030.18","731,713,416.50","927,159,521.31","269,164,253.26"
取得子公司及其他营业单位支付的现金净额,,"7,116,482.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"97,025.59",,"1,638,247.59",,,"465,793.75","465,793.75",,"57,858.65","57,858.65","57,858.65",,,"82,980.31",,,,,,,,,,,,,,,,,,,,"444,847.13",,
支付其他与投资活动有关的现金,,,,,,,"198,500,000.00",,"45,400,000.00","134,400,000.00","18,507,000.00",,"38,500,000.00","124,580,000.00","36,000,000.00",,,"161,485,540.00","63,070,000.00","74,500,000.00","70,000,000.00","95,000,000.00",,"30,000,000.00",,,"10,000,000.00",,,,"58,000,000.00","10,000,000.00","10,000,000.00",,,"2,500,000.00"
收到其他与经营活动有关的现金,"2,645,278.26","7,453,564.83","4,673,861.91","178,881.48","1,410,143.90","4,954,565.04","10,930,809.06","12,027,087.18","14,904,803.55","21,099,711.30","27,665,881.14","2,097,908.66","7,251,116.80","18,334,435.10","21,416,772.57","2,842,761.45","4,294,368.28","11,156,897.97","19,514,003.17","3,966,371.71","6,468,910.58","7,747,471.04","10,769,880.22","1,388,759.89","4,829,734.85","11,457,184.28","21,254,401.62","1,472,829.81","3,293,667.51","4,553,194.10","5,392,008.27","8,108,959.55","10,143,405.41","13,423,057.15","27,588,817.68","2,693,438.20"
投资活动现金流出小计,"7,789,754.69","26,845,305.32","35,353,065.29","13,991,315.99","24,302,665.78","36,173,817.36","257,782,333.74","10,162,805.38","67,008,851.11","163,535,901.96","55,822,496.18","14,321,821.19","66,684,802.34","166,987,589.53","90,378,159.09","4,371,228.40","7,883,157.67","181,518,943.56","87,151,585.20","79,842,975.00","76,507,578.00","109,872,094.11","11,419,554.28","38,432,352.88","11,067,180.39","34,779,066.50","47,710,180.40","1,233,090.39","3,186,351.04","7,081,820.05","80,028,383.19","24,111,639.32","25,296,867.60","105,726,457.46","111,792,829.33","5,096,086.09"
经营活动现金流入小计,"605,646,820.19","577,620,875.92","661,712,428.47","167,014,723.88","372,860,558.68","558,992,705.73","744,209,227.63","161,762,531.60","354,290,931.60","534,373,786.12","706,019,330.83","131,232,296.36","309,415,176.91","496,696,032.78","674,726,924.33","137,192,344.58","296,091,951.79","483,406,908.32","623,918,305.29","113,836,234.42","237,391,389.55","379,930,132.03","506,625,532.66","103,420,014.59","241,658,047.82","399,374,564.26","556,159,699.67","162,314,491.29","343,211,832.52","578,346,024.44","794,853,036.78","199,443,910.49","443,184,435.59","745,581,320.78","954,748,338.99","271,857,691.46"
投资活动产生的现金流量净额,"-5,869,022.30","-19,160,087.02","-9,099,416.50","-13,991,315.99","-23,707,665.78","-33,902,917.36","-254,033,933.74","-10,162,805.38","6,747,111.72","-76,764,532.93","-55,094,278.31","-14,321,821.19","75,522,197.66","-15,780,589.53","-31,632,559.09","3,133,803.46","148,718,374.61","-9,782,849.89","111,750,261.89","-79,287,865.47","-52,357,875.32","-69,610,371.00","30,402,349.08","-33,311,508.33","-4,569,886.97","-21,903,642.96","-34,395,358.17","-400,805.28","9,195,199.87","6,162,941.90","-65,596,152.45","34,082,642.92","34,542,635.64","-44,497,957.68","-46,757,130.74","-1,814,621.22"
购买商品、接受劳务支付的现金,"442,882,785.06","351,737,571.20","429,316,871.48","107,648,157.99","260,818,898.38","402,767,240.61","522,787,953.30","91,994,380.76","191,086,918.96","290,297,522.59","385,176,114.59","86,178,178.64","186,616,278.85","312,601,073.98","403,987,766.48","96,441,098.00","194,023,241.75","302,958,871.57","388,048,270.84","93,168,266.90","171,898,868.31","249,372,970.06","332,485,220.85","75,875,604.21","154,749,044.78","251,819,575.16","355,400,397.35","109,576,673.77","239,578,593.87","403,274,843.84","545,440,276.82","125,443,176.88","311,544,282.88","515,986,852.84","593,525,309.52","187,872,900.82"
吸收投资收到的现金,,"49,000,000.00",,,,"370,000,000.00","400,000,000.00",,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,"10,400,000.00","10,400,000.00","10,400,000.00",
支付给职工以及为职工支付的现金,"34,673,152.43","35,469,592.17","51,514,818.97","7,025,426.07","26,113,364.04","41,044,910.38","56,100,288.05","8,923,276.69","29,193,056.85","44,084,733.81","58,967,020.74","13,232,538.12","28,460,943.96","43,452,043.05","63,170,337.39","16,160,641.47","30,735,876.26","45,765,538.74","66,053,015.64","15,257,408.31","31,780,094.09","46,581,651.96","63,115,045.49","15,814,066.67","30,137,240.43","47,679,793.19","67,300,842.76","19,843,266.82","39,839,364.64","63,713,795.07","86,504,148.85","29,316,814.08","56,196,857.74","86,784,111.45","113,613,528.91","40,650,843.78"
取得借款收到的现金,"59,000,000.00","25,000,000.00","30,000,000.00","50,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00",
支付的各项税费,"46,215,347.21","53,510,484.33","46,021,218.62","13,293,318.43","26,123,080.02","37,014,679.70","47,600,257.46","9,814,151.71","28,442,261.65","49,202,525.22","66,638,291.05","7,120,367.43","21,803,597.28","34,438,718.33","46,448,048.84","8,270,526.37","21,633,054.28","36,983,148.77","44,374,959.65","7,725,805.63","21,529,868.89","33,403,678.36","43,794,307.91","8,111,301.17","20,797,530.60","33,788,055.52","44,668,321.75","5,611,342.97","19,834,842.55","35,029,781.34","51,788,148.45","15,063,609.14","33,660,662.12","52,263,886.96","78,034,354.28","5,542,854.75"
收到其他与筹资活动有关的现金,,,"20,160,309.28",,,,,,,,,"2,007,000.00",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"44,709,022.97","64,525,442.82","51,332,377.05","14,813,194.43","23,827,524.87","36,349,999.97","66,029,051.04","16,348,061.26","32,704,069.97","49,851,649.24","78,497,049.16","10,356,579.13","36,534,681.46","52,558,911.49","65,654,786.29","13,676,836.82","35,478,038.62","45,759,323.58","66,976,038.19","15,045,638.94","28,059,126.38","40,378,291.96","59,134,919.56","15,643,816.83","30,800,698.91","53,456,863.36","57,267,217.54","8,813,144.66","35,619,548.25","57,049,041.05","73,176,791.11","27,997,600.51","50,940,098.29","85,418,593.27","135,070,418.73","44,317,232.91"
筹资活动现金流入小计,"59,000,000.00","74,000,000.00","50,160,309.28","50,000,000.00","60,000,000.00","430,000,000.00","460,000,000.00",,,,,"2,007,000.00",,,,,,,,,,,"3,000,000.00",,,,,,,,,,"10,400,000.00","110,400,000.00","110,400,000.00",
经营活动现金流出小计,"568,480,307.67","505,243,090.52","578,185,286.12","142,780,096.92","336,882,867.31","517,176,830.66","692,517,549.85","127,079,870.42","281,426,307.43","433,436,430.86","589,278,475.54","116,887,663.32","273,415,501.55","443,050,746.85","579,260,939.00","134,549,102.66","281,870,210.91","431,466,882.66","565,452,284.32","131,197,119.78","253,267,957.67","369,736,592.34","498,529,493.81","115,444,788.88","236,484,514.72","386,744,287.23","524,636,779.40","143,844,428.22","334,872,349.31","559,067,461.30","756,909,365.23","197,821,200.61","452,341,901.03","740,453,444.52","920,243,611.44","278,383,832.26"
偿还债务支付的现金,"71,000,000.00","64,000,000.00","91,812,196.44","62,213,513.64","69,213,513.64","137,213,513.64","147,213,513.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000.00",
经营活动产生的现金流量净额,"37,166,512.52","72,377,785.40","83,527,142.35","24,234,626.96","35,977,691.37","41,815,875.07","51,691,677.78","34,682,661.18","72,864,624.17","100,937,355.26","116,740,855.29","14,344,633.04","35,999,675.36","53,645,285.93","95,465,985.33","2,643,241.92","14,221,740.88","51,940,025.66","58,466,020.97","-17,360,885.36","-15,876,568.12","10,193,539.69","8,096,038.85","-12,024,774.29","5,173,533.10","12,630,277.03","31,522,920.27","18,470,063.07","8,339,483.21","19,278,563.14","37,943,671.55","1,622,709.88","-9,157,465.44","5,127,876.26","34,504,727.55","-6,526,140.80"
分配股利、利润或偿还利息支付的现金,"22,162,338.57","35,214,187.77","51,600,087.38","16,600,356.93","17,806,660.12","18,833,259.29","17,272,147.21","9,300,000.00","71,700,000.00","71,700,000.00","71,700,000.00",,"62,400,000.00","62,400,000.00","62,400,000.00",,,"62,400,000.00","62,400,000.00",,"21,900,000.00","31,200,000.00","31,200,000.00",,"62,400,000.00","62,400,000.00","62,400,000.00",,,"62,400,000.00","62,400,000.00",,,"924,402.78","3,039,272.34","1,335,165.62"
收回投资收到的现金,,,,,,,,,"200,000.00","200,000.00","200,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,"5,000.00",,,"5,000,000.00","5,000,000.00",,,,"124,480.00",,,,,
支付其他与筹资活动有关的现金,,,,,,"3,588,043.00","38,097,188.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"1,786,912.68","5,687,143.17","767,446.54",,,,"6,000.00",,"8,233.33","8,233.33","8,233.33",,"200,000.00","200,000.00","200,000.00","283,906.86","1,277,517.28","1,346,078.67","2,511,832.09","555,109.53","4,067,808.95","6,051,490.05","7,521,722.99","5,082,009.60","6,322,390.51","7,665,520.63","8,102,419.32","832,285.11","2,381,550.91","3,228,172.82","4,291,161.61","194,282.24","1,238,509.12","1,921,486.24","5,410,432.62","1,244,692.41"
筹资活动现金流出小计,"93,162,338.57","99,214,187.77","143,412,283.82","78,813,870.57","87,020,173.76","159,634,815.93","202,582,848.85","9,300,000.00","71,700,000.00","71,700,000.00","71,700,000.00",,"62,400,000.00","62,400,000.00","62,400,000.00",,,"62,400,000.00","62,400,000.00",,"21,900,000.00","31,200,000.00","31,200,000.00",,"62,400,000.00","62,400,000.00","62,400,000.00",,,"62,400,000.00","62,400,000.00",,,"924,402.78","3,539,272.34","1,335,165.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"133,819.71","1,998,075.13","25,486,202.25",,"595,000.00","2,270,900.00","3,742,400.00",,"47,729.50","63,135.70","519,984.54",,,,"1,700,000.00","221,125.00","228,615.00","228,615.00","228,615.00",,"81,893.73","210,233.06","295,180.37","38,834.95","174,902.91","209,902.91","212,402.91",,,"16,589.13","16,589.13",,"600,994.12","1,307,013.54","1,625,265.97","2,036,772.46"
筹资活动产生的现金流量净额,"-34,162,338.57","-25,214,187.77","-93,251,974.54","-28,813,870.57","-27,020,173.76","270,365,184.07","257,417,151.15","-9,300,000.00","-71,700,000.00","-71,700,000.00","-71,700,000.00","2,007,000.00","-62,400,000.00","-62,400,000.00","-62,400,000.00",,,"-62,400,000.00","-62,400,000.00",,"-21,900,000.00","-31,200,000.00","-28,200,000.00",,"-62,400,000.00","-62,400,000.00","-62,400,000.00",,,"-62,400,000.00","-62,400,000.00",,"10,400,000.00","109,475,597.22","106,860,727.66","-1,335,165.62"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-6,820.00","-117,730.15","-6,592.96","-48,145.72","-85,330.41","-82,376.43","-1,427.26","5,216.65","8,445.95","-22,938.74","-19,783.97","-26,563.90","-33,434.43","-96,434.73","23,641.20","16,383.62","17,021.94","-23,584.81","7,881.59","-1,590.63","81,679.42","98,339.45","-11,299.80","35,791.24","55,467.54","235,308.57","-26,655.17","-174,180.45","-383,070.77","-430,339.33","-433,080.73","239,460.27","722,692.06","482,252.05","-257,530.25"
收到其他与投资活动有关的现金,,,,,,,,,"73,500,000.00","86,500,000.00",,,"140,007,000.00","149,007,000.00","54,845,600.00","7,000,000.00","155,095,400.00","170,161,400.00","196,161,400.00",,"20,000,000.00","34,000,000.00","34,000,000.00",,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00","58,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"1,920,732.39","7,685,218.30","26,253,648.79",,"595,000.00","2,270,900.00","3,748,400.00",,"73,755,962.83","86,771,369.03","728,217.87",,"142,207,000.00","151,207,000.00","58,745,600.00","7,505,031.86","156,601,532.28","171,736,093.67","198,901,847.09","555,109.53","24,149,702.68","40,261,723.11","41,821,903.36","5,120,844.55","6,497,293.42","12,875,423.54","13,314,822.23","832,285.11","12,381,550.91","13,244,761.95","14,432,230.74","58,194,282.24","59,839,503.24","61,228,499.78","65,035,698.59","3,281,464.87"
五、现金及现金等价物净增加额,"-2,864,848.35","27,996,690.61","-18,941,978.84","-18,577,152.56","-14,798,293.89","278,192,811.37","54,992,518.76","15,218,428.54","7,916,952.54","-47,518,731.72","-10,076,361.76","2,010,027.88","49,095,309.12","-24,568,738.03","1,336,991.51","5,800,686.58","162,956,499.11","-20,225,802.29","107,792,698.05","-96,640,869.24","-90,136,034.07","-90,535,151.89","10,396,727.38","-45,347,582.42","-61,760,562.63","-71,617,898.39","-65,037,129.33","18,042,602.62","17,360,502.63","-37,341,565.73","-90,482,820.23","35,272,272.07","36,024,630.47","70,828,207.86","95,090,576.52","-9,933,457.89"
购建固定资产、无形资产和其他长期资产支付的现金,"7,789,754.69","17,728,823.14","35,353,065.29","13,991,315.99","24,302,665.78","36,173,817.36","59,282,333.74","10,162,805.38","21,608,851.11","29,135,901.96","37,315,496.18","14,321,821.19","28,184,802.34","42,407,589.53","54,378,159.09","4,371,228.40","7,883,157.67","15,033,403.56","19,081,585.20","5,342,975.00","6,507,578.00","7,872,094.11","11,419,554.28","3,432,352.88","6,067,180.39","9,779,066.50","12,710,180.40","1,233,090.39","3,186,351.04","7,081,820.05","12,028,383.19","111,639.32","11,296,867.60","20,726,457.46","26,792,829.33","2,596,086.09"
期初现金及现金等价物余额,"36,258,575.70","33,393,727.35","61,390,417.96","42,448,439.12","42,448,439.12","42,448,439.12","42,448,439.12","97,440,957.88","97,440,957.88","97,440,957.88","97,440,957.88","87,364,596.12","87,364,596.12","87,364,596.12","87,364,596.12","88,701,587.63","88,701,587.63","88,701,587.63","88,701,587.63","196,494,285.68","196,494,285.68","196,494,285.68","196,494,285.68","206,891,013.06","206,891,013.06","206,891,013.06","206,891,013.06","141,853,883.73","141,853,883.73","141,853,883.73","141,853,883.73","51,371,063.50","51,371,063.50","51,371,063.50","51,371,063.50","146,461,640.02"
投资支付的现金,,"2,000,000.00",,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00",,,"7,000,000.00",,"5,000,000.00","5,000,000.00","25,000,000.00","25,000,000.00",,,,"10,000,000.00","14,000,000.00","4,000,000.00","85,000,000.00","85,000,000.00",
期末现金及现金等价物余额,"33,393,727.35","61,390,417.96","42,448,439.12","23,871,286.56","27,650,145.23","320,641,250.49","97,440,957.88","112,659,386.42","105,357,910.42","49,922,226.16","87,364,596.12","89,374,624.00","136,459,905.24","62,795,858.09","88,701,587.63","94,502,274.21","251,658,086.74","68,475,785.34","196,494,285.68","99,853,416.44","106,358,251.61","105,959,133.79","206,891,013.06","161,543,430.64","145,130,450.43","135,273,114.67","141,853,883.73","159,896,486.35","159,214,386.36","104,512,318.00","51,371,063.50","86,643,335.57","87,395,693.97","122,199,271.36","146,461,640.02","136,528,182.13"
