科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"3,068,126,365.25","3,221,543,648.19","3,127,957,075.26","781,196,121.96","1,422,771,654.68","2,113,702,366.77","2,966,870,726.80","744,139,605.70","1,353,211,675.00","1,975,028,568.11","2,872,321,258.88","803,953,091.51","1,459,934,287.15","2,278,360,821.88","3,245,337,230.15","834,543,176.28","1,491,054,968.82","2,301,529,927.93","3,041,212,185.66","804,220,731.80"
二、营业利润,"367,013,062.65","344,271,982.12","407,027,486.86","97,100,206.19","167,618,885.24","258,097,261.81","366,986,883.60","92,373,605.68","175,540,188.35","242,586,108.87","328,771,667.41","110,636,661.96","182,525,712.47","292,490,058.72","375,325,712.71","112,962,194.02","186,177,921.24","271,434,831.61","217,135,981.84","92,098,504.76"
减:营业成本,"1,979,040,586.23","2,089,501,485.27","2,055,691,185.14","514,087,320.20","933,822,981.73","1,381,930,290.16","1,914,810,728.69","480,008,974.36","877,276,288.90","1,270,981,938.26","1,831,552,572.23","519,462,223.44","940,319,282.91","1,479,664,183.81","2,126,847,963.33","546,108,127.18","970,426,207.92","1,505,945,311.23","1,996,095,867.74","539,664,712.34"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"20,976,868.51","23,700,525.59","21,674,622.20","4,792,451.32","10,174,431.18","15,210,024.66","23,527,718.17","5,352,390.38","8,548,551.97","13,415,807.57","26,275,072.74","5,181,039.78","14,159,920.06","21,913,427.07","31,655,474.37","6,343,140.98","12,754,697.42","19,261,303.35","26,141,454.79","5,382,590.07"
营业外收入,"15,427,279.90","20,541,731.14","21,233,600.04","2,131,682.27","7,200,830.89","14,252,967.01","27,912,007.69","8,326,520.89","11,381,736.34","15,698,122.42","29,541,958.68","8,668,568.98","42,065,524.94","48,309,061.73","105,004,803.04","6,376,662.66","15,676,367.90","25,757,121.24","34,885,444.96","2,727,532.22"
销售费用,"345,186,567.71","402,960,261.00","345,174,258.77","96,072,731.81","179,635,741.81","276,934,616.76","403,385,346.82","93,896,898.56","177,936,142.30","267,656,149.71","414,907,313.78","100,971,019.84","208,617,596.12","308,930,701.56","437,105,398.22","100,295,863.82","214,085,824.95","312,601,955.20","459,426,030.54","106,823,052.89"
减:营业外支出,"6,736,282.22","8,162,928.78","5,440,515.50","711,993.51","1,980,717.51","4,196,280.26","6,995,813.42","805,591.02","1,489,601.93","2,681,788.86","4,684,973.20","584,284.45","2,709,357.48","4,685,540.86","4,175,886.90","895,905.83","2,779,666.76","2,963,234.52","3,675,119.15","710,018.84"
管理费用,"303,709,329.90","294,095,421.98","277,044,809.28","61,496,532.89","126,389,684.48","181,825,466.71","242,028,369.53","69,495,689.75","125,477,881.30","194,138,669.34","259,500,943.87","66,341,039.68","133,587,318.87","205,397,821.53","303,970,150.49","70,922,003.72","141,508,724.83","187,797,256.59","283,204,434.71","64,123,780.83"
其中:非流动资产处置净损失,"1,194,884.34","969,171.57","974,426.21",923.42,"702,160.63","1,229,276.61","1,605,179.35","100,785.15","182,432.89","410,965.89","926,810.14","106,016.94","597,121.37","1,223,269.34",,,,,,
