科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"3,173,743,763.47","3,985,690,210.99","3,691,178,678.00","1,072,598,525.51","2,237,594,449.26","3,426,944,133.55","4,958,042,995.34","1,363,306,293.18","2,812,419,418.44","4,351,831,856.63","5,655,464,117.34","1,012,664,478.55","2,574,698,385.68","4,044,312,550.96","5,828,007,522.72","1,748,203,443.68","3,775,061,926.28","6,152,616,392.97","9,152,048,013.07","1,669,433,955.20","3,892,610,499.62","6,192,217,525.00","9,183,984,600.10","1,311,187,148.72","2,722,175,878.99","5,828,871,776.88","10,703,827,561.00","1,591,941,546.50","5,765,370,985.97","8,817,847,008.69","12,501,860,868.74","2,199,326,588.78","5,919,119,825.86","9,858,454,613.89","15,285,575,244.01","2,972,732,053.34"
二、营业利润,"313,442,693.44","173,089,330.29","174,703,950.01","50,190,643.31","72,876,760.08","75,552,003.20","100,877,591.76","24,568,878.98","47,229,363.98","69,169,616.96","15,111,220.87","-91,114,017.61","-190,575,374.39","-165,900,631.73","-160,413,289.21","33,467,539.14","42,414,742.85","52,547,888.77","54,446,683.92","-16,991,154.73","-72,570,567.40","-106,174,343.81","-254,460,038.15","-62,039,147.97","-79,103,225.82","-122,519,960.72","-28,082,170.98","-54,981,071.06","-61,818,094.18","-53,997,205.65","44,212,650.99","12,877,829.88","-23,287,910.66","18,601,428.62","227,265,524.19","55,994,537.52"
减:营业成本,"2,450,422,452.86","3,235,121,587.20","3,012,454,880.20","890,102,041.64","1,882,717,067.75","2,923,317,607.80","4,204,367,757.91","1,174,454,698.67","2,406,343,706.03","3,718,827,654.54","4,841,360,988.04","880,128,774.43","2,311,196,619.02","3,522,646,892.24","5,040,600,809.43","1,545,595,441.93","3,372,738,132.32","5,552,856,419.55","8,339,559,072.17","1,525,671,703.38","3,618,999,596.88","5,756,750,354.73","8,594,295,628.67","1,199,354,914.18","2,461,285,614.66","5,409,289,719.38","10,105,598,766.30","1,470,378,392.45","5,448,817,964.91","8,296,129,219.03","11,578,264,299.91","2,003,884,523.07","5,522,392,783.72","9,219,455,848.42","14,257,000,634.88","2,692,886,265.73"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"22,230,124.19","28,019,446.76","19,068,263.76","6,179,578.70","11,558,875.40","15,978,264.57","27,221,340.72","9,092,402.45","17,515,621.10","24,873,017.88","38,071,907.94","5,528,106.50","14,449,330.60","22,485,642.01","25,611,481.13","10,073,524.94","21,725,888.60","32,151,419.80","43,101,495.44","7,081,313.12","14,047,664.46","23,004,351.66","33,501,876.04","6,455,743.64","15,561,394.63","23,683,749.66","29,538,561.26","5,363,381.92","12,208,673.39","18,688,039.93","60,701,048.63","9,625,507.55","22,438,664.17","37,072,500.38","55,099,289.38","14,466,134.52"
营业外收入,"53,809,078.95","63,440,599.36","49,315,549.14","5,766,232.26","13,622,038.17","45,392,481.73","51,974,274.82","17,573,423.35","41,650,753.11","56,586,598.63","57,257,378.42","7,377,082.63","26,246,081.15","29,765,430.42","289,089,955.30","11,560,087.97","33,644,803.17","44,610,750.73","53,810,701.51","22,841,303.04","43,982,771.37","52,444,749.98","419,438,873.33","13,108,562.44","18,003,357.44","38,671,166.53","113,429,369.02","8,137,282.62","19,490,230.73","42,097,288.83","110,582,123.66","10,238,385.90","62,140,218.49","157,352,462.59","8,052,951.49","4,331,426.16"
销售费用,"115,714,124.02","119,613,353.93","132,062,440.07","31,140,605.28","69,905,091.57","109,405,206.22","160,255,538.03","40,204,872.79","65,234,749.45","103,941,457.72","154,650,972.57","34,062,879.97","74,227,503.03","122,139,541.67","191,757,695.30","42,654,953.13","88,602,463.42","137,515,249.47","169,178,764.89","35,015,574.40","87,482,434.05","149,541,286.35","212,254,718.93","34,335,335.67","73,773,868.02","128,012,572.18","201,591,253.33","41,957,546.53","84,975,431.61","142,021,433.50","208,342,307.99","59,304,393.76","115,824,376.91","165,240,597.15","230,758,588.21","78,132,570.81"
减:营业外支出,"12,380,772.98","2,798,134.81","3,313,882.63","188,398.10","562,946.16","824,696.19","1,507,509.77","547,198.13","1,788,759.92","3,027,473.57","4,559,113.09","395,392.43","803,509.23","1,501,513.35","10,357,715.08","168,747.40","501,898.08","743,205.05","13,108,646.90","689,911.16","5,675,408.70","12,026,754.07","22,768,316.50","14,434,914.34","24,080,220.39","33,995,732.98","27,765,519.02","10,025,496.49","17,650,401.55","28,658,947.38","38,592,291.30","4,395,977.31","9,638,807.31","31,069,662.44","95,010,761.14","8,366,201.05"
管理费用,"201,420,755.87","229,913,199.31","233,692,483.84","68,338,455.19","140,114,216.36","216,833,693.70","356,129,843.37","76,849,731.16","179,626,756.16","282,074,086.13","395,997,500.61","107,095,356.93","214,664,814.48","317,334,795.38","470,642,678.68","73,185,914.62","163,721,873.97","254,231,126.54","346,214,994.78","70,653,265.02","151,794,005.44","232,066,618.16","379,286,369.25","85,784,849.65","149,324,062.31","238,229,671.84","342,928,507.73","94,459,262.58","188,819,916.99","282,556,769.74","360,837,919.20","89,235,636.81","185,827,988.87","300,013,099.24","402,904,422.17","96,058,524.55"
其中:非流动资产处置净损失,"8,788,329.83","522,410.25","2,337,304.33","56,173.49","378,741.55","386,398.90","819,594.86","50,883.79","640,083.81","889,971.56","1,189,190.05","334,962.82","629,762.60","542,999.02","4,381,259.58","123,354.07","100,359.74","231,458.31","483,618.90","-327,863.25","-504,695.11","-645,813.32","836,836.51","31,401.31","43,949.03","437,873.81","2,885,390.92",,"411,405.48","1,519,325.60","1,523,088.92",,"1,153,751.82","1,245,593.54",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"85,235,719.37","167,461,602.07","112,756,563.60","26,144,688.17","58,170,963.00","89,478,588.31","113,415,765.48","38,697,882.73","97,950,489.99","157,203,627.05","196,132,371.12","76,440,707.10","148,672,124.48","228,125,558.92","251,561,045.76","42,677,319.74","81,931,601.06","126,104,708.99","194,787,501.93","47,658,985.34","89,973,390.46","132,203,532.85","198,645,479.66","45,709,867.04","96,152,710.00","142,891,543.19","199,553,823.84","33,867,200.20","67,598,443.75","111,122,436.61","178,225,367.02","29,609,814.87","96,150,987.88","151,960,295.76","293,782,311.73","63,048,964.73"
三、利润总额,"354,870,999.41","233,731,794.84","220,705,616.52","55,768,477.47","85,935,852.09","120,119,788.74","151,344,356.81","41,595,104.20","87,091,357.17","122,728,742.02","67,809,486.20","-84,132,327.41","-165,132,802.47","-137,636,714.66","118,318,951.01","44,858,879.71","75,557,647.94","96,415,434.45","95,148,738.53","5,160,237.15","-34,263,204.73","-65,756,347.90","142,210,518.68","-63,365,499.87","-85,180,088.77","-117,844,527.17","57,581,679.02","-56,869,284.93","-59,978,265.00","-40,558,864.20","116,202,483.35","18,720,238.47","29,213,500.52","144,884,228.77","140,307,714.54","51,959,762.63"
