科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,"72,888,000,000.00","367,309,000,000.00","578,267,000,000.00","860,266,000,000.00","341,975,000,000.00","825,464,000,000.00","1,658,379,000,000.00","2,387,055,000,000.00","508,542,000,000.00","1,593,579,000,000.00","2,370,991,000,000.00","527,427,000,000.00","66,086,000,000.00","173,710,000,000.00","276,213,000,000.00","337,046,000,000.00","75,334,000,000.00","140,418,000,000.00","200,135,000,000.00","243,352,000,000.00","43,689,000,000.00","131,150,000,000.00","204,053,000,000.00","265,870,000,000.00","57,766,000,000.00","136,211,000,000.00","202,141,000,000.00","234,229,000,000.00","72,437,000,000.00","178,523,000,000.00","252,434,000,000.00","468,432,000,000.00","46,042,000,000.00","182,623,000,000.00","234,423,000,000.00","330,052,000,000.00","113,385,000,000.00","408,715,000,000.00","450,904,000,000.00","546,036,000,000.00","87,118,000,000.00","176,973,000,000.00","263,228,000,000.00","355,053,000,000.00","94,845,000,000.00","427,821,000,000.00","576,344,000,000.00","542,954,000,000.00","114,757,000,000.00"
客户存款和同业存放款项净增加额,,"321,502,000,000.00","384,528,000,000.00","279,592,000,000.00","153,539,000,000.00","304,976,000,000.00","335,359,000,000.00","529,351,000,000.00","366,161,000,000.00","599,790,000,000.00","562,227,000,000.00","569,004,000,000.00","219,708,000,000.00","347,638,000,000.00","400,488,000,000.00","550,218,000,000.00","161,848,000,000.00","285,978,000,000.00","281,089,000,000.00","477,827,000,000.00","243,067,000,000.00","468,609,000,000.00","449,824,000,000.00","491,555,000,000.00","285,490,000,000.00","262,353,000,000.00","345,656,000,000.00","476,447,000,000.00",,"287,910,000,000.00",,"137,764,000,000.00","265,545,000,000.00","610,601,000,000.00","463,669,000,000.00",,,"277,340,000,000.00","300,699,000,000.00","520,781,000,000.00","307,156,000,000.00","387,999,000,000.00","391,261,000,000.00","422,830,000,000.00","316,736,000,000.00","313,252,000,000.00","291,458,000,000.00","442,330,000,000.00","346,108,000,000.00"
取得投资收益收到的现金,,"3,119,000,000.00","7,590,000,000.00","4,461,000,000.00","2,390,000,000.00","5,487,000,000.00","8,237,000,000.00","14,102,000,000.00","4,180,000,000.00","9,879,000,000.00","15,266,000,000.00","21,944,000,000.00","4,094,000,000.00","11,696,000,000.00","18,363,000,000.00","24,510,000,000.00","4,285,000,000.00","12,357,000,000.00","19,901,000,000.00","24,658,000,000.00","6,330,000,000.00","13,931,000,000.00","21,154,000,000.00","27,469,000,000.00","7,264,000,000.00","15,376,000,000.00","24,920,000,000.00","32,181,000,000.00","10,102,000,000.00","21,182,000,000.00","42,232,000,000.00","41,458,000,000.00","10,467,000,000.00","23,760,000,000.00","37,415,000,000.00","47,247,000,000.00","13,771,000,000.00","32,075,000,000.00","49,674,000,000.00","62,021,000,000.00","17,170,000,000.00","42,403,000,000.00","62,246,000,000.00","80,397,000,000.00","17,409,000,000.00","42,245,000,000.00","63,048,000,000.00","81,673,000,000.00","18,535,000,000.00"
向中央银行借款净增加额,,,"126,000,000.00","38,000,000.00",,,,,"60,000,000.00","60,000,000.00","11,000,000.00","11,000,000.00","29,000,000.00","54,000,000.00",,"9,000,000.00","32,000,000.00",,,,,,,"150,000,000.00","63,000,000.00","778,000,000.00","1,749,000,000.00","5,721,000,000.00","3,633,000,000.00","1,687,000,000.00","722,000,000.00","77,798,000,000.00","40,222,000,000.00",,,"51,651,000,000.00","35,448,000,000.00","96,282,000,000.00","250,838,000,000.00","308,277,000,000.00","55,017,000,000.00","64,707,000,000.00","79,589,000,000.00","89,270,000,000.00","29,958,000,000.00",,"42,786,000,000.00",,
收到其他与投资活动有关的现金,"47,000,000.00","208,000,000.00","166,000,000.00","504,000,000.00","265,000,000.00","454,000,000.00","374,000,000.00","167,000,000.00","53,000,000.00","79,000,000.00","157,000,000.00","527,000,000.00","114,000,000.00","132,000,000.00","205,000,000.00","306,000,000.00","166,000,000.00","246,000,000.00","379,000,000.00","615,000,000.00","107,000,000.00","240,000,000.00","760,000,000.00","983,000,000.00","50,000,000.00","260,000,000.00","134,000,000.00","793,000,000.00","122,000,000.00","362,000,000.00","596,000,000.00","454,000,000.00","245,000,000.00","403,000,000.00","1,411,000,000.00","570,000,000.00","65,000,000.00","82,000,000.00","1,317,000,000.00","2,432,000,000.00","80,000,000.00","432,000,000.00","614,000,000.00","1,111,000,000.00","240,000,000.00","302,000,000.00","1,021,000,000.00",,
向其他金融机构拆入资金净增加额,,"23,906,000,000.00","23,958,000,000.00","630,000,000.00","1,000,000.00","17,629,000,000.00","27,422,000,000.00","12,700,000,000.00","565,000,000.00","10,749,000,000.00","41,926,000,000.00","34,166,000,000.00",,"4,188,000,000.00","24,028,000,000.00","12,522,000,000.00","14,960,000,000.00","31,388,000,000.00","56,703,000,000.00","65,927,000,000.00","6,744,000,000.00","44,311,000,000.00","5,828,000,000.00","40,019,000,000.00","61,314,000,000.00","20,071,000,000.00","1,777,000,000.00","5,019,000,000.00","28,558,000,000.00","24,037,000,000.00","16,091,000,000.00","3,780,000,000.00","53,087,000,000.00",,,,,"52,925,000,000.00","67,564,000,000.00","111,025,000,000.00",,"56,128,000,000.00",,"90,106,000,000.00",,,,,
投资活动现金流入小计,"72,935,000,000.00","370,636,000,000.00","586,023,000,000.00","865,231,000,000.00","344,630,000,000.00","831,405,000,000.00","1,666,990,000,000.00","2,401,324,000,000.00","512,775,000,000.00","1,603,537,000,000.00","2,386,414,000,000.00","549,898,000,000.00","70,294,000,000.00","185,538,000,000.00","294,781,000,000.00","361,862,000,000.00","79,785,000,000.00","153,021,000,000.00","220,415,000,000.00","268,625,000,000.00","50,126,000,000.00","145,321,000,000.00","225,967,000,000.00","294,322,000,000.00","65,080,000,000.00","151,847,000,000.00","227,195,000,000.00","267,203,000,000.00","82,661,000,000.00","200,067,000,000.00","295,262,000,000.00","510,344,000,000.00","56,754,000,000.00","206,786,000,000.00","273,249,000,000.00","377,869,000,000.00","127,221,000,000.00","440,872,000,000.00","501,895,000,000.00","610,489,000,000.00","104,368,000,000.00","219,808,000,000.00","326,088,000,000.00","436,561,000,000.00","112,494,000,000.00","470,368,000,000.00","640,413,000,000.00","625,372,000,000.00","137,924,000,000.00"
收取利息、手续费及佣金的现金,,"35,934,000,000.00","57,585,000,000.00","81,374,000,000.00","24,185,000,000.00","50,384,000,000.00","77,813,000,000.00","104,048,000,000.00","23,988,000,000.00","50,324,000,000.00","77,317,000,000.00","106,281,000,000.00","29,211,000,000.00","61,758,000,000.00","95,438,000,000.00","131,659,000,000.00","40,561,000,000.00","85,258,000,000.00","132,789,000,000.00","182,937,000,000.00","55,385,000,000.00","113,102,000,000.00","170,878,000,000.00","230,816,000,000.00","59,450,000,000.00","121,770,000,000.00","183,389,000,000.00","248,378,000,000.00","65,939,000,000.00","135,436,000,000.00","194,522,000,000.00","273,757,000,000.00","78,856,000,000.00","151,994,000,000.00","217,158,000,000.00","288,963,000,000.00","68,393,000,000.00","137,513,000,000.00","203,910,000,000.00","269,336,000,000.00","70,536,000,000.00","142,609,000,000.00","215,451,000,000.00","289,544,000,000.00","74,151,000,000.00","148,413,000,000.00","226,145,000,000.00","328,867,000,000.00","80,792,000,000.00"
投资支付的现金,"117,088,000,000.00","440,301,000,000.00","708,651,000,000.00","1,011,821,000,000.00","363,649,000,000.00","872,230,000,000.00","1,721,487,000,000.00","2,445,360,000,000.00","529,428,000,000.00","1,741,304,000,000.00","2,556,687,000,000.00","676,695,000,000.00","82,088,000,000.00","209,142,000,000.00","301,615,000,000.00","357,866,000,000.00","80,197,000,000.00","144,522,000,000.00","177,632,000,000.00","232,964,000,000.00","72,047,000,000.00","166,591,000,000.00","274,646,000,000.00","342,833,000,000.00","102,906,000,000.00","238,158,000,000.00","318,930,000,000.00","422,563,000,000.00","75,902,000,000.00","193,860,000,000.00","264,816,000,000.00","507,836,000,000.00","135,032,000,000.00","369,090,000,000.00","582,299,000,000.00","795,491,000,000.00","227,800,000,000.00","728,017,000,000.00","889,207,000,000.00","1,158,997,000,000.00","151,007,000,000.00","298,774,000,000.00","420,765,000,000.00","530,249,000,000.00","157,603,000,000.00","527,983,000,000.00","766,393,000,000.00","694,169,000,000.00","-198,061,000,000.00"
