科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"22,722,772.22","135,614,811.22","167,997,324.03","274,686,176.50","927,238,005.68","980,253,166.37","974,892,886.08","1,088,283,749.69","1,056,471,250.68","1,044,269,047.65","1,064,996,468.72","1,047,827,864.48","1,045,499,513.54","1,053,608,368.00","1,069,264,152.95","1,019,948,356.71","955,317,068.55","868,320,778.46","768,764,021.62","676,722,936.06","635,478,683.65","736,792,414.78","644,491,239.84","513,434,784.90","533,294,807.48","739,637,889.19","544,208,271.30","1,027,962,765.05","296,368,378.35","406,368,277.11","356,772,738.83","540,915,494.69","665,159,241.74"
短期借款,"120,000,000.00","80,000,000.00","50,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,"25,815,080.00","39,500,000.00","39,500,000.00","39,500,000.00","19,500,000.00","66,263,200.00","83,380,200.00","50,451,200.00","88,210,470.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,442,135.80","142,442,135.80",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,930,429.68","33,622,350.00","173,289,980.00","70,790,096.40","92,652,617.50","146,571,187.90","154,150,562.62","195,918,302.22","177,268,210.00","213,807,712.52","164,022,544.40","60,577,515.67","41,862,906.47","134,235,483.00","134,601,372.45","89,858,605.48","102,562,628.88","191,134,416.86","253,859,125.32","226,316,717.45","139,800,450.77","200,000,658.71","238,875,018.44","223,155,679.02","136,575,815.08","256,109,050.40","323,930,602.90","323,487,817.40","219,537,946.37","181,279,028.45","330,733,832.90","323,142,784.49","277,512,161.83"
应付票据,"16,084,800.00","117,667,627.10","317,183,819.09","356,706,455.07","278,040,098.79","195,601,403.19","185,468,676.33","219,091,367.77","239,890,402.36","294,824,349.04","228,169,079.00","105,992,750.00","119,297,349.10","150,783,514.60","198,714,130.50","213,865,260.65","269,364,606.35","257,713,332.67","207,383,807.97","301,881,959.82","348,779,175.30","253,835,629.17","265,831,529.22","394,456,475.79","388,940,728.98","143,416,130.08","310,725,063.87","368,135,697.41","286,864,283.13","292,634,124.00","241,505,804.85","336,102,861.46","518,955,085.57"
应收账款,"26,138,984.00","41,649,227.29","82,964,221.64","172,549,440.07","158,674,554.96","172,880,005.16","85,482,658.01","62,650,532.47","123,912,085.91","116,144,600.24","73,182,086.41","93,743,070.89","158,468,031.85","125,494,881.64","98,634,464.47","158,772,168.34","211,392,460.02","255,586,170.14","166,328,284.33","150,286,572.77","458,390,804.96","525,937,205.23","467,649,449.88","529,046,695.84","627,759,741.75","576,549,054.74","661,183,281.39","478,778,444.55","409,338,688.97","516,321,346.61","550,911,964.02","490,640,522.90","645,165,115.93"
应付账款,"19,985,593.19","40,752,568.02","106,273,467.43","66,556,411.96","115,484,441.72","191,927,867.81","156,023,738.83","181,402,814.95","125,794,361.55","63,882,612.08","46,591,540.42","40,159,143.99","67,692,543.66","80,132,730.72","80,651,157.89","94,514,448.71","130,312,012.19","102,958,970.58","144,530,109.28","102,423,487.54","210,946,075.59","259,311,396.69","349,626,717.62","254,323,935.17","191,259,703.47","340,221,521.82","280,718,586.55","244,317,791.81","246,690,840.33","277,294,845.10","362,570,915.13","359,639,776.26","357,614,040.30"
预付款项,"4,827,319.22","8,491,390.49","17,955,979.41","28,635,636.04","63,989,549.73","25,022,775.35","13,350,405.58","8,215,562.58","2,323,391.31","2,912,515.31","1,757,256.44","1,674,718.16","1,131,828.06","3,131,526.51","35,296,571.68","55,053,415.73","89,611,976.34","58,755,697.07","19,706,282.11","17,274,832.33","29,827,003.47","27,846,329.54","3,487,734.80","5,845,650.78","7,892,234.11","6,499,732.29","8,343,197.90","10,783,760.38","7,788,872.99","7,466,347.49","3,380,884.74","5,449,241.11","4,174,469.34"
预收款项,"32,675,219.87","39,096,146.16","124,038,316.78","229,779,647.47","258,065,634.49","264,999,070.92","134,352,527.70","128,438,115.30","158,001,339.48","152,449,095.96","160,743,601.88","147,131,141.28","142,936,617.81","145,892,672.07","147,428,420.76","143,937,031.20","142,425,279.94","141,094,153.07","120,443,249.15","108,240,977.27","122,561,580.77","99,316,352.07","45,525,113.48","37,597,972.94","9,908,537.50","19,588,806.79","13,276,151.57","10,064,908.28","5,646,604.03","5,581,064.53","5,178,993.05","4,147,022.99","2,648,301.50"
