科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"217,196,410.00","216,568,474.05","1,288,511,603.77","1,104,438,446.47","1,263,942,711.81","814,223,474.08","956,041,765.28","1,066,519,750.92","814,487,454.73","681,183,137.32","828,395,736.16","891,279,502.07","913,441,724.97","972,051,480.41","776,812,995.63","851,862,340.95","886,421,398.69","883,992,668.86","909,220,749.89","837,235,917.73","687,240,535.19","488,035,948.56","605,523,542.21","629,691,586.65","556,664,904.51","467,382,984.29","512,493,293.67","452,798,539.62","410,617,845.56","439,081,091.56","618,978,888.41","581,785,529.64","480,727,501.78","460,862,903.81","570,996,326.12","623,418,361.59","667,366,795.56","469,672,425.25","786,101,494.81","531,325,234.29","568,127,799.35","675,796,056.19"
短期借款,"228,000,000.00","303,000,000.00","213,000,000.00","173,000,000.00","330,000,000.00","232,000,000.00","369,800,000.00","456,170,000.00","466,660,000.00","448,180,000.00","439,970,000.00","440,500,000.00","422,000,000.00","685,222,650.00","549,500,000.00","465,000,000.00","405,000,000.00","605,000,000.00","602,000,000.00","712,000,000.00","552,000,000.00","482,000,000.00","770,000,000.00","820,000,000.00","650,000,000.00","780,000,000.00","680,000,000.00","420,000,000.00","370,000,000.00","175,253,888.80","176,253,888.80","119,253,888.80","50,253,888.80","41,000,000.00","54,900,320.13","80,952,185.35","276,500,000.00","269,039,900.00","295,874,765.53","210,100,000.00","415,100,000.00","450,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"55,000,000.00","40,910,000.00","43,157,695.29","78,700,000.00","42,710,000.00","64,701,894.70","222,539,279.95","273,649,656.66","254,058,517.51","325,408,490.51","241,482,019.00","226,468,187.26","288,669,297.56","283,510,229.65","317,063,500.31","241,960,645.15","225,640,460.58","202,011,901.15","201,367,895.95","198,957,590.48","204,639,583.78","216,855,354.50","238,168,513.87","144,821,646.61","108,755,435.74","173,272,691.28","252,023,382.86","195,103,663.61","217,029,200.03","164,761,609.88","250,087,387.39","192,848,219.99","219,943,722.87","173,872,167.59","211,082,106.03","188,278,007.16","113,951,363.03","91,319,525.04","113,672,527.33","67,073,330.68","103,930,273.04","88,663,991.68"
应付票据,"225,426,260.00","189,923,999.27","103,638,817.62","173,570,748.71","157,691,143.05","141,125,568.71","194,128,599.68","300,274,914.22","202,404,767.50","114,929,754.13","167,819,695.15","205,367,049.86","190,353,389.90","135,574,355.63","158,312,281.62","128,094,902.28","142,902,570.74","124,164,468.48","155,716,276.11","155,942,874.61","143,901,742.01","140,524,072.61","145,150,770.33","125,075,761.25","132,208,625.51","114,172,018.60","133,753,905.52","77,810,180.20","86,244,322.56","78,670,962.65","137,255,001.33","174,094,315.50","126,078,771.52","117,946,147.72","220,314,735.50","234,079,729.00","189,276,990.63","245,185,537.32","266,367,856.99","138,551,380.70","241,400,522.54","168,379,296.92"
应收账款,"245,813,290.00","242,593,051.93","211,117,854.55","269,859,013.81","291,098,647.10","334,707,439.47","249,699,948.68","351,278,108.42","242,298,002.29","344,403,507.10","316,768,940.17","412,840,151.10","366,393,395.73","377,336,873.72","305,222,877.71","369,722,865.18","246,965,812.22","384,957,819.23","305,750,335.26","464,382,017.49","418,568,069.89","413,431,158.78","308,580,132.15","401,909,733.22","389,655,305.29","355,205,984.55","391,059,834.81","520,385,688.12","454,298,688.37","435,489,393.46","398,895,512.59","668,031,271.94","532,714,705.71","478,616,430.84","630,196,699.98","917,239,733.34","1,030,231,164.85","1,005,666,602.84","813,480,951.74","783,519,452.02","809,101,239.77","665,840,788.27"
应付账款,"242,822,890.00","278,459,386.05","244,652,301.31","239,037,829.06","280,495,355.04","309,966,968.68","360,840,001.25","337,145,777.53","269,668,252.14","364,680,338.38","276,902,614.87","244,369,757.32","187,846,386.11","222,231,521.39","260,733,327.06","266,179,456.46","261,578,672.71","341,359,747.38","225,909,747.60","279,305,965.26","246,625,257.02","245,099,576.49","323,784,960.25","270,296,349.27","244,358,809.58","310,725,726.17","328,857,841.10","353,051,236.45","276,236,584.52","343,404,186.35","428,132,071.75","376,149,177.31","316,981,099.79","331,986,221.09","382,425,307.91","550,495,731.59","466,424,420.55","510,434,592.12","649,908,567.15","501,902,738.53","505,332,236.68","571,548,755.87"
预付款项,"64,351,970.00","147,716,613.09","5,728,440.77","46,243,953.81","42,819,189.21","43,364,096.84","40,262,432.18","38,684,708.27","31,809,388.70","35,334,297.24","14,195,347.08","50,168,546.61","45,669,322.11","39,282,492.89","25,854,949.07","40,226,195.74","57,431,507.77","52,290,382.90","50,901,718.15","39,809,212.78","39,043,623.11","45,920,906.29","16,288,452.65","49,746,916.40","61,070,600.58","45,861,225.78","39,205,186.90","67,255,812.49","92,681,353.35","86,918,707.92","14,564,156.64","13,568,999.66","18,072,908.85","42,592,606.29","11,380,479.64","94,150,862.46","50,155,893.76","33,167,527.13","14,502,942.49","23,964,378.96","10,803,228.94","14,032,372.33"
预收款项,"158,210.00","830,489.38","246,394.02","444,613.74","233,990.78","672,482.84","9,947,370.42","12,299,093.82","10,122,600.64","2,118,484.58","644,087.01","154,599.45","1,882,252.20","50,651.18","5,193,184.47","953,725.40","4,025,930.52","2,309,553.43","965,331.65","338,833.54","2,856,979.07","535,936.14","1,308,263.55","1,203,855.97","662,832.06","1,819,320.05","2,117,946.30","1,256,054.92","10,170,416.12","3,990,948.86","40,985,917.59","7,999,067.08","9,362,268.36","9,956,166.19","6,421,167.76","11,114,331.91","10,601,241.94","10,356,094.95","9,273,153.69","8,602,343.83","9,572,007.14","10,508,489.16"
