科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"111,235,962.91","204,172,041.55","135,296,787.36","143,735,797.58","691,227,510.70","401,011,936.23","373,936,749.10","406,030,776.97","234,040,244.75","311,000,142.73","304,305,936.65","338,923,106.07","317,449,000.44","237,475,860.75","256,617,445.26","362,255,534.78","504,822,964.43","322,637,242.61","283,713,245.74","205,229,413.47","289,922,352.05","137,907,386.80","1,366,356,419.78","558,565,178.64","525,261,823.59","605,179,228.20","453,074,425.52","295,041,718.81","267,549,534.57","396,352,680.48"
短期借款,"216,000,000.00","236,189,327.41","435,950,000.00","415,950,000.00","460,800,000.00","420,800,000.00","430,200,000.00","430,200,000.00","341,200,000.00","255,000,000.00","491,000,000.00","611,000,000.00","490,000,000.00","541,000,000.00","501,745,600.00","548,000,000.00","544,725,000.00","429,725,000.00","486,725,000.00","481,355,000.00","645,000,000.00","637,239,955.55","779,880,000.00","324,500,000.00","311,880,000.00","664,880,000.00","897,838,400.00","967,538,400.00","1,293,348,970.00","1,589,310,218.00"
交易性金融资产,,,,,,"2,657,280.00",,,,,,,,"1,628,500.00",,,,"4,327,425.50",,"379,211.50","379,211.50","2,721,027.00","2,089,572.00",,,,,,"1,097,237.50","5,129,514.27"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"22,626,450.83","21,349,015.49","34,346,734.11","126,868,829.03","84,974,420.19","190,771,087.66","111,608,607.64","281,381,443.51","212,511,637.08","219,064,473.51","207,401,504.27","310,230,691.74","247,458,130.88","257,773,839.64","183,811,943.15","359,383,242.44","188,547,706.12","207,244,607.85","144,700,090.47","204,363,016.85","179,238,815.76","158,911,995.70","168,091,731.17","204,051,145.42","141,690,947.04","87,440,499.42","217,755,553.34","270,261,047.68","318,263,751.58","452,496,175.55"
应付票据,"110,400,000.00","404,500,000.00","242,000,000.00","223,000,000.00","130,000,000.00","30,000,000.00","30,000,000.00","89,000,000.00","27,000,000.00","123,606,000.00","158,835,862.00","193,859,862.00","122,270,171.50","15,472,671.50","37,062,500.00","178,297,405.48","325,357,753.99","212,540,339.46","137,978,602.38","215,884,959.72","138,216,335.60","69,928,760.50","83,177,594.05","39,519,234.21","20,875,911.52","29,560,297.01","71,062,526.13","135,203,033.28","212,149,711.02","156,207,249.83"
应收账款,"161,674,346.68","425,836,250.38","463,468,275.97","474,069,982.86","436,685,605.48","452,958,590.65","530,029,053.93","418,668,489.08","518,921,954.32","548,334,259.80","632,587,360.36","552,749,169.66","572,850,307.91","516,309,718.78","627,105,884.42","583,684,875.38","654,283,319.11","527,121,350.70","626,931,971.61","575,270,103.19","576,374,413.37","307,278,013.23","358,539,483.11","354,786,798.71","376,889,078.01","433,903,231.66","763,569,661.63","1,045,011,303.27","1,364,590,234.87","1,484,689,247.65"
应付账款,"22,570,373.79","120,757,151.03","49,598,517.17","203,287,977.77","271,024,706.01","182,812,698.45","237,120,389.21","252,240,341.17","325,856,026.28","212,612,350.95","273,662,533.70","263,949,590.27","350,277,481.26","358,223,661.31","326,857,157.62","429,886,286.19","419,652,838.39","322,218,290.40","191,215,357.66","250,004,511.61","191,876,171.90","159,700,536.03","140,015,662.05","128,385,955.01","130,801,985.89","219,822,979.57","603,006,001.92","755,238,856.51","847,593,345.54","1,156,447,590.25"
预付款项,"11,961,749.37","6,662,315.29","19,185,412.67","9,892,011.36","29,376,016.97","1,945,505.67","11,092,113.27","26,318,365.99","27,998,819.05","35,368,331.86","25,622,839.49","73,716,165.10","29,164,379.67","8,381,704.76","13,976,736.75","14,071,469.29","38,600,888.03","9,213,380.94","18,746,802.15","39,461,492.51","26,863,982.60","8,611,506.38","23,093,180.81","32,168,712.72","16,379,218.78","188,300,878.18","22,941,172.00","73,018,920.36","199,321,198.70","141,363,752.94"
预收款项,"47,929,183.71","2,950,239.87","12,331,097.67","9,407,849.14","16,890,012.13","10,579,144.36","14,216,112.23","14,176,695.41","8,806,784.71","4,426,030.34","4,286,425.32","7,338,758.48","5,794,367.21","8,748,167.50","26,222,147.51","13,904,708.95","6,721,940.65","1,445,024.82","7,210,029.89","1,577,821.35","3,732,744.92","3,273,055.66","1,849,158.71","1,848,395.45","3,727,752.54","47,563,178.36","2,532,200.64","58,472,965.04","47,752,289.06","22,111,256.68"
其他应收款,"372,659.20","2,033,542.64","5,269,828.47","2,075,348.97","6,715,318.81","612,549.14","835,367.87","5,171,802.52","3,221,614.41","4,907,983.84","9,933,473.36","10,369,589.58","10,166,767.17","10,040,064.45","8,462,375.50","4,268,128.68","57,525,848.23","2,633,795.47","5,580,205.38","2,985,910.94","4,814,851.19","2,588,579.84","2,591,444.00","2,142,562.04","2,561,488.20","1,760,147.38","15,524,157.31","137,013,364.90","48,493,322.51","18,240,763.09"
