科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"15,912,611.56","23,137,222.79","31,628,715.32","19,968,404.62","42,137,403.82","11,314,749.12","23,754,119.17","35,960,491.24","51,387,349.95","13,399,797.58","28,004,727.86","39,293,504.50","60,212,671.71","17,438,297.61","34,609,863.78","50,728,295.31","89,170,343.74","30,213,224.97","62,856,948.66","103,249,218.47","142,803,130.51","42,836,104.97","86,739,222.36","136,412,136.45","184,367,582.31","51,552,758.38","99,504,409.16","151,034,881.48","212,167,256.03","57,982,000.75","103,337,330.40","165,845,887.69","228,556,406.34","56,904,068.73","110,545,981.62","174,884,312.84","229,222,991.85","56,236,885.43"
取得借款收到的现金,"37,410,000.00",,"22,240,000.00","20,000,000.00","25,000,000.00",,,,,,"19,100,000.00","19,100,000.00","19,100,000.00",,,,"30,000,000.00","78,371,753.48","78,371,753.48","111,371,753.48","141,371,753.48","50,375,966.05","146,055,294.14","153,163,788.89","737,811,519.91","26,030,604.96","405,573,918.71","718,351,226.25","1,145,041,096.48","229,918,645.10","441,864,249.96","694,720,633.53","996,084,652.15","237,057,857.60","458,797,620.17","669,717,754.86","781,405,927.07","175,750,929.18"
支付的各项税费,"5,945,189.87","9,723,717.89","14,126,115.58","8,521,791.71","24,317,885.30","4,968,722.05","10,064,567.97","13,884,878.21","20,846,055.67","2,335,544.51","9,081,769.16","16,771,214.87","20,700,821.95","4,457,930.24","19,457,996.92","24,317,921.99","33,783,085.80","9,576,587.63","21,589,009.86","37,432,942.08","39,637,619.07","12,895,343.08","36,499,305.62","50,284,889.04","62,330,076.74","14,526,744.72","57,408,083.04","81,268,127.78","94,539,473.10","22,822,411.19","63,668,814.30","81,420,409.13","107,992,574.61","19,425,792.26","58,372,778.81","68,268,537.88","107,155,030.16","20,348,558.22"
收到其他与筹资活动有关的现金,,,,,"1,300,249.59",,,,,,"12,033.30","16,849.93",,,,,,,"2,967,000.00","9,949,080.65",,"59,532,353.95","33,774,405.15","76,018,813.37","2,066,203.10","12,194,607.52","15,340,261.05","29,097,129.76",,"6,307,442.98","7,536,786.80","32,850,128.40","169,208,669.84","12,000,000.00","26,137,499.21","64,634,945.68","183,068,864.06","1,547,409.21"
支付其他与经营活动有关的现金,"17,442,077.26","21,694,644.57","50,226,023.83","28,862,962.81","49,263,669.00","41,217,951.50","50,823,065.18","66,965,398.35","69,800,902.83","19,555,673.49","60,910,428.96","106,953,263.00","89,117,497.62","22,721,050.60","36,823,364.20","75,664,438.19","134,542,404.01","28,257,494.95","76,803,511.86","92,768,888.36","125,628,149.90","41,503,797.84","79,955,830.69","98,111,642.93","151,563,994.84","42,557,884.47","159,650,624.03","189,653,314.82","196,401,564.05","257,769,841.27","80,754,810.63","171,536,131.35","134,198,710.07","560,135,877.29","173,764,504.12","298,544,066.77","200,590,305.29","98,007,644.44"
筹资活动现金流入小计,"47,410,000.00","54,520,000.00","41,288,037.40","20,000,000.00","26,300,249.59","884,250,000.00","884,250,000.00","884,250,000.00","884,250,000.00",,"23,112,033.30","23,116,849.93","23,100,000.00",,,,"30,000,000.00","78,371,753.48","81,338,753.48","121,320,834.13","176,135,602.48","109,908,320.00","183,911,699.29","233,264,602.26","739,877,723.01","38,225,212.48","618,914,179.76","945,448,356.01","1,376,670,721.48","236,226,088.08","449,401,036.76","727,570,761.93","1,524,983,807.21","249,057,857.60","484,935,119.38","734,352,700.54","964,474,791.13","912,298,338.39"
经营活动现金流出小计,"77,630,198.51","113,232,114.47","212,229,741.88","139,723,520.67","287,287,936.86","87,162,407.73","177,547,464.14","241,805,295.69","333,143,355.89","91,389,467.00","211,388,702.69","387,501,909.94","475,550,715.89","116,972,372.57","212,427,158.77","310,983,325.38","638,184,046.29","231,873,362.93","568,214,979.58","990,302,290.16","1,272,227,588.93","310,166,595.31","852,314,443.08","973,103,699.78","1,720,309,225.80","406,679,874.13","740,155,787.85","1,026,308,177.55","1,625,693,380.48","522,256,017.37","849,885,500.33","1,873,394,892.80","2,024,174,478.15","1,195,607,615.42","976,902,930.46","1,622,449,995.24","1,810,488,590.13","465,018,010.53"
偿还债务支付的现金,"2,250,000.00","7,250,000.00","23,435,000.00","12,921,250.00","29,638,750.00","15,486,250.00","26,766,250.00","31,766,250.00","31,766,250.00",,"690,000.00","19,790,000.00","19,790,000.00","690,000.00","690,000.00","690,000.00","31,562,906.41","31,878,471.62","33,040,324.63","76,016,817.73","101,334,603.71","53,153,725.24","57,597,610.95","91,310,274.76","626,154,463.06","71,017,066.80","447,527,608.88","703,902,969.69","1,016,839,238.06","245,819,993.00","430,115,077.19","753,349,540.00","1,075,273,955.67","250,890,060.72","461,191,170.69","677,774,477.66","814,064,927.44","155,416,284.30"
经营活动产生的现金流量净额,"25,568,448.40","-3,678,934.73","58,140,122.41","43,331,507.04","50,984,723.88","-39,456,206.14","-76,011,250.14","-75,056,904.65","-56,528,182.93","-21,199,351.37","-36,673,275.66","-6,094,390.29","31,734,303.85","-22,249,000.62","-10,112,982.88","-31,087,815.36","-84,572,545.58","-12,536,981.73","-13,867,172.36","-27,230,878.95","-14,052,013.89","-13,515,594.88","57,315,229.30","171,833,328.23","217,624,979.21","41,401,560.05","-37,139,538.25","94,015,149.06","281,418,286.03","-35,210,925.16","58,146,718.60","95,505,866.70","235,393,625.46","-170,143,054.68","-155,365,439.53","-132,898,721.68","42,215,864.20","-130,513,142.56"
分配股利、利润或偿还利息支付的现金,"2,319,473.10","3,225,804.49","3,013,003.99","1,473,736.89","2,474,060.62","452,627.63","16,909,502.71","16,909,502.71","16,909,502.71","917,700.00","11,225,267.47","25,761,839.21","27,461,034.13","1,651,404.69","2,998,885.25","41,015,043.72","42,771,411.09","1,901,547.14","3,308,257.89","28,269,707.20","34,346,118.17","6,559,014.76","11,267,664.80","16,158,604.09","52,758,882.59","5,145,871.55","8,717,460.98","12,661,674.81","18,186,882.49","12,771,201.47","16,271,821.71","39,754,846.49","44,868,783.62","25,342,980.09","58,214,195.15","59,079,856.38","84,509,096.13","3,189,456.93"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,500,000.00",,"30,000,000.00","30,000,000.00","773,180,000.00","2,000,000.00","185,133,356.16","205,133,356.16","237,000,000.00","15,000,000.00"
支付其他与筹资活动有关的现金,,,,,,,"7,557,108.87","7,557,108.87","7,557,108.87",,,,,,,,,,"18,147,356.06","37,627,436.30","44,259,738.64","16,777,475.00","30,251,100.74","47,044,736.11","17,773,555.01","18,396,538.53","32,262,236.03","35,052,556.25","22,479,601.73",,"46,770,432.02","56,364,572.61","193,032,275.22","21,904,940.33","26,179,532.30","43,609,975.41","177,330,022.32","1,377,378.35"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"6,530,699.41","464,400.03",,975.00,"5,420,928.00","1,322,979.33","2,897,260.21","4,024,704.81","4,318,302.84","506,268.47","782,556.02","837,788.90","936,788.90","263,057.53"
筹资活动现金流出小计,"4,569,473.10","10,475,804.49","26,448,003.99","14,394,986.89","32,112,810.62","15,938,877.63","51,232,861.58","56,232,861.58","56,232,861.58","917,700.00","11,915,267.47","45,551,839.21","47,251,034.13","2,341,404.69","3,688,885.25","41,705,043.72","74,334,317.50","33,780,018.76","54,495,938.58","141,913,961.23","179,940,460.52","76,490,215.00","99,116,376.49","154,513,614.96","696,686,900.66","94,559,476.88","488,507,305.89","751,617,200.75","1,057,505,722.28","258,591,194.47","493,157,330.92","849,468,959.10","1,313,175,014.51","298,137,981.14","545,584,898.14","780,464,309.45","1,075,904,045.89","159,983,119.58"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"2,688,473.09","14,500,000.00","14,550,410.41",,,"195,000.00","195,000.00",,,,,,,,"4,000.00","4,800.00",,"4,800.00","2,331.00",,,,,,,,,,,,"409,010.61",,,,"90,067,573.93",
筹资活动产生的现金流量净额,"42,840,526.90","44,044,195.51","14,840,033.41","5,605,013.11","-5,812,561.03","868,311,122.37","833,017,138.42","828,017,138.42","828,017,138.42","-917,700.00","11,196,765.83","-22,434,989.28","-24,151,034.13","-2,341,404.69","-3,688,885.25","-41,705,043.72","-44,334,317.50","44,591,734.72","26,842,814.90","-20,593,127.10","-3,804,858.04","33,418,105.00","84,795,322.80","78,750,987.30","43,190,822.35","-56,334,264.40","130,406,873.87","193,831,155.26","319,164,999.20","-22,365,106.39","-43,756,294.16","-121,898,197.17","211,808,792.70","-49,080,123.54","-60,649,778.76","-46,111,608.91","-111,429,254.76","752,315,218.81"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,948,048.97",,,,,
四、汇率变动对现金的影响,,"124,900.31","-43,125.38","-508,818.35","-164,762.09",,,,,,"19,125.31","10,597.97","-375,881.44",,"-1,287,807.23","-2,599,850.94","-1,598,324.47","-247,263.82","-76,777.92","-1,092,564.18","-762,946.62","11,372.46","1,092,468.96","-1,558,144.84","-1,241,634.48","978,459.71","2,050,436.66","2,401,001.15","2,775,793.77","-540,667.20","-1,956,039.64","-3,364,294.68","-7,009,692.50","-2,111,170.75","191,858.54","1,899,755.73","-86,044.12","-907,467.71"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"13,646,646.07",,,,"149,500,000.00","31,100,000.00","35,000,000.00","35,000,000.00","20,000,000.00","7,762,616.60","822,964.89",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"2,688,473.09","14,500,000.00","14,550,410.41",,,"195,000.00","195,000.00",,,,,,,,"4,000.00","4,800.00",,"4,800.00","2,331.00",,"13,646,646.07",,"6,530,699.41","464,400.03","149,500,000.00","31,100,975.00","162,920,928.00","36,322,979.33","52,897,260.21","41,787,321.41","808,678,327.31","2,506,268.47","185,915,912.18","205,971,145.06","328,004,362.83","15,263,057.53"
五、现金及现金等价物净增加额,"28,341,835.96","540,430.39","-11,088,568.73","53,686,853.35","44,153,985.09","825,690,047.20","749,833,507.51","747,418,369.99","763,150,927.69","-22,489,999.37","-27,668,557.96","-32,430,637.04","-5,649,892.12","-25,331,295.31","-57,326,688.05","-206,334,869.88","-256,645,193.52","27,043,431.17","-23,143,339.10","-113,398,031.07","-136,487,868.01","-131,614,220.98","-72,418,754.70","-67,039,008.00","-187,867,084.74","-124,941,521.23","110,578,136.46","57,043,581.40","114,782,625.77","-63,187,720.36","-8,171,261.51","-99,444,620.34","218,587,266.41","-290,986,563.71","-275,090,424.26","-242,990,260.63","-297,569,090.86","506,800,978.57"
购建固定资产、无形资产和其他长期资产支付的现金,"40,067,139.34","39,266,629.62","82,487,180.53","9,240,848.45","15,403,826.08","3,164,869.03","7,172,380.77","5,736,863.78","8,533,027.80","372,948.00","2,211,173.44","3,811,855.44","12,757,280.40","740,890.00","41,837,012.69","79,342,159.86","84,628,939.34","4,768,858.00","23,609,628.67","52,053,685.79","77,038,548.97","11,344,045.56","17,658,421.83","69,455,178.69","83,831,134.14","30,251,676.62","120,489,635.82","134,162,271.21","141,827,756.23","18,915,366.78","50,386,782.73","92,991,837.44","345,041,711.58","72,158,483.21","86,182,976.69","112,750,830.83","357,274,019.01","16,921,317.14"
期初现金及现金等价物余额,"8,965,224.26","37,307,060.22","37,847,490.61","26,758,921.88","26,758,921.88","70,863,906.97","70,863,906.97","70,863,906.97","70,912,906.97","834,063,834.67","834,063,834.67","834,063,834.67","834,063,834.66","809,414,514.74","828,413,942.54","828,413,942.54","828,413,942.54","571,768,749.03","571,768,749.02","571,768,749.02","571,768,749.02","453,143,222.84","435,280,881.01","435,280,881.01","435,280,881.01","248,061,966.81","247,413,796.27","247,413,796.27","247,413,796.27","294,913,589.66","362,196,422.04","362,196,422.04","362,196,422.04","580,783,688.45","580,783,688.45","580,783,688.45","580,783,688.45","283,214,597.59"
投资支付的现金,,,"4,226,891.73",,,,,,,,,"100,000.00","100,000.00",,"400,000.00","51,600,000.00",,,"400,000.00","400,000.00","37,683,720.11","92,106,500.00","211,610,000.00","148,360,000.00",,,"13,750,000.00","52,140,000.00","509,669,625.00",,"6,478,634.16","10,378,634.16","685,242,074.98",,"159,000,000.00","159,000,000.00","199,000,000.00","110,892,447.91"
期末现金及现金等价物余额,"37,307,060.22","37,847,490.61","26,758,921.88","80,445,775.23","70,912,906.97","896,553,954.17","820,697,414.48","818,282,276.96","834,063,834.66","811,573,835.30","806,395,276.71","801,633,197.63","828,413,942.54","784,083,219.43","771,087,254.49","622,079,072.66","571,768,749.02","598,812,180.20","548,625,409.92","458,370,717.95","435,280,881.01","321,529,001.86","362,862,126.31","368,241,873.01","247,413,796.27","123,120,445.58","357,991,932.73","304,457,377.67","362,196,422.04","231,725,869.30","354,025,160.53","262,751,801.70","580,783,688.45","289,797,124.74","305,693,264.19","337,793,427.82","283,214,597.59","790,015,576.16"
