科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"2,529,071.40","2,535,370.58","9,840,995.23","17,932,769.23","6,911,695.56","5,329,099.50","4,019,291.73","9,011,222.50","14,681,400.95","9,344,837.20","9,213,490.97","14,012,329.05","5,922,987.21","11,095,539.94","10,557,803.07","15,825,778.32","10,931,294.01"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"92,411,559.69","88,621,769.72","87,034,333.01","92,876,604.83","92,144,795.08","86,544,519.13","98,181,793.97","89,702,893.34","100,941,671.69","95,893,549.82","90,218,279.11","103,340,495.82","117,396,913.80","100,076,083.64","120,079,606.95","138,951,344.10","149,759,971.31"
其他应付款,"4,999,599.68","4,393,105.24","4,390,333.55","4,291,312.31","4,359,438.03","1,256,686.18","1,743,566.16","1,536,603.00","1,280,443.97","1,262,268.27","8,170,590.84","8,214,094.25","5,228,986.85","5,504,460.56","5,257,046.61","5,371,057.91","5,165,717.49"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"14,601,908.75","70,601,908.76","46,601,908.76","46,601,908.76","26,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,601,908.76","14,943,694.47","14,943,694.47","14,943,694.47"
其他流动资产,"20,431,298.73","11,623,237.87","8,350,603.11","61,672.23","40,692,573.38","40,019,789.75","4,402,973.72","196,738,266.41","86,284,990.89","40,606,881.24","95,796,992.51","75,398,233.07","114,588,327.46","134,715,105.31","239,784,093.84","207,059,520.80","221,195,164.20"
其他流动负债,,,,,,,,,,,,,,,,,
流动资产合计,"510,693,533.69","528,804,187.76","550,376,979.37","612,189,795.37","1,038,101,020.05","1,024,076,912.43","1,001,873,682.64","880,481,432.02","921,644,207.27","928,546,451.98","913,640,020.49","1,010,147,386.54","971,365,645.88","961,039,868.42","1,018,785,183.35","1,174,608,707.06","1,227,214,090.95"
流动负债合计,"500,543,414.68","585,203,971.79","557,963,106.52","577,551,592.80","512,665,174.69","496,095,706.81","464,238,242.47","328,701,412.34","386,869,866.09","373,436,454.05","356,221,498.55","411,499,959.75","410,943,289.51","370,993,120.40","367,467,594.33","476,319,352.68","544,125,991.97"
可供出售金融资产,"8,436,284.02","7,230,000.00","7,230,000.00","7,230,000.00","7,230,000.00","7,230,000.00","7,230,000.00","7,230,000.00","7,230,000.00","94,059,330.00","90,764,134.79","94,059,330.00","87,736,117.57","78,919,243.90","70,458,607.55","70,191,429.56","62,087,030.53"
长期借款,"120,000,000.00","64,000,000.00","32,000,000.00","32,000,000.00","30,000,000.00",,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,,"800,000.00","800,000.00",,,,,,,,,,,,,,
固定资产,"618,660,626.69","656,133,734.85","606,541,632.04","592,286,937.81","581,680,986.62","565,547,357.37","551,189,724.25","535,339,314.57","522,491,592.46","502,940,438.70","507,536,835.23","614,300,324.88","597,321,334.63","594,650,392.98","593,295,173.05","595,627,463.39","576,691,845.15"
递延所得税负债,,"695,027.03",,,,,,,,,"14,305,514.97","14,788,017.89","13,827,871.89","12,493,676.69","11,212,917.08","11,297,571.24","9,933,852.24"
在建工程,"12,883,412.25","8,463,423.89","11,490,015.69","15,380,789.96","19,826,120.79","23,436,812.38","33,698,621.70","44,201,887.90","68,004,620.27","90,285,229.66","112,429,473.77","10,017,752.12","20,067,982.26","17,812,752.47","11,616,579.14","6,580,658.33","6,907,954.04"
其他非流动负债,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"288,850,895.03","219,744,013.30","172,447,077.51","167,996,600.32","162,346,123.13","128,695,645.94","125,045,168.75","121,394,691.56","117,744,214.37","114,093,737.18","124,748,774.96","121,580,800.69","116,970,177.50","111,985,505.11","109,845,518.31","106,194,248.85","101,094,606.23"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"789,394,309.71","804,947,985.09","730,410,184.03","745,548,193.12","675,011,297.82","624,791,352.75","589,283,411.22","450,096,103.90","504,614,080.46","487,530,191.23","480,970,273.51","533,080,760.44","527,913,467.01","482,978,625.51","477,313,112.64","582,513,601.53","645,220,598.20"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"76,680,000.00","76,680,000.00","76,680,000.00","76,680,000.00","102,240,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00","204,480,000.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"65,085,587.11","65,085,587.11","65,085,587.11","65,085,587.11","499,214,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83","396,974,172.83"
无形资产,"73,298,665.02","71,669,416.02","69,992,683.64","69,573,500.54","69,154,317.45","68,735,134.35","68,324,213.38","67,913,292.39","67,504,745.57","67,199,016.80","97,685,157.42","97,114,504.61","96,544,300.67","95,974,096.73","100,785,892.79","100,188,688.85","99,591,484.91"
盈余公积,"41,357,963.00","41,357,963.00","41,357,963.00","41,357,963.00","41,357,963.00","41,357,963.00","52,009,395.57","52,009,395.57","52,009,395.57","52,009,395.57","68,562,741.18","68,562,741.18","68,562,741.18","68,562,741.18","84,664,649.98","84,664,649.98","84,664,649.98"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,
未分配利润,"253,288,067.82","286,668,487.28","338,414,301.36","374,576,768.98","404,145,261.50","426,433,843.63","431,655,761.12","450,705,111.96","459,081,571.62","493,041,530.81","521,937,338.11","568,897,862.02","524,637,627.40","554,683,237.50","593,013,483.56","641,019,534.28","609,855,088.46"
长期待摊费用,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,
递延所得税资产,"2,427,455.96","2,439,259.96","5,166,254.01","5,080,984.70","5,258,658.89","5,011,115.68","6,375,982.83","6,481,067.46","10,510,833.48","12,015,638.72","12,787,956.61","13,136,868.82","12,099,655.87","13,033,868.59","12,902,272.19","15,048,246.57","15,330,579.85"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,"1,603,030.52","2,407,320.00","717,591.35",,"5,710,515.94","12,617,789.92","19,773,221.43","25,818,514.58","9,084,961.89","7,024,300.00","5,863,171.47","7,184,411.25","2,346,027.37","923,980.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"715,706,443.94","745,935,834.72","702,023,615.90","691,959,533.01","683,867,675.10","669,960,419.78","672,529,058.10","673,783,352.24","695,515,013.21","792,318,168.46","830,288,519.71","835,653,080.43","819,632,562.47","807,574,765.92","791,404,552.09","788,560,466.70","760,608,894.48"
所有者权益(或股东权益)合计,"437,005,667.92","469,792,037.39","521,990,411.24","558,601,135.26","1,046,957,397.33","1,069,245,979.46","1,085,119,329.52","1,104,168,680.36","1,112,545,140.02","1,233,334,429.21","1,262,958,266.69","1,312,719,706.53","1,263,084,741.34","1,285,636,008.83","1,332,876,622.80","1,380,655,572.23","1,342,602,387.23"
资产总计,"1,226,399,977.63","1,274,740,022.48","1,252,400,595.27","1,304,149,328.38","1,721,968,695.15","1,694,037,332.21","1,674,402,740.74","1,554,264,784.26","1,617,159,220.48","1,720,864,620.44","1,743,928,540.20","1,845,800,466.97","1,790,998,208.35","1,768,614,634.34","1,810,189,735.44","1,963,169,173.76","1,987,822,985.43"
负债和所有者(或股东权益)合计,"1,226,399,977.63","1,274,740,022.48","1,252,400,595.27","1,304,149,328.38","1,721,968,695.15","1,694,037,332.21","1,674,402,740.74","1,554,264,784.26","1,617,159,220.48","1,720,864,620.44","1,743,928,540.20","1,845,800,466.97","1,790,998,208.35","1,768,614,634.34","1,810,189,735.44","1,963,169,173.76","1,987,822,985.43"
