科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"53,753,140.36","82,532,991.88","83,962,337.78","87,690,811.99","113,678,857.83","443,315,301.10","167,707,960.88","104,772,625.82","170,595,799.73","231,868,235.76"
短期借款,"235,000,000.00","222,406,011.20","136,561,696.40","234,976,613.84","246,955,469.76","297,457,184.82","73,188,218.26","86,381,161.69","400,599,331.52","338,281,823.25"
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,"14,456,150.48","12,708,118.25","20,490,581.93","38,127,507.01","31,891,881.25","26,553,314.99","22,555,558.71","76,088,955.26","128,698,302.06","70,270,312.17"
应付票据,"14,811,313.77","1,730,600.00","4,127,000.00","6,312,154.50","7,708,560.00","14,197,993.46","18,341,551.98","20,520,597.19","19,772,519.40","18,248,854.79"
应收账款,"117,554,326.50","164,029,528.50","216,927,745.51","228,076,525.53","267,886,384.50","278,074,859.08","303,126,205.32","285,419,610.37","343,738,374.56","277,225,382.81"
应付账款,"134,330,928.43","201,986,875.42","216,523,382.89","255,025,211.51","289,148,160.76","299,705,682.53","297,191,887.98","316,756,337.92","362,806,863.52","335,274,767.89"
预付款项,"1,196,936.34","2,204,401.11","5,339,445.16","6,480,003.91","7,667,962.32","5,829,296.27","6,818,961.92","3,974,303.32","2,678,467.93","3,651,619.07"
预收款项,"110,636.94","94,905.33","380,802.49","426,225.52","112,391.62","109,517.02","272,844.90","141,664.85","144,311.33","248,275.08"
其他应收款,"5,949,418.12","4,911,345.33","1,612,432.49","1,822,441.09","2,040,018.85","2,532,869.23","1,449,253.79","2,320,932.27","776,815.89","1,394,584.58"
应付职工薪酬,"12,971,411.02","16,100,321.33","18,053,526.17","19,879,819.58","22,618,385.75","19,853,329.66","18,789,813.10","21,918,927.91","26,011,290.65","17,581,629.51"
应收关联公司款,,,,,,,,,,
应交税费,"6,822,015.68","11,668,030.42","4,933,939.51","8,273,548.52","11,122,417.69","8,565,858.41","6,075,748.06","10,082,640.52","10,254,317.46","6,442,864.54"
应收利息,,,,,,,,,,
应付利息,"454,703.00","611,513.90","1,630,515.63","3,214,791.66","1,294,312.09","1,309,420.13","1,094,085.15","990,524.91","930,675.19","1,022,702.48"
应收股利,,,,,,,,,,
应付股利,"557,976.48",,,,,,,,,
存货,"92,642,752.63","134,393,788.84","131,124,927.48","154,331,361.71","171,858,032.58","196,442,334.44","186,118,505.56","187,717,175.00","184,552,447.44","210,398,514.36"
其他应付款,"6,002,710.48","10,028,757.38","8,384,898.76","5,977,157.22","1,851,134.62","19,897,807.70","2,153,823.26","1,786,705.64","32,692,051.48","31,217,727.69"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,"60,000,000.00",,"30,000,000.00","80,000,000.00","80,000,000.00","20,000,000.00","350,171,200.00","272,290,894.00","110,109,292.00","107,092,106.00"
其他流动资产,"13,454,728.97","17,466,534.19","9,443,164.68","6,480,500.96","5,819,529.38","5,752,978.21","167,369,581.28","164,895,576.63","148,054,288.09","69,047,133.21"
其他流动负债,,,,,,,,,,
流动资产合计,"299,007,453.40","418,246,708.10","468,900,635.03","523,009,152.20","600,842,666.71","958,500,953.32","855,146,027.46","825,189,178.67","979,094,495.70","863,855,781.96"
流动负债合计,"471,061,695.80","464,627,014.98","420,595,761.85","614,085,522.35","660,810,832.29","681,096,793.73","767,279,172.69","730,869,454.63","963,320,652.55","855,410,751.23"
可供出售金融资产,,,,,,,,,,
长期借款,"20,176,086.88","207,956,624.09","425,343,461.89","367,875,410.76","396,513,321.63","393,429,192.68","247,620,547.11","318,844,659.68","232,421,095.96","232,277,211.58"
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,"86,174,186.88","87,082,331.63","85,670,639.74","86,285,953.74","85,336,831.48","88,958,123.20","85,479,205.02","89,881,812.52","89,721,016.65","95,072,216.24"
专项应付款,,,,,,,,,,
投资性房地产,"3,595,428.32","3,413,961.96","1,250,304.90","1,197,677.62","1,179,910.42","1,162,350.87","1,144,791.32","1,127,231.77","2,692,814.85","2,336,375.21"
预计负债,,,,,,,,,,
固定资产,"208,851,259.62","269,856,840.98","430,667,138.21","532,264,091.37","552,507,015.35","623,526,588.80","610,876,271.46","648,076,791.36","653,381,040.37","626,276,921.86"
递延所得税负债,,,,,,,,,"22,039,856.60","21,209,761.30"
在建工程,"44,293,537.64","112,676,897.85","149,029,506.61","154,501,883.96","172,041,282.19","123,310,642.20","161,653,445.70","209,239,726.87","169,620,141.80","226,158,677.33"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"24,992,718.20","215,697,295.20","442,628,072.60","390,219,465.13","420,142,824.43","417,622,598.25","270,955,855.45","341,321,870.79","276,080,066.44","277,350,956.19"
固定资产清理,,,,,,,,,,
负债合计,"496,054,414.00","680,324,310.18","863,223,834.45","1,004,304,987.48","1,080,953,656.72","1,098,719,391.98","1,038,235,028.14","1,072,191,325.42","1,239,400,718.99","1,132,761,707.42"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"110,354,193.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","203,348,000.00","203,348,000.00"
油气资产,,,,,,,,,,
资本公积,"30,464,645.78","15,139,746.01","17,323,912.10","17,323,912.10","17,323,912.10","308,481,998.24","310,337,229.38","310,337,229.38","336,233,172.38","339,160,998.38"
无形资产,"57,845,726.60","60,602,832.85","59,835,746.13","58,519,907.25","57,907,844.30","56,863,866.28","56,400,824.37","55,936,266.18","131,084,474.83","130,403,752.73"
盈余公积,"8,712,689.14","14,601,876.20","19,977,356.64","19,977,356.64","26,726,310.46","26,648,446.39","26,648,446.39","26,648,446.39","32,490,596.41","32,490,596.41"
开发支出,,,,,,"1,031,367.52","5,229,685.38","5,982,530.90","3,699,013.21","6,101,646.00"
减:库存股,,,,,,,,,"28,223,640.00","28,223,640.00"
商誉,,,,,,,,,,
未分配利润,"63,494,640.10","99,288,933.58","155,108,721.36","187,016,366.57","214,288,249.89","240,540,122.31","224,240,590.86","252,206,883.62","277,773,529.44","298,573,932.89"
长期待摊费用,"8,244,224.39","4,255,397.24","14,240,049.58","24,622,723.93","24,876,357.28","26,676,562.37","27,629,040.03","32,611,841.15","37,239,764.69","38,617,468.37"
少数股东权益,"10,714,739.58","9,557,580.44","21,796,543.58","27,357,673.76","31,229,330.84","34,097,653.17","37,389,403.12","42,590,152.15","46,602,815.36","48,532,184.53"
递延所得税资产,"4,903,090.00","6,198,634.60","14,766,014.41","23,869,650.85","25,798,678.82","28,196,652.99","32,516,738.20","35,536,287.36","38,944,410.58","34,544,076.90"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"413,907,453.45","544,086,897.11","755,459,399.58","881,261,888.72","919,647,919.84","949,726,154.23","980,930,001.48","1,078,392,488.11","1,126,382,676.98","1,159,511,134.64"
所有者权益(或股东权益)合计,"216,860,492.85","282,009,295.03","361,136,200.16","399,966,053.44","439,536,929.83","809,507,715.57","797,841,000.80","831,390,341.36","866,076,453.69","890,605,209.18"
资产总计,"712,914,906.85","962,333,605.21","1,224,360,034.61","1,404,271,040.92","1,520,490,586.55","1,908,227,107.55","1,836,076,028.94","1,903,581,666.78","2,105,477,172.68","2,023,366,916.60"
负债和所有者(或股东权益)合计,"712,914,906.85","962,333,605.21","1,224,360,034.61","1,404,271,040.92","1,520,490,586.55","1,908,227,107.55","1,836,076,028.94","1,903,581,666.78","2,105,477,172.68","2,023,366,916.60"
