科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"57,423,789.41","173,232,551.25","262,464,146.15","284,976,241.03","56,730,109.67","178,919,028.89","261,760,173.79","325,963,866.00","69,380,789.68","254,357,684.98","365,593,386.03","488,123,252.59","155,324,531.43","322,362,582.50","514,476,183.76","678,382,081.83","194,805,709.81","440,784,085.24","644,517,010.57","907,328,072.92","165,418,313.52","313,128,193.54","543,943,286.08","691,259,875.24","143,098,793.28","370,834,334.37","583,886,268.74","768,411,217.97","195,240,442.61","376,352,536.24","570,631,099.87","763,388,090.32","172,530,158.60","355,080,345.67","525,503,203.34","706,495,051.16","176,234,956.16","350,469,194.38","542,227,938.01","761,973,546.83","191,158,049.33","390,090,487.58","632,342,707.89","902,349,379.37","243,387,822.01","526,848,203.11"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,"93,812,848.30","1,295,496.00",,,,,,,,,,,,,"10,350,493.74","10,350,493.74","10,350,493.74",,,,,,,,,,,,,,,,,,
收到的税费返还,,,"305,735.93","75,362.81",,"898,980.72","898,980.72","213,523.03","124,074.24","3,238,330.05","6,292,088.95","3,095,939.45","1,518,286.62","2,166,295.68","4,374,904.80","8,033,002.51","2,403,119.18","4,724,904.38","7,433,324.27","8,935,642.69","4,828,927.54","6,642,366.74","8,796,358.91","14,347,479.63","3,637,374.89","6,117,032.36","6,685,887.00","9,489,988.67","294,200.24","1,214,550.39","1,348,408.19","1,079,846.51","162,976.98","595,326.72","680,880.72","1,595,839.92","949,620.39","1,283,137.43","2,419,958.46","552,909.96","150,762.83","150,762.83","810,756.53","150,762.83",,
支付其他与投资活动有关的现金,"1,350,000.00","1,383,800.00","1,350,000.00",,,,,,"3,380.00",,,,,,,,,,,,,"142,713.06","142,713.06",,,,"5,000,000.00",,,,,"198,000,000.00","96,000,000.00","163,500,000.00","378,300,000.00","382,800,000.00","113,000,000.00","147,000,000.00","349,040,000.00","630,600,000.00","173,700,886.05","385,509,186.32","467,501,182.85","577,955,718.62","142,450,000.00","275,979,147.81"
收到其他与经营活动有关的现金,"26,945,902.16","12,715,750.45","13,767,023.25","37,010,751.34","2,255,669.50","6,044,024.65","10,893,162.05","13,846,324.30","1,328,892.96","4,623,886.84","3,426,666.31","98,481,666.43","581,412.83","1,179,122.06","5,422,924.88","7,501,804.88","3,034,975.44","28,143,836.85","29,246,779.82","33,697,703.35","2,699,446.21","9,971,131.19","17,755,991.90","14,531,101.07","4,655,880.68","7,022,249.21","24,193,032.90","12,468,670.24","3,414,623.01","6,320,839.55","7,798,975.01","9,775,842.48","4,494,032.64","2,714,887.08","5,879,441.50","6,037,196.52","2,569,041.52","3,563,188.63","7,777,869.69","10,025,684.16","4,506,637.74","5,573,390.56","15,415,516.75","8,346,594.50","2,797,444.57","3,772,674.80"
投资活动现金流出小计,"24,959,517.50","25,320,626.70","33,684,716.94","53,068,867.28","2,998,941.73","15,021,246.50","19,630,889.35","41,933,199.99","6,862,296.08","71,829,824.46","102,334,945.14","152,465,042.22","8,998,208.13","28,121,424.54","49,235,454.16","104,317,365.57","33,037,687.63","56,720,720.21","75,104,111.96","91,824,434.99","30,763,437.73","53,466,122.59","77,798,579.65","112,091,751.30","72,137,475.02","126,825,376.44","155,712,078.49","170,560,672.38","11,479,396.73","43,693,303.63","97,199,574.97","284,518,729.94","101,353,591.42","176,507,231.05","407,071,067.91","428,503,384.09","117,288,718.67","166,486,991.20","372,326,656.95","653,412,471.51","223,865,109.13","434,114,702.19","579,624,602.19","692,962,566.69","145,267,046.67","280,700,428.60"
经营活动现金流入小计,"84,369,691.57","185,948,301.70","276,536,905.33","322,062,355.18","58,985,779.17","185,862,034.26","273,552,316.56","340,023,713.33","70,833,756.88","262,219,901.87","375,312,141.29","589,700,858.47","157,424,230.88","325,708,000.24","524,274,013.44","693,916,889.22","200,243,804.43","473,652,826.47","681,197,114.66","949,961,418.96","172,946,687.27","329,741,691.47","570,495,636.89","720,138,455.94","151,392,048.85","383,973,615.94","614,765,188.64","790,369,876.88","198,949,265.86","383,887,926.18","579,778,483.07","774,243,779.31","177,187,168.22","358,390,559.47","532,063,525.56","714,128,087.60","179,753,618.07","355,315,520.44","552,425,766.16","772,552,140.95","195,815,449.90","395,814,640.97","648,568,981.17","910,846,736.70","246,185,266.58","530,620,877.91"
投资活动产生的现金流量净额,"-24,283,231.44","7,763,861.86","19,486,487.42","8,149,252.08","21,991,058.27","10,087,753.50","5,478,110.65","-12,580,181.04","3,205,703.92","-62,606,177.78","-84,621,298.46","-126,230,231.69","-8,998,208.13","-25,551,276.74","-43,430,106.36","-96,436,703.58","-4,772,387.63","-17,755,021.21","-36,137,761.96","-50,399,048.83","-24,463,437.73","-33,804,372.62","-58,044,829.68","-91,702,237.29","-72,133,864.81","-126,813,376.44","-154,770,878.11","-164,857,749.77","-6,463,339.29","-18,729,600.39","-72,204,871.73","-102,638,187.02","-19,800,176.42","-3,135,652.25","-61,691,320.88","-41,147,215.91","-26,381,325.15","-30,119,314.05","-83,472,032.34","-99,924,585.66","-16,334,208.96","-23,703,980.91","-96,715,008.17","-88,659,627.90","19,598,038.29","9,642,627.09"
购买商品、接受劳务支付的现金,"44,255,337.02","116,932,763.49","170,839,330.46","159,181,676.82","39,623,854.61","122,675,163.06","177,915,564.32","166,823,317.05","43,955,131.09","183,185,600.35","217,144,791.88","320,201,213.84","107,327,908.95","211,122,097.69","283,810,996.91","366,345,438.57","116,345,163.32","270,361,637.77","373,463,709.60","570,994,314.33","110,072,947.75","212,665,889.48","337,581,718.03","361,261,004.00","102,939,650.91","241,428,020.24","376,734,929.14","502,247,729.24","101,597,832.92","175,649,341.34","275,981,197.66","368,676,993.37","124,273,894.25","214,135,995.29","305,923,473.20","425,468,524.73","89,879,245.66","218,323,407.34","328,100,025.74","450,958,960.78","123,845,968.53","235,198,254.06","433,710,420.06","600,018,842.24","202,935,661.63","376,019,635.92"
吸收投资收到的现金,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,"481,514,993.80",,,,,,,,,,,,,,,,,,,,,,,,,,
