科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"175,728,493.67","570,422,873.22","804,591,299.20","1,080,381,353.79","108,102,040.70","189,062,314.74","298,819,326.43","395,268,547.62","70,921,872.29","240,296,702.13","472,062,889.97","710,957,902.80","116,142,219.95","232,318,976.82","284,032,056.25","460,133,018.88","71,066,169.02","276,600,792.09","325,106,182.98","516,155,138.52","39,113,617.01","295,948,173.75","507,984,639.07","779,048,277.56","258,156,806.95","396,129,598.00","437,761,598.00","966,848,435.82","438,464,225.08","764,901,576.41","1,146,539,952.00","1,916,067,099.87","176,774,572.43","826,596,036.46","1,169,598,237.61","1,380,769,484.61","206,408,327.94","280,166,800.50","683,893,730.15","1,948,429,470.03","159,139,789.45","352,240,343.91","1,103,051,811.42","2,539,039,335.15","1,105,829,844.81"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,989,193.30",,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,"566,876.26",,,,,,,"235,668.90",,,"1,906,901.64","1,906,901.64","20,800.00",,,,"311,262.79",,,,"74,194,384.53",,"1,014,501.73","1,017,501.73","242,569.07",,"625,697.06","625,697.06",,
支付其他与投资活动有关的现金,,"3,025,309.18","3,192,214.67",,,,,,,,,,,"1,497,485.75","1,506,485.75",,,"83,481,833.39",,,,,,,,,"700,381.00",,,,,,,,"23,500,000.00","23,500,000.00",,"385,000,000.00","385,000,000.00",,524.65,,"105,000.00","5,000,000.00",
收到其他与经营活动有关的现金,"79,592,045.82","137,930,210.07","220,670,638.99","170,150,561.49","38,360,721.82","66,095,780.82","125,208,078.51","53,577,845.01","6,423,315.93","101,414,755.70","98,987,835.70","96,464,731.63","22,389,675.71","6,886,706.27","9,313,814.44","65,597,417.39","16,752,919.13","18,135,326.73","52,188,239.77","13,519,185.65","72,382,310.07","53,504,976.80","110,635,366.49","69,535,686.67","-6,872,641.44","419,167,108.08","672,231,739.89","713,756,532.35","126,041,977.96","486,623,116.96","202,898,807.33","1,059,806,972.15","159,250,687.00","525,155,215.24","588,290,635.20","3,691,495,679.32","129,025,174.38","652,852,451.18","677,892,553.39","639,938,185.16","17,569,147.06","744,287,425.95","752,772,884.06","1,408,195,145.07","92,426,083.13"
投资活动现金流出小计,"4,955.30","3,035,264.48","5,231,909.97","1,011,546.62","7,534,500.00","7,500,000.00","7,536,819.00","7,564,519.00",,"59,640.00","76,130.00","6,730,962.00","14,560,000.00","37,900,636.85","43,656,634.83","114,434,957.30","135,472.00","84,733,770.39","2,122,288.00","28,154,611.65","998,095.00","2,061,842.81","3,055,841.19","179,053,727.60","313,926.33","4,016,386.77","14,716,767.77","78,110,883.41","64,851.00","1,438,757.88","48,540,344.88","48,274,784.64","14,238.00","24,914,286.59","25,695,021.60","23,882,064.60","4,000.00","770,790,844.51","771,823,338.51","467,538,728.25","24,189,231.26","63,435,275.38","69,428,527.69","63,744,701.53","299,162.79"
经营活动现金流入小计,"255,320,539.49","708,353,083.29","1,025,261,938.19","1,250,531,915.28","146,462,762.52","255,158,095.56","424,027,404.94","448,846,392.63","77,345,188.22","341,711,457.83","571,050,725.67","807,422,634.43","138,531,895.66","239,205,683.09","293,345,870.69","526,297,312.53","87,819,088.15","294,736,118.82","377,294,422.75","529,674,324.17","111,495,927.08","349,453,150.55","618,855,674.46","848,583,964.23","251,284,165.51","817,203,607.72","1,111,900,239.53","1,680,625,768.17","564,506,203.04","1,251,524,693.37","1,349,438,759.33","2,976,185,334.81","336,025,259.43","1,351,751,251.70","1,757,888,872.81","5,146,459,548.46","335,433,502.32","934,033,753.41","1,362,803,785.27","2,588,610,224.26","176,708,936.51","1,097,153,466.92","1,856,450,392.54","3,947,234,480.22","1,198,255,927.94"
投资活动产生的现金流量净额,"-4,955.30","-3,024,174.28","-220,819.77","7,999,543.58","-7,534,500.00","-7,500,000.00","-7,536,819.00","-64,059.00","11,000.00","-45,438.00","-61,928.00","-5,059,988.96","-14,560,000.00","-36,854,406.85","18,635,840.17","-49,161,713.06","-135,442.00","-46,914,991.70","46,651,502.50","9,618,960.85","-998,095.00","59,504,758.43","59,619,467.36","-120,338,783.66","-313,926.33","-43,568,167.25","-14,518,877.98","-77,899,931.01","-62,878.40","-1,436,785.28","-32,006,269.20","-41,991,469.08","645,752.15","167,878,775.35","231,698,044.44","203,413,143.62","-4,000.00","388,209,155.49","387,188,111.49","373,006,779.22","-24,078,230.86","429,995,872.62","424,003,020.31","-57,045,889.49","-299,162.79"
购买商品、接受劳务支付的现金,"68,362,528.46","163,322,042.65","282,514,303.35","378,638,024.07","56,016,080.93","86,935,699.53","187,220,855.19","392,733,255.34","37,827,017.69","77,718,216.45","171,637,715.61","1,343,792,414.91","85,983,836.91","175,093,115.20","371,900,242.72","484,936,717.17","241,168,492.14","141,034,591.53","441,617,903.54","425,366,801.46","76,411,121.47","70,816,149.01","167,436,591.78","435,176,647.26","57,526,591.91","180,761,799.12","202,119,658.53","968,137,216.79","440,732,486.09","845,696,670.63","1,009,699,433.33","2,004,602,622.02","185,420,088.64","1,114,121,829.14","1,440,429,878.63","1,315,204,767.66","208,150,975.02","417,438,337.17","851,559,364.67","2,253,132,787.37","169,889,514.59","740,812,662.71","1,371,003,823.38","2,637,428,545.10","1,041,344,016.66"
吸收投资收到的现金,"250,000,000.00",,,,,,,,,,,"540,300,000.00",,,,,,,,,,"50,000.00","2,050,000.00","4,550,000.00",,,,,,,,"99,103.16",,,,,,,,"640,000.00","1,725,000.00",,,,
