科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"34,104,843.41","50,467,067.53","105,137,565.57","473,936,173.91","177,147,276.60","199,237,865.73","276,060,165.76","168,866,246.55","307,641,386.77","330,112,243.40","698,528,370.22","537,378,680.65","475,225,118.94","558,666,948.68","578,895,155.03"
短期借款,"46,000,000.00","38,000,000.00","34,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","36,000,000.00","26,000,000.00","26,000,000.00","26,000,000.00","44,000,000.00","44,000,000.00","22,000,000.00","66,500,000.00","91,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"63,471,420.68","101,184,156.67","146,813,062.03","183,334,937.49","220,380,366.92","182,670,302.60","199,958,602.35","230,123,413.29","297,495,431.70","325,928,873.71","598,589,633.74","635,615,606.20","560,418,385.15","806,315,802.29","350,242,847.52"
应付票据,"62,275,000.00","85,602,909.51","103,675,884.20","85,438,884.20","93,434,000.00","103,064,000.00","81,480,000.00","77,848,290.00","99,985,135.08","127,616,845.08","251,646,825.52","302,240,338.86","297,185,516.35","305,524,905.07","405,794,306.12"
应收账款,"95,902,513.52","136,459,057.73","145,740,714.98","136,991,318.78","156,573,446.13","129,438,723.47","186,128,487.82","177,367,782.94","221,925,775.20","180,607,982.48","534,223,345.34","672,792,798.49","737,906,376.23","628,580,394.71","1,393,299,114.13"
应付账款,"80,505,547.16","129,324,634.40","157,116,250.14","185,476,741.11","183,913,912.89","166,799,157.02","212,803,815.82","247,074,923.35","249,508,069.58","239,323,224.94","454,890,558.87","423,206,866.19","505,207,574.02","441,863,988.71","489,732,334.61"
预付款项,"2,827,841.13","7,151,004.48","10,550,499.70","4,670,202.90","13,485,557.50","20,704,896.35","18,049,998.83","13,043,508.42","16,687,098.46","12,249,085.80","12,589,219.14","11,215,069.62","36,789,814.98","52,366,741.92","23,649,831.35"
预收款项,"1,461,287.84","6,935,948.22","2,926,620.53","4,213,160.10","10,713,620.48","3,546,242.90","14,588,079.77","12,004,338.38","9,147,035.63","3,636,976.98","10,079,789.83","5,729,473.37","3,804,135.90","2,264,516.38","3,009,915.45"
其他应收款,"756,568.26","359,114.43","1,607,232.41","1,358,598.88","1,941,171.67","2,643,585.14","2,374,910.64","98,170,671.91","99,834,347.97","102,209,942.85","2,991,024.35","5,960,422.53","4,317,905.50","6,342,928.12","6,106,727.86"
应付职工薪酬,"14,318,671.19","20,155,831.04","23,885,917.07","14,651,700.02","19,831,335.17","21,525,917.63","26,448,148.76","16,383,414.02","25,577,797.82","26,138,488.46","38,421,052.63","18,912,485.22","26,152,697.31","26,367,205.53","33,668,435.74"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"7,646,778.34","8,990,692.15","13,156,232.80","8,365,761.88","9,931,792.79","9,774,219.69","10,548,362.20","3,900,483.58","16,172,466.90","12,055,479.44","49,816,436.86","46,404,637.05","51,414,466.53","86,882,121.62","76,981,333.11"
应收利息,,,,,"781,138.70","301,358.22",,"279,452.05",,,,,,,
应付利息,,,,,,,,,,,"55,559.19","55,559.22",,"83,900.63","187,472.94"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"60,014,058.97","82,732,448.38","91,870,186.29","121,592,439.98","116,723,181.43","145,810,572.84","143,140,082.22","181,858,739.09","141,438,267.04","155,044,695.57","223,411,735.96","250,036,189.00","211,781,706.80","294,938,082.90","293,576,304.07"
其他应付款,"3,861,606.21","10,969,677.07","11,673,932.47","15,546,873.86","9,848,387.14","13,654,218.66","12,096,984.72","14,962,070.97","94,314,077.25","63,315,390.92","28,293,498.38","127,106,839.09","22,014,120.96","190,684,933.15","279,757,325.73"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,,,,"230,000,000.00","240,000,000.00","130,639,759.38","51,237,692.30","1,166,399.20","1,225,536.71","4,487,320.07","101,996,746.85","703,629.66","1,403,654.05","3,872,109.56"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"257,077,245.97","378,352,849.22","501,719,260.98","921,883,671.94","917,032,138.95","920,807,304.35","956,352,007.00","920,947,506.55","1,086,188,706.34","1,107,378,360.52","2,074,820,648.82","2,214,995,513.34","2,027,142,937.26","2,348,614,552.67","2,649,642,089.52"
流动负债合计,"216,068,890.74","299,979,692.39","346,434,837.21","349,693,121.17","363,673,048.47","354,363,755.90","393,965,391.27","398,173,520.30","520,704,582.26","498,086,405.82","877,203,721.28","967,656,199.00","927,778,511.07","1,120,171,571.09","1,380,631,123.70"
可供出售金融资产,,,,,,,,,,,,,,,"319,995,324.42"
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"1,807,000.00","1,730,000.00","1,269,064.83"
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,"13,099,825.96","21,665,489.35","21,471,393.83","21,277,298.25","21,083,202.66","20,889,107.07"
预计负债,"2,761,384.34","4,800,791.69","7,826,402.45","8,715,946.62","9,493,243.19","9,493,243.19","10,968,723.02","12,144,127.83","13,846,668.41","14,916,183.41","16,179,579.95","17,189,317.95","18,185,208.28","18,851,432.40","19,749,708.12"
固定资产,"103,897,977.39","170,490,052.09","190,119,512.21","186,012,876.34","185,865,135.25","187,112,207.81","289,359,057.96","294,417,189.61","328,350,739.99","313,250,265.94","488,832,258.98","469,664,736.85","625,029,308.76","618,239,559.88","682,576,676.17"
递延所得税负债,,,,,,,,,,,"21,699,146.75","20,464,746.09","19,230,345.43","17,995,944.77","16,905,857.55"
在建工程,,"534,361.15","30,834,317.49","32,272,775.43","36,341,648.04","38,540,988.07",,"1,896,350.16","285,450.16","351,508.41","37,459,630.33","51,678,599.31","112,134.45","2,781,547.08","2,603,284.25"
其他非流动负债,"8,300,000.00","15,550,000.00","14,620,000.00","17,020,000.00",,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,
非流动负债合计,"11,061,384.34","20,350,791.69","22,446,402.45","25,735,946.62","26,283,243.19","28,618,243.19","30,928,723.02","32,089,127.83","34,126,668.41","35,181,183.41","102,237,979.38","96,546,163.29","97,647,499.54","100,506,769.59","95,110,690.25"
固定资产清理,,,,,,,,,,,,,,,
负债合计,"227,130,275.08","320,330,484.08","368,881,239.66","375,429,067.79","389,956,291.66","382,981,999.09","424,894,114.29","430,262,648.13","554,831,250.67","533,267,589.23","979,441,700.66","1,064,202,362.29","1,025,426,010.61","1,220,678,340.68","1,475,741,813.95"
生产性生物资产,,,,,,,,,,,,,,,
实收资本(或股本),"45,000,000.00","45,000,000.00","90,000,000.00","120,000,000.00","120,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","360,000,000.00","509,990,175.00","509,990,175.00","509,990,175.00","509,990,175.00","509,990,175.00"
油气资产,,,,,,,,,,,,,,,
资本公积,"15,508,442.34","15,508,442.34","15,508,442.34","362,430,574.40","358,430,315.30","118,430,574.40","118,430,880.06","118,430,880.06","118,430,880.06","118,430,880.06","2,394,479,014.88","2,394,479,014.88","2,394,479,014.88","2,394,479,014.88","2,396,978,034.77"
无形资产,"24,996,897.29","24,625,409.53","24,123,781.65","24,069,479.89","23,855,328.33","23,754,467.60","23,536,554.07","23,321,012.20","23,669,590.05","25,330,910.39","198,727,510.17","190,953,826.75","182,396,834.16","173,838,077.70","166,803,074.68"
盈余公积,"13,391,406.42","22,557,883.98","35,898,461.34","35,898,461.34","35,898,461.34","35,898,461.34","53,302,060.83","53,302,060.83","53,302,060.83","53,350,668.41","76,218,356.06","76,137,557.35","76,218,356.06","76,218,356.06","102,804,674.56"
开发支出,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,"1,562,920,445.24","1,562,920,445.24","1,562,920,445.24","1,562,920,445.24","1,550,744,238.96"
未分配利润,"105,611,831.19","189,913,377.90","257,099,278.25","299,218,179.15","310,020,568.37","349,414,892.42","377,401,634.90","350,713,601.97","410,023,122.21","459,230,340.97","504,114,405.50","587,546,377.24","563,402,718.74","666,439,087.31","695,754,327.74"
