科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"19,189,269.31","38,137,307.65","263,157,865.66","245,430,494.04","254,024,042.61","293,420,479.08","286,457,449.09","278,683,435.30","299,107,304.43","326,210,924.54","269,247,038.67","300,622,713.58","311,706,593.77","321,560,789.94","307,541,501.71","306,044,473.69","300,519,293.36","298,825,184.25","327,170,930.18","236,311,155.60","221,762,008.39","256,005,056.47","170,434,909.05","193,942,458.71","172,785,464.74","202,870,247.08","191,050,877.83","194,992,682.94","394,276,324.77","402,979,841.96","855,305,851.44","648,070,645.72","596,375,166.80","486,354,519.38","541,432,326.09","571,235,684.10","861,703,640.13","774,978,782.15","810,505,968.78","743,363,638.33"
短期借款,"70,000,000.00","97,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","20,000,000.00",,,,,,,,,,"1,000,000.00","1,000,000.00","50,000,000.00","50,000,000.00",,,,"20,000,000.00","20,000,000.00",,,,,,,"480,488,049.97","563,091,928.74","588,072,858.79","559,055,746.19","598,696,496.92","502,871,385.45","501,326,649.29","386,277,814.95","579,524,520.69","470,957,667.10"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"44,222.10",,"3,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"864,783.08",,,,"296,580.40",,"41,356.86","89,107.15"
应收票据,,,,,,,,,,,,,,"140,000.00",,,,"808,635.00","1,608,635.00","500,000.00","200,000.00","500,000.00","500,000.00","916,215.80","2,188,487.50","1,474,155.50","4,735,295.00","3,779,189.00","3,160,000.00","3,340,000.00","661,595,686.13","661,183,295.78","764,506,846.05","803,259,226.44","880,551,929.56","930,781,689.15","972,363,154.95","1,000,999,069.47","1,059,469,611.51","913,117,678.15"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"296,730,780.00","434,480,780.00","498,822,684.80","534,194,027.32","567,613,476.03","654,829,527.23","730,575,006.98","796,739,359.76","791,081,860.06","800,519,701.93"
应收账款,"109,480,882.04","95,476,666.53","75,318,667.36","131,528,612.07","132,466,624.04","112,370,229.42","114,095,000.63","94,785,953.22","97,577,287.71","102,432,957.27","132,307,287.84","103,708,591.11","87,644,062.54","76,189,046.44","103,562,969.87","89,380,337.28","99,693,278.77","75,228,062.04","81,975,306.16","50,414,337.69","77,676,729.74","99,375,642.40","103,671,288.87","97,447,024.48","88,168,993.48","80,257,118.47","84,489,832.84","67,586,794.71","106,191,662.68","95,529,697.46","633,855,033.32","574,366,123.06","984,473,202.12","1,104,213,915.77","1,126,681,096.18","1,178,481,746.01","1,372,117,365.92","1,347,431,037.53","1,272,640,324.46","1,126,668,357.09"
应付账款,"54,655,494.58","6,155,722.34","18,503,430.79","35,468,993.29","103,370,834.24","56,315,912.34","58,095,553.47","36,174,537.06","46,617,800.49","46,973,285.22","60,992,941.32","48,763,948.39","39,411,725.17","27,361,600.33","59,110,635.65","48,086,448.10","52,453,437.49","23,706,078.94","52,661,961.82","29,638,302.11","54,625,300.67","55,027,585.62","79,221,872.25","60,126,009.75","86,307,668.52","69,224,845.67","52,763,635.13","37,632,232.75","61,493,628.68","45,488,824.24","501,711,587.60","480,521,773.25","800,165,308.75","888,132,988.94","932,759,397.23","1,061,796,318.82","1,127,991,641.56","1,140,757,590.98","1,161,229,440.01","1,033,178,332.43"
预付款项,"4,633,629.00","2,834,638.62","3,202,171.70","2,366,903.00","80,298,427.82","58,378,153.83","45,053,986.57","52,725,429.39","30,500,841.01","19,181,987.15","20,786,808.02","29,364,573.88","14,623,030.66","12,939,503.54","21,118,880.02","20,259,911.66","8,688,375.79","62,450,488.95","63,730,111.72","16,924,835.85","18,895,227.87","13,455,891.47","18,499,712.33","9,035,758.99","9,267,786.06","30,660,567.77","9,313,659.25","14,878,715.01","5,318,640.36","16,271,307.41","32,586,500.79","40,844,817.99","45,090,821.05","165,335,423.21","169,340,044.49","134,978,368.39","73,660,454.22","88,533,478.07","102,081,154.57","86,200,525.05"
预收款项,,,"305,132.00","208,970.00",,"89,558.91","88,804.59","325,400.76","1,796,569.61","7,945,333.43","1,712,339.44","2,198,341.09","2,628,930.51","48,726.25","387,526.19",,"144,548.60","172,465.08","951,476.88","35,803.60","1,170,956.45",,"1,579,570.00",,"2,821,824.14","1,626,789.76","1,087,504.00","1,786,770.97","1,366,295.28","672,695.00","21,938,853.65","12,679,018.80","14,975,335.82","16,832,482.20","21,087,729.51","27,092,414.06","21,875,020.37","24,393,391.23","16,808,808.47","20,238,735.74"
