科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"1,128,989,224.61","2,495,135,684.04","3,690,552,072.83","5,446,046,578.60","1,214,709,283.88","2,458,029,867.49","3,867,659,010.07","5,248,702,458.65","1,090,598,413.83","2,285,808,868.60","3,410,472,939.83","4,854,315,954.85","1,110,971,786.18","2,485,782,890.16","3,914,743,411.28","5,548,058,712.39","1,374,974,036.92","2,894,795,962.29","4,401,902,818.45","5,873,268,635.16","1,272,361,613.19","2,287,657,658.44","3,460,452,568.44","4,984,916,338.14","990,531,787.55","2,079,349,706.69","3,377,859,948.25","5,205,236,643.82","958,321,997.62","2,216,460,905.54","3,377,975,882.92","4,704,471,333.66","863,800,232.65","2,150,725,109.40","3,326,667,672.02","5,269,210,755.95","677,807,254.72","1,557,412,190.79","2,453,386,035.77","4,079,562,141.53","573,207,984.53","1,264,718,668.54","2,065,265,627.19"
二、营业利润,"43,534,893.21","76,674,056.58","127,173,637.64","168,249,686.74","30,235,230.15","64,456,855.81","91,393,240.60","69,523,035.42","-10,191,775.14","78,462,700.59","77,767,146.53","66,751,298.71","-17,752,683.83","-11,351,039.51","14,247.11","18,668,172.79","66,645,905.14","92,970,527.88","97,876,144.38","118,079,761.64","187,193.12","16,643,121.23","8,724,718.22","-25,672,275.48","6,280,008.31","8,166,201.44","16,655,716.39","39,121,361.06","-25,997,838.47","-23,563,829.82","-17,751,158.45","-228,569,765.49","-31,525,528.04","45,724,960.11","14,941,913.39","249,704,506.87","-15,024,242.92","36,646,146.49","174,395,030.59","298,631,834.20","10,332,275.15","184,343,839.40","238,289,071.84"
减:营业成本,"1,014,438,080.21","2,218,752,847.48","3,274,218,052.33","4,831,357,243.24","1,066,251,187.33","2,155,278,844.00","3,402,036,258.06","4,612,723,223.59","965,667,852.56","2,048,584,375.01","3,053,509,753.85","4,348,105,184.28","1,001,925,912.42","2,243,148,531.91","3,506,960,990.96","4,912,323,686.27","1,224,430,658.39","2,565,664,550.63","3,880,526,008.74","5,099,180,783.16","1,097,990,092.80","1,916,294,159.14","2,907,429,989.98","4,147,957,628.21","835,837,188.19","1,733,377,574.20","2,829,861,771.07","4,342,464,212.72","800,225,120.11","1,862,187,394.34","2,841,263,867.27","4,007,149,978.91","718,026,756.59","1,795,669,414.61","2,789,690,103.05","4,504,815,118.71","533,924,680.48","1,198,060,051.89","1,898,408,494.60","3,246,984,954.13","450,049,114.81","970,482,447.19","1,555,332,825.02"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,266,148.82","8,025,833.73","14,161,995.06","24,848,600.35","6,060,945.46","11,783,473.95","18,978,925.55","28,177,077.13","5,095,974.72","11,079,293.82","16,616,009.65","26,011,507.77","3,997,884.04","11,096,065.16","17,530,829.06","26,237,867.34","5,466,204.28","12,923,713.72","23,230,853.15","35,516,386.03","7,112,739.90","15,880,965.76","22,962,281.49","32,721,898.35","2,248,579.45","7,562,090.73","11,733,564.16","17,999,937.49","4,188,402.30","6,775,653.83","11,103,945.61","20,429,615.58","3,107,918.38","12,707,497.43","16,114,755.20","20,335,676.26","3,359,623.12","8,228,500.60","15,643,706.94","21,575,053.04","2,166,527.49","6,740,285.88","11,272,039.27"
营业外收入,"2,934,382.03","7,736,549.29","11,178,409.68","30,001,373.41","6,146,981.91","13,573,764.02","15,736,044.99","27,550,579.52","16,578,350.16","18,479,401.53","23,366,771.14","46,528,697.46","26,745,509.27","47,579,843.67","51,230,452.72","72,468,190.81","13,581,154.39","17,538,988.17","21,299,426.35","34,970,360.80","6,493,990.60","19,697,197.18","26,197,778.46","36,045,023.01","8,056,148.69","14,936,770.50","19,041,034.90","34,450,418.93","10,045,868.59","15,137,345.31","21,114,122.75","103,652,063.85","9,763,329.14","11,658,258.13","15,890,310.56","33,005,086.90","4,512,521.89","16,803,825.41","24,727,131.77","36,727,128.27","1,644,373.20","8,973,453.99","12,292,434.04"
销售费用,"41,681,371.78","73,721,986.32","110,040,057.83","151,889,708.16","39,823,772.96","74,123,199.55","115,066,774.13","167,397,079.32","37,933,393.78","68,203,988.03","96,831,451.59","126,549,185.81","32,226,239.36","68,764,350.74","106,686,976.64","145,559,155.03","38,890,344.80","77,683,264.87","125,699,645.21","163,112,191.89","42,344,376.27","89,310,603.24","132,189,117.68","173,326,760.55","41,474,306.09","82,888,065.98","121,456,761.30","175,010,522.39","42,890,653.14","79,837,004.60","120,114,531.72","170,325,100.14","35,628,433.19","77,256,623.41","118,891,020.48","182,700,487.93","33,065,679.37","65,833,416.69","110,750,710.54","158,498,455.49","32,209,635.39","64,520,724.80","101,748,222.60"
减:营业外支出,"451,843.95","1,908,740.14","3,780,301.42","6,137,152.98","879,666.24","3,861,361.96","4,879,164.10","3,202,234.35","751,528.92","1,605,197.00","2,090,802.67","79,616,614.64","349,197.78","1,034,202.18","1,384,972.20","2,905,548.29","471,288.68","1,237,726.48","2,107,012.25","2,094,401.02","495,311.75","1,176,046.13","3,212,813.54","8,808,868.38","443,558.82","1,207,015.39","2,044,587.85","3,479,897.56","469,294.75","1,518,160.06","2,189,747.22","3,312,367.69","440,915.80","1,484,935.67","5,148,912.35","12,662,356.66","981,572.06","1,514,556.44","3,801,126.14","18,980,347.55","136,018.24","618,201.41","4,855,669.15"
管理费用,"50,035,413.99","122,662,111.60","184,996,461.65","239,714,406.96","65,375,444.17","128,975,022.78","200,681,372.38","271,969,362.53","77,035,236.18","142,431,608.73","228,391,517.54","348,382,955.96","78,203,974.62","143,390,789.20","247,294,763.26","385,299,828.64","100,963,608.56","201,500,012.00","325,329,256.67","480,189,695.73","103,083,627.18","215,354,247.22","340,216,063.25","524,377,146.38","101,998,749.33","225,583,185.16","364,194,429.70","533,745,267.15","109,569,529.18","251,194,748.11","376,115,649.48","549,935,359.58","118,906,073.71","259,064,205.45","399,850,217.90","639,870,920.74","111,541,069.84","227,449,766.79","358,278,466.30","513,345,418.66","90,403,161.67","207,215,692.34","339,671,897.33"
其中:非流动资产处置净损失,"-27,331.05",,,"1,270,589.64",,"315,579.32","-22,599.56","845,452.25","182,382.17","391,874.17","168,677.93","629,915.63","12,230.00","12,230.00","12,230.00","319,927.07","12,230.00","82,810.78","94,374.60","566,682.39",,"56,313.36","115,713.65","354,843.51","1,578.50","231,726.53","257,718.55","469,029.58","37,574.00","83,007.33","183,447.13","394,138.05",,"166,461.32","299,473.41","757,633.07",,"56,200.80","56,200.80","646,842.80","49,050.90","371,524.91","4,137,633.85"
