科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"2,171,484,511.00","2,726,223,461.00","3,230,517,442.00","754,615,333.00","1,700,074,640.00","2,783,835,684.00","4,040,072,677.00","1,253,163,749.00","2,591,540,548.00","3,931,550,482.00","5,140,776,972.00","1,428,950,317.00","3,163,957,763.00","4,818,904,579.00","6,499,050,754.00","1,420,413,218.00","3,321,264,935.00","5,267,389,775.00","7,434,265,847.00","1,767,382,837.00","4,114,178,253.00","6,590,141,128.00","8,857,754,812.00","1,932,180,671.00","4,143,601,432.00","6,633,711,924.00","8,812,835,085.00","2,163,839,596.00","4,256,726,138.00","6,819,736,946.00","9,498,688,592.00","2,280,047,600.00","5,138,316,315.00","8,192,771,057.00","12,076,365,191.00","4,157,110,963.00"
取得子公司及其他营业单位支付的现金净额,"-948,639.00",,,,,,"268,867,335.00","162,460,982.00","507,317,287.00","507,317,287.00","589,517,291.00","13,000,000.00",,,,,,,,,,,,,,,,,,,"29,940,564.00",,,,"19,565,903.00",
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,"62,000,000.00","5,000,000.00","200,000,000.00",,,,,,,"12,000,000.00",,,,"6,424,806.00",,,,,,"40,000,000.00","80,000,000.00","780,000,000.00","220,000,000.00","410,443,400.00","570,000,000.00","730,000,000.00","183,000,000.00","369,500,000.00","996,500,000.00","1,506,500,000.00","658,000,000.00"
收到其他与经营活动有关的现金,"12,350,255.00","18,924,810.00","35,294,868.00","6,325,640.00","24,969,700.00","43,410,099.00","68,091,029.00","6,950,518.00","78,989,862.00","99,409,902.00","155,630,614.00","26,338,696.00","51,229,710.00","95,544,165.00","169,903,773.00","38,394,202.00","81,506,148.00","107,357,959.00","466,367,873.00","20,858,443.00","45,703,444.00","97,406,825.00","166,159,388.00","28,565,136.00","105,771,233.00","152,474,888.00","197,775,978.00","30,718,142.00","109,499,259.00","188,068,861.00","163,643,598.00","26,546,623.00","104,057,113.00","145,405,479.00","198,950,722.00","21,849,067.00"
投资活动现金流出小计,"175,059,621.00","238,180,229.00","320,287,085.00","135,232,004.00","206,409,446.00","487,413,710.00","960,032,814.00","759,516,472.00","1,445,787,468.00","2,063,695,118.00","2,613,174,902.00","714,016,269.00","1,325,501,231.00","2,146,554,874.00","2,798,525,501.00","571,310,898.00","1,232,681,487.00","1,563,700,616.00","2,265,279,158.00","484,881,041.00","1,421,013,895.00","2,258,364,460.00","3,086,576,002.00","627,854,220.00","1,154,369,623.00","1,547,426,071.00","2,670,410,191.00","853,089,691.00","1,382,548,132.00","2,001,803,779.00","2,743,096,164.00","766,447,882.00","1,425,696,231.00","2,669,817,906.00","3,500,455,628.00","1,007,576,258.00"
经营活动现金流入小计,"2,183,834,766.00","2,745,148,271.00","3,265,812,310.00","760,940,973.00","1,725,044,340.00","2,827,245,783.00","4,108,163,706.00","1,260,114,267.00","2,670,530,410.00","4,030,960,384.00","5,296,407,586.00","1,455,289,013.00","3,215,187,473.00","4,914,448,744.00","6,668,954,527.00","1,458,807,420.00","3,402,771,083.00","5,374,747,734.00","7,900,633,720.00","1,788,241,280.00","4,159,881,697.00","6,687,547,953.00","9,023,914,200.00","1,960,745,807.00","4,249,372,665.00","6,786,186,812.00","9,010,611,063.00","2,194,557,738.00","4,366,225,397.00","7,007,805,807.00","9,662,332,190.00","2,306,594,223.00","5,242,373,428.00","8,338,176,536.00","12,275,315,913.00","4,178,960,030.00"
投资活动产生的现金流量净额,"-172,574,357.00","-234,482,112.00","-319,071,534.00","-132,272,306.00","-203,714,885.00","-481,298,809.00","-957,827,000.00","-759,356,182.00","-1,440,374,846.00","-2,055,088,463.00","-2,610,716,831.00","-713,964,344.00","-1,305,693,902.00","-2,108,675,703.00","-2,754,716,228.00","-550,635,099.00","-1,209,980,775.00","-1,533,036,635.00","-2,104,262,883.00","-481,287,054.00","-1,415,463,330.00","-2,250,809,379.00","-2,988,500,952.00","-621,678,270.00","-1,127,026,359.00","-1,515,033,025.00","-2,099,672,830.00","-764,434,031.00","-1,042,032,568.00","-1,413,412,855.00","-1,789,394,692.00","-453,352,090.00","-1,048,007,402.00","-1,994,963,538.00","-2,278,708,877.00","19,860,213.00"
购买商品、接受劳务支付的现金,"1,548,125,853.00","1,844,060,904.00","2,210,503,504.00","671,147,686.00","1,493,128,893.00","2,261,970,201.00","2,934,258,891.00","880,681,227.00","1,806,620,737.00","2,810,036,595.00","3,453,938,148.00","934,535,637.00","1,864,537,487.00","3,192,590,944.00","4,370,036,284.00","926,135,815.00","1,847,612,063.00","2,928,686,922.00","4,762,387,649.00","1,018,954,583.00","2,138,658,259.00","3,616,990,486.00","5,348,553,679.00","1,112,022,966.00","2,165,618,993.00","3,492,799,859.00","5,123,611,306.00","992,467,387.00","2,085,617,211.00","3,366,008,552.00","5,128,587,866.00","1,328,939,479.00","2,901,558,859.00","4,931,699,436.00","7,875,394,429.00","2,382,695,800.00"
吸收投资收到的现金,"20,000,000.00","200,000,000.00",,,"5,001,600,000.00","5,001,600,000.00","4,865,411,000.00",,,,"250,000.00",,,,"4,766,310.00",,,,"6,424,806.00",,,,,,"300,000.00","300,000.00","300,000.00",,,,,,,,"2,488,750.00",
