科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,587,266.29","26,281,404.72","58,968,357.99","26,586,873.30","320,295,040.03","230,314,272.66","239,293,757.15","227,150,237.47","159,069,499.50","192,473,942.85","146,516,979.35","129,979,477.70","231,302,976.23","201,336,549.19","252,716,555.20","329,414,753.84","107,353,733.89","146,174,151.66","261,534,934.45","370,751,654.51"
短期借款,"77,500,000.00","47,000,000.00","64,000,000.00","64,000,000.00","45,000,000.00","30,000,000.00","54,000,000.00","54,000,000.00","49,000,000.00","49,000,000.00","34,000,000.00","34,000,000.00","24,000,000.00","24,000,000.00","30,000,000.00","65,000,000.00","65,000,000.00","65,000,000.00","35,000,000.00","33,100,000.00"
交易性金融资产,,,,,,,,,,,"70,401,493.15","70,401,493.15",,,"40,128,427.40",,"191,078,904.09","206,003,095.89",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,,"1,600,000.00","800,000.00",,"2,000,000.00","2,500,000.00","2,010,000.00","290,000.00",,,,,,"3,000,000.00","4,625,167.00","5,175,717.00","2,392,044.00","4,217,906.30","1,249,506.30",
应付票据,,,,,,,,,,,,,,,,,,,"1,500,000.00",
应收账款,"25,288,021.10","23,456,233.71","34,401,018.42","66,444,589.51","127,540,782.79","127,301,243.10","99,959,960.64","126,053,124.26","138,223,486.48","136,200,016.12","82,984,541.67","79,918,622.70","81,923,671.11","66,929,170.91","56,022,907.73","74,643,877.83","160,274,097.54","164,226,417.24","176,779,450.26","278,534,080.30"
应付账款,"47,077,759.81","57,953,405.00","37,932,176.56","50,595,051.43","55,770,916.16","76,087,139.78","36,356,601.65","39,410,504.53","90,088,541.86","97,690,358.35","87,316,092.71","104,546,559.12","120,602,037.86","122,258,602.55","86,211,285.40","123,277,514.73","134,115,315.42",,"118,468,404.00",
预付款项,"10,207,171.25","13,988,279.69","7,426,660.67","17,371,405.31","6,237,806.26","7,117,841.77","6,110,148.20","6,348,198.52","12,208,491.14","20,399,073.19","12,842,059.35","21,431,374.09","22,251,748.77","22,353,244.08","5,509,740.40","21,256,977.12","16,717,735.99","10,540,692.23","43,032,768.87","61,249,671.92"
预收款项,"24,028,530.00","22,206,534.73","24,921,517.93","14,760,952.25","7,896,833.00","5,545,037.20","7,620,150.70","11,232,620.75","15,516,372.00","17,507,635.40","32,308,745.07","40,685,320.28","44,213,626.61","50,299,296.89","42,426,670.70","37,344,831.00","24,839,302.76","18,758,040.93","17,595,961.18","26,445,229.03"
其他应收款,"75,630.00","291,775.00","304,500.00","302,350.00","204,780.00","204,780.00","195,210.00","185,960.00","1,144,783.97","199,210.00","150,260.50","150,260.50","130,050.00","162,050.00","128,849.00","128,849.00","7,098,451.68","6,797,446.72","13,707,718.75","9,400,707.81"
应付职工薪酬,"4,172,005.48","5,847,339.08","5,279,140.48","2,800,944.48","6,917,787.48","6,542,450.48","5,633,505.48","4,916,432.77","6,047,505.77","6,107,636.77","8,782,890.77","5,842,065.77","10,012,803.77","9,125,838.77","8,764,921.00","7,617,597.00","9,680,316.63","8,227,220.16","13,174,199.58","13,045,208.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"4,371,757.91","2,191,809.39","5,626,263.45","7,850,614.43","14,847,101.44","4,029,194.22","5,660,469.67","8,708,492.88","9,973,683.71","4,736,896.20","7,090,896.53","5,166,492.08","10,898,956.96","7,155,509.14","8,716,993.97","5,129,785.32","14,204,656.97","10,568,054.83","17,890,767.76","9,812,803.79"
应收利息,,,,,,,,,,,,,,,,,,,"1,512,191.78",
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"6,893,900.00",,,,,,,,,,,
存货,"126,867,981.63","186,959,305.38","155,464,474.99","143,487,542.05","102,703,681.38","131,033,177.68","121,295,475.59","120,994,630.84","119,265,340.99","149,141,387.60","180,567,983.81","212,880,118.79","238,438,020.40","279,297,479.06","244,943,795.37","280,592,541.11","237,026,635.82","247,623,654.05","208,361,211.94","210,442,919.83"
其他应付款,"6,864.00","456,000.00","456,000.00",,"350,932.63","641,898.95","693,000.00","924,000.00","1,155,000.00","179,898.94",,,,,"35,901,968.89","35,649,920.00","36,252,650.06","38,131,765.37","24,843,653.94","37,646,218.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"29,600,000.00","43,900,000.00","40,000,000.00","40,000,000.00","28,000,000.00","28,000,000.00","13,750,000.00","13,750,000.00","29,750,000.00","19,250,000.00","18,000,000.00","18,000,000.00",,,,,"901,204.81","901,204.81","12,983,132.52","12,983,132.52"
其他流动资产,"8,000,000.00",,,,,,,,"120,000,000.00","50,000,000.00","54,419,732.85","60,975,852.23","5,630,216.91","9,537,983.02","9,459,723.53","4,435,372.97","45,106,371.05","8,212,224.06","101,187,600.52","9,619,242.93"
其他流动负债,,,,,,,,,,,,,,,,,,,"1,010,408.23",
流动资产合计,"216,026,070.27","252,576,998.50","257,365,012.07","254,192,760.17","558,982,090.46","498,471,315.21","468,864,551.58","481,022,151.09","549,911,602.08","548,413,629.76","547,883,050.68","575,737,199.16","579,676,683.42","582,616,476.26","613,535,165.63","715,648,088.87","767,047,974.06","793,795,588.15","805,853,191.09","939,998,277.30"
流动负债合计,"186,756,917.20","179,555,088.20","178,215,098.42","180,007,562.59","158,783,570.71","150,845,720.63","123,713,727.50","132,942,050.93","208,425,003.34","194,472,425.66","187,498,625.08","208,240,437.25","209,727,425.20","212,839,247.35","212,021,839.96","274,019,648.05","284,993,446.65","267,005,054.45","242,466,527.21","389,106,664.00"
可供出售金融资产,,,,,,,,,,,,,,,,,"2,250,000.00","2,250,000.00","2,750,000.00","2,750,000.00"
长期借款,"78,400,000.00","72,750,000.00","94,750,000.00","94,750,000.00","92,750,000.00","29,750,000.00","18,000,000.00","18,000,000.00",,,,,,,,,"63,522,891.60","63,277,108.47","44,949,397.63","69,703,614.50"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,"12,000,819.49","12,244,816.77","12,915,680.58",
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"207,195,044.96","221,528,926.45","215,693,088.11","209,485,545.15","204,393,653.22","204,477,872.06","198,481,103.75","192,408,262.56","186,927,086.37","314,607,622.98","302,751,949.48","298,620,336.18","322,370,025.74","320,838,107.24","400,618,798.69","396,279,775.47","421,976,983.06","414,916,747.90","441,889,770.84","502,495,197.81"
递延所得税负债,,,,,,,,,,,,,,,"43,700.73","10,618.69","4,759,751.51","4,398,474.13","4,126,696.02","3,793,042.53"
在建工程,"21,063,762.35","6,186,103.25","93,414,536.50","117,805,527.70","137,829,386.35","134,643,830.00","140,623,179.29","153,927,586.40","157,254,647.65","32,365,930.89","55,628,302.54","59,654,201.30","68,182,761.40","93,818,484.09","17,601,778.14","11,391,690.90","31,462,646.53","40,853,444.68","13,642,909.61","44,468,042.59"
其他非流动负债,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"87,769,834.00","80,677,834.00","102,280,104.00","101,890,596.50","100,729,589.00","37,308,581.50","25,137,574.00","24,716,566.50","6,295,559.00","5,874,551.50","5,453,544.00","5,032,536.50","4,611,529.00","4,190,521.50","3,813,214.73","3,359,125.19","71,210,142.11","71,371,263.29","52,416,243.65","76,572,988.72"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"274,526,751.20","260,232,922.20","280,495,202.42","281,898,159.09","259,513,159.71","188,154,302.13","148,851,301.50","157,658,617.43","214,720,562.34","200,346,977.16","192,952,169.08","213,272,973.75","214,338,954.20","217,029,768.85","215,835,054.69","277,378,773.24","356,203,588.76","338,376,317.74","294,882,770.86","465,679,652.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"82,000,000.00","82,000,000.00","82,000,000.00","82,000,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","109,340,000.00","111,036,000.00","111,036,000.00","131,226,050.00","131,426,050.00","131,381,050.00","131,381,050.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"56,653,848.03","56,653,848.03","56,653,848.03","56,653,848.03","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","350,314,030.46","387,108,467.79","390,108,467.79","995,234,653.66","1,002,746,710.33","1,005,559,034.51","1,008,244,976.38"
无形资产,"62,342,400.45","60,697,961.26","58,499,622.62","57,959,511.71","57,422,627.80","56,892,197.89","56,361,767.98","55,838,175.07","55,327,885.16","54,820,427.25","54,331,219.34","53,886,506.90","53,470,854.48","53,070,587.07","53,663,175.15","53,255,394.33","78,929,108.12","76,192,218.49","73,567,680.71","71,932,313.08"
盈余公积,"9,512,548.79","14,516,143.82","20,857,603.38","20,857,603.38","20,857,603.38","20,857,603.38","25,871,692.67","25,871,692.67","25,871,692.67","25,871,692.67","32,512,076.00","32,512,076.00","32,512,076.00","32,512,076.00","43,330,949.75","43,330,949.75","43,330,949.75","43,330,949.75","54,621,923.30","54,621,923.30"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,"35,649,920.00","35,649,920.00","35,649,920.00","35,649,920.00","24,043,232.00","24,043,232.00"
商誉,,,,,,,,,,,,,,,,,"585,483,279.45","585,483,279.45","585,483,279.45","617,825,378.37"
未分配利润,"85,612,939.11","130,645,294.43","187,718,430.46","200,899,111.15","222,002,147.98","229,085,076.66","232,845,234.06","242,974,675.83","252,135,689.71","267,153,165.26","281,674,684.05","299,229,292.65","324,305,267.60","346,333,370.72","368,110,547.78","394,358,974.22","414,226,730.84","451,941,460.29","487,104,519.08","541,427,246.76"
长期待摊费用,,"1,654,668.55","1,323,734.83","1,241,001.40","1,158,267.97","1,075,534.54","992,801.11","910,067.68","827,334.25","744,600.82","661,867.39","579,133.96","496,400.53","1,004,751.96","1,122,847.96","970,016.92","1,167,219.49","1,200,663.57","4,740,563.64","4,722,761.57"
少数股东权益,,,,,,,,,,,,,,,,,,,,"14,291,275.82"
递延所得税资产,"1,679,108.61","1,403,550.47","1,429,090.16","1,624,375.52","2,240,915.73","2,190,262.93","1,898,854.98","2,052,773.59","2,133,419.67","2,073,653.85","1,644,919.98","1,575,897.59","1,611,407.69","1,405,839.41","2,188,384.44","2,308,778.51","4,094,522.81","5,075,309.10","4,419,874.83","6,917,922.26"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,"3,891,650.18","14,615,097.77","5,002,195.00","2,775,000.00","1,040,950.00","709,500.00","159,500.00","159,500.00","4,243,115.00","493,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"292,280,316.37","291,471,209.98","370,360,072.22","388,115,961.48","403,044,851.07","399,279,697.42","398,357,707.11","405,136,865.30","402,470,373.10","404,612,235.79","418,909,908.91","428,931,173.70","451,133,644.84","472,912,769.77","476,235,934.38","464,915,156.13","1,137,524,078.95","1,138,375,979.96","1,143,652,874.66","1,251,604,615.68"
