科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"392,124,000.00","303,064,000.00","314,893,000.00","356,447,000.00","252,883,000.00","276,465,000.00","256,871,000.00","361,598,000.00","314,805,000.00","350,292,000.00","324,171,000.00","364,834,457.26","394,068,390.57","364,261,187.29","441,625,556.25","372,461,256.38","440,564,515.73","548,112,867.22","378,869,778.92","408,607,569.42","417,449,341.65","546,204,578.88","363,399,400.34","419,941,258.26","509,882,701.26","443,364,982.74","535,452,134.09","544,729,847.89","426,047,642.07","472,484,117.97","598,762,038.56","630,934,686.65","859,961,437.08","1,491,322,449.98","1,103,440,505.33","1,108,107,276.43","1,125,302,028.36","1,101,278,889.97","1,265,508,985.97","1,152,855,532.82","755,134,516.30","1,348,633,845.88","1,131,484,038.57","992,178,444.72"
短期借款,"717,000,000.00","578,000,000.00","573,000,000.00","550,000,000.00","550,000,000.00","607,000,000.00","676,000,000.00","811,500,000.00","827,370,000.00","783,000,000.00","813,000,000.00","778,000,000.00","816,500,000.00","718,000,000.00","668,000,000.00","648,000,000.00","684,000,000.00","810,000,000.00","707,000,000.00","692,000,000.00","770,000,000.00","869,000,000.00","680,000,000.00","874,000,000.00","982,000,000.00","875,000,000.00","900,000,000.00","1,059,000,000.00","861,000,000.00","861,000,000.00","824,000,000.00","786,000,000.00","849,000,000.00","664,000,000.00","348,000,000.00","419,050,000.00","364,110,000.00","383,291,156.81","394,500,000.00","304,500,000.00","284,500,000.00","324,500,000.00","304,500,000.00","262,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,250,000.00","40,146,000.00",,,,,,,"1,494,000.00","1,210,520.55","1,037,917.81","1,398,082.19","660,000.00","554,794.52","124,123,172.74","182,560,642.88",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"105,295,000.00","118,949,000.00","96,061,000.00","175,322,000.00","183,206,000.00","195,272,000.00","244,251,000.00","117,667,000.00","280,067,000.00","291,340,000.00","278,708,000.00","193,645,501.90","245,027,843.30","205,135,248.31","191,730,134.20","167,924,185.24","220,403,813.80","220,890,554.04","232,554,572.17","193,243,563.66","331,842,129.53","341,639,524.40","331,508,117.64","287,952,228.14","274,034,628.11","307,906,667.13","346,923,203.02","389,664,113.27","319,506,908.72","334,848,051.41","331,207,807.04","302,698,724.69","304,412,194.77","250,107,451.73","271,004,493.05","224,412,196.10","250,006,373.61","324,275,785.00","235,792,610.47","260,878,677.80","210,430,854.21","215,697,542.23","206,717,902.26","269,007,842.18"
应付票据,"304,399,000.00","298,575,000.00","232,072,000.00","184,507,000.00","2,700,000.00","2,700,000.00","141,390,000.00","141,126,000.00","110,000,000.00","121,000,000.00","104,076,000.00","107,966,675.83","65,784,895.26","41,737,417.43","23,349,738.58","28,364,531.17","63,656,005.67","73,644,299.10","51,997,289.66","84,131,949.03","92,556,904.87","80,966,699.00","107,550,534.58","98,029,335.54","102,727,505.33","118,073,451.02","100,723,335.34","118,819,549.82","126,969,206.81","105,944,216.55","87,703,271.07","120,673,872.65","150,734,026.97","169,517,712.94","150,117,994.10","70,463,109.36","110,759,661.93","116,792,913.10","87,304,434.78","227,109,939.85","191,588,018.98","217,991,296.32","176,619,766.14","117,986,574.10"
应收账款,"329,465,000.00","345,995,000.00","308,279,000.00","270,615,000.00","325,940,000.00","309,285,000.00","323,119,000.00","322,334,000.00","357,797,000.00","353,773,000.00","439,503,000.00","440,383,164.82","426,776,582.04","409,076,787.56","463,156,255.14","474,252,962.81","550,313,948.46","539,473,973.39","653,931,662.72","635,052,265.64","678,052,844.11","644,887,121.78","748,665,647.90","824,418,519.06","913,161,897.77","922,397,162.71","944,448,523.17","1,004,654,671.70","1,107,202,762.82","897,871,340.38","896,743,952.61","1,325,983,554.72","1,208,546,170.53","1,155,868,683.20","1,255,099,445.21","1,279,035,081.94","1,339,825,307.01","1,308,402,619.07","1,373,926,297.53","1,173,615,683.22","1,334,993,094.78","1,373,213,254.56","1,391,231,061.51","1,249,443,189.72"
应付账款,"338,941,000.00","307,311,000.00","271,725,000.00","285,889,000.00","358,600,000.00","315,758,000.00","305,076,000.00","296,385,000.00","326,255,000.00","363,884,000.00","403,802,000.00","448,820,168.29","436,059,424.26","429,913,233.04","404,271,664.07","423,328,423.33","486,887,393.14","506,637,375.02","493,870,431.63","474,423,794.76","544,463,161.15","529,956,958.72","544,887,758.54","519,874,448.65","575,714,734.34","557,449,446.89","537,314,502.66","553,613,894.30","540,536,120.47","587,724,641.45","541,544,299.11","659,074,688.72","569,014,796.09","702,888,749.01","727,306,877.40","645,085,915.72","678,370,862.99","685,949,629.51","683,244,743.77","521,867,701.52","477,013,027.73","580,565,188.95","587,492,889.13","538,050,023.36"
预付款项,"70,063,000.00","87,671,000.00","87,628,000.00","50,147,000.00","57,899,000.00","42,990,000.00","41,606,000.00","63,277,000.00","39,321,000.00","47,669,000.00","55,356,000.00","70,371,973.60","116,429,887.48","123,258,460.24","120,686,235.94","97,566,186.70","63,827,434.77","109,848,165.38","74,971,491.70","135,767,214.79","100,839,266.52","155,470,830.68","158,761,233.86","146,294,616.35","157,322,848.06","220,980,126.60","107,706,433.39","87,210,441.65","116,218,350.27","314,713,358.34","253,285,128.88","150,991,029.24","175,967,298.41","278,181,370.09","294,322,792.53","118,519,958.41","282,674,554.24","143,038,205.79","92,883,569.33","140,532,116.55","162,669,008.86","209,158,100.36","189,543,248.29","160,526,957.63"
预收款项,"18,351,000.00","22,776,000.00","27,003,000.00","30,588,000.00","26,360,000.00","28,009,000.00","30,517,000.00","40,262,000.00","27,103,000.00","24,429,000.00","21,306,000.00","26,342,470.95","19,241,316.97","10,667,089.51","12,489,580.59","52,596,996.96","11,888,124.38","20,152,797.14","13,753,559.08","58,570,957.32","16,061,838.20","22,616,815.50","34,625,634.59","76,343,686.10","62,667,324.47","125,728,690.37","23,327,408.38","78,767,540.81","65,534,882.20","69,451,786.05","83,341,697.56","51,351,198.00","140,251,087.12","51,386,325.34","150,398,248.74","64,618,345.72","122,278,782.73","92,331,511.00","99,416,201.70","66,539,003.64","61,839,270.62","18,163,169.57","27,108,192.59","55,129,311.83"
