科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"351,080,838.82","630,266,471.27","584,703,104.63","388,128,073.28","624,890,780.28","1,010,548,735.47","337,833,942.37","985,367,612.26","1,805,745,307.42","2,555,567,715.02","592,599,447.08","1,263,318,582.66","2,161,773,930.28","3,147,201,586.78","782,782,409.74","1,786,818,789.04","3,053,532,997.90","4,591,656,697.76","1,355,791,907.86","3,206,000,683.73","5,115,590,426.25","7,295,948,570.78","1,810,949,862.54","4,424,230,925.12","6,985,206,456.31","10,139,492,446.88","2,096,583,676.58","4,752,474,264.64","8,416,370,696.69","13,762,595,894.39","3,932,532,111.48","8,286,859,132.21","13,898,499,285.59","22,826,099,790.37","5,403,603,788.89","12,025,732,572.26","22,131,220,384.38","35,849,964,160.13","9,018,704,605.92"
二、营业利润,"34,522,831.11","71,410,628.53","89,406,741.94","62,976,461.76","90,894,633.80","144,070,466.82","35,705,840.50","150,996,143.07","299,356,545.41","413,335,987.41","53,306,247.48","154,989,450.34","284,743,981.08","389,553,221.49","54,246,142.15","154,479,769.02","305,516,184.56","489,876,891.34","145,253,220.74","331,082,515.81","603,950,632.56","803,106,445.63","174,008,376.50","434,894,037.75","775,692,477.82","1,206,945,868.09","204,150,022.49","436,841,680.39","754,104,976.13","1,303,178,446.92","336,851,707.41","780,503,817.88","1,246,458,444.81","2,052,378,418.51","375,792,770.19","923,742,964.33","1,976,408,561.23","3,293,777,500.75","736,636,029.99"
减:营业成本,"283,737,888.54","510,302,872.32","458,373,099.15","303,512,876.71","499,687,456.46","820,893,747.67","281,632,411.08","783,309,367.97","1,405,948,574.55","1,990,649,051.63","489,239,801.48","1,005,862,028.49","1,704,059,528.18","2,480,004,094.65","631,541,842.70","1,437,113,348.36","2,430,756,225.74","3,647,048,253.19","1,109,058,879.47","2,515,810,909.77","3,948,932,181.85","5,596,731,946.01","1,396,332,551.97","3,504,463,682.52","5,428,582,151.65","7,819,364,019.52","1,607,610,939.35","3,644,826,494.33","6,534,201,143.95","10,804,043,042.78","3,112,881,420.39","6,487,915,688.17","10,858,661,349.91","18,260,309,749.85","4,339,229,059.84","9,656,544,587.38","17,543,886,921.70","28,304,430,888.45","7,314,651,134.59"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"133,458.18","128,881.36","70,473.15","200,236.10","315,781.92","873,662.84","3,516,579.38","4,846,864.10","7,621,233.04","10,775,676.86","5,564,732.57","9,883,624.36","14,353,320.12","22,723,326.31","7,327,314.81","12,804,526.17","19,292,509.00","26,473,932.29","7,214,525.12","15,531,339.11","22,606,659.19","37,391,151.93","9,231,835.91","20,104,848.92","31,896,302.30","52,786,110.32","13,307,663.37","24,395,657.32","37,208,159.06","75,504,652.41","20,060,394.14","43,835,878.40","80,070,788.38","119,135,103.39","25,471,905.31","66,299,833.51","112,259,899.04","163,018,082.32","36,154,265.25"
营业外收入,"249,974.30","748,175.81","6,517,223.50","906,104.64","936,104.64","2,965,104.64","2,226,047.36","6,304,664.64","8,376,808.73","12,198,055.47","1,355,704.75","9,898,058.30","11,491,258.54","13,784,599.98","10,363,202.57","20,975,740.18","24,575,777.54","56,829,656.82","8,715,719.32","21,597,129.87","36,816,539.24","66,857,060.78","14,108,777.23","35,502,347.07","42,734,231.44","93,350,531.03","26,254,920.73","37,129,097.28","62,944,773.44","95,272,115.32","29,742,181.60","42,044,721.72","67,379,740.21","15,617,410.69","2,085,894.04","1,824,321.58","5,777,286.00","24,300,447.84","1,053,544.57"
销售费用,"5,378,444.24","8,451,905.09","6,712,354.41","4,167,154.34","6,147,838.99","8,084,959.96","4,964,755.96","12,250,617.97","20,648,479.20","29,533,235.93","11,642,954.34","24,753,192.01","38,063,857.51","54,663,319.44","16,969,139.77","32,195,864.26","52,841,751.04","80,651,254.18","25,983,162.22","56,792,784.61","93,223,771.33","128,295,249.41","42,402,870.04","71,835,675.31","118,086,066.45","167,351,073.61","42,266,450.30","90,825,974.38","155,081,050.19","230,054,231.84","71,278,419.08","145,018,141.19","231,041,851.28","315,097,012.43","67,013,150.24","136,097,152.98","258,452,351.13","387,878,300.55","72,124,802.48"
减:营业外支出,"14,098.12","1,779,515.66","808,909.99","1,311,673.41","1,366,162.39","1,434,614.54","10,862.48","238,258.11","-133,668.69","863,374.52","228,108.06","808,076.83","943,700.04","1,476,006.55","40,483.89","396,893.90","1,642,372.25","3,461,521.62","676,165.20","1,583,792.30","2,474,761.51","6,176,507.13","107,445.87","1,010,548.11","5,137,458.01","7,716,356.58","121,206.52","484,077.30","2,900,009.82","9,594,260.43","4,413,058.31","8,438,855.83","16,934,720.30","29,395,356.00","2,685,343.15","36,372,176.99","43,756,593.44","36,050,041.48","13,224,152.94"
管理费用,"24,045,940.21","39,945,338.76","29,368,877.39","16,922,369.07","26,165,037.11","37,612,208.87","14,336,889.44","35,059,542.22","60,991,621.63","97,283,519.37","36,586,119.72","73,569,692.55","129,386,575.19","196,956,060.41","65,187,525.10","137,602,209.15","227,177,816.32","342,548,926.01","102,531,323.67","268,320,312.13","426,769,380.66","656,250,527.76","188,558,875.58","407,042,566.68","656,415,468.44","919,952,089.12","217,156,877.26","520,813,728.66","882,794,757.06","1,322,683,221.79","372,771,229.63","848,839,396.99","1,483,590,547.39","2,117,930,205.12","551,212,881.81","1,265,657,849.69","516,095,608.72","900,031,813.34","186,789,484.21"
其中:非流动资产处置净损失,,"1,037,695.45","696,514.55","1,300,536.52","1,302,295.17",,,,"244,187.24","101,264.89",,"305,779.33","-316,793.87","695,447.23","133,705.21","280,987.53","1,010,832.80","2,081,852.34","604,742.77","1,555,841.56","1,761,269.29","4,403,577.91","105,295.09","662,112.05","4,099,978.06","5,857,384.56","63,450.60","364,898.89","2,494,008.96","8,307,154.77","2,572,286.37","5,186,357.83","11,224,177.48",,,,,,
