科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"51,470,741.50","44,809,287.24","32,966,463.96","538,486,449.60","425,476,291.96","299,360,823.10","200,059,051.75","117,692,058.69","162,856,421.22","78,042,841.10","62,914,601.48","761,639,626.56","758,162,804.46","540,426,623.72","485,674,428.25","605,167,243.48","454,889,443.29","315,668,434.77","384,804,488.31","201,280,759.71","201,545,011.47","180,164,562.41","260,584,160.90","172,307,577.36","288,917,267.54","490,139,639.72","305,716,688.76","247,664,918.93","232,159,898.42","311,948,996.97","239,671,443.17","179,348,941.58","294,132,909.47","178,399,198.93","213,943,834.91","293,592,689.32","284,977,190.12","426,164,348.21","278,807,392.80"
短期借款,"333,859,093.20","353,000,000.00","285,000,000.00",,,,,,"60,000,000.00","235,000,000.00","574,310,320.07","253,596,415.48","328,749,595.07","285,000,000.00","254,788,800.00","437,483,799.75","661,191,245.38","455,106,327.04","462,000,000.00","509,246,522.14","655,252,083.46","759,586,187.32","752,508,987.73","746,000,000.00","773,000,000.00","920,000,000.00","680,000,000.00","530,000,000.00","680,000,000.00","760,000,000.00","605,000,000.00","611,300,000.00","668,726,848.00","707,966,080.00","891,000,000.00","1,105,636,400.00","1,086,115,190.66","1,294,519,853.58","1,200,570,000.00"
交易性金融资产,,"20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,974,860.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"810,000.00","10,170,420.00",
应收票据,"141,483,766.00","68,219,242.67","113,828,243.18","130,134,050.86","174,471,255.00","171,463,078.27","240,223,401.46","234,346,166.70","177,477,472.00","385,678,379.46","452,699,800.18","408,233,981.87","318,829,918.58","376,588,596.83","452,401,339.52","501,813,363.18","250,345,356.20","317,312,923.52","264,411,391.22","242,470,232.77","367,810,661.66","360,783,503.02","282,198,001.36","455,846,320.58","432,825,908.86","450,094,361.91","357,937,952.74","356,249,705.25","280,387,933.98","266,063,413.40","228,989,815.88","236,865,271.37","265,598,759.47","336,731,553.03","412,518,744.91","612,945,494.08","636,478,840.27","614,780,681.65","830,653,145.14"
应付票据,"90,135,760.00","100,056,200.00","122,792,835.60","183,131,917.38","142,050,016.81","91,468,523.28","97,360,737.70","217,597,829.30","341,639,217.31","276,191,956.27","180,974,454.25","333,913,639.98","375,350,137.23","398,997,224.75","625,165,423.03","748,388,274.67","349,685,943.60","613,133,939.06","664,646,659.08","499,719,360.67","445,227,869.49","371,271,064.81","424,076,747.29","444,409,510.51","481,723,702.12","544,247,216.35","544,837,618.45","530,801,943.47","343,011,945.66","389,242,880.43","394,872,180.85","279,298,109.73","367,981,396.03","339,172,257.17","265,026,150.34","391,791,883.20","434,972,007.31","392,390,129.35","453,584,885.49"
应收账款,"94,407,016.15","121,003,629.98","115,762,003.14","152,213,283.79","123,946,172.95","251,696,400.09","175,928,781.74","180,306,583.03","305,735,836.53","319,331,013.17","288,359,509.65","266,645,381.55","310,309,636.73","268,200,866.35","243,048,147.19","243,024,792.28","276,005,743.65","386,079,486.37","459,000,758.83","447,125,755.38","406,431,688.73","517,111,032.02","495,326,549.66","365,592,651.82","335,110,416.56","360,025,240.75","352,456,700.39","343,771,722.21","506,193,671.73","546,913,914.12","705,248,173.08","587,831,956.46","647,574,969.13","766,976,022.59","788,095,538.37","862,807,910.01","992,197,311.25","968,333,838.41","1,017,316,390.29"
应付账款,"79,384,986.95","116,147,701.11","95,275,227.48","102,487,719.58","90,411,778.40","128,005,191.76","151,043,544.83","176,282,442.96","176,988,918.82","252,875,178.52","293,981,953.85","289,506,107.39","389,766,378.29","361,792,955.51","287,314,071.35","310,798,309.04","325,678,826.76","358,101,639.96","353,671,585.49","325,697,438.07","346,344,332.49","360,624,642.90","398,705,174.86","365,624,045.95","339,113,176.08","334,137,363.78","262,838,276.01","265,720,140.67","216,488,180.96","297,544,203.48","332,993,486.53","383,330,094.77","317,503,011.11","365,869,731.57","403,842,830.56","486,679,876.36","501,320,933.13","546,398,463.04","603,249,098.94"
预付款项,"146,919,339.18","25,845,400.62","65,547,846.81","44,023,233.59","94,349,974.55","86,767,992.40","85,939,748.75","143,696,659.37","130,569,554.06","167,538,112.17","193,235,632.68","188,514,825.10","165,427,339.43","226,633,073.97","127,831,241.56","81,925,943.88","64,513,119.53","69,757,783.98","61,172,549.15","69,023,642.80","32,107,137.69","74,359,818.65","32,669,056.14","24,266,052.71","15,275,727.99","23,980,338.16","18,994,130.18","23,451,499.66","16,112,027.22","23,880,971.95","33,716,427.31","28,002,273.77","42,703,002.21","65,641,283.24","93,437,009.33","42,807,410.65","54,352,711.35","118,730,270.34","48,753,056.75"
预收款项,"54,276,551.67","34,412,237.64","3,278,705.94","8,935,138.71","11,089,917.11","8,558,043.54","7,612,412.38","6,327,597.73","6,699,284.29","11,257,757.28","18,728,301.91","24,436,542.89","9,248,057.31","12,556,075.34","11,124,009.86","10,658,086.00","12,675,485.07","8,576,629.25","12,386,654.97","14,417,692.01","15,160,648.97","19,887,203.64","12,784,187.00","15,292,637.26","11,703,092.59","17,909,960.67","14,837,349.42","22,173,983.83","13,204,023.51","14,004,012.47","15,547,750.33","14,968,313.88","10,048,023.24","21,837,914.95","20,016,560.23","16,915,397.49","5,550,013.54","5,667,164.78","5,398,705.09"
