科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"991,896,347.63","1,195,689,253.17","555,361,235.00","824,137,156.04","1,111,036,931.14","360,350,975.45","675,699,851.01","1,065,052,848.56","1,436,591,754.67","510,872,375.64","924,517,613.94","1,441,181,516.94","1,925,279,971.14","530,128,341.08","888,926,769.03","1,432,210,261.62","1,974,628,498.83","543,387,371.41","1,035,197,042.83","1,539,509,414.95","2,051,739,073.90","520,084,762.31","875,331,649.72","1,263,438,821.84","1,622,384,831.00","450,095,865.52","783,330,725.38","1,239,960,921.94","1,550,992,537.02","468,048,639.23","828,048,879.68","1,207,290,853.92","1,575,593,009.41","399,942,563.59","694,025,566.12","1,117,917,890.44"
二、营业利润,"94,289,776.95","84,295,989.61","71,378,889.82","89,700,710.60","88,099,254.17","34,813,089.20","38,082,920.72","46,118,168.04","45,579,961.60","32,192,477.49","30,253,676.70","37,659,263.73","39,010,013.80","29,309,582.35","33,088,907.29","42,468,631.01","53,896,108.33","28,377,042.46","31,623,336.18","41,478,186.98","39,994,498.13","31,543,200.71","34,916,388.14","46,804,878.38","36,771,463.88","24,112,888.43","28,928,300.97","31,850,620.81","28,418,455.50","15,615,199.52","16,382,983.52","16,191,275.00","-1,577,368.47","3,865,555.75","-3,767,884.11","1,477,006.20"
减:营业成本,"846,274,996.28","1,027,189,837.92","434,248,364.44","657,313,200.26","917,430,887.60","289,574,923.33","572,360,835.92","924,774,397.04","1,258,057,946.56","437,680,303.87","819,270,780.69","1,293,783,266.14","1,729,460,778.78","451,901,394.53","771,996,483.52","1,259,004,912.94","1,733,605,978.95","461,570,686.51","906,074,142.61","1,355,353,012.65","1,822,894,805.61","432,141,167.12","736,175,352.96","1,072,197,105.19","1,384,923,421.88","352,090,395.96","645,303,454.31","1,055,148,528.51","1,324,755,501.52","394,370,121.04","712,104,186.62","1,047,075,123.20","1,378,868,448.74","345,186,446.06","617,325,117.04","981,005,377.38"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"33,333.54","216,519.75","253,203.03","386,307.46","508,500.67","117,879.69","217,806.30","337,195.75","430,720.99","971,257.83","1,379,176.81","2,332,683.26","2,654,888.14","2,505,815.58","3,205,691.19","4,675,118.04","5,567,259.61","2,328,302.40","3,480,132.74","5,170,380.72","5,996,162.81","2,545,260.61","3,342,340.23","5,246,786.71","6,371,707.98","2,370,584.62","3,461,899.29","5,072,270.45","6,391,711.77","2,005,471.84","3,034,408.82","4,336,994.33","9,372,927.75","2,313,643.08","3,209,317.23","5,515,015.44"
营业外收入,"76,595.85","4,115,236.65","131,729.41","165,495.61","894,780.26","268,308.31","9,346,626.60","9,483,309.50","15,974,199.19","4,038,784.99","12,825,200.64","13,672,855.34","16,589,557.65","1,065,061.17","1,460,811.32","2,287,251.73","2,579,865.57","1,009,255.00","2,395,661.00","3,119,463.97","7,716,452.45","632,014.41","2,059,970.94","3,246,919.58","7,727,732.21","546,628.22","940,077.15","2,728,019.77","5,603,866.47","1,477,263.78","2,698,192.49","3,760,457.49","16,709,987.18","4,296,074.91","4,381,267.63","4,747,977.87"
销售费用,"41,747,995.58","54,290,905.05","33,560,687.88","54,175,818.66","69,521,579.26","22,947,148.33","42,752,883.67","66,179,699.66","92,520,054.93","30,791,757.32","53,538,464.95","77,762,517.18","112,379,831.79","32,190,996.87","55,919,795.45","83,244,197.61","125,752,407.48","35,828,093.59","65,968,583.27","96,225,367.49","130,795,499.32","39,622,372.64","75,897,678.41","109,253,244.69","141,323,795.41","48,310,926.16","74,924,603.53","110,546,691.24","136,540,757.16","41,797,318.27","66,912,425.30","92,827,682.73","129,135,493.94","34,967,369.59","51,109,604.77","82,308,102.38"
减:营业外支出,"547,120.11","36,873.41","2,967.60","10,848.03","19,778.98","27,485.11","46,383.11","61,997.91","136,561.23","10,842.60","314,535.66","345,135.05","363,624.55","45,500.88","56,612.13","62,594.53","95,891.04","13,550.00","38,461.74","85,336.95","88,886.97","36,828.40","42,480.40","78,145.18","466,046.58","8,304.72","1,117,187.34","1,119,177.63","1,138,179.24","4,480.30","11,730.30","36,813.67","477,802.19",,"29,835.86","30,235.86"
管理费用,"11,992,150.63","14,081,163.48","7,910,598.37","11,887,842.97","20,281,000.61","7,433,604.85","17,450,878.64","24,317,633.69","32,623,386.01","7,815,838.76","16,358,391.69","24,072,402.38","38,162,640.27","12,227,324.54","21,967,203.96","37,042,063.62","48,577,889.28","14,005,685.27","24,463,148.58","36,376,166.05","47,893,510.35","12,281,406.48","20,870,954.60","29,173,763.60","44,552,414.60","11,295,419.23","22,548,444.78","30,508,178.76","50,460,803.63","11,966,432.96","23,966,538.24","42,260,666.66","48,433,847.09","12,440,736.09","23,383,762.08","43,544,557.67"
其中:非流动资产处置净损失,"499,794.90","26,585.36",,,,,,,,,,,,,,,,,,,,,,,,,"1,071,936.62",,"1,096,191.34",,,,,,"3,721.25","3,721.25"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"54,693.25","10,100,913.64","4,513,731.84","6,760,244.44","9,679,617.24","1,896,500.47","857,803.35","-1,499,039.30","-1,966,021.23","-2,093,240.77","-2,813,935.32","-4,370,147.91","-6,221,665.03","-1,044,734.36","-2,320,964.45","-3,091,813.54","-3,640,974.54","-454,938.40","-759,374.20","-982,410.85","-1,339,350.77","-236,524.09","-660,857.80","-1,026,825.77","1,119,387.50","1,164,363.58","2,589,831.55","2,969,339.67","5,902,557.70","657,822.60","1,714,260.36","2,505,539.52","5,197,904.47","-147,648.62","-13,222.47","245,153.45"
