科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"557,543,117.72","447,769,706.28","413,025,199.03","407,177,936.73","683,360,189.03","492,026,893.86","493,484,609.38","531,234,712.22","551,158,833.28","448,947,509.13","473,886,398.07","1,042,967,991.80","843,614,518.54","425,379,691.71","722,099,756.03","756,506,986.56","997,059,195.32","805,849,192.20","783,654,777.45","597,802,043.11","423,457,809.82","887,762,782.66","512,713,749.18","762,837,619.25","783,323,844.53","672,886,620.52","831,792,695.37","904,072,864.34","1,190,657,930.89","1,441,135,557.77","1,625,403,341.01","559,944,810.91","608,834,060.77","695,955,556.02","664,536,019.39","906,245,561.74","1,681,953,647.12","1,775,825,650.38","1,678,086,422.04","2,010,812,450.98","2,156,100,359.23","2,407,213,211.05","1,954,131,451.11","1,829,395,118.96","2,131,118,764.08","2,427,772,472.26"
短期借款,"1,261,000,000.00","1,276,000,000.00","1,451,000,000.00","1,390,000,000.00","1,610,000,000.00","1,935,000,000.00","2,035,000,000.00","2,225,000,000.00","2,225,000,000.00","2,615,000,000.00","2,585,000,000.00","985,000,000.00","615,000,000.00","265,000,000.00","230,000,000.00","120,000,000.00","110,000,000.00","60,000,000.00","70,000,000.00","40,000,000.00","57,300,000.00","46,300,000.00","65,300,000.00","65,300,000.00","70,000,000.00","158,048,470.71","158,048,470.71","158,048,470.71","88,048,470.71",,"98,760,000.00","400,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","250,000,000.00","100,000,000.00",,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付账款,"268,917,079.39","321,968,516.48","353,034,388.46","393,088,670.84","416,652,826.75","454,529,622.66","507,067,859.76","518,120,603.28","505,545,515.91","554,922,106.80","497,625,795.35","491,290,500.25","228,933,506.09","278,918,233.58","300,644,723.00","424,465,128.02","334,227,553.63","417,399,471.88","413,088,572.33","433,015,995.58","362,799,588.30","356,618,347.05","322,668,247.23","562,206,941.16","424,607,588.90","496,903,873.07","624,784,036.00","476,816,907.23","374,449,993.59","381,438,485.33","378,231,095.91","412,507,733.26","262,205,451.98","325,977,315.39","368,743,164.66","428,722,704.79","310,456,816.57","310,448,132.91","305,526,056.23","440,093,895.67","258,968,770.68","314,188,966.11","400,112,052.92","765,351,783.89","506,786,769.75","539,956,463.48"
预付款项,,,,"191,824.40","218,162.98","261,256.49","193,312.29","197,168.84","176,564.58",,,"11,517.00","11,517.00",,,,,,,"605,790.18","664,969.72",,,,,,,,,,,"129,029.26","169,362.79",,"135,155.78","140,037.95","333,317.81","284,541.22","201,086.46","175,334.00","252,769.86","180,621.06","174,398.62","906,126.49","2,308,945.13","1,334,751.48"
预收款项,,,,,,,,,,,,,,,,,,"1,537,128.00",,,,"3,750,000.00","3,300,000.00","2,850,000.00","2,400,000.00","1,950,000.00","1,500,000.00","1,050,000.00","600,000.00","150,000.00","8,700,000.00","9,277,487.73","8,044,186.55","7,672,343.62","7,132,921.23","7,695,644.33","5,944,086.75","7,025,286.75","6,575,286.75","6,225,255.97","6,181,200.00","6,049,822.36","5,544,931.94","7,325,156.43","3,903,822.58","4,454,807.62"
