科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"160,558,630.14","485,500,388.17","722,375,704.41","237,930,924.75","719,823,433.56","957,719,928.67","1,065,916,751.65","314,415,344.50","896,289,014.25","1,159,182,110.84","1,308,233,999.62","347,326,502.47","1,007,918,261.45","1,302,547,833.00","1,455,937,524.39","450,840,749.67","1,161,046,515.25","1,420,226,712.87","1,554,943,296.14","453,836,523.60","1,116,053,572.38","1,415,931,962.18","1,597,516,109.10","505,706,797.93","1,218,746,944.30","1,520,889,595.72","1,735,500,737.84","645,707,668.74","1,528,294,048.07","1,909,827,301.51","2,202,724,370.14","701,263,299.89","1,448,899,610.45","1,735,583,124.99","2,209,744,869.00","662,394,464.52","1,509,233,703.49","1,837,977,731.64","1,962,926,419.25","860,860,956.94","1,660,836,177.67","2,185,537,623.44"
二、营业利润,"14,549,514.83","59,208,150.79","80,182,490.84","19,274,863.38","82,660,475.97","99,139,046.50","106,296,281.04","27,207,305.15","118,697,558.59","140,963,493.66","157,144,952.77","32,186,096.85","100,031,691.88","105,677,259.98","118,789,960.94","58,527,418.56","154,787,776.06","141,922,738.19","81,353,711.16","47,610,753.58","129,909,859.08","148,449,333.18","111,702,183.29","53,664,891.94","160,876,099.39","181,401,160.60","183,547,088.03","77,502,290.79","230,681,069.85","206,737,740.44","217,074,758.31","94,887,920.44","254,782,880.23","211,957,401.97","252,216,380.00","113,399,278.60",521.81,"-248,692,724.26","-301,372,520.75","127,682,404.90","258,346,859.94","286,051,041.90"
减:营业成本,"110,901,039.13","328,088,956.62","476,384,164.63","159,521,658.00","474,204,747.76","621,911,706.48","670,717,234.12","190,705,395.41","534,059,534.65","679,423,405.77","748,797,451.57","200,424,761.67","600,599,468.48","770,729,043.68","848,447,899.44","268,442,594.89","685,996,690.15","827,840,853.34","895,225,451.46","274,353,550.36","658,815,863.51","834,621,397.33","937,744,155.20","313,269,732.18","738,866,466.43","916,375,922.03","1,023,941,637.26","410,235,019.43","967,760,512.67","1,195,560,271.22","1,345,695,928.86","433,969,227.49","866,674,136.31","1,025,327,056.72","1,226,277,510.26","409,972,285.97","967,246,089.38","1,226,550,262.97","1,239,859,900.49","543,573,029.05","1,070,374,651.28","1,444,770,493.05"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"92,753.83","512,732.77","879,309.19","451,044.32","1,477,385.79","1,753,570.97","1,964,617.45","501,490.81","1,525,725.32","1,993,181.43","2,479,927.92","720,185.35","2,485,054.74","3,677,389.98","4,487,597.56","1,294,038.31","3,642,978.60","5,140,927.21","5,993,026.78","941,483.12","3,641,039.56","5,017,863.32","5,715,360.81","963,637.06","3,532,026.87","4,941,567.70","5,756,595.82","857,555.86","3,477,525.53","5,143,287.51","5,869,163.37","668,626.54","4,135,116.05","5,658,616.19","7,120,638.29","774,152.28","4,570,612.80","6,025,527.08","10,789,268.32","3,375,459.75","7,772,474.68","9,452,205.45"
营业外收入,"84,533.27","104,465.91","428,661.95","190,484.43","86,027.88","86,027.88","4,997,570.53","571,315.11","1,501,530.29","2,103,961.35","12,936,219.18","3,173,615.50","4,339,904.75","8,732,844.01","11,262,691.92","1,931,046.86","4,668,285.02","10,546,863.23","19,377,225.04","7,848,581.83","13,259,378.31","13,961,003.46","45,617,565.31","969,902.14","4,434,590.06","12,490,138.24","19,258,244.19","864,713.43","11,383,176.26","13,502,686.64","24,736,517.91","1,276,694.41","2,664,006.82","5,155,004.16","8,658,389.75","694,079.23","5,326,321.99","6,623,297.13","18,518,291.45","2,569,541.22","2,125,737.95","4,074,995.21"
销售费用,"16,869,860.77","54,396,275.62","93,938,990.68","34,169,852.20","95,095,204.78","134,965,584.18","165,713,750.98","51,748,353.87","145,004,704.90","200,198,044.33","231,800,962.71","58,798,964.48","182,477,701.59","259,769,065.12","299,014,195.32","73,191,154.52","212,452,702.90","290,717,081.34","363,268,848.49","80,438,415.91","224,130,213.59","292,248,946.01","353,256,481.44","85,684,033.91","218,530,449.71","285,639,802.73","332,725,839.43","99,887,561.83","218,502,358.56","297,951,354.83","375,881,856.33","114,142,817.13","219,854,361.86","330,755,157.47","491,708,966.20","111,857,082.20","246,191,473.17","479,968,549.70","591,914,930.70","125,301,494.13","245,374,019.58","331,545,688.79"
减:营业外支出,"21,400.01","63,579.92","87,932.02","158,189.92","494,537.93","516,577.93","499,002.93","18,440.00","482,661.59","882,807.50","738,332.82","68,298.43","169,491.97","505,924.20","1,323,824.06","279,382.34","791,677.60","2,693,507.40","2,716,846.76","5,911,853.40","6,469,260.37","6,671,302.83","8,023,249.86","872,850.57","1,045,447.17","2,932,254.35","8,058,042.42","37,924.70","142,099.71","2,357,025.93","3,194,733.37","836,783.90","477,482.56","501,728.23","2,123,853.08","42,597.73","1,192,205.07","2,444,126.60","2,866,130.94","1,285,390.07","1,430,439.64","2,015,320.00"
管理费用,"16,751,995.54","40,714,658.13","67,357,212.32","22,705,045.43","62,176,918.06","94,546,983.79","114,377,459.84","42,075,098.45","93,388,251.63","134,700,858.14","169,681,942.70","50,459,794.78","119,862,329.61","160,282,670.63","194,856,109.43","45,673,341.61","108,922,622.18","155,398,595.34","208,190,612.86","53,032,460.75","114,134,423.89","157,517,891.73","202,669,456.07","54,612,377.62","113,153,104.10","159,264,668.38","205,971,016.33","62,117,415.13","118,345,994.85","169,040,036.70","217,691,943.37","64,264,098.08","114,473,020.33","180,552,977.03","264,784,924.98","97,792,232.70","385,344,408.38","473,838,997.38","512,228,209.33","83,996,436.05","136,263,512.86","204,129,592.53"
其中:非流动资产处置净损失,,,"42,029.91",,"120,607.73","120,607.73","130,832.73",,,"409,365.37","226,179.73","17,085.84","22,365.49","44,954.02","313,381.85","3,100.00","26,810.89","1,834,227.05","1,703,651.98","5,897,949.00","6,040,068.62","342,224.27","6,694,619.38","866,654.61","389,127.96","705,990.59","816,201.54","9,023.78","27,104.68","20,430.56","199,807.78",432.56,432.56,437.56,"125,867.10",,"129,611.69","332,807.58","554,677.81","1,079,612.31","1,074,786.16","1,099,329.98"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"560,999.92","1,442,430.67","3,271,876.25","1,333,650.87","2,435,686.06","3,031,128.70","2,558,146.17","750,741.48","1,028,590.92","791,211.79","1,019,866.79","1,730,962.79","2,101,326.86","1,153,813.28","-573,917.46","823,514.62","5,775,318.18","9,795,228.83","13,546,105.35","3,452,001.87","4,768,962.06","3,597,611.67","561,305.46","-599,636.95","-3,160,028.35","-7,423,605.20","-5,738,826.33","154,190.28","-574,336.29","-858,378.23","2,596,567.11","656,216.50","-572,577.15","-19,442.50","8,129,586.98","3,624,981.54","374,759.65","2,592,508.64","2,460,904.37","-1,197,314.27","-2,240,659.54","3,545,127.54"
三、利润总额,"14,612,648.09","59,249,036.78","80,523,220.77","19,307,157.89","82,251,965.92","98,708,496.45","110,794,848.64","27,760,180.26","119,716,427.29","142,184,647.51","169,342,839.13","35,291,413.92","104,202,104.66","113,904,179.79","128,728,828.80","60,179,083.08","158,664,383.48","149,776,094.02","98,014,089.44","49,547,482.01","136,699,977.02","155,739,033.81","149,296,498.74","53,761,943.51","164,265,242.28","190,959,044.49","194,747,289.80","78,329,079.52","241,922,146.40","217,883,401.15","238,616,542.85","95,327,830.95","256,969,404.49","216,610,677.90","258,750,916.67","114,050,760.10","4,134,638.73","-244,513,553.73","-285,720,360.24","128,966,556.05","259,042,158.25","288,110,717.11"
资产减值损失,"873,857.31","1,200,159.56","414,510.80","474,810.55","1,773,015.14","2,371,908.05","4,289,262.05","1,426,959.33","3,013,821.81","2,904,589.14","126,761.05","1,405,374.80","2,355,367.39","3,129,480.75","5,086,123.91","2,870,419.83","3,975,959.46","3,853,344.06","14,187,718.93","-17,716.51","-1,597,503.96","44,450.63","22,597,777.75","4,391,579.00","5,186,056.20","3,836,506.36","19,218,768.05","2,052,633.10","2,662,156.76","3,344,172.34","131,486.90","3,180,710.12","2,747,874.51","2,325,375.49","6,194,956.62","6,165,644.08","6,076,487.30","14,913,757.07","20,173,858.72","7,024,488.78","6,661,204.54","9,940,960.99"
减:所得税,"1,877,425.82","7,883,883.43","11,389,183.29","2,986,929.26","13,583,411.38","18,610,419.93","18,226,975.35","6,565,625.22","21,687,001.72","26,318,976.27","26,670,553.57","6,946,880.45","16,476,304.96","19,186,915.48","18,393,372.38","11,198,395.31","25,745,564.83","23,307,686.54","15,812,036.81","5,914,702.08","16,609,915.82","17,648,635.91","17,447,433.96","5,799,490.65","19,030,737.46","21,857,739.97","16,681,029.77","9,969,400.48","34,732,338.62","38,178,878.96","44,650,209.53","11,645,152.98","27,351,976.38","16,971,419.08","25,527,420.28","6,360,449.81","-21,408,982.44","-35,488,018.30","-9,302,590.28","14,585,796.74","15,349,512.25","25,671,515.28"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,"-2,086,044.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"41,391.19","62,975.99","52,850.30",,,,,,"429,173.57","1,792,673.42","2,817,865.89","-1,600,361.75","1,994,679.10","1,870,890.42","14,170,444.75","-18,267.33","14,507,532.28","14,442,055.44","26,822,178.89","5,974,425.48","17,749,285.35","25,565,531.69","36,730,610.92","6,279,816.83","18,237,230.05","23,146,426.88","29,921,380.75","7,098,997.68","12,561,233.86","-32,908,816.70","-37,782,665.89","10,506,316.41","13,195,201.69","20,974,017.38","46,688,094.33","81,191,192.85","100,570,649.00","117,219,146.94","113,128,131.93","28,895,041.45","58,951,255.04","101,049,694.21"
四、净利润,"12,735,222.27","51,365,153.35","69,134,037.48","16,320,228.63","68,668,554.54","80,098,076.52","92,567,873.29","21,194,555.04","95,943,380.61","115,865,671.24","142,672,285.56","28,344,533.47","87,725,799.70","94,717,264.31","110,335,456.42","48,980,687.77","132,918,818.65","126,468,407.48","82,202,052.63","43,632,779.93","120,090,061.20","138,090,397.90","131,849,064.78","47,962,452.86","145,234,504.82","169,101,304.52","178,066,260.03","68,359,679.04","207,189,807.78","179,704,522.19","193,966,333.32","83,682,677.97","229,617,428.11","199,639,258.82","233,223,496.39","107,690,310.29","25,543,621.17","-209,025,535.43","-276,417,769.96","114,380,759.31","243,692,646.00","262,439,201.83"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,"1,792,673.42","2,817,865.89","-1,600,361.75","1,994,679.10","1,870,890.42","5,112,851.23","-18,267.33","10,185,298.90","9,050,999.15","16,965,673.26","3,952,833.88","15,099,358.19","22,584,297.86","33,710,377.09","6,129,816.83","17,959,753.05","22,868,949.88","29,643,903.75","7,098,997.68","12,561,233.86","-32,908,816.70","-42,456,761.89","10,506,316.41","19,791,030.12","29,105,609.29","28,337,018.87","663,625.67","27,218,984.00","11,502,422.54","-20,370,468.51","-2,918,627.12","2,622,833.39","15,172,948.19"
归属于母公司所有者的净利润,"10,477,505.73","45,969,340.14","63,477,085.99","15,919,329.35","68,041,705.52","79,419,854.12","91,716,030.66","20,490,980.25","94,179,041.64","114,169,327.29","137,797,352.68","26,379,342.66","85,456,609.59","93,534,491.51","108,803,508.10","48,334,128.44","129,952,812.03","124,358,519.23","81,343,091.67","42,317,269.63","116,499,103.05","135,006,028.30","129,376,029.42","47,926,474.22","144,325,036.80","170,120,105.39","180,016,617.16","67,847,879.75","204,789,766.08","178,101,132.94","194,479,946.75","82,952,168.89","225,708,157.18","196,821,320.43","230,862,560.76","108,341,218.57","19,477,392.02","-213,259,056.83","-276,246,681.01","114,204,094.01","234,722,525.28","250,691,347.39"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"2,257,716.54","5,395,813.21","5,656,951.49","400,899.28","626,849.02","678,222.40","851,842.63","703,574.79","1,764,338.97","1,696,343.95","4,874,932.88","1,965,190.81","2,269,190.11","1,182,772.80","1,531,948.32","646,559.33","2,966,006.62","2,109,888.25","858,960.96","1,315,510.30","3,590,958.15","3,084,369.60","2,473,035.36","35,978.64","909,468.02","-1,018,800.87","-1,950,357.13","511,799.29","2,400,041.70","1,603,389.25","-513,613.43","730,509.08","3,909,270.93","2,817,938.39","2,360,935.63","-650,908.28","6,066,229.15","4,233,521.40","-171,088.95","176,665.30","8,970,120.72","11,747,854.44"
