科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
偿还债务支付的现金,"50,000,000.00","65,000,000.00","40,000,000.00","15,000,000.00","15,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,"51,742,507.99","4,500,000.00","4,500,000.00","24,500,000.00","15,000,000.00","15,000,000.00","35,000,000.00","41,000,000.00","15,000,000.00","17,000,000.00","37,000,000.00"
经营活动产生的现金流量净额,"37,475,711.24","64,015,210.43","55,817,265.38","39,545,231.97","41,367,324.80","69,331,038.72","-37,785,623.31","-40,001,802.25","-29,417,937.17","11,080,222.80","11,924,541.34","14,234,215.47","24,516,440.33","67,089,701.97","-30,419,855.57","-37,242,072.37","-50,731,778.00","-46,476,476.08","-5,445,096.44","-13,015,917.33","-6,535,524.60","54,064,538.78","-19,147,635.84","-21,636,509.23","13,560,532.73","63,312,777.94","39,926,033.57","49,676,360.69","153,533,992.34"
分配股利、利润或偿还利息支付的现金,"3,709,124.00","40,991,850.00","2,031,051.67","41,224,228.24","41,742,816.75","42,552,606.99","328,264.22","13,662,264.22","13,662,264.22","13,662,264.22",,"9,600,480.00","9,600,480.00","9,600,480.00",,"9,600,480.00","9,600,480.00","9,600,480.00","761,113.39","2,911,939.84","2,821,014.00","3,827,636.99","434,561.34","912,199.75","1,389,039.30","1,860,218.70","483,624.41","6,026,433.98","6,513,966.37"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,"3,870,338.92","5,280,000.00","5,488,079.60","5,488,079.60","5,488,079.60",,,,,,,,,,,,"871,257.95",,,,"850,000.00",,,
取得投资收益收到的现金,,,,,,,,,,,,,,"3,193,693.14","3,095,672.26","4,756,575.10","6,722,623.86","8,536,144.41","1,385,698.63","3,044,931.50","4,034,520.54","5,890,082.17","1,330,109.59","2,390,334.24","3,333,577.98","4,550,339.43","833,962.25","1,857,792.69","2,756,073.90"
筹资活动现金流出小计,"53,709,124.00","105,991,850.00","42,031,051.67","56,224,228.24","56,742,816.75","86,422,945.91","45,608,264.22","59,150,343.82","59,150,343.82","59,150,343.82",,"9,600,480.00","9,600,480.00","9,600,480.00",,"9,600,480.00","9,600,480.00","9,600,480.00","52,503,621.38","7,411,939.84","7,321,014.00","29,198,894.94","15,434,561.34","15,912,199.75","36,389,039.30","43,710,218.70","15,483,624.41","23,026,433.98","43,513,966.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"215,850.00","492,095.20","361,394.24","76,990.38","87,778.84","93,025.68","19,615.38","19,615.38","19,615.38","19,615.38",,"9,807.69","9,807.69","50,509.61",,,,,,"58,834.95","58,834.95","61,345.76",,,,"5,600.00",,"11,111.11","840,872.66"
筹资活动产生的现金流量净额,"-2,206,255.00","-50,991,850.00","-2,031,051.67","-41,224,228.24","-41,742,816.75","379,094,669.09","-45,608,264.22","-59,150,343.82","-59,150,343.82","-59,150,343.82",,"-9,600,480.00","-9,600,480.00","-7,600,480.00",,"-9,600,480.00","-9,600,480.00","-9,600,480.00","-17,503,621.38","12,588,060.16","12,678,986.00","312,801,097.02","-434,561.34","-912,199.75","-1,389,039.30","-2,710,218.70","-15,483,624.41","-8,026,433.98","-28,513,966.37"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,"17,632.86","73,447.01","5,606.48","2,996.28","832,313.52","-49,142.37","514,733.08","976,742.97","1,885,964.54","-206,883.69","-1,044,024.42","-1,708,311.93"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,"379,355,000.00","337,010,000.00","600,047,000.00","872,847,000.00","1,181,079,000.00","235,000,000.00","465,000,000.00","665,000,000.00","901,000,000.00","220,000,000.00","412,000,000.00","640,000,000.00","883,408,114.28","210,000,000.00","480,000,000.00","730,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"215,850.00","492,095.20","361,394.24","76,990.38","87,778.84","93,025.68","19,615.38","19,615.38","19,615.38","19,615.38",,"9,807.69","9,807.69","382,599,202.75","340,105,672.26","604,803,575.10","879,569,623.86","1,189,615,144.41","236,385,698.63","468,103,766.45","669,093,355.49","906,951,427.93","221,330,109.59","414,390,334.24","643,333,577.98","887,964,053.71","210,833,962.25","481,868,903.80","733,596,946.56"
五、现金及现金等价物净增加额,"13,596,487.32","-4,780,515.23","33,439,744.60","-26,864,411.08","-46,888,748.80","389,772,962.55","-99,662,922.70","-126,429,023.02","-122,558,528.11","-101,388,432.91","-3,101,619.65","-142,557,735.58","-164,071,031.61","-102,972,556.77","-18,364,952.51","-25,414,050.66","-103,614,277.05","-105,200,137.75","5,687,227.98","-26,062,496.21","-30,600,231.27","-38,973.25","27,290,100.80","20,281,144.89","-1,300,430.95","32,100,676.64","59,154,512.31","73,273,792.62","180,314,616.57"
购建固定资产、无形资产和其他长期资产支付的现金,"21,888,818.92","18,295,970.86","20,707,863.35","25,262,405.19","46,601,035.69","58,745,770.94","16,288,650.55","27,296,492.33","34,009,862.50","53,337,927.27","15,026,160.99","17,201,278.74","18,996,799.63","30,060,981.49","13,025,769.20","20,528,073.39","25,004,642.91","30,908,958.94","7,823,199.84","12,591,135.05","14,326,827.52","34,388,565.83","22,408,669.24","30,075,213.45","37,782,245.33","46,351,900.85","10,832,689.41","13,026,727.47","40,419,758.03"
期初现金及现金等价物余额,"51,305,714.38","64,902,201.70","60,121,686.47","93,561,431.07","93,561,431.07","93,561,431.07","483,334,393.62","483,334,393.62","483,334,393.62","483,334,393.62","381,945,960.71","381,945,960.71","381,945,960.71","381,945,960.71","278,973,403.94","278,973,403.94","278,973,403.94","278,973,403.94","173,956,105.73","173,773,266.19","173,773,266.19","173,773,266.19","173,734,292.94","173,734,292.94","173,734,292.94","173,734,292.94","205,834,969.58","207,125,986.16","207,125,986.16"
投资支付的现金,,,,,,,,,,,,,,,,,,,,,"360,340.00","360,340.00",,,,,"15,082,286.00","16,174,286.00","16,174,286.00"
期末现金及现金等价物余额,"64,902,201.70","60,121,686.47","93,561,431.07","66,697,019.99","46,672,682.27","483,334,393.62","383,671,470.92","356,905,370.60","360,775,865.51","381,945,960.71","378,844,341.06","239,388,225.13","217,874,929.10","278,973,403.94","260,608,451.43","253,559,353.28","175,359,126.89","173,773,266.19","179,643,333.71","147,710,769.98","143,173,034.92","173,734,292.94","201,024,393.74","194,015,437.83","172,433,861.99","205,834,969.58","264,989,481.89","280,399,778.78","387,440,602.73"
