科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"564,686,557.24","375,328,628.69","540,248,507.02","353,391,451.90","504,567,092.90","704,059,548.08","130,974,082.01","263,425,368.30","362,565,271.14","484,091,199.02","105,190,658.43","259,080,580.10","378,324,730.65","526,609,024.34","103,464,626.95","211,877,887.91","310,549,699.60","395,062,184.59","60,082,555.82","135,777,504.36","209,170,966.03","304,979,023.80","185,670,272.24","480,297,749.73","783,687,467.29","1,049,180,076.81","326,452,967.18","684,461,007.27","1,203,701,709.93"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"21,152,876.92","21,152,876.92","274,939,444.67",,,,,,,
收到的税费返还,"118,144.28",,"281,041.38","159,941.19","159,941.19","424,906.80","278,964.02","278,964.02","671,780.07","671,780.07","192,335.89","192,335.89","192,335.89","299,176.95","77,224.03","77,224.03","77,224.03","77,224.03","41,585.66","222,648.58","409,105.20","2,220,085.92","559,364.94","1,166,637.16","1,178,569.66","897,743.40","1,390,999.36","2,195,970.95","14,328,093.55"
支付其他与投资活动有关的现金,,,,,,,,,,,,"130,000,000.00","160,000,000.00","515,000,000.00","315,025,000.00","562,847,000.00","897,847,000.00","1,207,847,000.00","200,000,000.00","460,000,000.00","670,000,000.00","965,000,000.00","152,000,000.00","342,000,000.00","620,000,000.00","872,000,000.00","150,000,000.00","420,000,000.00","620,000,000.00"
收到其他与经营活动有关的现金,"912,566.21","3,309,410.28","1,913,638.05","930,673.34","1,168,686.02","3,102,252.14","768,643.82","1,626,510.70","5,254,549.42","8,093,002.19","9,734,793.45","12,548,319.97","14,707,505.30","14,497,244.96","1,682,426.54","4,248,968.00","5,870,229.83","9,401,540.86","13,270,939.21","16,815,094.33","17,540,088.51","23,274,615.87","1,671,472.94","4,872,470.84","5,720,338.55","7,049,138.88","1,570,161.26","4,565,614.73","7,848,957.24"
投资活动现金流出小计,"21,888,818.92","18,295,970.86","20,707,863.35","25,262,405.19","46,601,035.69","58,745,770.94","16,288,650.55","27,296,492.33","34,009,862.50","53,337,927.27","15,026,160.99","147,201,278.74","178,996,799.63","545,060,981.49","328,050,769.20","583,375,073.39","922,851,642.91","1,238,755,958.94","207,823,199.84","493,744,011.97","705,840,044.44","1,274,688,350.50","174,408,669.24","372,075,213.45","657,782,245.33","918,351,900.85","175,914,975.41","449,201,013.47","676,594,044.03"
经营活动现金流入小计,"565,717,267.73","378,638,038.97","542,443,186.45","354,482,066.43","505,895,720.11","707,586,707.02","132,021,689.85","265,330,843.02","368,491,600.63","492,855,981.28","115,117,787.77","271,821,235.96","393,224,571.84","541,405,446.25","105,224,277.52","216,204,079.94","316,497,153.46","404,540,949.48","73,395,080.69","152,815,247.27","227,120,159.74","330,473,725.59","187,901,110.12","486,336,857.73","790,586,375.50","1,057,126,959.09","329,414,127.80","691,222,592.95","1,225,878,760.72"
投资活动产生的现金流量净额,"-21,672,968.92","-17,803,875.66","-20,346,469.11","-25,185,414.81","-46,513,256.85","-58,652,745.26","-16,269,035.17","-27,276,876.95","-33,990,247.12","-53,318,311.89","-15,026,160.99","-147,191,471.05","-178,986,991.94","-162,461,778.74","12,054,903.06","21,428,501.71","-43,282,019.05","-49,140,814.53","28,562,498.79","-25,640,245.52","-36,746,688.95","-367,736,922.57","46,921,440.35","42,315,120.79","-14,448,667.35","-30,387,847.14","34,918,986.84","32,667,890.33","57,002,902.53"
购买商品、接受劳务支付的现金,"443,951,657.29","234,925,477.07","376,090,619.53","248,726,176.97","370,975,735.60","516,080,281.51","139,929,434.63","238,032,886.46","305,215,635.09","345,955,698.89","76,813,825.54","194,220,043.92","276,453,639.33","345,580,058.01","105,439,577.64","186,602,348.52","270,667,957.37","314,242,959.54","51,140,238.74","110,086,994.81","150,117,178.14","152,382,639.96","162,176,356.25","409,693,774.24","628,999,419.77","778,823,767.35","236,618,888.32","530,105,615.22","889,020,420.70"
吸收投资收到的现金,"1,502,869.00",,,,,"416,159,196.48",,,,,,,,"2,000,000.00",,,,,,,,"301,999,991.96",,,,,,,
支付给职工以及为职工支付的现金,"32,205,173.73","28,796,106.28","45,407,185.00","27,328,562.52","41,954,843.61","52,161,373.69","15,733,082.78","28,889,533.43","40,463,662.41","51,615,857.19","15,442,288.68","32,396,896.22","46,339,209.43","62,000,897.21","18,386,631.77","34,981,270.24","50,956,213.08","65,143,847.37","14,274,923.08","29,783,024.53","39,248,875.65","61,768,691.25","30,576,547.94","54,078,679.20","80,192,794.60","105,286,574.15","28,657,452.81","60,020,624.11","87,743,322.01"
取得借款收到的现金,"50,000,000.00","55,000,000.00","40,000,000.00","15,000,000.00","15,000,000.00","40,000,000.00",,,,,,,,,,,,,"35,000,000.00","20,000,000.00","20,000,000.00","40,000,000.00","15,000,000.00","15,000,000.00","35,000,000.00","41,000,000.00",,"15,000,000.00","15,000,000.00"
支付的各项税费,"26,648,514.50","26,870,007.36","31,230,448.56","16,440,724.27","25,499,611.62","24,580,474.11","6,759,654.57","16,930,646.08","27,161,637.19","42,251,867.49","4,554,209.31","11,110,473.52","21,297,398.46","26,420,808.86","4,540,309.04","14,816,923.91","17,098,580.40","20,391,693.14","6,241,940.31","13,936,116.04","19,516,307.38","24,811,218.14","6,923,234.54","21,337,027.68","30,915,887.14","43,675,927.35","10,582,644.57","23,940,596.00","41,863,834.88"
收到其他与筹资活动有关的现金,,,,,,"9,358,418.52",,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"25,436,210.97","24,031,237.83","33,897,667.98","22,441,370.70","26,098,204.48","45,433,538.99","7,385,141.18","21,479,579.30","25,068,603.11","41,952,334.91","6,382,922.90","19,859,606.83","24,617,884.29","40,313,980.20","7,277,614.64","17,045,609.64","28,506,180.61","51,238,925.51","7,183,075.00","12,025,029.22","24,773,323.17","37,446,637.46","7,372,607.23","22,863,885.84","36,917,741.26","66,027,912.30","13,629,108.53","27,479,396.93","53,717,190.79"
筹资活动现金流入小计,"51,502,869.00","55,000,000.00","40,000,000.00","15,000,000.00","15,000,000.00","465,517,615.00",,,,,,,,"2,000,000.00",,,,,"35,000,000.00","20,000,000.00","20,000,000.00","341,999,991.96","15,000,000.00","15,000,000.00","35,000,000.00","41,000,000.00",,"15,000,000.00","15,000,000.00"
经营活动现金流出小计,"528,241,556.49","314,622,828.54","486,625,921.07","314,936,834.46","464,528,395.31","638,255,668.30","169,807,313.16","305,332,645.27","397,909,537.80","481,775,758.48","103,193,246.43","257,587,020.49","368,708,131.51","474,315,744.28","135,644,133.09","253,446,152.31","367,228,931.46","451,017,425.56","78,840,177.13","165,831,164.60","233,655,684.34","276,409,186.81","207,048,745.96","507,973,366.96","777,025,842.77","993,814,181.15","289,488,094.23","641,546,232.26","1,072,344,768.38"
