科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"202,392,178.27","194,937,691.74","124,604,875.84","177,107,611.69","316,935,527.10","20,695,302.14","52,292,630.87","115,595,208.75","314,095,641.76","91,813,846.19","197,291,833.23","334,006,844.30","564,797,124.68","109,475,661.34","182,504,524.97","286,903,936.10","539,458,495.86","90,823,688.95","201,086,521.47","332,451,651.07","569,587,744.51","156,011,794.79","286,762,848.48","464,671,182.01","887,760,647.90","301,560,352.09","666,524,649.34","1,028,397,840.67","1,393,655,437.63","538,158,731.43","1,192,362,124.65","1,651,023,632.80","2,008,093,203.70","802,291,573.95","1,115,177,714.97","1,334,538,075.48","1,955,273,239.06","578,991,087.84","1,022,006,005.57","1,447,617,042.63","1,813,072,422.86","280,046,439.40"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,"-20,534,201.34","22,402,517.66",,,,,,,,,,,,,,,,,,,,,"66,994,416.75",,"112,595,723.27","215,867,687.87","454,222,174.27",,,,,"103,300,000.00"
收到的税费返还,"5,949,301.82","5,968,048.19","4,377,623.69","6,507,433.49","7,968,404.15",,"84,592.40","1,737,199.24","2,793,263.40","1,967,227.15","2,470,568.09","2,633,831.55","4,744,602.23","4,696,502.85","5,078,856.44","5,131,298.43","12,402,417.04","536,823.01","4,880,964.58","5,204,470.47","9,075,475.58","134,114.10","2,172,636.95","3,985,983.42","4,757,003.57","71,965.92","1,298,266.21","1,332,536.21","4,121,217.01",,"1,504,790.47","2,262,748.48","3,866,356.23",,"61,678.80","776,029.73","3,591,003.07","51,547.83","2,277,715.41","3,934,838.12","8,317,559.25",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"4,675,368.52",,,"3,287,293.50","3,297,677.80","525,000.00","25,543,280.00","81,277,115.19","81,286,929.69","160,500,000.00","20,048,091.50","133,500,000.00","228,500,000.00","243,500,000.00",,"104,000.00","104,000.00",,
收到其他与经营活动有关的现金,"22,761,395.25","4,274,941.51","3,521,625.67","17,617,662.44","21,717,530.54","2,387,922.34","8,316,446.09","17,008,934.98","40,628,500.77","2,591,876.95","14,039,193.98","18,774,759.94","37,706,093.07","5,446,420.73","15,012,933.76","25,220,919.87","40,731,615.18","7,284,667.48","11,398,832.51","12,820,186.75","13,591,226.39","9,439,382.93","17,620,169.39","31,945,944.20","60,677,772.37","5,882,157.01","14,635,528.11","13,028,662.66","122,936,055.55","417,829,277.27","1,255,437,085.50","1,942,065,520.43","2,192,599,035.84","863,736,641.69","1,736,990,645.79","2,152,509,300.13","3,383,772,239.69","1,189,733,489.69","2,329,456,118.74","2,906,235,243.60","3,160,940,148.81","338,006,716.83"
投资活动现金流出小计,"5,062,642.09","23,333,221.67","16,824,203.25","2,890,311.61","32,702,999.95","2,985,131.60","8,317,756.80","35,734,965.40","35,711,075.00","2,439,384.22","28,831,165.12","35,135,721.06","36,355,048.72","3,945,651.82","5,737,447.51","6,453,770.40","41,360,072.58","25,755,137.80","291,186,118.38","314,894,751.73","181,186,085.23","185,872,408.83","207,256,126.76","281,704,473.07","294,902,396.77","9,426,780.25","30,041,135.69","48,664,196.75","143,776,735.53","57,852,898.84","197,454,736.70","202,422,262.60","549,091,526.42","94,367,979.05","335,648,657.16","907,797,692.37","1,360,005,394.28","57,370,083.09","90,357,403.18","88,278,251.13","173,857,291.07","105,288,953.77"
经营活动现金流入小计,"231,102,875.34","205,180,681.44","132,504,125.20","201,232,707.62","346,621,461.79","23,083,224.48","60,693,669.36","134,341,342.97","357,517,405.93","96,372,950.29","213,801,595.30","355,415,435.79","607,247,819.98","119,618,584.92","202,596,315.17","317,256,154.40","592,592,528.08","98,645,179.44","217,366,318.56","350,476,308.29","592,254,446.48","165,585,291.82","306,555,654.82","500,603,109.63","953,195,423.84","307,514,475.02","682,458,443.66","1,042,759,039.54","1,520,712,710.19","955,988,008.70","2,449,304,000.62","3,595,351,901.71","4,665,633,133.16","1,799,427,940.24","3,222,810,164.62","3,872,128,502.98","5,876,735,534.07","1,907,766,154.60","3,580,993,497.44","4,679,349,832.36","5,086,042,136.22","622,705,858.06"
投资活动产生的现金流量净额,"-1,062,642.09","-23,332,721.67","-14,736,959.84","-803,068.20","-30,615,756.54","-2,979,131.60","-8,311,756.80","-35,728,965.40","-35,698,220.50","-2,439,384.22","-28,831,165.12","-35,135,721.06","-36,355,048.72","-3,939,651.82","-5,731,447.51","-6,447,770.40","-36,353,572.58","-23,551,367.55","-148,659,830.19","-302,548,702.58","-170,361,612.73","-184,941,051.06","-19,453,435.51","-19,157,946.21","27,447,914.65","24,683,219.75","57,817,664.07","41,227,165.01","-42,123,454.07","-18,200,013.85","-138,970,417.04","-142,813,324.18","-341,228,553.46","-93,039,669.65","-259,553,776.17","-450,378,179.27","-863,435,932.61","326,660,606.14","373,793,286.05","375,931,590.32","710,463,766.89","46,422,112.02"
购买商品、接受劳务支付的现金,"104,591,197.77","101,058,584.59","50,098,880.77","123,251,145.22","157,432,701.49","52,621,901.85","104,395,071.71","163,790,011.72","220,671,676.78","102,829,089.19","226,559,577.23","323,229,090.39","476,485,185.77","110,131,755.16","231,623,733.03","293,103,392.58","420,966,233.35","146,829,570.06","252,223,088.05","341,614,393.55","450,648,166.17","100,858,861.57","204,042,413.04","412,974,298.57","788,437,428.89","280,709,448.90","757,287,155.74","975,372,124.12","1,234,971,871.10","511,194,061.93","1,195,431,796.36","1,548,852,122.71","1,687,552,375.99","861,253,969.03","1,328,153,900.19","1,565,747,009.40","1,839,700,128.23","419,498,613.95","489,928,683.43","796,748,689.96","1,035,593,050.86","102,725,422.11"
吸收投资收到的现金,,,,,,"699,000,000.00","699,000,000.00","699,000,000.00","699,000,000.00",,"100,000.00","100,000.00","100,000.00",,,,,,,,"3,608,078.64",,,,,"16,050,000.00","21,550,000.00","21,550,000.00","34,049,950.00","8,950,050.00","8,950,050.00","8,950,050.00","8,950,050.00",,,,"30,000,000.00",,,,,
