科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"66,855,579.23","81,963,823.11","158,993,952.48","66,437,456.67","95,144,449.30","294,737,786.57","231,180,473.11","96,884,855.01","130,747,455.39","119,942,248.44","101,064,556.68","239,126,771.92","279,190,588.68","269,606,332.53","113,623,577.98"
短期借款,"50,000,000.00",,"20,000,000.00",,"20,000,000.00",,,,"65,000,000.00","65,000,000.00","35,000,000.00","173,000,000.00","323,000,000.00","204,000,000.00","177,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"27,111,833.88","26,285,398.78","10,237,509.00","20,964,000.57","11,109,763.68","30,839,279.56","15,918,255.31","28,943,264.76","35,066,596.39","37,134,852.97","45,868,763.21","65,882,668.13","49,098,632.14","47,644,393.48","36,194,805.47"
应付票据,"15,000,000.00","39,000,000.00",,,,,,,,"25,000,000.00","71,000,000.00","64,000,000.00",,"55,000,000.00",
应收账款,"116,429,207.94","96,541,509.05","114,097,975.97","142,345,977.36","137,230,097.15","134,292,093.43","145,200,538.94","156,150,199.64","166,262,683.82","175,053,672.90","186,282,176.03","218,514,047.42","216,896,868.18","261,035,293.75","249,990,767.09"
应付账款,"15,710,072.87","20,138,265.42","21,953,583.81","25,276,563.54","20,618,428.83","23,109,692.64","27,971,672.46","28,485,023.19","44,793,852.13","32,453,279.84","40,551,520.42","42,193,063.12",,"40,475,723.48",
预付款项,"78,395,830.16","69,993,016.95","60,579,163.57","48,100,776.02","74,747,362.61","79,932,112.11","90,596,410.64","85,743,059.49","111,032,894.51","78,080,969.02","85,806,640.39","71,263,827.91","75,348,489.75","109,699,555.37","123,371,781.69"
预收款项,"1,286,825.94","900,527.70","5,412,470.95","436,931.29","1,147,153.18","147,743.33","707,971.53","662,655.80","4,075,175.44","772,409.72","2,770,912.58","848,150.58","3,502,283.23","6,383,657.96","737,474.70"
其他应收款,"7,832,003.58","5,397,958.24","4,742,434.01","6,968,311.01","6,257,187.86","1,012,315.50","1,534,637.52","32,425,933.31","32,876,718.10","32,061,570.17","32,043,803.66","31,790,910.76","32,149,613.57","1,960,836.20","2,954,478.71"
应付职工薪酬,"9,460,704.46","11,587,884.78","17,287,793.68","9,559,427.10","11,242,417.91","13,959,975.34","3,614,444.77","7,677,577.99","9,095,702.40","11,522,856.30","2,443,430.88","4,760,238.10","6,010,755.51","11,357,954.15","4,726,881.17"
应收关联公司款,,,,,,,,,,,,,,,
