科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"208,726,818.60","374,539,345.51","487,911,114.81","726,252,803.76","212,389,114.21","319,156,187.96","398,811,685.12","764,467,760.15","114,695,595.04","256,358,309.35","394,159,768.95","573,974,934.81","136,829,797.56","335,266,436.60","529,954,294.72","825,972,729.66","107,516,977.47","560,555,491.81","1,042,848,861.55","1,301,421,013.97","143,214,908.75","369,204,739.42","500,476,820.10","784,752,475.14","105,057,343.06","249,079,105.76","356,440,288.98","785,146,128.04","92,595,922.20","203,663,585.74","355,551,930.16","629,372,916.48","137,174,094.07","303,105,775.04","450,847,717.85","794,944,210.07","121,111,761.55","324,713,688.65","510,760,279.38","786,759,559.59","113,816,495.37","289,538,802.77","509,608,392.78","756,520,552.92","100,755,107.33"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"313,420,362.32","423,470,339.38","154,824,477.03","185,165,289.41","185,165,289.41","63,991,086.98","6,824,000.00","6,824,000.00","6,824,000.00",,,,,,
收到的税费返还,"2,154,883.96","3,998,715.92","6,906,884.09","9,594,145.32","2,000,561.89","2,099,416.49","3,632,000.13","3,914,199.46","706,349.41","602,041.40","1,354,609.81","2,800,313.09","1,463,362.98","2,860,604.81","8,389,342.50","12,026,824.02","1,731,068.91","3,677,187.71","12,918,294.54","29,920,624.06","15,917,638.23","46,134,089.12","56,631,525.58","55,461,332.91","1,612,890.46","3,596,057.90","4,395,721.90","4,961,763.21","1,081,132.08","3,073,822.02","4,165,933.32","7,470,902.65","3,447,054.40","5,512,431.84","9,099,796.24","8,630,667.39","1,092,249.42","3,744,003.75","5,616,414.13","3,739,819.79","1,496,252.48","3,483,780.89","9,143,748.07","9,357,864.79","1,686,126.05"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,"170,388,559.72","99,750,000.00",,,"311,197,195.49",,,,"99,784,940.76",,,,"206,930,024.02","1,140,000.00","21,318,816.37","49,748,816.37","396,446,318.69","81,990,000.00","67,183,744.30","80,457,744.30","260,270,625.25",,"179,403,083.49","141,000,000.00","688,822,710.92","116,950,784.55","143,750,000.00","169,250,000.00","1,374,438,393.30","86,336,284.65"
收到其他与经营活动有关的现金,"51,943,175.99","76,929,710.36","298,307,957.35","434,742,942.31","25,626,527.93","5,565,776.78","6,749,287.25","46,699,011.92","21,445,574.39","47,034,112.52","47,840,355.13","58,333,157.26","28,034,079.40","46,640,767.96","52,458,494.16","80,932,814.98","16,280,838.57","44,122,160.55","60,495,548.16","133,113,771.61","28,731,636.48","39,871,671.40","51,507,105.57","191,094,972.42","41,510,017.28","178,367,040.70","192,764,065.77","340,408,874.96","18,692,452.11","51,624,844.33","210,836,343.34","283,794,959.95","97,344,130.31","112,304,566.84","173,972,582.65","206,670,892.90","125,547,581.66","83,067,195.38","112,030,231.47","109,227,064.73","74,438,960.15","86,532,073.49","110,506,158.51","116,208,501.79","46,831,875.58"
投资活动现金流出小计,"14,610,996.97","41,464,934.55","118,773,489.64","88,494,157.02","2,196,801.20","62,502,116.81","76,763,705.80","209,594,695.91","27,256,026.71","109,723,041.94","244,490,733.17","256,475,354.80","46,489,554.50","310,347,625.29","696,680,113.81","770,880,041.91","159,759,955.68","207,744,903.77","366,150,389.70","1,120,517,982.03","98,581,476.70","203,564,389.43","248,538,729.08","719,883,153.33","146,670,718.13","260,605,104.39","474,794,286.51","651,708,245.53","50,793,666.98","426,504,876.07","813,299,890.15","1,217,080,367.16","478,479,384.92","744,363,097.42","888,328,219.46","4,823,176,988.79","91,664,830.51","284,137,297.34","294,023,745.04","1,153,012,716.34","136,487,507.74","189,230,819.88","295,780,381.45","1,941,893,917.47","340,773,000.03"
经营活动现金流入小计,"262,824,878.55","455,467,771.79","793,125,956.25","1,170,589,891.39","240,016,204.03","326,821,381.23","409,192,972.50","815,080,971.53","136,847,518.84","303,994,463.27","443,354,733.89","635,108,405.16","166,327,239.94","384,767,809.37","590,802,131.38","918,932,368.66","125,528,884.95","608,354,840.07","1,116,262,704.25","1,464,455,409.64","187,864,183.46","455,210,499.94","608,615,451.25","1,031,308,780.47","148,180,250.80","431,042,204.36","553,600,076.65","1,130,516,766.21","112,369,506.39","258,362,252.09","570,554,206.82","920,638,779.08","237,965,278.78","420,922,773.72","633,920,096.74","1,010,245,770.36","247,751,592.63","411,524,887.78","628,406,924.98","899,726,444.11","189,751,708.00","379,554,657.15","629,258,299.36","882,086,919.50","149,273,108.96"
投资活动产生的现金流量净额,"-934,862.67","-19,167,298.60","-76,055,220.08","13,939,306.86","1,830,146.10","-2,696,970.21","-5,356,492.20","-173,101,953.57","-10,128,681.18","-70,143,822.94","-180,707,976.93","-173,199,675.39","-35,654,151.52","-283,899,036.87","-641,971,019.58","-204,733,624.17","-155,439,058.88","-145,146,344.05","-302,201,829.98","-554,482,697.95","69,981,744.65","1,120,847.27","84,318,452.38","-183,813,715.09","-138,777,861.13","-199,320,468.25","-407,272,733.00","-499,354,468.28","39,720,770.02","-160,028,916.37","-425,306,726.42","-555,725,567.85","-276,475,118.96","-466,806,338.55","-591,846,403.83","-525,110,372.40","66,365,965.80","48,169,108.45","244,488,678.52","80,753,564.08","129,818,793.46","596,843,509.66","647,735,128.52","437,565,900.88","-207,500,773.08"
购买商品、接受劳务支付的现金,"180,891,529.13","319,383,085.97","428,202,844.93","576,687,041.99","201,081,536.06","328,048,529.42","405,878,474.73","640,446,846.28","139,130,247.54","259,044,099.86","377,084,658.04","515,902,308.65","250,447,539.85","450,719,798.05","755,806,767.21","891,704,242.56","305,575,146.58","1,012,803,029.55","1,578,646,376.30","2,222,585,385.02","297,448,366.31","453,918,757.10","603,109,008.11","734,669,058.06","112,711,398.99","162,131,082.68","219,291,171.31","311,978,243.76","152,201,003.73","117,810,677.69","243,193,639.86","323,153,962.15","81,059,269.18","177,428,565.79","260,295,763.55","399,870,391.35","90,976,409.51","167,977,550.37","286,536,778.54","436,413,421.41","72,497,865.12","208,239,103.57","290,268,138.47","392,645,686.15","60,155,401.72"
吸收投资收到的现金,,"100,000.00","100,000.00",,,,"22,760,550.00","45,437,850.00","22,743,900.00","45,462,825.00","45,462,825.00","532,072,825.00",,"145,386,431.90","256,657,796.32","256,657,796.32","1,340,456,000.00","1,340,456,000.00","1,340,456,000.00","1,334,256,000.00","19,200,000.00","24,200,000.00","44,200,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"1,196,618,000.00","1,196,618,000.00","1,197,972,996.00","5,000,000.00","13,250,000.00","69,250,000.00","160,474,612.66",,"62,300,000.00","62,300,000.00","62,300,000.00",,,,,
