科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"188,158,852.23","247,133,737.14","138,456,768.62","15,926,828.55","77,318,267.18","84,512,510.80","73,599,886.91","89,563,249.93","146,857,882.74","41,192,831.78","72,414,831.02","116,954,257.79","108,866,898.66","197,680,615.28","154,370,989.66","129,484,123.74","311,580,751.62","313,298,214.70","299,096,842.62","186,018,208.94","325,040,150.21","416,203,219.05","236,386,466.27","237,268,653.30","305,789,144.65","224,436,899.73","262,435,819.73","80,723,224.37","240,906,380.47","205,475,148.93","275,729,605.18","2,233,429,168.11","1,092,544,892.32","696,767,170.06","419,116,527.53","392,715,124.52","398,436,627.26","406,802,881.59","339,618,322.43","201,559,926.42","1,095,145,096.99","738,115,484.49","940,628,720.54","749,090,059.82"
短期借款,"433,000,000.00","435,000,000.00","465,000,000.00","325,000,000.00","365,000,000.00","289,000,000.00","286,000,000.00","355,000,000.00","355,000,000.00","310,000,000.00","270,000,000.00","361,000,000.00","341,000,000.00","1,508,400,000.00","1,594,400,000.00","1,817,152,069.10","1,901,184,595.60","1,684,000,000.00","1,806,600,000.00","1,412,000,000.00","1,253,340,000.00","1,342,940,000.00","982,569,160.00","725,000,000.00","727,154,720.00","750,000,000.00","500,000,000.00","530,000,000.00","370,000,000.00","560,000,000.00","400,000,000.00","660,000,000.00","400,000,000.00","400,000,000.00",,"242,105,000.00","300,105,000.00","635,105,000.00","673,105,000.00","1,034,260,774.83","1,785,260,774.83","1,814,683,170.28","1,818,662,288.90","2,509,686,395.45"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,063,000.00"
应收票据,,,,,,,,"8,853,856.80",,"1,000,000.00",,,,"45,350,000.00","46,407,563.63","341,510,069.10","258,474,595.60","312,898,448.14","265,819,299.90","147,714,033.28","29,410,000.00","49,493,942.58","61,100,000.00","71,550,000.00","163,267,024.80","114,631,201.50","63,500,000.00","107,695,453.95","113,381,690.00","44,287,352.81","104,450,000.00","42,948,000.00","51,457,906.00","52,579,869.60","43,901,213.60","78,337,982.18","70,632,286.98","151,919,174.89","154,166,664.86","179,587,826.36","107,705,073.44","133,308,544.38","161,826,165.63","690,554,484.03"
应付票据,"120,000,000.00","180,000,000.00","70,000,000.00","10,000,000.00","52,000,000.00","52,000,000.00","30,000,000.00",,"10,000,000.00","16,566,269.00","26,566,269.00","70,000,000.00","101,000,000.00","31,000,000.00",,,,"80,000,000.00","8,000,000.00","50,000,000.00","50,000,000.00","35,000,000.00","125,000,000.00","100,000,000.00","10,000,000.00",,,,,"22,000,000.00",,"472,177,092.00","223,136,525.74","550,077,184.74","631,828,066.00","376,384,688.05","242,813,761.77","129,327,019.96","157,269,331.96","365,790,059.50","225,254,544.40","236,868,058.15","298,174,992.81","331,797,332.71"
应收账款,"153,731,763.86","100,526,910.75","116,478,514.21","101,505,983.72","73,328,542.99","96,392,530.01","51,284,059.10","78,045,814.72","45,689,024.85","65,854,459.40","76,422,284.25","115,127,469.86","120,033,786.49","425,698,066.64","538,257,542.04","554,332,282.81","561,635,309.31","418,339,574.96","516,554,205.96","525,005,162.47","299,183,761.74","427,939,199.67","417,032,390.14","406,183,252.52","297,250,419.42","349,842,931.37","352,586,724.01","406,827,713.54","287,447,578.37","385,773,585.51","231,471,777.00","385,911,860.91","423,131,951.57","450,597,302.44","386,060,743.41","550,108,657.38","533,739,619.86","744,883,226.14","774,235,100.65","1,268,451,801.72","901,540,300.29","1,029,426,214.26","1,624,073,771.46","2,334,218,010.47"
应付账款,"10,600.00","10,600.00","10,600.00",,,,,,,,,,,"781,216,865.81","854,334,769.62","792,926,825.41","865,860,219.65","735,415,483.45","594,715,767.62","601,304,127.25","596,856,498.86","547,747,346.71","522,770,308.73","275,904,226.70","345,097,491.49","494,886,648.53","352,611,970.98","406,164,471.23","401,046,887.96","479,327,577.34","426,918,380.70","1,132,661,406.13","1,114,179,855.33","1,205,582,906.15","1,658,885,046.64","1,124,110,079.87","920,334,602.65","801,807,950.48","880,997,712.57","1,532,270,746.82","1,416,272,139.15","1,312,343,894.56","1,638,811,916.93","2,489,844,326.28"
预付款项,"1,125,000.00","958,507.14","479,253.57","7,750,910.00","16,688,057.00","976,337.76","614,328.90","510,000.00","195,000.00","523,359.05","1,362,500.00","2,000,000.00","2,446,493.82","539,880,138.52","783,664,279.32","873,160,402.98","752,537,278.50","532,162,664.27","608,971,314.68","720,084,980.77","666,832,322.86","323,364,562.87","283,338,788.55","200,417,883.61","118,062,471.62","81,743,787.55","129,008,491.58","51,234,207.19","33,075,304.61","43,581,786.86","19,217,929.85","12,859,609.45","8,137,703.04","9,357,314.65","31,419,314.90","32,905,451.10","24,022,011.49","89,284,262.28","211,707,751.00","314,979,505.93","424,341,222.00","337,426,352.79","310,934,273.72","144,709,170.22"
预收款项,"531,923.60",,,,,,,,,,,,,"3,476,673.69","4,596,082.29","3,522,705.23","5,365,400.53","9,359,611.60","6,143,569.81","5,901,728.70","7,704,626.61","6,119,511.85","4,408,822.04","13,831,931.35","12,137,483.93","5,932,247.70","7,269,366.43","3,751,442.91","5,909,250.84","6,715,159.13","7,835,882.55","5,133,005.02","6,000,161.67","5,078,250.18","7,094,446.28","3,327,644.47","22,883,258.82","24,101,078.27","38,263,997.08","11,516,922.97","8,579,238.39","7,825,290.24","13,123,853.94","21,453,360.83"
