科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"45,487,905.75","44,676,147.63","19,366,295.58","171,680,612.34","107,958,437.84","49,021,842.54","94,974,296.17","95,725,237.88","68,678,425.93","68,860,883.71","36,255,022.43","43,066,544.32","42,982,752.39","32,126,230.41","68,158,449.23","252,474,145.29"
短期借款,"4,911,571.98","827,340.14",,,,,,,"20,000,000.00","40,000,000.00","40,000,000.00","55,000,000.00","60,000,000.00","103,298,380.46","203,105,486.92","270,763,956.88"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"18,580,367.24","27,391,535.80","40,881,046.99","30,367,653.59","49,023,733.14","100,643,122.31","127,462,550.64","82,727,555.55","100,346,485.97","110,242,454.96","177,349,121.61","130,586,102.55","98,088,271.59","95,584,167.20","71,079,510.50","86,409,060.39"
应付票据,,,"4,459,611.08","952,393.68","4,144,403.90","11,644,665.92","18,386,731.96","22,354,045.15","21,205,984.55","27,589,301.40","37,799,680.45","25,586,513.17","18,824,044.95",,"41,540,370.26",
应收账款,"96,450,944.73","127,668,336.71","169,260,597.53","190,329,016.17","217,182,930.75","247,663,595.47","207,692,690.55","223,863,440.75","269,312,581.93","245,190,376.21","267,395,933.98","268,704,273.15","282,775,049.62","275,650,996.51","313,135,641.53","313,194,232.72"
应付账款,"11,042,625.00","25,891,640.20","23,313,654.33","27,217,460.66","51,189,522.06","43,971,072.42","30,302,042.40","33,836,345.86","48,729,928.03","53,265,170.29","49,466,547.05","70,253,475.86","81,986,701.28",,"64,355,267.91",
预付款项,"2,036,760.14","658,593.69","973,871.08","4,467,328.84","19,828,320.02","228,530.31","1,391,130.05","2,191,578.23","3,130,252.96","2,038,858.87","1,574,538.90","11,021,535.47","11,924,657.07","4,927,882.82","3,293,875.03","3,859,526.88"
预收款项,"1,133,263.14","3,332,819.71","1,369,093.02","4,206,061.40","1,424,672.79","1,087,580.59","2,010,444.27","1,051,210.52","4,471,982.60","2,362,321.62","2,013,945.08","1,837,830.16","2,750,604.14","2,895,839.10","2,281,252.41","1,813,508.44"
