科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"21,769,412.43","36,726,370.12","77,059,144.44","87,079,201.41","89,302,882.77","84,005,804.29","46,745,089.01","99,040,158.88","73,053,570.10","47,978,439.52","23,893,952.44","49,819,188.65","63,629,422.16","87,615,666.55","84,701,272.73","220,426,294.55","120,884,341.85","102,897,985.51","70,605,940.37","377,602,451.58","245,386,747.71","176,672,961.28","208,287,435.81","173,520,790.24","44,968,848.40","138,457,971.16","63,146,733.93","171,206,867.03","11,330,865.47","199,890,510.35","82,357,390.93","190,316,560.77","66,713,056.27","198,076,077.94","545,243,708.43","368,560,517.22","457,570,344.59","357,691,501.05","1,430,111,736.19","914,081,329.65","783,052,485.23","1,036,506,642.81","775,753,934.87","1,053,404,076.78","928,143,723.48"
短期借款,"120,424,802.50","118,300,000.00","163,300,000.00","120,000,000.00","120,000,000.00","180,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","130,000,000.00","70,000,000.00","130,000,000.00","150,000,000.00","150,000,000.00","50,000,000.00","50,000,000.00","70,000,000.00","70,000,000.00","100,000,000.00","100,000,000.00","70,000,000.00","124,982,000.00","79,982,000.00","79,982,000.00","140,000,000.00","170,000,000.00","220,000,000.00","150,000,000.00","360,000,000.00","330,000,000.00","510,000,000.00","680,000,000.00","770,000,000.00","770,000,000.00","540,000,000.00","620,000,000.00","555,000,000.00","555,000,000.00","5,000,000.00","5,000,000.00",,"1,000,000.00","201,000,000.00","301,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"200,000.00",,,,,,,,"100,000.00",,,,,,,,"680,000.00","80,000.00","9,432,935.07","907,685.07","1,000,000.00","340,000.00","200,000.00","2,338,948.00","850,000.00","1,490,000.00","3,500,000.00","2,630,000.00","200,000.00","1,701,500.00","2,800,000.00","1,500,000.00","4,100,000.00","1,832,500.00","4,344,686.89","2,410,000.00","737,140.65","3,761,120.00","1,200,000.00","3,135,585.34","2,280,000.00","1,500,000.00"
应付票据,,,,,,,,,,,,,,,,,,"5,057,400.00","5,657,400.00","21,231,507.08","30,931,694.69","17,113,949.14","15,755,326.46","19,662,767.01","10,575,265.18","8,812,265.18",,,,,,,,,,,,,,,,,,,
应收账款,"37,936,645.77","37,669,384.14","68,513,599.96","63,317,871.92","85,665,518.33","82,434,852.22","104,007,343.42","112,705,628.78","118,580,989.20","139,594,149.68","143,914,853.11","153,357,158.91","170,225,018.47","177,556,111.78","189,492,303.75","163,971,631.88","188,910,081.68","201,187,469.60","217,047,781.92","213,358,214.32","266,622,607.49","268,004,021.93","294,549,917.97","283,921,469.76","309,034,166.95","325,943,866.33","325,661,619.66","347,852,349.32","364,245,059.15","366,873,070.08","402,714,860.93","383,447,872.14","413,037,812.46","409,242,960.79","66,309,858.73","61,343,284.32","111,339,278.72","297,153,348.84","457,888,813.86","219,735,269.13","324,648,517.98","173,688,222.08","392,401,683.99","551,153,941.04","472,641,793.60"
应付账款,"166,687.76","578,697.58","995,755.12","4,016,236.65","3,142,028.78","2,919,505.18","2,721,675.18","11,476,356.68","2,832,062.22","7,738,836.13","1,775,196.01","31,110,011.06","29,558,774.64","7,807,997.34","8,463,404.99","42,553,731.76","28,075,201.35","24,517,994.19","36,270,626.79","55,177,567.56","44,566,559.54","38,109,944.06","28,759,307.28","77,680,736.63","66,389,035.75","66,912,994.58","66,142,708.48","109,680,076.56","79,380,588.48","69,288,444.43","108,624,142.65","206,924,220.08","161,957,530.22","112,131,779.31","98,183,704.29","130,979,053.51","86,995,136.53","85,419,920.79","65,282,312.34","125,908,869.45","100,318,268.85","87,059,455.45","114,721,103.23","137,032,762.35","120,393,074.52"
预付款项,"1,188,807.37","526,076.47","832,957.63","14,089,480.00","1,472,059.00","343,736.28","6,664,920.00","23,821,629.96","27,907,007.07","27,510,354.87","28,474,317.40","10,527,034.59","12,549,000.40","1,465,974.40","4,526,405.50","19,015,182.97","-12,363,226.62","10,626,801.18","7,822,018.43","38,584,790.55","44,587,640.51","52,713,956.80","49,898,973.90","62,803,928.08","71,645,795.26","67,204,732.52","105,298,844.11","21,893,031.69","4,626,089.87","7,881,419.16","8,566,105.95","31,468,573.62","5,067,335.65","1,451,164.40","7,066,962.10","6,299,775.91","4,691,268.50","6,541,501.75","32,750,104.91","14,933,405.15","12,346,883.01","11,458,346.01","14,773,908.66","16,274,872.98","21,164,405.20"
预收款项,,,,"36,800,160.64",,,,"52,487,010.41","3,453,367.89",,,"57,794,525.80",,"3,973,024.94","86,964.94","103,218,117.23","27,856,727.32","29,474,537.09","31,134,329.66","97,841,284.67","17,678,588.49","17,524,139.95","20,390,381.25","108,529,426.59","27,661,248.42","31,294,577.98","41,305,611.25","133,377,632.54","27,753,193.81","51,616,236.55","65,289,637.12","160,636,839.53","28,229,259.75","20,733,560.36","27,417,826.33","30,214,009.19","9,622,158.30","15,638,000.86","19,927,231.59","35,919,676.85","2,854,380.10","9,660,044.79","28,443,283.29","61,246,688.69","20,225,083.51"
