科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"133,233,819.36","139,254,263.21","142,419,306.94","69,368,314.99","115,007,808.35","160,422,338.29","36,856,007.32","83,910,948.78","138,455,344.50","193,706,183.50","46,224,295.91","103,329,978.10","182,867,566.83","254,139,385.86","64,932,350.60","141,106,141.62","234,542,703.87","334,843,496.42","75,879,972.09","165,440,695.07","255,125,980.93","325,982,224.49","61,374,562.29","155,543,856.16","271,021,574.18","372,275,196.26","97,180,068.26","219,578,966.18","346,903,951.35","431,243,018.52","120,655,468.58","253,352,566.96","412,565,630.24","546,655,087.37","117,612,300.16","256,520,749.71"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"70,719,078.12",,,,"21,496,262.21",,,"7,545,800.00",,,,"56,447,412.88","52,030,929.48",,,,,,,"11,832,581.03","11,832,581.03",,
收到的税费返还,,,"16,138.76",,,,,,,,,,"552,144.87","499,547.82","1,002,271.52","1,383,810.01","2,091,840.01","3,120,758.95","368,635.18","757,465.18","1,293,307.00","1,737,020.11","261,100.00","2,001,746.97","2,919,742.54","4,102,522.95","398,801.40","4,957,432.31","10,956,082.97","9,592,079.84","998,661.30","1,212,425.70","3,322,460.92","9,809,743.43","4,748,513.50","8,757,023.94"
支付其他与投资活动有关的现金,,,,,,,"3,350,000.00","3,350,000.00","3,353,338.90","3,350,000.00",,,,,,,,"9,330,000.00",,,,"8,656,911.11",,,,"3,333,333.33",,,,"2,581,289.30",,,,,"3,000,664.06","6,000,681.04"
收到其他与经营活动有关的现金,"5,447,820.44","7,693,641.49","3,172,383.73","1,268,886.73","4,852,624.76","3,099,335.61","1,849,124.43","2,768,884.21","9,378,744.66","7,482,858.75","1,146,461.37","4,146,327.17","23,938,345.86","9,507,211.44","1,437,587.48","3,579,387.33","9,054,895.50","8,657,532.11","1,987,652.94","3,610,723.98","8,370,820.42","11,817,989.13","3,800,009.15","4,268,568.54","7,043,220.24","13,058,779.49","9,096,378.02","25,093,066.08","41,685,743.24","15,113,456.71","9,121,321.98","9,435,702.47","19,833,673.98","9,741,729.20","3,233,989.45","11,258,551.18"
投资活动现金流出小计,"14,525,738.89","18,669,065.24","28,881,092.57","1,925,152.37","11,581,055.08","33,205,522.50","43,098,959.75","77,278,840.11","88,088,363.41","121,729,283.19","11,139,736.36","84,768,093.51","99,919,753.27","94,446,927.77","16,586,851.39","27,206,797.20","56,418,244.28","68,958,931.91","4,807,762.90","23,660,972.35","33,095,989.57","42,108,699.14","16,640,472.50","29,292,705.97","92,187,766.14","103,592,661.47","6,646,572.89","10,084,496.27","12,193,221.99","20,607,510.26","10,890,951.04","7,342,707.57","33,499,609.13","44,331,253.86","10,823,687.56","49,984,889.14"
经营活动现金流入小计,"138,681,639.80","146,947,904.70","145,607,829.43","70,637,201.72","119,860,433.11","163,521,673.90","38,705,131.75","86,679,832.99","147,834,089.16","201,189,042.25","47,370,757.28","107,476,305.27","207,358,057.56","264,146,145.12","67,372,209.60","146,069,338.96","245,689,439.38","346,621,787.48","78,236,260.21","169,808,884.23","264,790,108.35","339,537,233.73","65,435,671.44","161,814,171.67","280,984,536.96","389,436,498.70","106,675,247.68","249,629,464.57","399,545,777.56","455,948,555.07","130,775,451.86","264,000,695.13","435,721,765.14","566,206,560.00","125,594,803.11","276,536,324.83"
投资活动产生的现金流量净额,"-14,525,738.89","-5,879,832.72","-15,664,065.49","-1,925,152.37","-11,581,055.08","-26,518,678.12","-16,020,763.75","-24,099,807.12","-34,909,330.42","-42,539,950.20","-11,139,736.36","-83,522,523.57","-92,548,031.39","-93,588,241.64","-16,566,151.39","-27,268,371.95","-56,483,869.03","-68,019,602.46","-4,760,962.90","-22,697,478.91","-32,125,496.13","-37,703,646.34","-16,482,513.60","-28,177,575.87","-90,543,750.81","-100,439,375.51","-4,635,324.32","-7,988,264.56","-9,512,374.95","-18,981,684.61","-10,844,592.43","-6,974,692.20","-31,846,132.36","-42,009,596.71","-10,761,562.95","-49,903,618.97"
购买商品、接受劳务支付的现金,"88,555,133.57","83,266,176.60","52,181,358.92","30,443,478.84","56,407,453.79","80,272,857.50","17,806,616.72","35,701,310.94","64,213,393.52","91,118,805.64","17,359,561.84","37,651,011.98","82,861,069.93","120,796,037.00","26,565,778.49","57,609,820.25","102,779,440.67","147,100,246.68","34,426,344.29","79,696,564.71","124,883,777.85","153,548,285.57","38,030,326.85","85,918,488.26","138,284,678.41","158,800,823.19","49,212,403.40","106,620,616.26","171,239,647.70","157,407,963.04","55,233,126.51","116,073,786.66","195,974,682.24","227,198,915.26","53,260,848.77","103,191,785.12"
吸收投资收到的现金,"5,015,249.00",,,,"313,740,000.00","284,376,000.00",,,"3,984,000.00","3,984,000.00",,"2,450,000.00","2,541,216.33","4,950,000.00",,,,,,,"26,682,000.00","26,832,000.00",,,"60,241,580.00","52,504,073.40",,"25,002.00","537,002.14","549,861.78","12,501.00","25,002.00","21,343,743.00","178,042,551.98","12,501.00","25,002.00"
