科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"349,434,747.88","527,169,507.29","353,460,179.94","544,868,260.64","849,597,671.88","323,712,998.42","656,379,408.11","965,952,817.19","1,297,767,116.99","362,545,586.89","718,436,591.59","1,077,149,060.94","1,474,884,526.25","414,950,938.75","849,086,642.86","1,345,545,388.73","1,828,881,533.32","527,905,285.73","1,061,568,217.04","1,624,347,094.39","2,327,483,505.65","650,917,020.39","1,303,758,655.12","1,983,045,832.54","2,882,644,604.34","783,030,516.96","1,657,984,093.26","2,567,661,529.78","3,477,692,868.18","915,155,089.29","1,891,775,190.98","2,829,291,422.86","3,833,490,223.70","972,205,193.78","2,034,677,586.17","3,102,071,225.79"
二、营业利润,"76,151,363.40","123,527,134.49","101,752,878.88","158,531,541.62","245,702,775.25","101,984,117.47","209,105,706.10","299,417,404.40","412,720,228.70","123,206,460.33","228,475,515.59","331,899,907.97","466,773,573.37","146,069,723.91","294,035,544.47","505,101,804.04","729,793,532.16","237,275,319.34","463,492,100.63","702,897,796.50","967,763,909.43","297,889,362.39","574,604,903.02","869,480,333.48","1,207,185,744.28","369,610,116.05","727,065,537.13","1,088,793,342.56","1,478,477,754.40","416,650,488.93","810,754,109.02","1,213,857,552.36","1,630,848,034.44","442,243,256.44","847,202,890.77","1,274,193,816.73"
减:营业成本,"185,871,965.47","259,360,443.53","155,036,723.89","237,163,599.84","376,410,228.62","151,871,321.84","293,030,302.28","425,232,444.23","555,592,175.86","152,691,470.84","294,238,926.26","427,805,976.93","559,862,266.60","136,735,482.96","270,205,548.82","392,220,117.19","465,421,705.72","117,240,624.52","230,627,245.21","350,533,491.73","564,619,165.92","145,759,001.34","304,920,331.38","462,143,571.82","764,853,940.31","176,250,570.90","425,991,007.35","670,748,131.63","912,288,423.81","216,193,233.43","482,362,425.19","725,810,542.34","949,879,171.99","199,972,974.55","419,011,411.80","604,577,905.60"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"265,077.69","422,019.66","314,872.76","450,168.03","653,994.39","335,516.46","553,572.05","832,285.99","1,362,584.08","3,729,232.43","6,781,079.81","13,448,175.68","18,513,023.54","5,990,792.51","11,411,585.46","19,235,070.50","26,548,066.51","8,294,676.49","16,184,727.28","25,214,713.07","35,634,429.94","9,802,859.81","19,227,220.49","29,694,981.37","42,692,571.81","13,405,141.68","25,190,744.34","37,343,117.45","50,680,452.76","14,124,883.71","28,671,509.49","42,587,577.22","64,930,714.92","17,902,857.30","38,637,095.05","57,606,038.39"
营业外收入,"473,935.84","3,969,020.82","1,367,219.22","2,998,188.95","4,546,659.91","1,047,645.78","1,069,859.92","1,353,269.35","4,104,812.20","655,788.21","1,283,867.60","2,032,046.39","8,797,359.73","1,607,777.25","12,891,555.38","17,159,310.82","25,123,665.06","1,647,326.21","3,416,280.67","5,073,242.17","20,915,705.22","2,241,827.54","6,765,444.76","9,953,170.93","12,713,189.71","1,676,636.86","5,063,067.37","9,215,434.50","14,543,986.25","9,038,329.90","14,156,041.80","17,882,598.05","27,808,287.36","7,030,621.11","17,315,095.26","24,418,492.76"
销售费用,"65,160,833.43","111,400,473.64","73,384,990.66","114,703,223.22","168,877,029.39","56,125,494.14","115,615,844.96","182,071,439.91","256,385,437.31","64,994,063.25","153,362,246.74","237,630,508.38","332,303,482.68","101,379,262.27","221,952,279.10","334,875,218.81","453,182,759.57","135,148,808.73","269,895,332.85","424,604,899.07","594,466,692.17","163,459,083.05","333,372,723.32","507,403,071.99","713,013,239.08","177,669,755.98","363,510,139.61","573,934,110.87","775,143,547.12","192,122,228.26","408,608,689.03","609,196,105.46","852,074,511.93","217,626,458.74","521,613,083.88","845,112,697.49"
减:营业外支出,"35,445.33","864,346.86",748.37,948.40,"897,134.30",,"2,329,343.50","2,336,493.50","1,337,094.58","110,067.00","339,703.71","436,515.06","1,010,829.37","15,208.60","1,051,175.41","1,191,975.41","4,628,818.98",200.00,"792,933.14","2,672,315.23","12,245,347.78","245,800.36","1,258,889.15","2,349,969.12","2,535,956.44","30,668.82","953,255.23","968,152.42","1,533,676.71","3,278,316.57","4,524,383.43","5,402,640.01","8,181,086.22","601,700.25","2,943,094.84","7,535,794.55"
管理费用,"21,160,290.23","29,886,942.72","18,613,767.98","28,243,386.92","53,482,272.98","11,951,577.99","38,068,728.68","59,077,200.86","86,961,412.14","20,272,958.57","40,690,466.60","76,555,331.20","110,777,901.15","25,351,608.14","61,962,597.30","105,428,983.65","167,801,587.18","30,901,544.00","83,974,076.08","128,461,943.09","179,107,576.49","40,849,719.12","86,527,168.00","136,308,723.74","187,998,195.06","51,347,153.08","119,852,548.31","206,206,819.13","280,797,587.80","81,636,040.19","168,675,905.34","254,345,602.77","362,374,659.17","106,378,353.41","227,675,836.11","339,393,772.57"
其中:非流动资产处置净损失,,"109,487.87",,,"885,985.90",,,,"9,378.19",,"80,017.00",,"600,741.52",,,,"312,494.41",,,"1,856,382.09","6,394,414.64",,"621,226.47","849,714.81","729,823.45","1,464.80","199,381.84","214,279.03","279,060.32","312,246.45","1,338,754.58","1,554,298.65","2,421,177.97","4,443.89","252,102.48","422,182.21"
