科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
分配股利、利润或偿还利息支付的现金,"15,626,818.62","7,780,140.56","22,975,616.52","34,198,673.85","35,497,133.74","34,983,835.65","35,131,541.01","24,420.00","27,270,906.86","27,812,208.85","28,556,327.59","250,375.01","834,254.57","25,549,642.26","27,431,503.39","1,222,601.57","29,784,432.20","32,374,435.68","34,854,570.22","1,272,839.91","30,093,147.05","31,467,329.82","50,461,275.47","7,276,393.86","42,136,675.92","48,132,623.08","84,384,782.48","9,811,352.65","42,220,243.58"
收回投资收到的现金,,,,,,,,,,,"270,000,000.00",,,,"569,055,300.00","200,000.00",,,"981,642,000.00","11,000,000.00","345,000,000.00","455,090,000.00","912,180,000.00","211,056,000.00","369,056,000.00","593,146,000.00","1,093,146,000.00","262,000,000.00","536,500,000.00"
支付其他与筹资活动有关的现金,"10,056,101.41",,,,"4,804,491.40","9,853,658.40","10,126,113.75",,,,"220,992.98",,,,,"3,000,000.00",,,"3,238,089.61","1,050,000.00",,"1,677,806.05","8,688,456.24","1,108,869.73","2,908,869.73","2,908,869.73","50,965,406.38",,
取得投资收益收到的现金,,,,,,,,,,"711,233.60","2,732,485.27",,"2,484,493.09","4,132,988.62","7,115,167.05","2,509,689.56","3,928,440.10","4,947,991.15","9,700,687.32","1,898,537.84","3,122,260.89","5,667,511.61","10,153,463.22","955,634.10","2,929,537.86","4,933,935.41","11,466,982.55","2,192,686.30","6,170,305.25"
筹资活动现金流出小计,"224,602,046.56","316,010,905.78","292,111,612.79","106,928,635.00","153,382,551.81","186,328,919.29","186,863,072.25","1,824,420.00","64,882,323.63","120,804,714.42","236,860,148.85","50,900,625.25","100,866,034.67","209,032,894.67","341,164,537.31","78,281,260.34","188,756,195.42","292,630,692.48","372,269,950.67","68,959,027.17","254,824,275.71","317,084,267.09","384,569,553.33","144,004,236.50","460,623,267.59","656,179,405.86","893,592,425.43","95,581,870.65","421,917,660.47"
处置固定资产、无形资产和其他长期资产收回的现金净额,"45,000.00",,"1,160.00",,,,,"161,000.00","206,000.00","206,000.00","241,000.00",,"140,000.00","140,000.00","169,016.41",,,,"83,122.36",,"32,934.07","60,000.00","18,019,213.57","70,000.00","90,100.00","97,100.00","1,779,462.04","23,000.00","28,300.00"
筹资活动产生的现金流量净额,"73,940,510.52","13,876,220.12","-59,400,532.02","-70,124,427.84","553,602,615.11","520,656,247.63","520,122,094.67","-1,420,258.49","59,247,523.89","52,732,904.71","16,764,602.68","-13,371,507.32","41,775,969.57","51,712,217.02","24,650,848.66","25,205,704.07","32,450,246.46","162,635,311.07","95,033,589.31","166,550,848.54","225,463,028.36","235,379,096.16","840,277,836.46","26,399,868.74","53,331,561.63","525,649,920.97","428,914,889.57","59,724,799.35","-80,574,644.47"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"6,894.25","-104,262.16","691,743.17",,"5,324.36","384,446.70","11,118.70","331,867.77","261,810.52","327,357.90","11,599.92","425,120.62","200,936.15","93,070.00","-166,247.97","-303,432.47","-674,999.22","-1,738,953.38","-1,508,776.36","-740,926.33","7,138,890.75","1,277,197.33","3,974,345.98","-81,022.04","-6,491,419.47","-3,579,718.68","6,007,719.48","-4,459,171.80","-3,814,232.11"
收到其他与投资活动有关的现金,,,,,,,,,"22,500.00","80,022,500.00","16,134,205.21",,"205,000,000.00","305,118,904.11",,"287,142,000.00","442,342,000.00","626,031,956.94",,"200,000,000.00","21,000,000.00",,"11,000,000.00","1,059,686.13","1,059,686.13","1,059,686.13","1,559,686.13","17,950.68","340,850.46"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"45,000.00",,"1,160.00",,,,,"161,000.00","228,500.00","80,939,733.60","289,107,690.48",,"207,624,493.09","309,391,892.73","576,339,483.46","289,851,689.56","446,270,440.10","630,979,948.09","991,425,809.68","212,898,537.84","369,155,194.96","460,817,511.61","951,352,676.79","213,141,320.23","373,135,323.99","599,236,721.54","1,107,952,130.72","264,233,636.98","543,039,455.71"
五、现金及现金等价物净增加额,"2,540,315.22","54,733,323.54","62,393,484.44","-68,513,189.18","549,049,081.77","487,073,203.15","492,704,888.97","-56,731,069.82","-204,568,591.54","-480,301,537.64","-403,248,304.99","-22,310,830.82","32,371,084.31","-83,275,688.17","-55,970,184.20","14,810,482.78","3,094,372.57","67,252,101.91","148,007,449.21","124,551,061.63","6,820,903.36","209,227,580.34","490,878,807.14","-312,436,444.80","-319,798,560.62","61,949,067.01","-483,786,056.61","227,881,069.66","125,125,892.47"
购建固定资产、无形资产和其他长期资产支付的现金,"23,569,551.05","16,055,267.17","17,725,129.09","1,415,185.05","2,035,150.62","18,742,042.55","71,963,558.00","36,804,447.35","79,694,402.63","147,585,347.93","173,130,855.65","26,556,610.05","42,070,482.45","57,591,565.83","66,498,607.90","11,180,893.24","31,750,162.70","50,617,557.24","82,042,371.58","32,730,086.92","61,623,421.09","89,007,822.46","131,170,494.33","47,838,648.02","47,732,853.48","69,864,059.69","143,925,361.22","8,112,963.31","47,282,069.57"
期初现金及现金等价物余额,"5,492,110.32","8,032,425.54","62,765,749.08","125,169,319.38","125,159,233.52","125,159,233.52","125,159,233.52","620,146,478.73","617,864,122.49","617,864,122.49","617,864,122.49","214,615,817.50","214,615,817.50","214,615,817.50","214,615,817.50","158,645,633.30","158,645,633.30","158,645,633.30","158,645,633.30","306,653,091.43","306,653,082.51","306,653,091.43","306,653,082.51","796,057,003.70","797,531,889.65","797,531,889.65","797,531,889.65","313,745,833.04","313,745,833.04"
投资支付的现金,"3,000,000.00",,,,,,,,"1,425,000.00","165,398,813.19","351,425,000.00",,,"10,000,000.00","642,297,300.00",,,,"964,499,669.45","107,300,850.00","563,987,626.78","517,436,365.00","879,915,783.52","449,820,000.00","632,000,000.00","990,000,000.00","2,091,670,848.34","159,755,400.00","556,755,400.00"
期末现金及现金等价物余额,"8,032,425.54","62,765,749.08","125,159,233.52","56,656,130.20","674,208,315.29","612,232,436.67","617,864,122.49","563,415,408.91","413,295,530.95","137,562,584.85","214,615,817.50","192,304,986.68","246,986,901.81","131,340,129.33","158,645,633.30","173,456,116.08","161,740,005.87","225,897,735.21","306,653,082.51","431,204,153.06","313,473,985.87","515,880,671.77","797,531,889.65","483,620,558.90","477,733,329.03","859,480,956.66","313,745,833.04","541,626,902.70","438,871,725.51"
