科目,2011-12-31,2012-12-31,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"30,462,244.07","105,754,689.43","125,787,741.19","67,204,978.10","118,923,908.95","89,223,062.68","192,781,441.65","187,852,939.48","260,311,429.23","186,126,261.85","143,073,138.15","180,279,532.59","240,892,568.09","205,260,922.86","167,373,046.96","113,040,383.38"
短期借款,"182,000,000.00","157,000,000.00","125,000,000.00","95,000,000.00","125,000,000.00",,,,,,,,,"70,000,000.00","70,000,000.00","80,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,
应收票据,"46,340,859.72","46,699,046.16","30,482,626.31","23,008,522.94","24,886,962.20","7,417,937.50","11,964,226.86","7,240,373.47","13,731,139.70","16,165,093.42","18,345,446.89","10,392,307.36","11,430,373.76","6,409,417.91","7,068,585.31","8,253,638.64"
应付票据,,,"3,300,000.00",,,,"3,988,431.00","12,548,431.00","19,607,010.65","15,329,010.65","10,042,000.00","12,760,000.00","15,309,000.00","15,643,200.00","15,640,200.00","13,188,472.50"
应收账款,"205,266,498.82","153,402,795.36","177,565,477.38","140,839,663.54","126,115,024.99","159,352,033.59","149,329,625.42","154,428,770.88","122,732,090.34","143,885,213.39","131,978,160.55","145,146,454.84","133,303,858.55","160,903,543.54","160,354,099.96","179,700,563.33"
应付账款,"46,885,144.94","45,613,271.59","44,885,501.18","29,880,615.73","30,880,254.81","31,089,870.69","35,591,902.00","28,295,748.91","29,235,700.01","26,395,514.30","30,925,790.82","37,319,504.50","38,944,614.40","52,842,777.90","47,994,045.60","57,855,218.51"
预付款项,"3,828,924.89","18,378,727.44","8,998,262.40","7,190,149.47","8,222,067.74","5,158,042.91","7,316,312.64","6,019,455.23","5,178,338.44","5,952,957.74","5,774,304.28","8,397,175.56","6,602,235.11","9,780,405.01","7,021,056.36","7,133,055.42"
预收款项,"9,601,107.67","8,743,823.58","9,897,233.71","8,710,398.91","9,793,423.20","8,579,951.65","8,760,393.56","8,930,812.59","9,297,584.35","9,474,839.12","8,207,452.00","9,195,901.76","9,982,692.90","11,031,233.69","12,340,186.67","12,676,799.05"
