科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"255,288,596.09","374,728,346.47","292,622,162.39",,"159,479,375.19","270,435,835.39","343,989,903.99","104,463,339.68","261,943,897.90","426,264,615.04","504,184,316.62","159,249,286.39","366,166,970.61","576,410,531.77","729,305,048.25","242,818,371.65","465,393,260.06","785,664,888.67","1,052,962,913.60","354,445,262.56"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,"90,030.00",,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"32,760,770.18","40,394,424.74","3,993,233.51",,"582,708.50","746,316.34","2,464,408.86","644,732.55","967,322.71","1,338,075.75","2,657,430.67","86,339.20","406,387.40","936,399.19","3,583,366.91","1,244,485.19","1,625,573.03","3,298,873.73","3,610,935.90","351,559.91"
投资活动现金流出小计,"44,018,134.89","16,005,284.56","30,144,547.91",,"12,310,434.19","252,081,539.08","395,510,296.92","98,660,636.20","267,120,779.75","436,660,667.55","580,185,783.09","85,448,684.00","320,352,017.10","408,814,530.70","613,122,756.74","39,487,972.33","102,259,569.93","388,733,925.18","306,622,239.42","16,047,093.37"
经营活动现金流入小计,"288,049,366.27","415,122,771.21","296,615,395.90",,"160,062,083.69","271,182,151.73","346,454,312.85","105,108,072.23","262,911,220.61","427,602,690.79","506,841,747.29","159,335,625.59","366,573,358.01","577,346,930.96","732,888,415.16","244,062,856.84","467,018,833.09","788,963,762.40","1,056,573,849.50","354,796,822.47"
投资活动产生的现金流量净额,"-38,968,311.37","-15,969,083.56","-30,144,547.91","-9,155,100.00","-12,310,434.19","-154,227,387.92","-146,466,384.89","12,237,829.57","-17,858,242.09","63,481,207.44","-34,686,674.14","-60,339,368.93","-295,242,702.03","-382,909,035.63","-379,892,809.07","17,166,137.26","56,971,441.36","-163,566,936.36","-48,028,665.87","-8,787,093.37"
购买商品、接受劳务支付的现金,"156,742,342.14","228,948,929.35","166,764,915.56",,"95,584,309.19","159,049,962.47","166,298,573.63","42,735,371.23","122,167,403.91","266,380,639.66","313,053,663.41","179,383,126.47","274,544,632.07","459,215,423.75","518,867,354.56","145,634,108.00","269,745,844.00","441,933,505.95","584,257,187.76","310,206,841.76"
吸收投资收到的现金,"2,800,000.00",,,,"302,692,000.00","302,692,000.00","302,692,000.00",,,,,,,,,,,,,
