科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"197,487,034.76","177,141,154.52","186,853,799.29","189,500,778.01","119,300,140.34","1,142,205,490.17","922,729,641.96","805,911,104.53","711,874,906.29","1,025,624,204.41","918,213,501.47","684,183,342.49","710,459,882.83","931,506,832.70","877,450,221.39","457,092,868.74","535,492,325.46","864,779,211.67","641,313,808.37","782,435,772.78","746,005,979.34","1,142,116,539.28","1,127,345,454.60","1,475,659,947.23","633,420,947.30","1,090,450,803.31","902,061,289.12","874,430,234.43","718,443,308.71"
短期借款,"13,000,000.00","93,500,000.00","150,250,000.00","300,650,000.00","353,650,000.00","420,650,000.00","376,845,800.00","506,345,800.00","433,595,800.00","579,845,800.00","558,845,800.00","453,845,800.00","456,345,800.00","370,500,000.00","415,500,000.00","222,000,000.00","267,000,000.00","240,000,000.00","140,000,000.00","280,000,000.00","386,000,000.00","424,000,000.00","439,100,000.00","1,124,602,940.62","1,324,054,644.37","1,077,736,304.77","1,111,900,839.35","1,531,156,762.91","1,492,227,134.64"
交易性金融资产,,"16,290.00",,,,,,,,,,,,,,,,,,,,,,,,"6,510,030.09","4,695,532.34",,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"470,432.76","1,060,000.00","10,102,500.00","1,390,000.00","1,930,000.00","12,920,000.00","11,577,800.00","2,530,000.00","4,341,600.00","8,821,600.00","9,300,000.00","6,390,000.00","33,519,162.50","32,734,550.00","30,950,000.00","10,380,000.00","37,078,000.00","54,078,000.00","25,716,073.00","7,824,302.00","18,958,229.00","27,224,386.11","22,947,998.40","9,034,249.29","5,684,800.00","16,619,752.60","17,049,642.00","7,412,617.47"
应付票据,,,"5,954,123.00","400,000.00","11,202,499.00","6,670,473.00","1,070,900.00",,,"1,542,700.00",,,,"4,000,000.00","4,000,000.00",,"25,295,436.00","29,082,704.50","24,886,102.92",,,,,"13,500,000.00","13,500,000.00",,,,
应收账款,"375,140,462.01","596,401,670.02","880,630,139.92","1,004,633,418.83","1,231,698,010.29","1,202,887,046.26","1,248,239,942.07","1,368,951,741.24","1,445,215,093.08","1,375,442,885.93","1,310,531,062.49","1,335,641,361.62","1,424,572,814.56","1,507,197,063.50","1,378,315,193.56","1,706,029,120.04","2,082,640,170.13","2,158,592,090.01","2,051,730,176.59","2,346,732,105.52","2,561,697,129.09","2,499,068,350.52","2,366,574,252.05","2,599,813,008.01","3,029,838,447.70","3,697,600,608.69","3,544,652,805.75","4,074,932,789.43","4,584,428,081.26"
应付账款,"148,365,928.43","211,697,531.58","303,805,088.46","283,513,343.78","329,075,626.73","402,804,652.55","378,428,368.07","402,435,646.72","445,285,119.44","465,390,450.97","429,708,363.31","358,758,746.44","377,321,213.62","497,152,563.76","395,613,523.37","447,060,886.80","571,049,411.87","702,823,449.21","622,673,746.28","645,531,762.67","748,971,306.49","934,847,012.74","798,015,517.15","895,631,643.83","1,157,677,205.94","1,588,879,229.35","1,207,633,164.69","1,421,296,753.17","1,580,258,057.76"
预付款项,"9,435,558.03","13,813,871.01","16,131,984.62","21,102,834.62","22,104,162.78","21,329,597.99","40,607,951.57","19,197,079.87","12,139,947.39","37,285,009.23","54,737,907.07","52,083,171.52","51,881,820.45","32,631,481.27","37,218,883.51","49,896,652.67","29,500,370.22","7,742,805.68","29,588,270.77","31,810,456.52","35,966,341.89","26,206,370.61","65,730,107.86","89,846,313.43","69,903,660.42","56,879,851.08","76,580,721.53","81,599,909.25","62,213,235.21"
预收款项,"50,240,040.94","85,733,596.00","103,669,966.65","101,497,492.77","96,280,102.75","94,704,034.16","134,001,537.29","89,644,069.89","89,907,427.78","91,849,124.71","129,110,140.05","113,112,785.40","130,905,341.10","121,234,839.40","172,393,584.15","151,848,683.95","163,523,047.74","182,257,295.41","200,138,386.38","189,819,401.74","191,274,188.48","189,854,770.11","265,833,276.01","230,040,137.80","311,985,586.12","395,015,810.11","481,269,560.42","469,258,620.02","504,585,523.58"
其他应收款,"26,854,323.79","40,369,151.10","39,913,791.51","35,206,918.97","50,197,313.53","43,722,152.91","69,789,722.05","64,959,768.32","53,468,917.04","42,830,304.62","56,261,475.51","55,084,470.72","60,548,316.01","40,633,602.72","50,759,545.11","82,139,357.76","101,683,003.13","60,747,818.83","120,711,150.84","122,341,221.84","141,572,743.33","104,097,426.14","158,470,623.96","177,900,070.27","209,558,943.87","232,842,785.59","267,786,938.52","316,127,817.82","307,661,342.35"
应付职工薪酬,"64,799,254.65","110,277,666.84","151,909,828.60","117,853,865.53","149,269,979.08","204,317,383.14","118,588,806.23","129,343,408.94","130,688,459.00","207,162,473.97","129,617,379.35","128,620,248.41","146,278,793.60","257,147,081.25","161,285,234.76","197,550,508.38","268,620,466.29","398,677,375.46","284,062,735.64","281,766,325.49","302,050,461.22","394,024,261.13","256,653,062.28","252,802,906.02","310,923,886.28","559,732,187.30","304,716,098.02","331,879,912.34","370,261,854.51"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"22,178,959.04","35,975,888.56","41,370,074.01","60,280,612.00","42,143,048.76","51,317,186.30","58,531,621.47","30,193,906.45","35,441,727.43","58,594,159.96","55,037,261.31","70,916,831.23","81,256,144.01","121,001,287.04","123,602,873.66","160,781,576.73","201,087,533.21","245,020,526.81","207,935,742.98","212,263,133.71","185,275,001.72","233,529,274.72","185,708,936.54","190,038,299.10","245,364,447.40","306,197,221.60","273,754,144.52","266,696,918.16","307,468,166.08"
应收利息,,,,,,,"186,411.97","3,539,770.80","542,256.00","1,695,519.22","739,236.68","2,783,223.06","658,414.17","643,158.29","255,800.62","299,146.72","450,762.79","33,390.97","43,619.26","622,088.43","2,157,505.78","3,250,973.47","3,897,318.75","34,380.44","96,400.06","29,303.77",,"17,244.21","56,905.90"
应付利息,,"269,767.50","470,089.39","689,963.61","197,455.53","872,136.04","3,635,285.12","168,188.89","1,112,724.13","1,013,063.46","367,454.16","219,683.36","235,018.19","1,106,555.60","212,751.50","318,418.16","223,473.72","1,003,693.78","1,851,882.67","3,111,231.92","4,391,199.86","1,037,930.76","724,304.03","3,719,601.75","4,949,584.95","2,253,005.29","1,606,380.74","4,864,699.31","10,699,545.17"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"157,136,256.85","46,900,000.00",,,,,,,,,,,,,,"67,432,152.00","116,927,897.00","116,927,897.00","116,927,897.00","60,596,992.35","60,434,296.87","60,438,402.35","59,188,402.35","62,588,402.35","59,188,402.35","49,188,615.35","49,188,615.35","39,188,828.35","39,188,828.35"
存货,"9,412,996.73","4,078,717.52","5,764,127.05","4,009,171.54","4,859,576.89","7,028,833.74","13,584,930.55","4,231,645.77","7,580,901.44","6,742,432.33","12,980,237.01","19,187,573.12","22,435,139.62","25,247,048.08","42,859,438.75","57,996,673.58","65,913,224.78","38,305,237.25","61,032,497.08","41,174,147.35","65,378,804.63","19,093,482.26","28,654,842.90","28,144,067.94","37,456,756.34","64,435,599.20","112,878,005.46","109,037,055.18","105,450,786.06"
其他应付款,"22,556,987.56","27,112,389.21","32,423,229.21","27,038,642.03","22,258,535.42","46,615,342.82","24,853,281.02","25,228,008.76","25,601,229.26","40,925,196.28","34,261,670.13","44,602,682.33","46,455,390.04","56,142,870.88","63,873,396.87","88,216,694.93","106,706,989.39","76,163,645.76","83,369,863.24","94,905,351.50","106,988,328.00","123,514,757.75","115,902,922.49","119,232,247.94","90,577,413.52","181,298,146.17","195,587,926.77","534,548,291.51","170,634,949.69"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,"149,585,000.00","80,383,945.80","84,319,962.94","84,604,292.34","93,374,252.43","109,348,838.10","108,019,202.66","108,345,763.31","296,527,643.23","361,373,562.28","227,558,497.70","149,996,406.34"
一年内到期的非流动负债,,,,,,"110,000,000.00","110,000,000.00","44,000,000.00","44,000,000.00",,,,,"201,347.78",,,,"7,166,002.94","7,166,002.94","2,884,522.80","2,149,803.87","5,006,148.59","4,228,629.71","2,944,299.44","2,944,299.44","169,010,965.95","280,575,585.84","185,817,013.54","93,349,506.60"
其他流动资产,,,,,,,,,,"42,552.00",,,,,,,,"2,513,580.46","1,497,833.69","5,249,414.99","1,673,867.15","305,937.30","1,689,461.80","2,693,073.51","31,963,751.43","32,526,838.76","25,593,492.36","31,772,620.44","30,956,476.95"
其他流动负债,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","34,738,333.32","31,307,096.26",,
流动资产合计,"618,330,375.32","832,291,286.93","1,130,353,842.39","1,264,555,621.97","1,429,549,203.83","2,419,103,121.07","2,308,058,600.17","2,278,368,910.53","2,233,352,021.24","2,494,004,507.74","2,362,285,020.23","2,158,263,142.53","2,276,946,387.64","2,571,378,349.06","2,419,593,632.94","2,384,403,819.51","2,826,059,856.51","3,319,377,134.87","3,040,379,302.40","3,440,401,243.37","3,646,880,965.55","3,906,471,561.01","3,888,935,286.13","4,505,058,061.89","4,129,618,919.72","5,483,488,263.72","5,312,242,099.96","5,732,525,810.46","5,966,619,160.25"
