科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"375,355,793.99","393,824,574.25","378,117,642.52","82,330,157.79","168,462,332.76","266,971,896.71","369,433,338.74","86,670,000.67","172,002,943.47","260,129,466.29","351,058,041.19","80,689,934.01","160,403,243.23","250,353,700.85","343,797,177.90","97,145,634.54"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"10,602.19",,,,,"333,130.32","333,130.32",,,,,"1,716,865.94","2,350,165.69","2,190,177.69",,"797,202.76"
支付其他与投资活动有关的现金,,,,,,,,,,,,"12,699,540.00","12,680,000.00",,,
收到其他与经营活动有关的现金,"5,584,641.53","3,321,874.43","4,444,195.85","848,806.84","1,346,288.36","2,153,518.36","6,299,494.55","950,938.42","3,828,700.45","5,557,825.73","6,324,034.21","1,133,669.34","4,495,627.72","8,620,252.08","6,726,154.37","1,468,752.42"
投资活动现金流出小计,"11,383,290.90","42,748,009.97","29,409,001.53","50,014,944.70","53,536,818.56","303,074,952.34","310,962,404.99","12,400,649.03","31,301,146.03","301,227,956.31","319,033,077.99","261,087,413.00","273,757,998.95","692,895,105.95","731,899,600.93","219,710,308.10"
经营活动现金流入小计,"380,951,037.71","397,146,448.68","382,561,838.37","83,178,964.63","169,808,621.12","269,458,545.39","376,065,963.61","87,620,939.09","175,831,643.92","265,687,292.02","357,382,075.40","83,540,469.29","167,249,036.64","261,164,130.62","350,523,332.27","99,411,589.72"
投资活动产生的现金流量净额,"-10,706,832.34","-41,889,509.14","-29,396,511.53","-49,825,154.70","-53,016,138.52","-298,002,422.30","-305,875,090.70","-12,396,284.03","-27,241,584.92","17,327,032.23","39,920,089.54","-37,999,791.03","118,137,812.15","-12,999,947.35","-18,038,520.94","-18,522,236.88"
购买商品、接受劳务支付的现金,"124,519,206.27","164,387,879.96","136,130,688.10","32,223,515.87","68,470,568.30","107,815,205.00","137,238,161.33","32,532,315.37","59,889,254.00","102,519,443.61","121,576,209.76","39,286,678.09","67,334,754.14","113,289,938.82","121,476,041.93","44,571,375.26"
吸收投资收到的现金,,,,,"300,993,506.00","300,993,506.00","300,993,506.00",,,"12,680,000.00","16,430,000.00",,,,,
