科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"72,539,195.95","85,630,741.45","86,816,191.53","25,549,979.02","45,157,177.60","67,301,760.06","87,754,501.15","24,204,630.61","45,852,341.27","69,563,196.00","92,243,231.00","27,034,716.93","50,464,552.13","75,492,605.71","106,135,601.80","30,753,312.20"
取得借款收到的现金,"40,000,000.00","40,000,000.00","19,600,000.00",,,,,,,,,,,,,
支付的各项税费,"41,809,194.18","40,558,763.82","41,205,097.74","8,672,119.39","18,102,726.22","28,207,604.08","37,790,246.13","6,244,923.36","15,333,287.22","23,048,410.91","30,697,218.29","8,082,210.62","18,240,145.21","28,585,515.10","34,752,647.61","5,356,846.40"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"32,802,462.22","31,557,554.97","29,483,705.18","5,348,013.43","13,413,654.31","22,410,448.40","31,333,325.25","8,235,827.08","16,722,652.10","24,224,670.73","36,504,461.29","6,624,460.65","13,989,810.52","25,986,120.35","41,262,853.75","7,992,081.33"
筹资活动现金流入小计,"40,000,000.00","40,000,000.00","19,600,000.00",,"300,993,506.00","300,993,506.00","300,993,506.00",,,"12,680,000.00","16,430,000.00",,,,,
经营活动现金流出小计,"271,670,058.62","322,134,940.20","293,635,682.55","71,793,627.71","145,144,126.43","225,735,017.54","294,116,233.86","71,217,696.42","137,797,534.59","219,355,721.25","281,021,120.34","81,028,066.29","150,029,262.00","243,354,179.98","303,627,145.09","88,673,615.19"
偿还债务支付的现金,"40,000,000.00","40,000,000.00","40,000,000.00",,,,"19,600,000.00",,,,,,,,,
经营活动产生的现金流量净额,"109,280,979.09","75,011,508.48","88,926,155.82","11,385,336.92","24,664,494.69","43,723,527.85","81,949,729.75","16,403,242.67","38,034,109.33","46,331,570.77","76,360,955.06","2,512,403.00","17,219,774.64","17,809,950.64","46,896,187.18","10,737,974.53"
分配股利、利润或偿还利息支付的现金,"43,374,277.81","3,103,554.39","2,546,581.35","210,781.67","426,300.01","644,186.69","3,139,185.03",,"50,374,400.00","50,374,400.00","52,824,400.00","176,616.77","176,616.77","44,933,155.69","44,920,936.71","1,960,000.00"
收回投资收到的现金,,,,,,,,,"4,000,000.00","269,000,000.00","309,000,000.00","218,980,000.00","387,675,342.46","674,116,024.80","702,980,000.00","197,000,000.00"
支付其他与筹资活动有关的现金,,,,,"155,000.00","11,050,000.00","11,050,000.00",,,,,,,"12,680,000.00","12,680,000.00",
取得投资收益收到的现金,,,,,,,"14,664.25",,"54,941.11","7,486,393.54","7,839,660.19","4,074,881.97","4,160,748.64","5,058,883.80","8,553,225.49","4,156,071.22"
筹资活动现金流出小计,"83,374,277.81","43,103,554.39","42,546,581.35","210,781.67","581,300.01","11,694,186.69","33,789,185.03",,"50,374,400.00","50,374,400.00","52,824,400.00","176,616.77","176,616.77","57,613,155.69","57,600,936.71","1,960,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"172,715.00","858,500.83","12,490.00","189,790.00","520,680.04","5,072,530.04","5,072,650.04","4,365.00","4,620.00","7,275.00","42,113,507.34","2,960.00","59,720.00","720,250.00","2,327,854.50","32,000.00"
筹资活动产生的现金流量净额,"-43,374,277.81","-3,103,554.39","-22,946,581.35","-210,781.67","300,412,205.99","289,299,319.31","267,204,320.97",,"-50,374,400.00","-37,694,400.00","-36,394,400.00","-176,616.77","-176,616.77","-57,613,155.69","-57,600,936.71","-1,960,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-344,213.03","-253,238.67","960,114.65","-69,241.36","-58,496.76","37,020.08","425,899.17","-48,148.97","26,515.22","-125,869.03","-103,841.02","-338,867.31","-94,900.75","282,124.36","237,860.30","-263,954.10"
收到其他与投资活动有关的现金,"503,743.56",,,,,,,,,"42,061,320.00",,"29,780.00",,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"676,458.56","858,500.83","12,490.00","189,790.00","520,680.04","5,072,530.04","5,087,314.29","4,365.00","4,059,561.11","318,554,988.54","358,953,167.53","223,087,621.97","391,895,811.10","679,895,158.60","713,861,079.99","201,188,071.22"
五、现金及现金等价物净增加额,"54,855,655.91","29,765,206.28","37,543,177.59","-38,719,840.81","272,002,065.40","35,057,444.94","43,704,859.19","3,958,809.67","-39,555,360.37","25,838,333.97","79,782,803.58","-36,002,872.11","135,086,069.27","-52,521,028.04","-28,505,410.17","-10,008,216.45"
购建固定资产、无形资产和其他长期资产支付的现金,"11,383,290.90","42,748,009.97","29,409,001.53","50,014,944.70","53,536,818.56","58,074,952.34","62,962,404.99","5,400,649.03","16,301,146.03","32,227,956.31","39,053,077.99","4,387,873.00","9,077,998.95","18,895,105.95","35,899,600.93","8,710,308.10"
期初现金及现金等价物余额,"103,237,419.26","158,093,075.17","187,858,281.45","225,401,459.04","225,401,459.04","225,401,459.04","225,401,459.04","269,106,318.23","269,106,318.23","269,106,318.23","269,106,318.23","348,889,121.81","348,889,121.81","348,889,121.81","348,889,121.81","320,383,711.64"
投资支付的现金,,,,,,"245,000,000.00","248,000,000.00","7,000,000.00","15,000,000.00","269,000,000.00","279,980,000.00","244,000,000.00","252,000,000.00","674,000,000.00","696,000,000.00","211,000,000.00"
期末现金及现金等价物余额,"158,093,075.17","187,858,281.45","225,401,459.04","186,681,618.23","497,403,524.44","260,458,903.98","269,106,318.23","273,065,127.90","229,550,957.86","294,944,652.20","348,889,121.81","312,886,249.70","483,975,191.08","296,368,093.77","320,383,711.64","310,375,495.19"
