科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"5,862,711.42","12,128,654.44","27,439,512.06","6,856,304.65","13,723,242.15","18,384,845.86","21,025,911.90","3,561,256.06","6,748,327.58","8,762,419.29","9,927,867.73","491,325.43","1,319,261.82","1,556,315.74","814,018.40","244,056.17","-395,271.18","87,166.54","959,432.48","2,384,746.81","45,662.71","-68,125.67","-563,826.53","-576,366.26","-861,751.53","-1,643,346.72","-4,603,989.98","-569,901.11","-2,051,662.24","-2,394,607.90","-10,948,154.45","-1,674,186.72","-12,782,071.65","-13,735,471.08","-22,728,027.45","-4,879,792.80","-14,967,809.51","-17,539,684.24","-24,212,745.14","-2,716,887.35","-12,390,804.09","-14,554,230.81"
三、利润总额,"19,328,076.39","42,250,231.31","80,822,373.99","21,569,852.30","44,423,339.86","69,702,297.94","90,366,902.76","22,591,864.79","46,703,011.25","68,658,976.61","96,751,138.53","22,448,297.55","45,276,569.06","69,355,770.80","94,783,227.85","26,964,700.79","58,262,816.58","107,132,218.10","123,913,023.19","27,568,765.50","61,115,529.97","97,935,749.88","140,434,300.77","32,448,148.77","76,029,653.60","112,536,858.10","156,885,908.23","36,992,755.21","76,072,719.48","114,479,897.23","222,606,159.23","58,607,520.45","134,108,555.10","195,860,465.86","286,568,974.62","70,124,239.50","157,371,488.99","229,825,468.47","307,794,781.87","53,073,913.04","132,377,258.19","187,801,488.12"
资产减值损失,"3,040,530.41","-2,876,827.66","-2,598,514.21","-119,749.80","-854,798.28","-576,344.69","-192,948.54","794,346.87","709,943.51","1,205,854.58","858,444.03","163,391.39","-129,738.15","-511,328.47","287,922.93","156,029.85","331,700.65","1,488,159.29","2,171,617.19","719,382.50","274,622.76","-883,225.24","-238,757.17","1,472,634.51","196,522.69","1,317,614.12","2,993,982.00","1,966,765.51","871,901.29","838,638.42","1,892,029.75","-1,054,969.83","788,691.05","3,535,909.40","3,446,327.41","3,115,392.84","1,189,604.33","2,167,969.82","818,420.96","1,558,373.45","3,929,085.52","2,450,274.09"
减:所得税,"2,821,635.58","5,437,292.88","10,395,535.16","3,676,502.67","7,584,426.56","11,770,729.35","14,962,701.22","4,212,920.11","9,467,629.35","14,328,997.16","17,129,575.77","5,318,233.49","9,541,984.29","14,758,510.61","4,766,741.14","284,628.56","-10,022.56","880,432.26","4,416,890.05","28,857.65","911,369.25","1,085,057.88","6,332,606.15","-23,933.02","1,269,494.61","1,910,260.73","5,258,502.54","10,761,330.28","1,680,008.11","1,382,364.45","4,629,484.96","253,141.05","1,796,297.82","2,653,277.19","5,842,400.77","428,402.10","1,833,884.58","2,878,567.16","3,006,831.22","816,489.32",872.72,"151,826.76"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-107,639.17","-144,120.85","-391,423.27","-95,241.81","-119,011.82","-156,653.55","-668,125.98","464,848.53","1,655,134.76","1,610,077.81","2,268,617.40","-30,449.34","358,920.40","1,071,575.75","1,150,837.63","-39,956.94","-56,848.66","-77,222.78","-93,588.27","-20,925.35","-51,259.96","-51,259.96","-60,129.73","-44,765.48","-74,125.42","-74,125.42","-146,459.57",,,,,,,,,"7,953,498.85","5,763,705.46","4,345,431.90","11,425,748.11","-1,125,072.45","-4,490,384.73","-6,857,535.79"
四、净利润,"16,506,440.81","36,812,938.43","70,426,838.83","17,893,349.63","36,838,913.30","57,931,568.59","75,404,201.54","18,378,944.68","37,235,381.90","54,329,979.45","79,621,562.76","17,130,064.06","35,734,584.77","54,597,260.19","90,016,486.71","26,680,072.23","58,272,839.14","106,251,785.84","119,496,133.14","27,539,907.85","60,204,160.72","96,850,692.00","134,101,694.62","32,472,081.79","74,760,158.99","110,626,597.37","151,627,405.69","26,231,424.93","74,392,711.37","113,097,532.78","217,976,674.27","58,354,379.40","132,312,257.28","193,207,188.67","280,726,573.85","69,695,837.40","155,537,604.41","226,946,901.31","304,787,950.65","52,257,423.72","132,376,385.47","187,649,661.36"
其中:对联营企业和合营企业的投资权益,"-107,639.17","-144,120.85","-391,423.27",,"-119,011.82",,"-668,125.98",,"434,592.07",,"2,268,617.40",,"-31,079.60",,"420,274.71",,"-56,848.66",,"-93,588.27",,"-51,259.96","-51,259.96","-60,129.73",,"-74,125.42","-74,125.42","-146,459.57",,,,,,,,,,,,"10,645,748.11","-1,125,072.45","-4,490,384.73",
归属于母公司所有者的净利润,"16,428,240.33","36,860,859.17","71,273,387.74","18,163,219.40","37,496,910.39","58,652,876.05","75,723,025.08","18,435,128.20","37,556,046.80","54,583,077.90","78,186,086.99","17,032,190.77","34,307,448.89","50,940,881.67","85,765,395.67","26,980,169.34","57,708,217.35","106,141,007.81","117,761,002.80","27,881,253.85","59,511,840.54","96,300,694.88","127,693,047.37","33,840,157.42","74,266,640.48","109,548,357.92","143,218,905.26","27,815,764.55","75,712,886.54","114,564,678.25","214,877,127.91","63,683,242.98","139,705,863.84","202,050,478.25","272,231,576.33","74,415,223.61","157,762,455.46","231,371,040.70","302,634,089.60","52,751,266.26","130,936,051.96","187,368,732.93"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"78,200.48","-47,920.74","-846,548.91","-269,869.77","-657,997.09","-721,307.46","-318,823.54","-56,183.52","-320,664.90","-253,098.45","1,435,475.77","97,873.29","1,427,135.88","3,656,378.52","4,251,091.04","-300,097.11","564,621.79","110,778.03","1,735,130.34","-341,346.00","692,320.18","549,997.12","6,408,647.25","-1,368,075.63","493,518.51","1,078,239.45","8,408,500.43","-1,584,339.62","-1,320,175.17","-1,467,145.47","3,099,546.36","-5,328,863.58","-7,393,606.56","-8,843,289.58","8,494,997.52","-4,719,386.21","-2,224,851.05","-4,424,139.39","2,153,861.05","-493,842.54","1,440,333.51","280,928.43"
