科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"160,772,795.50","321,283,934.06","554,232,373.10","1,129,943,326.90","172,960,486.19","383,552,982.48","739,535,109.90","1,143,485,364.91","149,195,736.54","222,060,896.38","299,146,711.88","1,466,041,662.01","234,261,324.91","498,790,622.98","994,996,735.49","1,604,934,829.52","363,456,604.15","608,094,366.61","838,759,470.52","1,527,140,183.89","98,676,853.07","199,516,692.75","513,618,366.76","1,258,763,086.20","228,354,886.17","452,303,238.42","653,996,523.62","910,549,986.74","115,178,947.84","215,393,103.07","284,510,758.72","491,557,404.41","96,493,970.91","187,995,710.41","256,264,100.11","438,602,281.98","134,754,449.50","489,977,227.38","858,822,211.77","846,250,107.64","160,492,531.90","394,313,377.02","689,270,355.00","1,142,950,384.73","159,598,819.24","291,774,122.39","347,671,528.07","705,992,536.72","199,470,542.20"
二、营业利润,"1,527,758.97","24,123,673.06","29,625,813.22","65,246,036.16","3,128,653.69","33,604,931.92","21,105,720.16","-240,892,154.06","-185,374.68","-33,327,764.76","32,110,748.91","103,196,840.18","79,044,807.40","84,510,680.17","263,796,716.91","251,814,331.30","62,133.44","4,373,808.87","5,557,840.56","-72,713,258.67","-24,375,292.74","-71,419,257.50","-70,068,607.40","106,939,799.52","51,230,854.60","95,009,568.00","118,605,718.87","148,274,294.72","14,068,508.39","44,915,686.72","49,384,060.83","54,266,632.78","855,706.84","-11,466,865.28","-37,743,991.64","-25,059,922.42","-23,887,412.45","-42,583,390.40","-62,149,054.48","-27,554,404.08","-20,764,009.10","-7,294,724.37","3,131,727.12","-113,944,901.56","-86,282,477.64","-114,583,801.81","-161,704,653.00","78,489,004.35","-18,434,004.75"
减:营业成本,"92,976,043.45","176,835,126.18","361,410,747.00","793,506,211.61","96,624,802.47","211,119,082.64","512,079,746.28","870,390,579.67","79,222,753.19","130,600,735.00","173,377,071.24","1,136,945,489.93","193,333,530.51","413,473,403.97","823,329,096.47","1,310,361,432.83","327,994,459.16","539,392,307.18","704,842,840.56","1,311,274,974.50","71,630,355.37","150,463,546.50","389,449,856.16","787,015,267.50","110,397,406.25","214,538,131.89","336,378,399.89","483,947,116.86","64,063,889.97","119,113,982.26","154,101,585.47","282,733,087.19","52,566,308.56","109,555,081.55","152,154,863.58","258,816,087.44","101,938,372.27","426,112,585.74","757,219,952.66","609,423,992.09","126,035,009.57","288,105,879.38","499,968,764.66","943,503,169.64","134,317,862.88","216,078,494.40","259,264,257.43","480,341,895.56","155,514,723.01"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,200,766.97","9,877,537.48","14,434,388.78","25,164,334.00","4,983,891.26","12,290,658.52","17,289,737.48","27,893,931.36","3,455,055.40","7,320,299.04","15,831,945.54","37,286,291.09","4,331,136.88","8,576,529.80","18,938,549.51","37,373,374.29","4,870,120.74","12,068,985.08","21,856,751.70","49,957,387.19","3,337,964.96","10,739,073.97","22,116,514.80","82,884,901.12","19,480,374.98","39,167,993.21","57,937,134.04","69,972,014.57","9,460,381.20","15,894,025.28","20,910,471.68","36,207,757.89","7,346,022.27","12,565,787.94","18,563,443.56","28,339,648.66","8,103,915.69","13,399,794.34","19,721,108.97","46,653,609.52","4,354,460.01","16,343,262.13","30,887,785.05","49,655,238.37","3,765,949.91","16,107,932.02","18,876,479.71","42,648,413.93","4,094,570.53"
营业外收入,"1,882,709.62","2,824,482.04","5,237,262.52","4,978,423.42","2,243,577.96","4,800,410.06","5,287,369.24","6,325,441.14","5,901,832.27","6,372,948.35","7,093,242.69","23,001,750.10","2,954,024.04","8,016,597.65","11,056,638.10","41,267,485.93","4,513,642.92","6,585,545.71","8,075,773.82","50,032,226.44","25,531,112.08","84,199,557.90","85,770,753.82","127,445,890.41","2,169,523.04","10,970,934.13","31,720,388.07","48,336,511.52","1,539,027.37","3,477,607.97","3,927,509.30","6,139,955.36","2,048,156.66","15,715,359.10","28,656,396.44","39,129,297.87","530,565.90","2,758,140.43","3,372,186.94","11,231,669.09","587,004.65","1,023,266.59","1,525,620.32","434,112.83","10,692.08","648,698.68","1,728,191.84","2,234,975.63","18,594.95"
销售费用,"43,442,003.91","61,689,324.18","89,209,860.49","121,915,181.20","45,094,895.59","76,748,639.23","112,636,825.71","200,457,449.04","35,797,461.15","63,415,777.05","95,556,846.07","198,666,525.84","40,069,271.50","60,307,629.50","80,025,523.19","159,773,414.80","30,881,612.06","58,339,542.93","88,223,753.51","155,557,626.40","24,233,510.84","53,542,872.29","90,051,691.89","149,216,326.64","26,731,389.68","58,146,333.22","79,341,754.21","106,754,899.38","15,538,939.54","34,266,660.33","52,707,296.95","84,994,392.59","20,503,799.45","34,601,328.45","55,490,557.31","86,629,240.08","22,174,584.93","46,930,963.86","78,418,609.97","132,715,608.82","28,174,123.11","53,650,934.42","92,655,876.18","147,639,428.03","83,745,080.55","145,604,053.07","174,824,289.85","264,800,413.98","30,021,789.96"
减:营业外支出,"188,970.67","229,075.53","287,270.97","495,933.02","63,000.00","1,119,994.87","1,190,603.70","2,426,427.15","230,294.71","525,000.61","1,018,638.74","925,288.01","859,200.70","9,822,955.10","40,188,785.62","76,311,037.05","856,351.02","3,868,172.04","4,352,862.07","6,158,910.24","174,944.31","285,934.82","3,978,468.00","15,238,156.15","474,924.05","1,289,841.58","1,568,769.41","16,129,634.98","44,255.05","209,267.84","2,462,452.77","3,221,315.39","152,760.22","1,982,553.49","2,458,060.68","1,201,814.34","5,393,739.90","5,418,328.58","5,437,172.12","5,523,935.55","2,877.04","2,087.99","172,210.10","194,024.58","11,680.98","530,471.92","555,135.29","3,250,833.16","68,781.85"
管理费用,"15,551,887.15","27,518,990.96","43,938,304.25","43,791,396.06","15,076,356.96","28,146,732.95","42,738,992.69","64,885,860.77","17,816,729.35","33,610,467.56","47,621,010.77","72,510,673.95","18,580,943.71","39,933,540.92","55,211,323.58","84,851,152.73","20,835,163.71","39,351,748.89","61,682,205.95","104,937,083.22","18,304,714.19","45,017,075.22","64,326,805.00","94,129,606.74","17,729,678.50","38,448,597.62","54,311,991.70","78,560,338.27","20,919,345.18","42,861,605.99","61,331,597.51","84,931,955.84","19,817,252.87","38,580,394.36","53,949,918.74","72,022,332.06","20,740,291.70","38,442,545.78","55,866,947.47","73,449,291.39","20,762,493.25","36,433,494.16","52,378,977.92","71,796,527.74","20,635,146.02","39,214,530.51","56,301,388.33","82,716,423.09","20,046,647.95"
其中:非流动资产处置净损失,"32,877.41","61,268.98","61,268.98","335,206.76",,"403,580.09","403,580.09","195,123.64","36,594.82","207,447.94","210,974.73","241,319.01",,"29,838.56","2,207,431.60","26,082,282.44",,"2,599,839.19","2,732,421.14","1,557,812.88","7,242.50","40,916.22","112,048.03","767,694.52",,"33,871.31","33,871.31","2,605,799.44","1,470.25","3,767.05","293,401.23","437,352.60","11,283.47","1,830,875.52","1,894,300.89","86,828.91","5,168,980.72","5,172,205.12","5,175,919.67","5,195,849.73","1,402.80","1,402.80","1,524.69",,,,,,
