科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"59,996,331.69","28,487,494.71","62,815,492.33","42,545,998.78","726,016,643.52","518,496,319.99","459,151,436.38","348,883,826.11","274,752,623.35","398,989,782.03","249,873,230.56","179,445,356.06","151,372,567.12","154,424,476.65","623,465,457.38","491,006,685.36","511,225,652.49","469,618,419.07","292,065,933.66","246,737,154.91","186,215,568.42","867,049,020.20","676,940,500.27","810,161,966.45","586,581,852.49","444,848,627.01","271,867,234.30","700,154,874.20","440,888,041.39","272,249,336.81","425,255,601.99","299,771,348.74","307,676,363.79","258,283,919.72"
短期借款,"40,200,000.00","19,500,000.00","40,840,000.00","63,740,000.00","54,885,000.00",,,,,"200,000,000.00","267,200,000.00","267,760,000.00","265,100,000.00","282,440,000.00","61,580,000.00","70,920,000.00","150,260,000.00","230,000,000.00","254,000,000.00","300,000,000.00","370,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","150,000,000.00","200,000,000.00","550,000,000.00","300,000,000.00","350,000,000.00","350,000,000.00","498,000,000.00","678,000,000.00","928,000,000.00","1,248,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"936,502.10","2,416,017.60","6,040,696.90","5,044,750.00","8,388,060.37","6,246,151.91","7,242,217.17","4,339,281.45","15,622,526.90","22,321,714.01","24,711,221.21","19,879,130.59","17,882,550.96","28,270,226.77","40,409,135.49","31,920,627.35","42,375,718.27","46,754,404.13","52,804,907.84","36,820,736.88","55,694,316.06","55,560,048.96","28,220,447.38","32,380,567.79","49,009,779.60","22,572,278.13","25,738,388.61","12,913,607.87","86,470,827.02","33,385,025.84","53,510,615.66","24,885,578.53","63,459,203.28","74,680,429.77"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,585,841.12","69,275,592.42","43,375,216.21","76,778,428.53","80,069,058.02"
应收账款,"35,265,511.65","48,067,919.45","55,960,655.73","68,128,699.43","68,882,910.56","77,673,365.23","64,756,242.23","75,098,192.73","80,544,353.46","84,229,367.58","108,963,375.94","119,361,232.03","125,822,004.82","142,763,275.76","154,662,282.65","145,183,841.48","169,406,933.41","215,863,345.49","249,089,507.52","259,261,766.92","252,718,707.56","257,332,626.04","237,144,822.10","289,141,436.65","277,886,386.25","274,579,747.92","249,288,147.64","356,588,025.93","348,674,825.23","390,182,409.67","462,379,508.31","459,613,256.00","482,042,657.76","454,033,179.88"
应付账款,"46,967,746.22","14,978,311.74","22,140,979.64","6,251,492.96","18,216,277.24","22,965,007.06","11,559,374.54","14,505,496.51","43,533,524.89","22,015,296.82","27,355,613.28","23,801,118.36","31,548,053.00","25,487,206.24","39,041,578.22","40,701,639.39","43,908,824.53","27,939,751.16","67,178,067.44","26,667,767.21","98,221,652.26","83,954,648.26","293,747,759.33","276,253,440.11","235,901,510.45","223,061,731.82","456,759,779.72","333,464,628.57","374,147,429.15","225,074,252.44","241,131,775.58","297,922,789.77","230,446,495.68","248,284,101.63"
预付款项,"332,150.52","3,839,100.86","3,553,045.02","7,999,855.06","4,297,858.61","122,873,813.15","36,193,959.67","35,096,513.01","75,483,805.02","65,900,288.99","49,607,507.71","65,090,719.10","74,126,204.70","72,325,302.34","43,069,531.55","44,395,616.37","42,883,465.63","24,345,380.29","69,769,600.40","44,320,936.08","118,895,846.48","140,284,041.27","90,073,566.36","131,753,256.22","118,180,262.61","143,653,779.75","162,637,976.83","190,629,160.42","296,369,650.90","291,496,863.64","171,844,582.15","175,637,956.91","197,999,850.34","260,978,976.26"
预收款项,"1,358,522.86","2,897,280.52","3,256,130.22","1,845,652.87","3,479,278.66","2,960,236.11","5,396,184.45","3,583,398.31","11,083,620.68","11,182,991.59","9,764,618.36","20,979,843.72","14,036,559.44","12,553,510.82","15,296,652.38","12,341,320.02","12,072,348.94","17,112,132.21","31,406,459.27","20,526,809.28","22,319,712.24","34,248,608.63","46,177,795.94","62,324,036.55","31,871,918.10","34,006,196.52","43,454,394.19","51,069,611.02","36,642,252.30","99,192,761.07","106,508,943.82","103,355,880.92","109,480,925.00","139,675,121.47"
