科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"107,112,085.14","142,160,827.78","207,703,266.05","22,079,667.87","41,815,618.57","92,943,581.36","181,308,708.17","91,357,730.94","175,427,175.83","236,954,004.21","355,409,654.56","72,266,904.19","153,628,000.68","235,956,728.42","359,791,160.33","85,284,195.78","177,365,613.14","308,582,356.75","468,801,642.96","100,809,358.30","244,809,055.98","357,402,864.32","527,174,065.17","117,020,101.16","231,137,203.49","359,257,250.86","926,014,552.57","306,248,381.88","467,372,112.16","645,146,700.38","961,478,677.14","132,629,489.78","282,792,313.74","487,787,197.76"
取得子公司及其他营业单位支付的现金净额,,,,,,,"10,026,762.34",,,,,"-2,000,000.00",,,,,,,,,,,,,,,"240,408,733.66","57,247,628.00","57,247,628.00","87,247,628.00","104,337,628.00","7,070,000.00","7,070,000.00","7,070,000.00"
收到的税费返还,,,,,,"232,903.84",,"11,700.00","98,340.00","98,340.00",,"310,253.50","390,453.85","520,253.29",,"57,255.50","217,125.63","217,125.63",,,,,,,"252,675.83","1,348,049.83","880,403.10","809,885.45","2,474,647.47","5,541,273.54","6,279,033.95","1,785,502.03","3,249,490.31","3,744,725.23"
支付其他与投资活动有关的现金,,,,,,,,"8,519.00",,,,,,,,,,"16,236.10",,,,"809,688.20",,,,,,"31,310.71",,,,,,
收到其他与经营活动有关的现金,"1,071,917.91","3,654,925.22","1,336,264.61","4,140,711.15","2,483,861.70","10,414,886.07","16,963,638.19","7,324,431.87","9,169,478.04","25,866,994.52","17,670,163.64","23,297,460.84","23,481,239.56","29,812,663.35","21,787,180.31","7,880,226.53","24,783,912.76","44,537,866.59","16,179,150.56","18,449,871.06","26,476,831.42","48,514,615.52","12,631,435.70","17,564,271.56","18,123,879.10","29,015,235.83","52,174,251.01","80,575,153.93","158,696,806.30","179,543,166.93","61,186,687.48","37,629,309.84","69,128,211.04","84,835,192.40"
投资活动现金流出小计,"23,295,558.27","15,538,738.71","8,795,367.39","3,182,845.62","6,236,582.77","53,862,793.10","30,794,785.93","13,604,233.61","47,660,399.81","85,238,379.28","156,073,208.34","5,014,367.82","24,917,442.38","44,204,278.40","70,126,482.16","8,972,567.11","19,627,925.53","34,606,765.75","39,267,526.33","10,837,637.19","9,993,677.29","18,621,930.40","34,640,110.16","1,772,034.93","5,734,721.60","127,720,686.90","284,840,707.92","107,315,197.70","134,768,420.83","215,425,317.70","262,800,867.75","58,098,648.43","97,889,131.29","185,681,926.17"
经营活动现金流入小计,"108,184,003.05","145,815,753.00","209,039,530.66","26,220,379.02","44,299,480.27","103,591,371.27","198,272,346.36","98,693,862.81","184,694,993.87","262,919,338.73","373,079,818.20","95,874,618.53","177,499,694.09","266,289,645.06","381,578,340.64","93,221,677.81","202,366,651.53","353,337,348.97","484,980,793.52","119,259,229.36","271,285,887.40","405,917,479.84","539,805,500.87","134,584,372.72","249,513,758.42","389,620,536.52","979,069,206.68","387,633,421.26","628,543,565.93","830,231,140.85","1,028,944,398.57","172,044,301.65","355,170,015.09","576,367,115.39"
投资活动产生的现金流量净额,"-23,293,913.27","-14,950,303.85","-8,763,943.55","-3,182,845.62","-6,216,582.77","-53,766,993.10","-29,238,531.91","-13,604,233.61","-47,641,899.81","-72,953,507.36","-127,697,621.70","-5,014,367.82","-24,897,442.38","-44,183,268.40","-70,111,739.77","-8,971,027.11","-19,626,385.53","-34,605,225.75","-38,573,630.89","-10,837,637.19","-9,993,677.29","-16,521,930.40","-30,735,153.82","-1,772,034.93","-5,734,601.60","-124,104,084.34","-284,840,587.92","-107,292,197.70","-134,735,420.83","-80,392,317.70","-171,986,904.88","-53,085,648.43","50,728,868.71","-37,063,926.17"
购买商品、接受劳务支付的现金,"22,217,320.49","85,620,623.23","92,451,645.39","38,188,751.84","69,682,272.30","94,387,608.44","160,729,887.59","74,831,040.46","118,396,866.01","186,841,540.73","236,642,638.51","47,968,999.61","117,489,381.20","183,050,101.45","277,776,671.15","55,083,405.89","131,720,099.86","223,465,793.39","296,665,347.45","98,679,461.16","200,394,625.37","269,709,555.99","377,090,477.49","63,105,428.18","131,273,201.24","235,271,355.49","432,726,351.01","162,190,985.28","259,465,306.14","465,431,052.26","540,271,567.30","63,015,465.11","231,392,001.71","407,587,197.64"
吸收投资收到的现金,"14,140,089.42",,,"460,600,000.00","460,647,855.07","460,647,855.07","460,600,000.00",,,,,"2,900,000.00","9,346,000.00","9,846,000.00","9,846,000.00",,,,,,,,,,,,"15,000,000.00",,"250,000.00","22,750,000.00","22,750,000.00",,"2,200,000.00","8,190,337.62"
