科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"516,152,436.88","474,169,881.53","553,380,376.99","304,630,998.13","460,584,139.80","652,446,469.34","148,457,046.15","313,126,486.39","545,333,492.08","767,608,097.45","133,220,558.63","358,585,251.74","606,734,717.22","782,685,726.80","187,669,081.51","452,238,621.13","772,821,240.89","995,971,592.29","226,767,484.67","536,836,828.98","852,587,299.81","1,025,919,244.75","241,183,608.47","525,343,036.23","838,228,623.56","1,092,130,558.21","296,340,219.72","670,742,652.28","1,047,882,053.25","1,405,512,449.75","412,016,912.76","880,470,942.56","1,390,288,213.85","1,888,242,827.47","483,071,466.97","1,070,958,412.10"
取得子公司及其他营业单位支付的现金净额,"1,540,000.00","3,000,000.00",,,,,,,,"12,371,436.26",,,,,,,,,,,,,,,,"49,562,092.13",,,,,,,,,,
收到的税费返还,"503,485.70","73,388.66",,,,,"83,488.48","83,488.48","83,488.48","83,488.48","108,556.12","215,479.58","215,479.58","108,556.12",,"44,311.00","44,311.00",,,,,"28,774.42",,,,"20,091.42",,,,,,,,,"806,960.56","806,960.56"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"3,725,000.00",,,,,,,,"1,137,556.21",,
收到其他与经营活动有关的现金,"10,001,539.96","7,039,940.60","20,208,228.68","5,061,078.79","6,391,736.72","19,088,736.18","6,477,789.29","9,399,799.36","11,546,008.71","20,752,829.04","2,150,933.00","12,202,239.60","14,530,888.61","19,327,165.60","8,829,544.74","21,169,797.19","22,936,788.76","37,524,020.28","4,909,675.78","11,154,707.97","23,360,545.95","30,603,329.18","5,067,207.69","25,403,949.95","30,960,423.66","43,425,346.76","2,411,410.18","6,234,851.76","17,733,538.47","38,034,410.27","5,344,458.50","33,675,764.77","41,570,568.10","41,683,296.51","1,401,150.53","32,889,916.02"
投资活动现金流出小计,"56,880,612.21","58,056,083.71","12,246,284.44","24,900,203.29","27,195,459.73","46,889,787.54","8,935,244.44","49,949,567.76","84,020,792.44","118,996,810.80","28,453,165.51","47,323,439.66","81,573,307.01","92,409,790.75","26,614,099.43","41,476,936.93","93,489,620.41","207,477,126.71","65,600,728.30","127,920,761.79","302,776,739.80","511,088,781.44","107,829,532.14","343,101,577.10","632,228,340.56","830,050,883.41","188,380,538.39","247,270,125.59","489,393,559.67","859,897,080.81","560,755,681.99","998,719,520.86","1,613,402,073.28","2,152,447,695.96","598,142,562.63","1,097,602,054.94"
经营活动现金流入小计,"526,657,462.54","481,283,210.79","573,588,605.67","309,692,076.92","466,975,876.52","671,535,205.52","155,018,323.92","322,609,774.23","556,962,989.27","788,444,414.97","135,480,047.75","371,002,970.92","621,481,085.41","802,121,448.52","196,498,626.25","473,452,729.32","795,802,340.65","1,033,495,612.57","231,677,160.45","547,991,536.95","875,947,845.76","1,056,551,348.35","246,250,816.16","550,746,986.18","869,189,047.22","1,135,575,996.39","298,751,629.90","676,977,504.04","1,065,615,591.72","1,443,546,860.02","417,361,371.26","914,146,707.33","1,431,858,781.95","1,929,926,123.98","485,279,578.06","1,104,655,288.68"
投资活动产生的现金流量净额,"-56,879,612.21","-54,844,883.71","-12,041,398.71","-24,815,603.29","-27,110,859.73","-46,808,841.04","-8,933,494.44","-49,464,577.92","-83,528,702.60","-118,462,604.96","-28,452,725.51","-47,320,999.66","-81,553,846.61","-92,371,710.35","-26,559,099.43","-41,421,936.93","-93,434,620.41","-132,120,662.14","-8,087,351.59","-60,348,316.68","-114,249,086.30","-206,044,929.47","33,751,152.79","-60,352,337.55","-198,252,592.08","-265,423,232.15","-21,790,796.16","-9,772,633.36","-88,438,327.71","-322,020,245.88","-260,691,506.05","-236,073,105.12","-276,622,895.49","-600,225,408.94","33,842,516.18","108,577,348.81"
购买商品、接受劳务支付的现金,"316,978,587.30","285,683,340.27","233,239,235.28","166,692,045.79","251,665,222.99","359,444,861.17","77,225,503.79","181,336,312.74","296,051,086.90","385,161,075.40","70,009,337.27","153,037,810.85","252,517,620.87","338,653,748.13","108,221,642.81","212,114,853.95","336,558,040.36","453,437,025.06","189,136,927.39","319,822,261.92","463,473,891.03","504,272,466.00","136,384,373.90","270,084,708.83","360,083,749.55","449,920,070.94","142,083,144.38","302,502,914.37","422,154,924.39","530,671,890.11","214,300,891.94","424,082,657.71","569,737,860.20","792,969,015.69","335,860,653.39","502,233,636.47"
吸收投资收到的现金,,"100,208,659.50",,,,"523,768,909.64",,,,,,,,,,,,,,,,,,,,"32,062,505.87",,,,,,,,,,
支付给职工以及为职工支付的现金,"47,985,943.31","65,308,235.26","57,998,837.22","31,087,351.06","47,907,120.42","59,801,598.53","27,987,101.76","37,203,668.00","51,173,738.72","80,971,344.57","26,220,983.57","49,015,286.65","65,126,666.78","91,816,396.90","28,398,891.59","52,820,132.31","80,137,823.72","108,040,933.87","31,393,353.68","60,950,892.58","89,748,471.31","121,437,704.42","33,630,891.64","66,426,979.29","100,945,530.20","135,560,648.14","43,216,309.44","80,221,990.03","116,870,379.91","150,016,326.55","45,014,141.05","87,201,773.45","129,107,352.26","170,788,589.05","54,088,177.27","106,980,132.21"
取得借款收到的现金,"133,700,000.00","213,000,000.00","178,220,000.00","42,500,000.00","42,500,000.00","42,500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付的各项税费,"40,096,873.84","49,943,574.61","60,041,352.18","26,741,915.79","43,965,361.02","57,267,477.38","10,370,852.11","31,098,111.40","52,970,216.76","76,013,188.49","12,632,785.37","38,397,687.64","66,588,932.38","87,520,474.17","24,528,227.44","56,987,540.70","86,392,770.07","113,056,380.80","23,032,165.80","74,273,012.55","107,341,452.75","130,146,599.63","18,993,922.60","64,223,244.64","99,703,322.31","132,942,083.32","32,181,136.14","99,326,089.23","139,663,880.36","181,528,973.94","47,247,933.38","119,955,140.46","172,638,107.28","238,405,505.30","63,526,973.55","161,507,173.45"
收到其他与筹资活动有关的现金,"1,000,000.00","500,000.00","16,998,000.00","7,165,393.00","7,165,393.00","21,722,000.00",,,,,,,,,,,,,,,,,,,,"4,300,000.00",,,,,,,,"1,471,760.00",,
支付其他与经营活动有关的现金,"79,164,111.89","65,806,425.38","76,375,360.47","37,547,398.91","65,414,677.66","81,116,901.26","16,622,944.66","59,666,094.49","75,946,839.28","128,101,154.11","19,673,557.24","60,708,113.00","98,022,958.56","131,748,722.98","18,809,298.47","72,361,776.36","111,403,536.89","159,235,367.98","32,169,647.62","106,712,012.75","148,892,916.05","191,483,165.49","36,520,860.58","91,001,065.92","137,409,266.29","172,509,465.27","38,176,075.40","69,748,066.25","113,317,838.22","178,499,937.21","43,172,323.83","88,210,646.68","148,826,456.88","204,980,305.62","81,077,385.97","142,421,483.48"
筹资活动现金流入小计,"134,700,000.00","313,708,659.50","195,218,000.00","49,665,393.00","49,665,393.00","587,990,909.64",,,,,,,,,,,,,,,,,,,,"36,362,505.87",,,,,,,,"1,471,760.00",,
经营活动现金流出小计,"484,225,516.34","466,741,575.52","427,654,785.15","262,068,711.55","408,952,382.09","557,630,838.34","132,206,402.32","309,304,186.63","476,141,881.66","670,246,762.57","128,536,663.45","301,158,898.14","482,256,178.59","649,739,342.18","179,958,060.31","394,284,303.32","614,492,171.04","833,769,707.71","275,732,094.49","561,758,179.80","809,456,731.14","947,339,935.54","225,530,048.72","491,735,998.68","698,141,868.35","890,932,267.67","255,656,665.36","551,799,059.88","792,007,022.88","1,040,717,127.81","349,735,290.20","719,450,218.30","1,020,309,776.62","1,407,143,415.66","534,553,190.18","913,142,425.61"
偿还债务支付的现金,"131,700,000.00","166,800,000.00","258,670,200.00","52,820,000.00","102,820,000.00","192,320,000.00",,,,,,,,,,,,,,,,,,,,"116,800,000.00",,,,,,,,,,
