科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"253,361,068.26","327,608,951.85","434,543,320.81","159,425,478.46","278,182,410.32","339,177,596.82","404,793,032.82","61,287,762.19","119,964,248.63","166,924,736.26","217,800,957.93","33,891,295.08","70,231,846.69","113,628,016.17","136,274,717.27","14,212,515.65","31,606,151.72","56,276,615.57","734,914,574.74","109,600,552.54","195,809,314.62","360,449,599.05","782,222,666.76","143,683,733.94","503,470,116.41","883,302,336.15","1,450,255,448.19","272,504,517.83"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,"11,795,395.83",,,,,
收到的税费返还,,"1,665,625.71","7,571,435.27","1,333,439.98","2,045,040.42","2,045,040.42","2,445,105.05",,,"645,014.06","804,987.26","319,201.94","29,907.58","29,907.58","34,876.30","106,751.22","106,751.22","106,751.22",,,,"80,132.91",,"1,769.67",,,,
支付其他与投资活动有关的现金,,"306,837.19",,,,,,,,,,,,,,,,,"205,000,000.00","57,747.90",,,"1,953,000,000.00","40,000,000.00","2,232.57","78,002,232.57","8,582,000,000.00","149,000,000.00"
收到其他与经营活动有关的现金,"34,337,730.03","14,083,341.12","3,473,414.61","346,615.02","838,476.20","1,594,801.07","27,849,221.20","494,415.23","9,381,722.43","12,766,138.88","15,585,535.17","1,011,670.42","1,969,351.63","4,984,442.55","8,794,646.37","3,074,537.49","3,356,101.83","4,386,967.18","15,363,652.57","329,791.03","6,111,834.36","6,455,150.90","52,073,786.77","853,926.17","70,698,771.00","75,228,329.93","79,545,641.94","55,921,410.72"
投资活动现金流出小计,"74,703,553.72","5,619,662.47","12,935,575.01","2,938,531.17","4,789,863.35","7,224,142.55","19,501,121.11","13,215,777.12","24,049,126.81","34,809,577.12","36,867,822.28","61,565,950.00","66,711,530.00","226,974,730.00","146,300,001.73","107,699.13","15,501,855.06","1,201,855.06","360,482,197.40","22,871,158.48","39,488,566.97","76,065,683.06","2,033,016,574.12","46,441,430.48","116,897,843.07","248,061,753.11","8,961,727,253.83","322,602,438.52"
经营活动现金流入小计,"287,698,798.29","343,357,918.68","445,588,170.69","161,105,533.46","281,065,926.94","342,817,438.31","435,087,359.07","61,782,177.42","129,345,971.06","180,335,889.20","234,191,480.36","35,222,167.44","72,231,105.90","118,642,366.30","145,104,239.94","17,393,804.36","35,069,004.77","60,770,333.97","750,278,227.31","109,930,343.57","201,921,148.98","366,984,882.86","834,296,453.53","144,539,429.78","574,168,887.41","958,530,666.08","1,529,801,090.13","328,425,928.55"
投资活动产生的现金流量净额,"-74,703,553.72","-5,319,662.47","-9,035,575.01","-2,938,531.17","-4,789,863.35","-7,224,142.55","-4,545,184.08","-13,215,777.12","-24,049,126.81","-34,809,577.12","-36,823,377.82","-61,453,984.18","-66,418,189.18","-145,790,665.89","-140,169,296.14","17,298,955.32","-13,654,652.60","17,195,964.97","107,309,882.23","-14,666,554.31","153,726,959.16","147,872,325.77","-1,786,933,387.22","-21,566,532.18","-30,929,548.19","-82,179,788.72","-384,902,913.99","-218,412,994.60"
购买商品、接受劳务支付的现金,"160,510,862.46","242,634,184.12","311,993,628.03","101,655,797.81","189,487,778.64","231,395,450.87","266,248,583.05","39,054,445.08","67,872,957.05","100,392,614.88","139,414,077.12","23,483,296.87","45,559,520.20","57,502,860.14","69,355,194.62","12,435,203.47","19,771,026.05","31,606,268.61","179,477,807.35","13,509,547.75","83,721,766.95","120,405,671.36","88,370,486.90","30,754,542.59","80,698,321.45","155,750,344.50","196,641,416.49","53,886,552.02"
吸收投资收到的现金,,,,,"403,411,861.85","403,411,861.85","412,610,000.00",,,,,,,,,,,,"1,616,763,955.83",,,,"1,200,000.00",,"32,615,500.00","32,615,500.00","32,615,500.00",
