科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
支付给职工以及为职工支付的现金,"18,316,519.25","22,444,088.69","33,933,489.08","15,743,799.33","21,904,883.39","34,683,173.63","42,465,922.97","13,879,844.74","22,583,013.79","31,558,960.03","39,595,955.75","10,233,812.57","17,448,417.93","25,242,257.71","32,465,491.60","7,880,504.12","13,701,067.39","19,496,149.58","81,351,301.36","28,430,582.61","48,558,861.39","71,322,406.84","91,868,629.44","31,229,490.72","54,201,244.74","76,173,785.67","100,980,731.58","36,126,398.95"
取得借款收到的现金,"30,000,000.00","49,700,000.00","77,000,000.00",,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00",,,,,,,,,
支付的各项税费,"10,166,565.75","25,202,415.62","32,035,495.90","8,033,081.90","19,293,204.72","24,608,978.00","29,266,045.23","6,935,652.60","13,980,945.14","19,358,438.82","22,571,901.21","2,489,692.43","7,159,691.07","8,841,958.88","12,112,675.05","1,778,308.16","4,249,243.29","6,982,756.01","95,522,940.74","22,891,531.34","41,439,878.85","63,577,789.62","104,547,641.03","36,240,242.11","81,799,888.73","124,464,094.33","172,936,635.82","38,147,499.50"
收到其他与筹资活动有关的现金,"3,000,000.00","3,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,"250,000.00","250,000.00",,,,,
支付其他与经营活动有关的现金,"38,779,744.23","39,855,356.14","24,423,736.56","8,372,437.43","15,280,845.05","19,590,244.31","22,565,368.13","4,521,675.17","7,598,078.39","10,121,251.86","13,293,433.40","1,375,902.83","4,281,699.25","10,398,011.83","13,787,592.89","3,266,264.62","6,234,065.72","9,400,405.24","206,783,891.78","48,404,984.80","71,974,264.81","75,897,555.24","252,990,704.66","74,570,149.59","234,088,196.20","414,395,837.52","573,352,165.41","112,884,957.36"
筹资活动现金流入小计,"33,000,000.00","52,700,000.00","79,000,000.00",,"403,411,861.85","403,411,861.85","412,610,000.00",,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","1,666,763,955.83",,,"250,000.00","1,450,000.00",,"32,615,500.00","32,615,500.00","32,615,500.00",
经营活动现金流出小计,"227,773,691.69","330,136,044.57","402,386,349.57","133,805,116.47","245,966,711.80","310,277,846.81","360,545,919.38","64,391,617.59","112,034,994.37","161,431,265.59","214,875,367.48","37,582,704.70","74,449,328.45","101,985,088.56","127,720,954.16","25,360,280.37","43,955,402.45","67,485,579.44","563,135,941.23","113,236,646.50","245,694,772.00","331,203,423.06","537,777,462.03","172,794,425.01","450,787,651.12","770,784,062.02","1,043,910,949.30","241,045,407.83"
偿还债务支付的现金,"20,000,000.00","35,000,000.00","69,700,000.00","17,000,000.00","77,000,000.00","77,000,000.00","77,000,000.00",,,,,,,,,,"20,000,000.00","20,000,000.00","150,000,000.00",,"50,000,000.00","66,600,000.00","56,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00","5,500,000.00",
经营活动产生的现金流量净额,"59,925,106.60","13,221,874.11","43,201,821.12","27,300,416.99","35,099,215.14","32,539,591.50","74,541,439.69","-2,609,440.17","17,310,976.69","18,904,623.61","19,316,112.88","-2,360,537.26","-2,218,222.55","16,657,277.74","17,383,285.78","-7,966,476.01","-8,886,397.68","-6,715,245.47","187,142,286.08","-3,306,302.93","-43,773,623.02","35,781,459.80","296,518,991.50","-28,254,995.23","123,381,236.29","187,746,604.06","485,890,140.83","87,380,520.72"
分配股利、利润或偿还利息支付的现金,"3,477,137.50","3,819,702.48","13,857,944.46","16,766,705.57","17,610,758.90","17,610,758.90","17,610,758.90",,"13,205,134.00","14,413,039.08","14,400,000.00",,"9,528,906.74","10,400,000.00","10,400,000.00","47,647.69","5,097,097.39","5,097,097.39","3,245,008.33","165,000.00","165,000.00","145,573,550.61","145,699,650.61",,"261,168,011.40","262,719,200.24","289,613,074.15",
收回投资收到的现金,,,"3,000,000.00",,,,,,,,,,,"79,000,000.00",,"16,700,000.00",,"15,700,000.00","103,000,000.00",,,,,,"11,491,200.00","11,491,200.00","11,491,200.00",
支付其他与筹资活动有关的现金,,,,,,,"46,872,437.03",,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,,"300,000.00","900,000.00",,,,,,,,,,,"1,890,723.29","4,600,783.57","706,654.45","1,847,202.46","2,697,820.03",,,,,"27,071,912.37","24,874,898.30","30,234,876.40","48,704,850.36","78,583,066.14","23,863,811.83"
筹资活动现金流出小计,"23,477,137.50","38,819,702.48","83,557,944.46","33,766,705.57","94,610,758.90","94,610,758.90","141,483,195.93",,"13,205,134.00","14,413,039.08","14,400,000.00",,"9,528,906.74","10,400,000.00","10,400,000.00","47,647.69","25,097,097.39","25,097,097.39","153,245,008.33","165,000.00","50,165,000.00","212,173,550.61","202,199,650.61","5,500,000.00","266,668,011.40","268,219,200.24","295,113,074.15",
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,"3,500.00",,,,"44,444.46","111,965.82","293,340.82","293,340.82","329,922.02",,,,"436,398.81",,"38,182.84","39,682.84","156,118.69",,,,"592,200.00","65,012,849.19"
筹资活动产生的现金流量净额,"9,522,862.50","13,880,297.52","-4,557,944.46","-33,766,705.57","308,801,102.95","308,801,102.95","271,126,804.07",,"-13,205,134.00","-14,413,039.08","-14,400,000.00",,"-9,528,906.74","-10,400,000.00","-10,400,000.00","19,952,352.31","-5,097,097.39","-5,097,097.39","1,513,518,947.50","-165,000.00","-50,165,000.00","-211,923,550.61","-200,749,650.61","-5,500,000.00","-234,052,511.40","-235,603,700.24","-262,497,574.15",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"58,042.90","-625,757.45","-860,517.01","85,816.27","143,010.93","111,364.69","14,398.77","-43,512.27","-188,811.52","-259,644.42","-438,337.37","22,034.16","19,661.15","19,661.15","96,219.39","202,098.71","170,350.01","395,910.14","1,196,666.93",,"513,145.22","867,547.29","1,887,683.38","-258,864.18","-942,117.91","-1,842,157.33","-2,509,667.81","-1,705,181.60"
收到其他与投资活动有关的现金,,,,,,,"14,952,437.03",,,,,,,,"1,200,000.00",,,,"364,355,680.82","8,204,604.17","193,177,343.29","223,898,325.99","218,855,155.84",,"44,242,218.48","105,685,914.03","8,486,157,873.70","15,312,782.90"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"300,000.00","3,900,000.00",,,,"14,955,937.03",,,,"44,444.46","111,965.82","293,340.82","81,184,064.11","6,130,705.59","17,406,654.45","1,847,202.46","18,397,820.03","467,792,079.63","8,204,604.17","193,215,526.13","223,938,008.83","246,083,186.90","24,874,898.30","85,968,294.88","165,881,964.39","8,576,824,339.84","104,189,443.92"
五、现金及现金等价物净增加额,"-5,197,541.72","21,156,751.71","28,747,784.64","-9,319,003.48","339,253,465.67","334,227,916.59","341,137,458.45","-15,868,729.56","-20,132,095.64","-30,577,637.01","-32,345,602.31","-63,792,487.28","-78,145,657.32","-139,513,727.00","-133,089,790.97","29,486,930.33","-27,467,797.66","5,779,532.25","1,809,167,782.74","-18,137,857.24","60,301,481.36","-27,402,217.75","-1,689,276,362.95","-55,580,391.59","-142,542,941.21","-131,879,042.23","-164,020,015.12","-132,737,655.48"
购建固定资产、无形资产和其他长期资产支付的现金,"71,703,553.72","5,312,825.28","12,935,575.01","2,938,531.17","4,789,863.35","7,224,142.55","19,501,121.11","13,215,777.12","24,049,126.81","34,809,577.12","36,867,822.28","1,565,950.00","1,711,530.00","1,974,730.00","3,300,001.73","107,699.13","1,201,855.06","1,201,855.06","68,332,197.40","2,813,353.81","27,693,171.14","43,565,683.06","56,221,178.29","6,441,430.48","90,895,610.50","144,059,520.54","319,009,488.23","60,111,238.52"
期初现金及现金等价物余额,"15,187,083.72","9,989,542.00","31,146,293.71","59,894,078.35","59,894,078.35","59,894,078.35","59,894,078.35","401,031,536.80","401,031,536.80","401,031,536.80","401,031,536.80","368,685,934.49","368,685,934.49","368,685,934.49","368,685,934.49","235,596,143.52","235,596,143.52","235,596,143.52","259,544,583.37","2,068,712,366.11","2,068,712,366.11","2,068,712,366.11","2,068,712,366.11","379,436,003.16","379,436,003.16","379,436,003.16","379,436,003.16","215,415,988.04"
投资支付的现金,"3,000,000.00",,,,,,,,,,,"60,000,000.00","65,000,000.00","225,000,000.00","143,000,000.00",,"14,300,000.00",,"87,150,000.00","20,000,056.77","11,795,395.83","32,500,000.00","12,000,000.00",,"26,000,000.00","26,000,000.00","60,717,765.60","113,491,200.00"
期末现金及现金等价物余额,"9,989,542.00","31,146,293.71","59,894,078.35","50,575,074.87","399,147,544.02","394,121,994.94","401,031,536.80","385,162,807.24","380,899,441.16","370,453,899.79","368,685,934.49","304,893,447.21","290,540,277.17","229,172,207.49","235,596,143.52","265,083,073.85","208,128,345.86","241,375,675.77","2,068,712,366.11","2,050,574,508.87","2,129,013,847.47","2,041,310,148.36","379,436,003.16","323,855,611.57","236,893,061.95","247,556,960.93","215,415,988.04","82,678,332.56"
