科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"572,408,405.03","637,225,938.46","668,110,821.91","289,833,791.24","402,642,891.96","598,969,151.76","78,777,968.06","260,120,570.79","445,331,704.98","729,085,846.84","84,330,947.53","271,136,770.48","479,205,227.34","777,089,002.47","133,259,638.00","330,278,841.55","485,558,996.49","787,914,143.50","104,531,653.66","292,551,446.22","463,274,186.82","812,163,016.64","99,426,466.48","286,601,689.71","457,551,233.22","728,392,915.53","82,562,705.86","176,542,850.62","268,210,852.62","462,604,279.00","101,114,122.24","278,986,106.77","535,837,760.74","965,603,012.77","390,424,693.89"
取得子公司及其他营业单位支付的现金净额,"10,000,000.00","107,253,725.45","28,620,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"168,911.00","1,278,437.00","1,281,273.72","1,281,273.72",,,,"2,642,070.00",,,,"1,250,478.00",,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,"11,244,000.00",,,,,,,,,,,"1,318,500,000.00","229,000,000.00","628,000,000.00","877,000,000.00","911,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,,,"115,000,000.00","488,000,000.00","603,000,000.00","658,000,000.00","658,000,000.00","163,004,200.00","663,000,000.00","718,000,000.00","1,280,000,000.00","55,000,000.00"
收到其他与经营活动有关的现金,"66,714,138.85","80,503,429.27","9,163,261.68","7,508,161.44","14,924,646.16","25,405,301.42","10,149,360.92","25,570,377.43","38,107,002.14","84,292,704.22","10,436,139.96","55,236,736.70","75,819,471.67","84,399,342.92","7,445,213.39","20,561,099.71","26,713,975.52","37,256,509.07","7,521,825.46","20,535,696.79","38,291,058.26","54,502,218.20","8,578,097.19","17,662,430.97","36,204,165.63","46,744,855.09","19,868,180.01","64,392,782.37","71,930,624.33","81,700,875.57","5,324,280.67","15,589,045.91","22,909,243.23","37,749,672.99","6,565,042.76"
投资活动现金流出小计,"230,759,723.82","204,139,218.14","51,732,375.07","26,361,439.45","32,171,136.38","51,514,142.45","25,690,305.39","58,644,525.04","132,675,174.20","309,560,876.86","35,253,604.09","103,805,264.68","165,280,909.18","1,517,555,456.46","282,429,272.83","717,725,422.91","1,002,839,381.19","1,112,365,975.68","107,333,951.38","159,884,542.52","233,954,396.25","336,955,490.84","43,899,201.70","110,945,433.83","162,953,778.23","347,715,071.62","568,664,230.38","771,760,008.97","914,025,830.00","975,047,010.38","202,653,699.22","789,243,143.80","884,397,684.21","1,530,845,494.47","129,377,044.82"
经营活动现金流入小计,"639,122,543.88","717,729,367.73","677,442,994.59","298,620,389.68","418,848,811.84","625,655,726.90","88,927,328.98","285,690,948.22","483,438,707.12","816,020,621.06","94,767,087.49","326,373,507.18","555,024,699.01","862,738,823.39","140,704,851.39","350,839,941.26","512,272,972.01","825,170,652.57","112,053,479.12","313,087,143.01","501,565,245.08","866,665,234.84","108,004,563.67","304,264,120.68","493,755,398.85","775,137,770.62","102,430,885.87","240,935,632.99","340,141,476.95","544,305,154.57","106,438,402.91","294,575,152.68","558,747,003.97","1,003,352,685.76","396,989,736.65"
投资活动产生的现金流量净额,"-34,759,723.82","-136,244,497.49","-43,486,375.07","-14,333,439.45","-20,115,136.38","-39,458,142.45","-25,690,305.39","-58,644,525.04","-132,675,174.20","-306,251,566.11","-33,603,205.56","-101,177,448.43","-161,847,598.35","-194,736,414.89","-52,292,643.03","-87,752,169.79","-246,343,289.21","-198,100,443.81","-107,333,951.38","-159,830,714.74","-233,900,568.47","-336,907,663.06","-43,859,201.70","-110,816,633.83","-151,822,278.23","-336,538,588.71","-403,664,230.38","-118,669,841.49","-145,774,662.52","-151,776,323.52","-202,562,920.58","-326,111,165.16","-221,246,093.92","-250,653,855.15","-129,346,644.82"
购买商品、接受劳务支付的现金,"294,351,498.92","252,193,567.15","198,761,191.34","86,639,844.04","134,020,058.30","285,092,160.36","25,750,709.65","52,948,317.49","168,285,804.79","258,684,681.23","45,743,637.45","158,830,517.31","236,071,859.70","428,163,766.89","66,740,936.02","145,128,154.21","212,226,346.10","278,052,785.46","89,494,202.30","152,736,221.54","236,126,433.05","296,507,517.57","64,957,496.48","97,834,040.69","106,317,395.35","116,971,624.36","4,781,756.69","11,911,058.67","20,959,126.20","22,533,024.12","10,643,779.28","33,537,513.13","47,636,505.96","225,384,586.36","81,081,056.72"
吸收投资收到的现金,,"17,220,000.00",,,"1,444,836,000.00","1,444,836,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
