科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"284,440,055.13","340,666,539.64","352,316,249.67","86,390,280.07","149,300,557.60","217,824,815.85","289,864,094.58","74,495,306.76","158,731,492.97","235,441,482.44","349,254,972.88","81,162,475.40","196,686,716.75","254,809,536.39","239,359,826.26","58,812,502.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"976,610.94",,"1,656,649.88","1,567,402.67","1,366,903.86","2,812,771.23","4,756,091.57","824,002.29","2,594,850.40","3,873,697.34","5,520,387.52","1,471,825.31","3,090,482.57","3,952,506.75","3,359,443.56","853,505.10"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"8,316,015.25","1,793,028.58","108,667.64","15,268.99","3,024,718.36","4,535,737.02","4,630,148.90","4,170,030.08","4,416,403.40","4,501,841.73","4,389,797.18","4,570,529.71","4,768,241.27","4,891,031.09","5,483,417.99","1,021,323.40"
投资活动现金流出小计,"36,430,390.72","23,564,161.88","20,123,571.43","8,803,451.88","19,931,583.38","127,834,083.95","159,882,279.85","31,629,577.75","74,945,131.62","162,662,271.69","274,303,377.53","93,379,813.51","278,586,863.60","367,856,947.33","413,373,198.60","77,616,723.69"
经营活动现金流入小计,"293,732,681.32","342,459,568.22","354,081,567.19","87,972,951.73","153,692,179.82","225,173,324.10","299,250,335.05","79,489,339.13","165,742,746.77","243,817,021.51","359,165,157.58","87,204,830.42","204,545,440.59","263,653,074.23","248,202,687.81","60,687,331.16"
投资活动产生的现金流量净额,"-36,235,611.88","-21,963,467.50","-20,092,616.43","-8,803,451.88","-19,800,383.38","-97,661,788.06","-99,571,408.62","8,869,737.32","-34,445,816.55","-122,048,156.62","-146,505,409.72","-12,497,471.04","38,323,118.60","-13,998,349.03","-34,992,697.58","-42,534,696.29"
购买商品、接受劳务支付的现金,"211,346,886.77","262,946,365.83","264,312,587.72","55,909,354.57","102,234,626.26","151,430,847.52","218,140,983.01","68,040,543.98","139,093,008.07","196,708,676.30","266,790,832.65","61,519,627.21","118,414,595.13","145,870,678.05","104,111,207.82","51,580,336.44"
吸收投资收到的现金,,,,,,"120,528,200.00","140,528,200.00",,,,,,,,,
支付给职工以及为职工支付的现金,"14,883,924.71","16,166,380.36","17,280,681.17","4,510,865.33","9,752,113.36","13,878,183.58","18,480,763.76","4,955,453.53","11,312,237.09","12,621,119.53","16,063,690.06","7,429,378.24","13,098,861.41","18,034,891.67","25,304,055.87","5,997,370.16"
