科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
取得借款收到的现金,"20,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,"55,000,000.00","125,000,000.00","160,000,000.00",,,"86,000,000.00","136,000,000.00",
支付的各项税费,"8,681,964.16","24,171,480.09","28,487,024.74","8,025,654.56","12,027,584.96","16,588,213.38","18,758,421.75","4,920,920.40","10,303,601.76","18,408,424.66","31,615,383.17","8,381,283.68","12,767,052.95","12,282,392.66","20,722,588.66","3,954,130.48"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,"1,555,185.78"
支付其他与经营活动有关的现金,"14,931,767.03","15,826,664.08","16,260,762.24","3,338,697.27","7,977,269.81","14,028,200.26","15,906,665.47","4,413,251.21","7,680,030.93","13,149,295.11","20,796,008.33","5,627,380.33","13,633,516.81","17,704,171.88","18,707,052.93","4,730,153.34"
筹资活动现金流入小计,"20,000,000.00","20,000,000.00","20,000,000.00","10,000,000.00","10,000,000.00","130,528,200.00","150,528,200.00",,"55,000,000.00","125,000,000.00","160,000,000.00",,,"86,000,000.00","136,000,000.00","1,555,185.78"
经营活动现金流出小计,"249,844,542.67","319,110,890.36","326,341,055.87","71,784,571.73","131,991,594.39","195,925,444.74","271,286,833.99","82,330,169.12","168,388,877.85","240,887,515.60","335,265,914.21","82,957,669.46","157,914,026.30","193,892,134.26","168,844,905.28","66,261,990.42"
偿还债务支付的现金,"30,000,000.00","20,000,000.00","20,000,000.00",,,"30,000,000.00","30,000,000.00",,,,"25,000,000.00",,"85,000,000.00","135,000,000.00","135,000,000.00",
经营活动产生的现金流量净额,"43,888,138.65","23,348,677.86","27,740,511.32","16,188,380.00","21,700,585.43","29,247,879.36","27,963,501.06","-2,840,829.99","-2,646,131.08","2,929,505.91","23,899,243.37","4,247,160.96","46,631,414.29","69,760,939.97","79,357,782.53","-5,574,659.26"
分配股利、利润或偿还利息支付的现金,"9,297,172.00","11,163,771.80","12,068,922.23","313,147.82","668,881.15","1,020,747.82","1,020,747.82",,"31,930.20","6,720,833.22","8,350,844.68","1,541,531.25","7,002,544.90","10,795,119.13","11,423,668.90","1,555,185.78"
收回投资收到的现金,,"571,032.00",,,,"30,000,000.00","60,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","127,532,602.74","80,000,000.00","315,000,000.00","351,780,828.45","376,190,490.84","34,940,000.00"
支付其他与筹资活动有关的现金,"637,235.25","959,992.70","585,528.40","24,215,194.00","24,215,194.00","29,593,194.00","52,092,466.56",,,,,,,,,
取得投资收益收到的现金,"194,778.84","1,029,662.38","30,955.00",,"131,200.00","172,295.89","310,871.23","499,315.07","499,315.07","614,115.07","265,365.07","882,342.47","1,909,982.20","2,077,769.85","2,190,010.18","142,027.40"
筹资活动现金流出小计,"39,934,407.25","32,123,764.50","32,654,450.63","24,528,341.82","24,884,075.15","60,613,941.82","83,113,214.38",,"31,930.20","6,720,833.22","33,350,844.68","1,541,531.25","92,002,544.90","145,795,119.13","146,423,668.90","1,555,185.78"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,,,,,,,,,,,,,,
筹资活动产生的现金流量净额,"-19,934,407.25","-12,123,764.50","-12,654,450.63","-14,528,341.82","-14,884,075.15","69,914,258.18","67,414,985.62",,"54,968,069.80","118,279,166.78","126,649,155.32","-1,541,531.25","-92,002,544.90","-59,795,119.13","-10,423,668.90",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-3,049.48",-769.32,"2,212.68",-786.85,-786.85,"-8,056.05","11,998.89",-557.72,"-3,839.35","-289,349.55","-10,631.80","-10,627.40",2.22,"123,234.30","-24,621.18","-42,198.41"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"194,778.84","1,600,694.38","30,955.00",,"131,200.00","30,172,295.89","60,310,871.23","40,499,315.07","40,499,315.07","40,614,115.07","127,797,967.81","80,882,342.47","316,909,982.20","353,858,598.30","378,380,501.02","35,082,027.40"
五、现金及现金等价物净增加额,"-12,284,929.96","-10,739,323.46","-5,004,343.06","-7,144,200.55","-12,984,659.95","1,492,293.43","-4,180,923.05","6,028,349.61","17,872,282.82","-1,128,833.48","4,032,357.17","-9,802,468.73","-7,048,009.79","-3,909,293.89","33,916,794.87","-48,151,553.96"
购建固定资产、无形资产和其他长期资产支付的现金,"35,610,390.72","17,564,161.88","20,123,571.43","8,803,451.88","19,931,583.38","37,834,083.95","59,882,279.85","31,629,577.75","54,945,131.62","77,662,271.69","109,303,377.53","13,379,813.51","43,586,863.60","68,547,990.74","111,674,242.01","27,796,723.69"
期初现金及现金等价物余额,"50,723,482.13","38,438,552.17","27,699,228.71","22,694,885.65","22,694,885.65","22,694,885.65","22,694,885.65","18,513,962.60","18,513,962.60","18,513,962.60","18,513,962.60","22,546,319.77","22,546,319.77","22,546,319.77","22,546,319.77","63,263,114.64"
投资支付的现金,"820,000.00","6,000,000.00",,,,"90,000,000.00","100,000,000.00",,"20,000,000.00","85,000,000.00","165,000,000.00","80,000,000.00","235,000,000.00","299,308,956.59","301,698,956.59","49,820,000.00"
期末现金及现金等价物余额,"38,438,552.17","27,699,228.71","22,694,885.65","15,550,685.10","9,710,225.70","24,187,179.08","18,513,962.60","24,542,312.21","36,386,245.42","17,385,129.12","22,546,319.77","12,743,851.04","15,498,309.98","18,637,025.88","56,463,114.64","15,111,560.68"
