科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"100,229,454.07","101,719,735.70","114,117,632.82","94,955,140.95","954,522,328.32","883,909,922.26","835,607,810.66","828,997,159.19","802,547,068.22","755,881,979.32","730,940,157.97","724,639,036.51","731,820,258.43","588,534,626.87","453,435,158.39","462,231,311.88","441,090,595.79","275,022,904.55","183,462,056.30","191,880,204.19","348,758,820.53","238,032,137.24","96,450,881.91","937,048,179.88","200,005,676.35","218,138,235.30","537,227,702.24","601,045,470.72","470,023,001.18","558,633,591.85","462,002,404.11","1,179,271,003.42","1,064,792,141.08","794,528,201.34","654,212,401.45","1,231,158,778.92","965,338,821.77","852,934,306.56"
短期借款,"30,000,000.00","44,500,000.00","40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,"250,000,000.00","445,116,031.22","316,130,026.02","768,826,528.50","882,270,939.61","1,225,278,102.77","1,629,918,694.45","1,187,442,874.00","1,387,595,083.35","1,816,235,761.16","1,434,420,566.70","2,005,530,707.05","1,634,015,227.13"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00",,
应收票据,,"4,500,000.00","300,000.00",,,"600,000.00","4,100,000.00","3,500,000.00","10,500,000.00","12,020,000.00","2,000,000.00","6,380,000.00","15,874,194.50","17,245,408.00","15,771,038.00","13,975,630.00","26,425,968.27","14,300,000.00","19,874,912.33","19,666,733.20","25,660,908.00","45,047,512.00","76,664,907.87","81,152,660.98","40,651,121.16","69,394,207.88","67,697,212.59","63,573,820.69","18,726,105.50","18,422,832.25","17,634,452.00","47,190,180.37","40,438,255.00","40,503,213.99","36,102,513.50","29,660,335.87","20,900,016.65","34,638,384.66"
应付票据,,,,,,,,,,,,,,,,,,,,,,,"7,650,000.00","25,940,000.00","73,840,000.00","74,350,000.00","81,110,000.00","87,910,000.00","82,800,000.00","67,690,000.00","48,890,000.00","42,049,999.87","62,749,999.87","78,700,000.00","65,400,000.00","67,400,000.00","79,650,000.00","71,930,000.00"
应收账款,"146,176,015.70","198,072,252.10","217,691,751.92","284,170,297.39","385,113,743.99","433,826,405.59","470,947,232.51","528,309,925.99","643,653,527.60","678,626,445.13","743,169,291.30","790,045,043.47","861,012,875.12","943,277,012.09","1,030,122,629.42","1,227,065,640.04","1,334,264,895.66","1,658,901,184.14","1,736,449,579.16","2,186,295,773.22","2,492,837,159.90","2,853,845,018.91","3,110,931,168.14","3,516,687,061.78","3,088,207,545.07","3,406,148,571.26","3,695,204,721.66","3,896,823,465.44","3,747,062,020.14","4,057,161,405.59","4,260,418,559.23","4,577,401,432.80","4,433,274,093.52","4,350,698,861.02","5,056,121,712.75","4,828,536,820.51","5,021,277,338.97","4,236,193,390.76"
应付账款,"100,323,032.19","106,740,983.46","122,729,196.87","160,551,108.64","292,338,804.44","274,612,991.72","301,320,630.42","317,147,292.72","396,832,285.51","356,817,161.32","342,940,863.11","361,919,491.34","338,591,407.77","445,621,538.71","482,278,250.61","670,609,951.11","666,515,697.14","882,328,618.78","923,798,847.22","1,215,051,842.76","1,334,954,467.85","1,620,865,361.37","1,784,120,008.45","2,107,063,433.53","1,635,142,342.11","1,813,475,775.77","1,905,367,959.30","1,783,279,119.92","1,733,048,932.89","1,879,140,967.45","1,977,085,380.57","2,270,501,604.99","1,717,759,079.38","1,591,001,735.77","2,210,386,013.63","2,030,432,431.73","1,880,786,569.69","1,919,158,075.55"
预付款项,"16,783,498.58","21,525,253.32","13,398,601.41","25,223,794.17","18,219,644.51","33,174,538.93","40,289,468.79","43,851,841.46","36,141,038.34","63,675,814.12","69,741,234.38","131,234,366.12","98,785,756.41","150,428,993.62","319,376,431.76","349,693,458.23","307,226,169.94","381,433,657.89","414,668,191.46","378,391,214.86","203,406,551.97","351,256,896.88","404,150,347.00","437,104,756.27","212,899,643.14","318,209,442.39","559,789,461.39","195,010,624.53","210,362,728.67","346,073,460.58","388,919,983.90","522,701,102.61","214,373,308.94","275,998,912.79","527,828,503.13","610,236,018.74","390,058,770.97","723,237,693.32"
预收款项,"70,636,888.51","67,644,651.32","70,262,361.28","64,133,473.36","78,191,935.83","86,856,079.68","95,430,304.45","121,677,640.17","93,252,022.17","130,413,975.76","148,963,190.42","158,156,785.53","231,324,987.04","99,752,646.11","194,191,731.18","176,397,227.45","166,577,390.79","161,666,133.61","112,003,843.31","101,630,304.58","15,334,638.33","13,480,822.55","113,220,276.34","105,803,485.58","6,406,963.18","7,020,560.44","2,608,020.76","36,219,498.21","34,232,206.97","27,045,933.52","41,886,108.38","32,706,266.29","58,391,156.97","34,047,473.42","44,581,277.00","43,469,074.14","77,863,843.80","82,728,956.59"
