科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"101,359,144.18","77,301,220.64","117,055,216.84","109,912,054.51","377,258,027.28","360,934,524.13","302,526,515.77","289,623,079.98","215,997,546.18","185,432,163.79","177,497,260.85","120,245,861.06","201,690,864.36","149,409,923.71","203,240,148.06","177,480,358.38","200,319,348.14","122,856,226.32","170,862,153.91","211,526,049.45","203,961,064.33","197,469,211.44","183,190,499.88","238,211,203.13","249,995,728.26","200,036,326.68","321,135,251.16","157,357,757.30","197,384,265.77","175,536,303.87","238,537,394.93","271,219,174.69","644,118,297.10"
短期借款,"191,071,780.80","196,314,800.00","199,498,700.00","194,745,800.00","60,500,000.00","208,428,258.27","294,478,560.64","360,435,732.76","331,587,952.72","397,816,205.11","464,371,360.36","449,068,182.64","594,597,468.72","508,864,706.27","588,369,470.68","706,605,301.37","857,943,886.82","867,154,804.01","963,815,337.41","1,008,144,114.22","837,927,472.62","856,244,171.86","806,272,752.56","853,871,470.42","699,750,000.00","579,383,380.69","646,600,000.00","556,600,000.00","594,000,000.00","614,000,000.00","692,500,000.00","675,530,000.00","647,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,781,631.50","7,906,520.05","17,179,098.73","41,814,810.17","35,738,803.13","56,677,000.77","36,774,575.34","47,300,180.84","75,332,752.67","61,262,759.79","49,817,941.35","62,031,879.34","70,598,862.20","112,629,686.71","78,101,506.61","163,169,251.41","126,887,448.37","233,733,437.70","206,181,829.46","169,160,921.07","166,625,729.15","165,777,951.07","156,929,086.67","181,098,708.57","150,801,705.18","164,783,460.43","157,136,895.79","82,781,831.05","102,737,459.16","191,211,989.87","158,090,182.55","146,995,592.82","207,658,755.86"
应付票据,"36,700,000.00",,,,"15,893,209.71","56,904,983.52","66,218,289.33","65,001,725.88","38,420,708.56","15,170,758.20","109,954,100.00","111,289,500.00","40,470,000.00","47,970,000.00","181,323,348.50","117,121,348.50","98,798,000.00","77,979,305.51","99,695,590.27","93,903,028.34","128,622,997.23","88,386,816.03","31,034,178.50","127,271,140.09","245,445,127.29","284,492,366.48","342,519,093.20","220,963,285.64","224,091,406.38","322,330,401.51","345,648,817.80","299,601,133.61","350,552,806.49"
应收账款,"64,386,047.95","67,250,246.00","91,379,891.39","126,594,581.00","111,140,079.59","133,893,133.33","138,785,893.84","146,459,663.51","109,480,237.58","139,620,680.73","138,492,401.53","161,128,156.15","198,959,690.31","173,352,629.42","207,562,163.28","188,036,926.07","240,079,106.77","204,441,590.27","228,105,546.49","259,979,586.04","251,105,164.95","245,780,873.92","151,211,135.99","155,729,488.60","168,481,153.59","154,650,936.69","124,745,252.45","135,371,232.12","135,610,818.59","178,730,556.04","138,724,336.48","142,322,971.50","189,652,386.13"
应付账款,"92,820,796.54","84,570,863.30","103,283,706.76","197,884,053.32","193,901,299.66","164,834,385.26","129,031,644.43","145,389,549.55","182,683,139.68","231,243,450.52","154,067,742.23","167,988,181.47","206,347,929.61","191,506,809.95","210,579,908.33","220,800,055.80","197,526,543.59","149,851,915.05","202,768,118.74","147,318,719.31","193,368,926.10","178,572,292.63","150,753,023.90","223,990,611.66","158,348,850.17","80,875,032.12","100,687,696.31","130,224,005.32","139,317,550.37","88,412,979.43","68,916,096.04","124,830,828.26","155,619,783.26"
预付款项,"25,220,306.01","14,432,698.12","23,120,764.32","61,810,695.13","82,072,188.91","146,146,151.95","131,461,267.56","105,715,523.37","143,243,801.58","112,869,874.11","124,530,501.67","112,630,488.11","114,903,335.75","102,663,061.85","132,239,013.38","113,357,940.45","172,827,231.85","115,588,209.50","190,159,386.94","151,654,372.70","189,657,927.90","184,020,301.37","141,896,030.05","126,728,493.08","112,365,250.23","61,852,720.44","69,827,439.66","70,512,844.62","93,044,583.70","91,031,403.25","70,059,599.18","60,459,795.90","105,427,925.21"
预收款项,"20,565,308.43","4,955,768.15","19,833,769.97","25,118,697.22","17,799,801.34","12,165,996.29","9,483,026.36","13,502,035.70","9,534,419.70","21,122,695.89","19,151,120.07","25,616,494.32","20,919,830.31","15,112,367.26","19,747,115.53","31,017,377.56","33,886,610.44","24,170,253.78","48,163,015.15","57,476,835.60","31,480,975.83","29,020,328.79","56,132,057.67","39,230,446.93","27,683,987.91","41,691,866.91","21,604,341.47","15,839,944.49","28,550,949.51","23,579,763.24","15,660,202.60","17,466,349.02","32,308,478.15"
