科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"3,349,727,940.00","8,528,467,815.49","12,910,535,629.00","17,334,515,770.01","4,709,495,364.78","12,963,190,819.44","17,122,737,961.15","19,193,094,749.70","4,047,066,085.55","10,945,237,478.50","15,649,464,794.40","20,360,573,891.34","6,010,297,135.12","16,563,079,427.48","22,742,964,044.06","28,903,796,411.27","6,901,202,325.59","16,094,958,454.40","20,745,089,398.14","26,058,557,166.88","5,295,384,411.40","10,592,445,773.27","14,939,212,942.28","19,369,538,133.40","4,005,242,504.62","10,272,115,689.30","15,881,723,118.82","21,453,512,362.88","5,374,386,497.87","12,235,943,155.53","17,833,258,581.67","23,865,956,537.40","4,677,740,912.84","10,339,082,062.04","14,456,996,548.07","19,363,657,640.88","3,863,813,061.59","9,552,777,030.78","14,236,877,713.44","21,118,994,688.40","7,137,389,043.47","18,311,857,758.96","28,263,994,943.28","37,310,404,647.78","9,236,952,493.85"
二、营业利润,"269,501,417.00","680,194,810.60","982,462,592.99","1,182,940,849.04","290,168,479.34","739,210,255.62","828,492,868.18","747,420,627.83","146,174,883.71","419,247,256.44","594,557,285.05","687,652,582.24","276,274,229.78","854,753,655.26","1,080,468,163.39","1,037,830,529.82","190,680,359.55","581,488,993.70","748,591,411.82","700,733,218.36","49,618,637.79","34,138,211.84","20,284,965.95","28,276,604.64","24,289,509.88","301,643,212.90","425,227,392.86","537,732,628.77","169,193,359.44","468,500,944.55","588,188,543.50","724,844,894.15","115,608,705.32","281,031,198.12","331,016,800.05","409,691,995.40","52,676,941.63","270,322,094.63","392,048,036.41","700,638,063.92","260,104,274.36","790,856,804.76","1,194,973,961.93","1,533,678,540.32","324,698,118.31"
减:营业成本,"2,890,035,368.00","7,365,192,793.63","11,273,057,115.01","15,188,844,410.35","4,202,863,666.91","11,678,027,212.82","15,564,520,156.77","17,537,599,144.39","3,636,911,837.35","9,906,255,071.97","14,173,222,496.63","18,722,521,928.33","5,393,984,920.20","14,757,130,435.33","20,283,335,454.55","26,066,385,488.93","6,241,749,673.31","14,669,372,075.58","18,934,436,513.18","23,889,555,494.87","4,898,605,483.25","9,788,987,598.67","13,861,459,690.79","17,918,868,953.66","3,619,281,543.42","9,215,587,146.30","14,307,393,606.48","19,334,950,253.43","4,818,115,699.24","10,957,505,602.99","16,066,675,968.27","21,516,523,560.05","4,224,852,915.73","9,290,313,298.47","13,052,242,966.55","17,379,422,158.54","3,480,778,168.86","8,568,548,862.14","12,761,191,164.27","18,893,985,170.05","6,376,694,806.92","16,365,323,729.24","25,325,597,505.43","33,571,483,485.98","8,407,150,761.28"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,663,487.00","9,523,246.77","13,466,471.00","13,646,884.88",,,,"282,140.06",,,,"166,269.69","250,306.10","872,655.07","1,165,056.01","3,338,676.77","6,366,620.07","13,121,151.63","19,871,590.09","53,034,338.00","5,775,301.35","21,642,165.77","47,888,723.00","70,919,069.57","1,489,771.43","12,951,734.62","35,736,298.15","59,405,725.00","3,583,635.16","9,443,678.10","43,822,447.08","78,566,146.57","4,457,777.38","9,608,696.99","31,195,901.62","63,656,207.00","7,107,000.31","17,980,987.75","37,108,290.67","72,562,767.40","17,844,319.17","42,292,477.56","66,261,498.37","94,504,517.83","20,546,757.48"
营业外收入,"513,663.00","1,875,311.30","2,993,668.00","10,813,819.34","646,279.13","3,873,217.81","7,198,673.74","29,840,498.36","2,314,479.75","6,103,596.83","14,430,723.18","26,307,949.33","519,028.61","4,009,503.62","18,617,941.99","37,053,399.66","4,016,180.42","7,312,028.45","10,088,216.53","14,717,172.24","3,472,068.97","82,542,911.66","87,953,821.18","156,602,004.28","15,118,216.89","25,959,052.86","71,213,359.54","136,120,808.24","4,784,844.50","32,274,716.76","46,947,425.04","70,602,193.28","2,272,424.60","16,213,069.77","19,125,723.59","31,558,512.24","4,944,204.05","8,150,536.91","12,093,983.09","30,921,979.62","5,646,686.04","16,617,438.40","40,215,259.60","31,433,105.37","7,315,121.45"
销售费用,"55,890,557.00","167,085,881.30","293,014,316.00","482,089,950.97","133,322,980.20","372,147,020.57","506,542,923.93","528,579,660.68","204,219,251.20","437,356,363.08","583,061,821.25","627,073,906.17","214,032,011.50","625,218,368.75","798,430,195.29","1,009,045,815.48","235,788,318.11","417,723,023.05","571,260,107.84","705,533,320.80","162,918,521.26","290,217,186.72","412,956,163.72","570,678,772.23","153,778,317.59","343,959,199.23","486,677,931.82","685,182,307.80","189,478,494.25","400,662,597.97","535,202,842.52","721,419,427.23","157,703,671.27","353,530,621.31","480,704,111.60","626,996,524.80","107,975,387.11","281,820,442.21","443,589,741.03","669,712,867.23","208,988,278.44","632,363,452.07","924,738,372.21","1,181,665,299.46","294,688,094.13"
减:营业外支出,"924,547.00","1,262,119.39","2,758,510.00","5,504,191.85","453,900.28","4,296,278.35","4,524,875.64","4,045,491.88","761,577.77","5,005,991.58","9,053,780.90","10,280,128.81","196,956.08","1,408,874.03","4,344,223.13","8,359,107.57","486,689.51","7,934,514.13","8,800,304.24","11,765,033.48","7,658,882.33","11,977,750.57","14,583,178.03","11,249,490.14","127,509.46","7,765,557.22","10,212,324.74","7,547,373.48","843,892.82","3,821,998.74","7,913,083.96","5,588,834.14","657,161.43","1,110,681.06","5,079,340.27","2,561,748.48","1,291,753.49","4,975,071.21","6,385,101.38","19,178,547.14","165,462.03","2,230,306.28","2,298,241.36","3,452,040.45","3,800.00"
管理费用,"80,340,932.00","203,763,964.21","263,832,338.00","288,879,951.25","71,960,673.32","180,033,857.99","230,063,718.75","313,211,420.28","49,305,919.12","148,671,859.28","264,123,570.76","280,800,060.98","87,773,633.98","232,263,123.00","416,867,452.72","398,704,224.73","149,805,495.13","179,710,402.70","260,334,315.44","382,605,951.88","101,341,695.25","284,444,658.73","414,154,022.66","507,895,697.73","134,345,948.66","301,428,441.75","485,353,644.41","541,402,974.88","165,352,179.89","311,678,083.66","471,979,536.22","579,974,762.73","130,338,283.15","281,163,766.84","395,811,023.15","596,840,674.88","153,019,912.27","279,417,103.86","409,622,275.15","553,130,744.73","183,705,143.43","347,368,719.75","463,762,556.13","522,271,487.72","126,358,215.85"
其中:非流动资产处置净损失,,,,"3,311,857.05","368,838.85",,,"3,089,526.01","343,261.06","409,286.19","447,173.82","1,254,549.00","138,439.08","165,861.63","167,431.02","5,030,295.64","2,884.51","163,252.10","227,200.27","332,747.72","11,439.60","14,147.06","16,198.17","48,375.43",158.40,"3,334,864.44","3,782,204.10","3,849,481.00",95.85,95.85,368.85,"1,252,238.00","204,177.30","216,177.30","299,714.37","305,223.00","292,231.14","1,387,052.46","1,878,633.59","13,673,856.00","150,426.07","215,070.32","232,049.25",,
