科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"360,320,580.26","442,842,086.95","510,727,122.13","133,915,637.60","276,170,758.31","435,824,845.38","579,743,065.00","159,900,723.36","363,562,301.78","561,308,972.06","763,686,934.97","230,696,463.93","474,504,762.38","703,554,500.20","958,150,476.04","305,123,952.76","621,862,380.77","892,350,476.20","1,163,433,590.29","295,203,443.48"
二、营业利润,"40,900,321.69","47,483,641.98","60,832,890.73","22,135,722.67","48,138,554.13","79,313,024.80","109,902,723.77","41,786,672.85","91,841,419.42","141,718,269.77","188,542,149.45","59,033,103.01","111,920,297.34","155,611,367.49","197,585,222.48","71,709,420.54","152,989,805.29","201,635,947.30","231,161,285.61","53,888,120.24"
减:营业成本,"267,297,498.31","328,057,388.16","371,269,314.46","93,327,981.21","186,486,598.58","291,256,803.29","374,083,502.38","89,774,964.71","211,223,519.12","320,612,006.10","437,211,264.24","136,865,860.58","285,905,803.46","431,041,055.38","592,161,789.25","185,759,149.21","375,053,062.41","543,826,695.48","730,017,761.28","190,759,330.35"
加:补贴收入,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"909,555.38","1,434,735.24","1,274,166.09","304,615.85","1,325,980.70","1,635,486.72","2,183,239.00","1,383,903.37","2,501,474.14","3,936,573.49","7,098,343.30","1,772,138.07","4,389,973.20","6,803,038.32","9,183,275.74","3,040,822.72","6,439,276.05","9,710,873.90","12,381,778.07","2,046,184.46"
营业外收入,"6,702,042.53","6,477,295.52","4,573,649.32","1,715,193.37","2,276,819.17","3,340,567.22","6,018,328.73","2,474,102.89","12,900,553.38","15,480,790.50","20,037,352.07","201,237.35","4,937,074.23","7,178,795.11","8,300,276.93","1,075,409.51","2,118,436.17","3,120,831.16","2,104,729.80","10,482,763.37"
销售费用,"9,921,021.26","12,208,864.28","15,848,135.31","2,671,967.71","7,332,856.74","11,022,936.14","15,493,202.27","3,628,185.43","8,901,698.45","13,418,682.13","18,321,048.15","2,841,068.43","8,138,369.23","11,253,205.76","18,281,888.83","4,267,225.77","12,184,280.07","18,995,849.70","25,299,226.55","3,868,784.08"
减:营业外支出,"858,936.85","1,035,098.54","1,804,155.45","385,304.70","1,153,121.41","4,567,153.36","4,336,220.13","339,091.24","1,436,631.75","1,655,879.54","4,950,106.05","422,831.54","570,904.89","1,554,016.82","4,832,516.13","325,712.36","1,237,991.05","3,193,571.62","6,189,421.68","224,185.87"
管理费用,"32,701,865.86","42,724,411.36","52,579,198.96","12,891,574.11","28,808,180.55","44,938,155.58","66,521,790.00","20,461,449.32","45,638,903.39","78,272,803.15","116,172,959.33","27,220,206.84","56,933,525.83","84,268,559.48","128,687,009.72","29,329,194.21","69,997,015.54","66,710,145.79","89,950,017.67","21,306,542.95"
其中:非流动资产处置净损失,"370,427.99","235,153.17","328,874.74","57,143.34","661,663.33","1,081,051.31","2,138,174.43","45,121.73","1,032,143.06","1,227,233.42","4,401,548.45","141,363.81","243,013.68","986,031.37",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,
