科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付利息,,,,,,,,,,"33,333.33",,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"20,100,000.00",,,,,,,,,,,,,,,,,,
存货,"19,705,648.15","20,440,229.71","9,522,411.21","8,889,354.09","10,978,761.57","24,287,466.00","22,210,842.36","19,368,462.24","22,084,486.97","34,853,806.73","49,594,032.50","63,554,316.57","75,351,285.26","45,769,646.41","80,692,271.35","117,230,706.79","125,063,058.72","116,273,296.34","151,614,777.37","122,833,194.27","100,902,648.73","57,948,670.38","65,094,256.80","93,749,351.50","105,928,401.50","64,804,102.59","70,099,616.93","98,535,830.34","99,256,741.79","95,320,311.20"
其他应付款,"568,280.02","2,788,644.94","664,616.70","992,112.08","1,421,018.60","134,520,674.07","4,052,950.76","1,654,097.49","1,550,542.10","120,301,825.91","68,535,114.95","29,523,761.62","27,847,174.53","27,960,795.44","22,204,822.05","1,533,669.50","1,864,252.73","13,041,415.40","1,058,163.86","2,252,175.88","4,464,375.62","5,508,214.40","4,576,389.63","6,281,091.39","8,718,200.02","3,949,011.58","2,529,438.79","1,981,433.47","1,794,782.33","2,891,017.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"100,000.00","100,000.00","100,000.00","100,000.00",,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"3,004,534.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,"26,552.08",,,,,"513,469.50","513,469.50","513,469.50","513,469.50","23,214,265.28","26,406,280.91","30,822,888.28","31,843,103.51","32,277,734.55","31,512,788.29","24,781,976.06","24,816,656.18","17,435,293.41","21,255,692.85","26,217,991.63","31,452,805.08","231,395,687.17","134,575,642.14","157,192,472.05","230,944,851.68","265,460,268.56"
其他流动负债,,,,,,,,,,,"7,343,132.63",,,,,,,,,,,,,,,,,,,
流动资产合计,"144,519,292.74","216,233,453.93","264,574,475.71","278,966,745.73","328,205,614.23","751,631,456.75","613,637,971.97","580,341,341.76","659,647,795.76","645,628,956.84","587,800,895.41","556,256,851.42","557,299,307.80","564,139,845.53","568,626,291.15","530,402,771.27","504,777,155.60","540,401,782.02","517,458,824.48","477,559,900.52","492,874,845.17","457,182,600.87","431,760,351.20","416,683,759.92","480,228,185.09","584,873,941.85","539,593,407.90","546,790,989.26","566,411,600.47","624,338,138.12"
流动负债合计,"65,533,421.15","106,364,917.87","107,850,017.81","112,410,955.82","136,911,594.29","230,029,316.16","48,629,913.05","87,472,838.54","145,615,010.72","228,558,102.35","145,282,020.62","132,489,698.90","137,552,373.19","178,950,783.63","212,448,621.13","185,571,843.46","163,262,377.01","235,290,663.55","212,153,024.77","188,244,157.48","216,621,920.14","160,105,832.40","134,999,784.66","131,567,840.54","196,912,400.10","173,676,685.26","128,298,335.70","138,514,404.66","153,652,097.68","188,586,435.29"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,"14,964,607.69","14,964,607.69","13,346,390.64","13,346,390.64","13,448,350.86","11,778,350.86","11,928,932.47","11,928,932.47","11,187,779.88","11,017,779.88","9,715,675.24","9,715,675.24","9,274,631.66","6,177,979.87","6,177,979.87","6,177,979.87","6,177,979.87","6,177,979.87","6,177,979.87","4,705,675.23","4,705,675.23"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,"21,500,000.00","22,520,000.00","26,520,000.00","26,520,000.00","26,520,000.00","22,520,000.00","21,020,000.00","1,020,000.00","1,020,000.00",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,127,322.23"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"3,684,693.81","3,637,364.43","5,474,669.85","6,016,053.80","5,940,674.27","5,945,258.29","7,678,822.94","8,194,637.10","7,818,287.46","7,340,395.38","7,385,459.40","8,213,524.99","86,687,483.41","89,887,879.05","89,312,760.18","90,127,154.27","88,314,349.48","109,938,580.24","111,272,719.97","116,975,856.62","115,450,492.06","112,470,431.00","110,912,099.92","108,706,972.11","106,569,833.09","40,169,662.89","39,000,231.36","37,849,848.74","36,430,142.97","13,993,525.17"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,"67,060,000.00","68,346,861.76","63,959,977.76","69,835,706.38","69,702,599.58","1,092,706.38",,"16,413,150.00","17,241,741.75","17,558,189.61","582,127.88","34,188.03",,,,,,,,,,,
其他非流动负债,,"800,000.00",,,,,,,,,"3,500,000.00",,,"3,211,089.78","3,211,089.78","3,211,089.78","3,211,089.78",,"2,538,880.83",,"2,538,880.83",,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"800,000.00",,,,,,,,,"3,500,000.00",,,"3,211,089.78","3,211,089.78","3,211,089.78","3,211,089.78","2,538,880.83","2,538,880.83","2,538,880.83","2,538,880.83","6,280,728.14","6,280,728.14","6,280,728.14","6,280,728.14","4,791,004.55","4,791,004.55","4,791,004.55","4,791,004.55","3,302,653.19"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,"102,854.87",,"81,788.40","11,872.18","31,774.89","94,339.62","8,114.47",,"6,792.47"
负债合计,"65,533,421.15","107,164,917.87","107,850,017.81","112,410,955.82","136,911,594.29","230,029,316.16","48,629,913.05","87,472,838.54","145,615,010.72","228,558,102.35","148,782,020.62","132,489,698.90","137,552,373.19","182,161,873.41","215,659,710.91","188,782,933.24","166,473,466.79","237,829,544.38","214,691,905.60","190,783,038.31","219,160,800.97","166,386,560.54","141,280,512.80","137,848,568.68","203,193,128.24","178,467,689.81","133,089,340.25","143,305,409.21","158,443,102.23","191,889,088.48"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"37,900,000.00","37,900,000.00","50,000,000.00","50,000,000.00","50,000,000.00","67,000,000.00","67,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","335,000,000.00","335,000,000.00","335,000,000.00","335,000,000.00","335,000,000.00","335,000,000.00","335,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"27,879,469.87","27,879,469.87","15,779,469.87","15,779,469.87","15,779,469.87","350,880,687.43","350,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","288,452,087.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","283,880,687.43","82,880,687.43","82,880,687.43","82,880,687.43","82,880,687.43","82,880,687.43","82,880,687.43","82,880,687.43"
无形资产,"4,723,874.39","4,226,779.96","3,730,073.79","3,489,160.90","3,367,270.26","3,241,735.93","3,116,984.66","3,003,336.83","2,929,425.69","20,795,950.85","20,496,908.58","20,310,148.28","24,959,905.19","23,921,189.09","23,407,028.69","24,943,091.07","24,375,546.06","27,201,490.30","25,784,117.27","29,552,139.86","32,683,180.42","31,511,295.26","30,362,367.33","29,261,335.84","28,219,630.70","9,045,171.94","8,154,153.28","7,263,314.06","6,393,358.77","2,950,746.55"
盈余公积,"2,724,991.25","6,029,597.07","10,785,274.76","11,987,640.31","14,530,634.11","14,109,591.00","17,278,237.46","18,602,693.32","20,910,966.09","15,362,419.34","18,747,357.63","18,968,576.23","19,896,044.64","16,308,011.19","17,027,871.26","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,308,011.19","16,176,997.11","16,176,997.11","16,176,997.11","16,176,997.11","16,176,997.11"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"20,102,250.66","47,342,966.19","91,050,124.71","100,242,494.69","122,130,225.12","102,851,080.46","142,452,349.91","137,359,370.09","157,592,740.69","94,971,052.85","120,356,166.13","103,645,097.55","108,405,368.73","78,753,260.49","62,293,205.29","54,813,615.68","49,384,125.41","24,311,765.22","19,362,220.92","14,758,818.42","19,374,027.25","31,993,327.11","28,720,569.59","14,468,664.83","9,723,859.78","49,989,569.85","48,412,548.74","26,828,311.58","29,564,062.74","39,292,892.24"
长期待摊费用,"96,238.54","940,484.79","641,616.05","458,443.13","348,207.50","492,450.93","395,653.42","298,855.91","228,529.80",,"1,103,329.97","1,058,252.92","912,425.40",,,,,,,,,,,"42,857.15","71,627.15",,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,"5,141,786.34","5,076,406.14","5,671,495.90","5,051,922.13","4,849,543.92","7,574,909.73","5,125,934.74","1,890,919.64","-701,596.11","10,141,685.67"
递延所得税资产,"1,116,033.45","1,278,867.89","1,044,051.75","1,490,157.13","1,490,157.13","3,559,773.15","1,411,754.86","2,417,417.78","3,028,504.46","4,082,373.45","4,179,324.38","4,096,292.28","4,007,655.17","3,706,567.99","3,323,894.01","3,141,556.71","3,092,117.60","7,018,247.90","2,675,195.51","5,926,983.11","5,641,120.29","7,389,646.91","6,934,946.75","6,889,629.13","6,962,570.64","6,077,790.65","5,451,864.40","5,778,546.73","5,208,944.12","6,682,880.11"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"9,620,840.19","10,083,497.07","10,890,411.44","11,453,814.96","11,146,309.16","13,239,218.30","12,603,215.88","80,974,247.62","82,351,609.17","111,143,305.13","117,965,336.40","116,727,208.69","131,006,566.19","130,963,986.99","144,235,183.74","147,382,476.27","145,269,135.22","155,928,226.20","150,784,000.66","162,170,654.83","184,990,468.01","183,268,859.70","180,907,393.87","177,680,562.50","174,533,513.63","88,022,380.24","83,898,568.53","62,097,803.87","57,758,121.09","53,466,941.76"
所有者权益(或股东权益)合计,"88,606,711.78","119,152,033.13","167,614,869.34","178,009,604.87","202,440,329.10","534,841,358.89","577,611,274.80","573,842,750.84","596,384,394.21","528,214,159.62","556,984,211.19","540,494,361.21","550,753,500.80","512,941,959.11","497,201,763.98","489,002,314.30","483,572,824.03","458,500,463.84","453,550,919.54","448,947,517.04","458,704,512.21","474,064,900.03","471,387,232.27","456,515,753.74","451,568,570.48","494,428,632.28","490,402,636.18","465,583,383.92","465,726,619.33","485,915,991.40"
资产总计,"154,140,132.93","226,316,951.00","275,464,887.15","290,420,560.69","339,351,923.39","764,870,675.05","626,241,187.85","661,315,589.38","741,999,404.93","756,772,261.97","705,766,231.81","672,984,060.11","688,305,873.99","695,103,832.52","712,861,474.89","677,785,247.54","650,046,290.82","696,330,008.22","668,242,825.14","639,730,555.35","677,865,313.18","640,451,460.57","612,667,745.07","594,364,322.42","654,761,698.72","672,896,322.09","623,491,976.43","608,888,793.13","624,169,721.56","677,805,079.88"
负债和所有者(或股东权益)合计,"154,140,132.93","226,316,951.00","275,464,887.15","290,420,560.69","339,351,923.39","764,870,675.05","626,241,187.85","661,315,589.38","741,999,404.93","756,772,261.97","705,766,231.81","672,984,060.11","688,305,873.99","695,103,832.52","712,861,474.89","677,785,247.54","650,046,290.82","696,330,008.22","668,242,825.14","639,730,555.35","677,865,313.18","640,451,460.57","612,667,745.07","594,364,322.42","654,761,698.72","672,896,322.09","623,491,976.43","608,888,793.13","624,169,721.56","677,805,079.88"
