科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"14,956,402.60","11,930,085.91","21,427,884.41","5,519,041.89","214,401,884.79","173,938,063.86","176,752,388.80","119,417,263.41","89,546,596.61","55,522,314.53","39,977,607.02","24,021,720.59","16,251,395.18","13,917,279.14","8,133,804.60","4,525,313.37","7,100,200.44","31,572,136.82","3,128,182.58","1,619,036.25","234,460,421.92","150,634,817.20","147,268,777.95","122,944,953.75","103,906,633.46","253,133,334.09","172,640,200.85","159,435,922.47","144,694,740.52","167,580,839.73","214,835,660.58","199,410,304.62","152,926,923.40","369,846,275.71","460,192,119.83"
短期借款,,,,,,,"20,000,000.00",,,,,,,,"20,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","30,000,000.00","170,000,000.00","170,000,000.00","230,000,000.00","180,000,000.00","210,000,000.00","170,000,000.00","170,000,000.00","204,826,300.00","204,826,300.00","74,826,300.00","129,826,300.00","131,093,000.00","131,093,000.00","301,093,000.00","498,493,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,273,000.00","1,323,587.35","3,192,170.00","6,920,392.14","2,494,576.10","7,029,823.71","4,279,962.18","11,315,509.75","8,918,889.50","10,727,642.80","11,598,065.67","12,960,903.46","12,814,566.47","18,810,719.30","12,576,507.00","12,325,909.83","11,390,611.93","17,738,269.23","12,373,275.22","17,695,449.04","42,806,589.05","25,243,936.20","14,944,888.29","21,793,896.39","24,678,962.09","34,316,777.32","20,647,955.25","19,940,743.23","24,461,350.55","45,386,451.67","38,376,815.48","23,627,937.95","40,515,758.67","44,229,638.04","18,580,976.88"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"9,543,410.09","11,496,443.54","14,067,366.84","17,513,232.70","29,676,853.87","15,943,967.12","27,809,867.44","21,223,968.93","23,339,562.15","23,182,618.64","31,241,576.61","40,313,067.02","46,189,304.17","41,037,711.38","55,896,604.56","75,191,302.45","78,284,007.50","65,212,211.05","83,929,943.14","68,000,453.41","297,440,585.80","236,917,020.57","338,175,414.61","384,658,895.75","452,093,142.90","231,754,323.14","319,081,088.69","386,335,838.47","414,526,227.39","394,760,979.39","467,437,261.49","436,230,499.18","451,935,823.01","457,093,577.48","507,142,905.83"
应付账款,"1,804,945.33","6,108,941.99","5,886,909.89","4,541,612.59","5,676,879.01","3,829,104.21","5,318,710.65","6,596,998.61","40,936,643.97","14,758,366.23","13,118,056.74","22,146,387.75","18,134,250.56","13,618,582.82","12,788,731.91","16,158,956.49","12,849,454.23","13,500,778.33","13,564,891.84","14,034,579.33","25,029,339.78","37,334,544.93","19,005,390.11","32,242,420.20","33,488,383.65","37,335,674.49","28,717,653.51","45,054,056.13","43,889,808.54","37,074,609.16","26,991,938.04","35,018,628.93","45,816,543.86","44,573,758.83","33,255,204.68"
预付款项,"2,137,243.56","7,989,542.07","7,607,736.24","7,454,733.31","4,482,891.27","2,107,572.06","5,520,903.95","6,726,630.33","43,413,369.27","4,645,152.98","4,354,045.27","38,686,016.12","11,244,111.47","8,450,417.27","37,073,671.98","25,935,435.39","52,113,951.76","25,101,862.62","48,903,217.27","42,094,792.86","77,083,614.64","79,428,723.77","112,157,116.48","173,318,356.67","157,915,325.70","75,082,550.67","131,895,436.55","145,145,896.25","221,511,580.50","76,387,810.05","121,706,482.80","72,125,588.33","150,530,474.89","126,614,326.30","244,661,755.65"
预收款项,"249,443.97","342,667.23","143,109.10","238,330.27","277,544.40","455,851.27","429,540.70","578,912.95","627,364.76","757,130.10","412,395.90","694,538.71","313,696.71","1,131,661.41","841,001.50","1,138,790.18","1,149,532.89","1,028,091.55","820,594.20","1,090,065.20","1,490,204.44","809,511.49","959,855.98","954,281.20","796,175.20","7,967,481.01","6,501,591.26","8,616,740.14","1,574,329.65","6,651,269.26","3,081,242.81","4,153,140.70","10,355,630.65","8,237,046.23","5,087,285.86"
