科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"15,678,156.37","21,173,773.32","57,136,143.36","25,321,456.58",,"489,942,309.90","90,703,576.55","99,804,306.14","77,732,166.89","160,153,747.74"
短期借款,"100,350,000.00","40,600,000.00","98,800,000.00","104,800,000.00",,"65,000,000.00",,,,
交易性金融资产,,,,,,,,,,
交易性金融负债,,,,,,,,,,
应收票据,"42,109,098.40","18,771,910.18","38,396,856.53","70,567,763.89",,"77,177,415.43","102,771,840.34","198,381,594.02","180,929,851.94","152,302,476.58"
应付票据,"16,873,550.00","15,529,775.79","33,167,050.00","19,897,251.44",,"30,130,500.00","15,590,300.00","27,321,791.00","34,802,556.31","39,606,218.48"
应收账款,"108,310,444.59","89,129,290.24","132,761,885.01","118,609,718.04",,"175,188,871.15","206,702,418.11","136,545,936.58","136,626,606.88","246,222,722.74"
应付账款,"48,767,961.88","43,449,329.85","54,349,226.38","45,229,030.18",,"94,724,151.36","75,995,813.11","75,214,990.63","74,732,941.33","112,448,802.17"
预付款项,"5,783,049.22","2,252,092.44","1,562,066.53","4,556,976.25",,"2,139,970.04","4,218,619.07","3,872,451.23","5,609,109.37","3,274,799.98"
预收款项,"46,820.39","12,002.61","690,000.00","690,000.00",,"391,928.90","690,000.00","3,666,302.93","2,746,171.97","5,179,363.70"
其他应收款,"3,456,980.01","4,470,620.41","2,536,867.37","4,255,176.01",,"1,620,801.95","3,938,855.98","1,935,775.90","4,913,773.27","2,627,169.38"
应付职工薪酬,"6,728,658.44","7,604,917.91","10,478,609.25","10,399,517.70",,"16,864,479.20","14,180,436.33","14,691,547.22","16,963,184.68","25,324,568.31"
应收关联公司款,,,,,,,,,,
应交税费,"8,179,576.79","13,241,927.43","13,114,002.19","19,986,860.66",,"21,733,737.76","25,855,463.63","10,873,566.89","15,964,830.75","26,652,573.67"
应收利息,,,,,,,,,,
应付利息,"263,741.68","148,115.04","179,475.31","137,382.36",,"95,700.00",,,,
应收股利,,,,,,,,,,
应付股利,,,,,,,,,,
存货,"53,012,416.52","56,279,485.71","71,057,925.98","60,624,009.29",,"85,010,977.33","96,814,894.19","90,799,442.44","94,533,072.06","106,065,410.09"
其他应付款,"213,349.44","271,629.55","217,158.06","161,646.51",,"300,928.64","216,846.35","245,633.63","230,080.13","464,567.83"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,"10,000,000.00","20,000,000.00","15,000,000.00",,,,,,,
其他流动资产,"5,414,480.16","419,146.54",,,,"731,353.70","290,000,000.00","210,895,380.76","271,075,204.14","186,202,772.95"
其他流动负债,,,,,,,"60,922.12",,"132,504.53",
流动资产合计,"233,764,625.27","192,496,318.84","303,451,744.78","283,935,100.06","307,935,837.51","831,811,699.50","795,150,204.24","742,234,887.07","771,419,784.55","856,849,099.46"
流动负债合计,"191,423,658.62","140,857,698.18","225,995,521.19","201,301,688.85",,"229,241,425.86","132,589,781.54","132,013,832.30","145,572,269.70","209,676,094.16"
可供出售金融资产,,,,,,,,,,
长期借款,"35,000,000.00","15,000,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"116,263,326.58","177,548,234.77","197,177,034.12","199,977,557.24",,"225,261,242.01","225,730,110.69","234,795,971.19","236,932,346.72","237,340,418.32"
递延所得税负债,,,,,,,,,,
在建工程,"77,657,894.99","18,818,895.15","17,853,548.41","22,077,023.17",,"13,626,969.27","20,599,184.37","29,776,783.25","37,403,149.87","67,365,807.46"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,"35,934,800.00","16,931,285.38","1,458,020.72","1,336,545.68",,"1,215,070.64","1,154,333.12","1,093,595.60","1,032,858.08","972,120.56"
固定资产清理,,,,,,,,,,
负债合计,"227,358,458.62","157,788,983.56","227,453,541.91","202,638,234.53","206,951,191.46","230,456,496.50","133,744,114.66","133,107,427.90","146,605,127.78","210,648,214.72"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"67,680,000.00","67,680,000.00","67,680,000.00","67,680,000.00","67,680,000.00","90,240,000.00","90,240,000.00","270,720,000.00","270,720,000.00","270,720,000.00"
油气资产,,,,,,,,,,
